index,resist,a,b,m,n,ip,resError,phaseError,K,app,irecip,reciprocalErrRel,recipError,recipMean,reci_IP_err
1.0,-128.5803026,1 72,1 65,1 71,1 1,,,,7.522500820673164,-967.2454318309038,0,,,-128.5803026,
2.0,-164.2309213,1 72,1 65,1 71,1 2,,,,7.521913051825442,-1235.330710439787,0,,,-164.2309213,
3.0,-225.3281203,1 72,1 65,1 71,1 3,,,,7.5212948388072975,-1694.7592282505398,0,,,-225.3281203,
4.0,-307.945876,1 72,1 65,1 71,1 4,,,,7.520644041369752,-2315.9513174037884,0,,,-307.945876,
5.0,-418.8520919,1 72,1 65,1 71,1 5,,,,7.51995832774975,-3149.7502765788086,0,,,-418.8520919,
6.0,-598.7914188,1 72,1 65,1 71,1 6,,,,7.51923515372265,-4502.453485988422,0,,,-598.7914188,
7.0,-1038.181364,1 72,1 65,1 71,1 7,,,,7.518471738930912,-7805.537245118746,0,,,-1038.181364,
8.0,-1574.674565,1 72,1 65,1 71,1 8,,,,7.51766504007633,-11837.875926797902,0,,,-1574.674565,
9.0,-105.7731004,1 72,1 65,1 71,1 9,,,,7.51681172049155,-795.0764807994494,0,,,-105.7731004,
10.0,-139.5662935,1 72,1 65,1 71,1 10,,,,7.515908115520665,-1048.967437969789,0,,,-139.5662935,
11.0,-195.3429044,1 72,1 65,1 71,1 11,,,,7.514950193035715,-1467.9921971289373,0,,,-195.3429044,
12.0,-265.8185682,1 72,1 65,1 71,1 12,,,,7.513933508291611,-1997.343046724079,0,,,-265.8185682,
13.0,-353.4517233,1 72,1 65,1 71,1 13,,,,7.512853152171809,-2655.430893534963,0,,,-353.4517233,
14.0,-477.3165751,1 72,1 65,1 71,1 14,,,,7.511703691694722,-3585.460679285751,0,,,-477.3165751,
15.0,-686.187048,1 72,1 65,1 71,1 15,,,,7.510479101428526,-5153.593483674933,0,,,-686.187048,
16.0,-845.7505558,1 72,1 65,1 71,1 16,,,,7.509172684190236,-6350.886971252071,0,,,-845.7505558,
17.0,-65.52894483,1 72,1 65,1 71,1 17,,,,7.507776979070689,-491.97670345746724,0,,,-65.52894483,
18.0,-101.2375949,1 72,1 65,1 71,1 18,,,,7.506283654414926,-759.9181038101499,0,,,-101.2375949,
19.0,-147.0798767,1 72,1 65,1 71,1 19,,,,7.504683382876283,-1103.7879066259825,0,,,-147.0798767,
20.0,-211.2975139,1 72,1 65,1 71,1 20,,,,7.502965695025903,-1585.357998235959,0,,,-211.2975139,
21.0,-282.7416257,1 72,1 65,1 71,1 21,,,,7.501118807202419,-2120.8785261172566,0,,,-282.7416257,
22.0,-361.1132174,1 72,1 65,1 71,1 22,,,,7.499129418283731,-2708.0347519354286,0,,,-361.1132174,
23.0,-472.5621358,1 72,1 65,1 71,1 23,,,,7.496982468793824,-3542.7900475083666,0,,,-472.5621358,
24.0,-568.456443,1 72,1 65,1 71,1 24,,,,7.494660854142906,-4260.388250637418,0,,,-568.456443,
25.0,-11.14251311,1 72,1 65,1 71,1 25,,,,7.492145081731756,-83.48132479521811,0,,,-11.14251311,
26.0,-45.80190721,1 72,1 65,1 71,1 26,,,,7.489412858987701,-343.0293928247355,0,,,-45.80190721,
27.0,-92.98170244,1 72,1 65,1 71,1 27,,,,7.486438595944928,-696.1018058634827,0,,,-92.98170244,
28.0,-145.9310531,1 72,1 65,1 71,1 28,,,,7.48319280146925,-1092.030206068747,0,,,-145.9310531,
29.0,-208.6342355,1 72,1 65,1 71,1 29,,,,7.47964134628904,-1560.5092540972046,0,,,-208.6342355,
30.0,-265.261919,1 72,1 65,1 71,1 30,,,,7.475744558117355,-1983.0303474400164,0,,,-265.261919,
31.0,-329.7420906,1 72,1 65,1 71,1 31,,,,7.471456103615104,-2463.6535554321745,0,,,-329.7420906,
32.0,-387.4006068,1 72,1 65,1 71,1 32,,,,7.466721597728649,-2892.612477766744,0,,,-387.4006068,
33.0,-21.7934415,1 72,1 65,1 71,1 35,,,,7.461476861569028,-162.6112594862082,0,,,-21.7934415,
34.0,-76.30245968,1 72,1 65,1 71,1 36,,,,7.455645723351854,-568.8841071944192,0,,,-76.30245968,
35.0,-133.9384921,1 72,1 65,1 71,1 37,,,,7.449137219852086,-997.7262066729745,0,,,-133.9384921,
36.0,-185.0860177,1 72,1 65,1 71,1 38,,,,7.441842003676811,-1377.3809008131298,0,,,-185.0860177,
37.0,-229.0902813,1 72,1 65,1 71,1 39,,,,7.433627687367397,-1702.9718579784653,0,,,-229.0902813,
38.0,-267.1419328,1 72,1 65,1 71,1 40,,,,7.424332748089664,-1983.3506000750083,0,,,-267.1419328,
