index,resist,a,b,m,n,ip,resError,phaseError,K,app,irecip,reciprocalErrRel,recipError,recipMean,reci_IP_err
39.0,173.8387792,1 72,1 65,1 71,1 41,,,,7.413758459586104,1288.798719898121,0,,,173.8387792,
40.0,-4.097618861,1 72,1 65,1 71,1 44,,,,7.4016580843738575,-30.329173769203447,0,,,-4.097618861,
41.0,-62.5340787,1 72,1 65,1 71,1 45,,,,7.387722205559858,-461.98440181621777,0,,,-62.5340787,
42.0,-116.5090835,1 72,1 65,1 71,1 46,,,,7.371558532546507,-858.8535285935984,0,,,-116.5090835,
43.0,-153.8038447,1 72,1 65,1 71,1 47,,,,7.352663657337813,-1130.8679392845193,0,,,-153.8038447,
44.0,-181.0541348,1 72,1 65,1 71,1 48,,,,7.330382858376184,-1327.196126176051,0,,,-181.0541348,
45.0,331.0105191,1 72,1 65,1 71,1 49,,,,7.303851772876419,2417.6517667692788,0,,,331.0105191,
46.0,252.1386314,1 72,1 65,1 71,1 50,,,,7.271909898664698,1833.5294095134298,0,,,252.1386314,
47.0,157.6826194,1 72,1 65,1 71,1 51,,,,7.232969132683476,1140.5135188808767,0,,,157.6826194,
48.0,-50.46923789,1 72,1 65,1 71,1 54,,,,7.184808310900424,-362.6117998368826,0,,,-50.46923789,
49.0,-92.62100301,1 72,1 65,1 71,1 55,,,,7.1242416081406335,-659.8544034315609,0,,,-92.62100301,
50.0,-116.281017,1 72,1 65,1 71,1 56,,,,7.0465629613229,-819.3815074971585,0,,,-116.281017,
51.0,560.7992045,1 72,1 65,1 71,1 57,,,,6.944573234251121,3894.5111453600207,0,,,560.7992045,
52.0,420.6307475,1 72,1 65,1 71,1 58,,,,6.806784082777885,2863.1426768099636,0,,,420.6307475,
53.0,271.5347641,1 72,1 65,1 71,1 59,,,,6.613879270715354,1795.8981475595738,0,,,271.5347641,
54.0,154.536433,1 72,1 65,1 71,1 60,,,,6.331148553799277,978.3931142972489,0,,,154.536433,
55.0,72.69674618,1 72,1 65,1 71,1 61,,,,5.8904862254808625,428.21918201056855,0,,,72.69674618,
56.0,-38.32336389,1 72,1 65,1 71,1 63,,,,5.140787978601479,-197.01228838528203,0,,,-38.32336389,
57.0,-62.13458586,1 72,1 65,1 71,1 64,,,,3.677962131031953,-228.52865382043345,0,,,-62.13458586,
58.0,567.217416,1 72,1 65,1 71,1 66,,,,3.7699111843077517,2138.3592805125427,0,,,567.217416,
59.0,367.9500968,1 72,1 65,1 71,1 67,,,,5.543987035746694,2039.910566460941,0,,,367.9500968,
60.0,223.9525624,1 72,1 65,1 71,1 68,,,,6.854383971468639,1535.0568540838904,0,,,223.9525624,
61.0,123.4318129,1 72,1 65,1 71,1 69,,,,8.377580409572781,1034.059937669093,0,,,123.4318129,
62.0,46.46509926,1 72,1 65,1 71,1 70,,,,11.780972450961722,547.4040543132619,0,,,46.46509926,
