Unnamed: 0,El-array,a,b,m,n,Rho,dev,ip,sp,vp,i,resist,resError,phaseError,K,app,irecip,reciprocalErrRel,recipError,recipMean,reci_IP_err,resInvError
,Mixed / non conventional,60,62,35,37,-571371.19,0.07,0.0,-165.69,175.025,3.735,46.8607764390897,,,-12193.306486745501,-571387.8093286832,-2063,-0.0046605575213823185,-0.21890745949443158,46.97023016883691,0.0,
,Mixed / non conventional,60,62,37,39,-453162.75,0.23,0.0,253.3,46.151,0.966,47.775362318840585,,,-9483.682823024179,-453086.38298694504,-2142,-0.003881072515372558,-0.1857801587416148,47.868252398211396,0.0,
,Mixed / non conventional,60,62,39,41,900567.19,0.23,0.0,-296.9,-120.679,0.966,-124.9265010351967,,,-7207.598945498374,900420.1171260852,-2221,-0.015472722351545086,-1.9480236796322004,-125.9005128750128,0.0,
,Mixed / non conventional,60,62,41,43,-42341.84,0.04,0.0,29.9,51.502,6.48,7.94783950617284,,,-5327.355742324881,-42340.96843228643,-2290,0.017245094482787677,0.13588952933170972,7.879894741506985,0.0,
,Mixed / non conventional,60,62,43,45,-275423.16,0.0,0.0,-59.4,469.01,6.48,72.37808641975307,,,-3805.254101660642,-275417.0102191138,-2369,-0.002686384569279834,-0.1946968898723469,72.47543486468925,0.0,
,Mixed / non conventional,60,62,45,47,-194755.94,0.27,0.0,376.26,44.431,0.594,74.7996632996633,,,-2603.594911662535,-194748.02276107424,-2448,0.006770996188141674,0.5047593731804341,74.54728361307308,0.0,
,Mixed / non conventional,60,62,47,49,294217.75,0.28,0.0,-510.27,-103.735,0.594,-174.63804713804714,,,-1684.6790604875298,294209.0611779022,-2527,-0.0208794948033114,-3.68482281710979,-176.48045854660205,0.0,
,Mixed / non conventional,38,40,30,32,-85575.43,0.41,0.0,234.46,38.369,0.169,227.03550295857985,,,-376.99111843077526,-85590.36818384861,-1833,0.005967992905530468,1.3509151449597994,226.36004538609996,0.0,
,Mixed / non conventional,38,40,32,34,35613.32,0.41,0.0,-519.47,-39.919,0.169,-236.20710059171594,,,-150.79644737231,35619.19161334463,-1932,0.011727041688725737,2.753863181643993,-234.83016900089393,0.0,
,Mixed / non conventional,38,40,34,36,486.89,0.03,0.0,369.16,-50.3,3.895,-12.913992297817714,,,-37.699111843077524,486.8460399760717,-2011,0.00055990787148287,0.00722862225856602,-12.910377986688431,0.0,
,Mixed / non conventional,41,43,32,34,43283.33,0.18,0.0,-533.76,-946.855,11.907,-79.52087007642564,,,-544.2809272344314,43281.692899685695,-1925,-0.013591256365165035,-1.08818342151676,-80.06496178718402,0.0,
,Mixed / non conventional,41,43,34,36,-25814.71,0.25,0.0,367.43,280.198,2.685,104.35679702048417,,,-247.400421470196,-25817.915566147476,-2004,-0.015449372368229136,-1.6247980715403685,105.16919605625435,0.0,
,Mixed / non conventional,41,43,36,38,1455.54,0.28,0.0,-249.72,-47.396,2.685,-17.652141527001863,,,-82.46680715673212,1455.7157512106055,-2083,0.004869009490170403,0.08573971088381427,-17.609271671559956,0.0,
,Mixed / non conventional,41,43,38,40,60.83,0.13,0.0,563.44,-51.371,9.949,-5.163433510905619,,,-11.780972450961722,60.830267944351654,-2162,0.0006436517037963999,0.0033223835478182195,-5.1617723191317095,0.0,
,Mixed / non conventional,41,43,40,42,-859.72,0.08,0.0,-544.45,-907.51,9.949,-91.2162026334305,,,9.424777960769378,-859.6924562446294,-2241,-0.01689604126597603,-1.5543236823589837,-91.99336447460999,0.0,
,Mixed / non conventional,58,60,30,32,-167219.17,0.04,0.0,228.85,49.976,5.126,9.749512290284821,,,-17153.095888600008,-167234.31918233982,-1853,-0.027109186189811726,-0.2679330676457976,9.88347882410772,0.0,
,Mixed / non conventional,58,60,32,34,1119564.0,0.03,0.0,-507.59,-418.247,5.126,-81.59325009754194,,,-13722.476710880474,1119661.474228565,-1952,-0.026731671996754934,-2.2106714710855044,-82.69858583308469,0.0,
,Mixed / non conventional,58,60,34,36,-548305.38,0.1,0.0,365.88,73.673,1.449,50.8440303657695,,,-10781.945987120022,-548197.5891712169,-2031,-0.003313940246254474,-0.16877373154164133,50.92841723154032,0.0,
,Mixed / non conventional,58,60,36,38,-266518.19,0.1,0.0,-224.75,46.554,1.449,32.12836438923395,,,-8293.804605477077,-266466.3765378742,-2100,-0.020758321093445223,-0.6739256871019208,32.465327232784915,0.0,
,Mixed / non conventional,58,60,38,40,-31169.02,0.07,0.0,539.63,50.882,10.154,5.011030135907031,,,-6220.353454107836,-31170.378614527763,-2179,-0.002128661125700941,-0.010678150131560926,5.016369210972812,0.0,
,Mixed / non conventional,58,60,42,44,-318104.94,0.18,0.0,30.13,149.664,1.49,100.4456375838926,,,-3166.7253948185225,-318083.7513356505,-2337,-0.017419564746876278,-1.765092862131965,101.3281840149586,0.0,
,Mixed / non conventional,58,60,44,46,-66619.26,0.18,0.0,-115.25,47.015,1.49,31.553691275167786,,,-2111.150263212339,-66614.58364089135,-2416,-0.004990869175218298,-0.15787431016366682,31.632628430249618,0.0,
,Mixed / non conventional,61,63,30,32,-775351.5,0.21,0.0,230.49,48.656,1.462,33.280437756497946,,,-23300.40731351191,-775447.7552983827,-1846,-0.01390662013013687,-0.46605905878867304,33.51346728589228,0.0,
,Mixed / non conventional,61,63,32,34,1834716.25,0.22,0.0,-506.65,-140.72,1.462,-96.25170998632011,,,-19063.969620146378,1834939.6750663463,-1945,-0.0256700124687402,-2.5029074279279087,-97.50316370028406,0.0,
,Mixed / non conventional,61,63,34,36,-225028.19,0.0,0.0,357.89,51.025,3.486,14.637119908204244,,,-15374.169048504882,-225033.55585196833,-2024,0.01551558383846589,0.2253552023218912,14.524442307043298,0.0,
,Mixed / non conventional,61,63,36,38,-627582.31,0.06,0.0,-216.03,179.428,3.486,51.471026965002864,,,-12193.306486745501,-627602.006971822,-2103,-0.02218401803439924,-1.1546414841949968,52.04834770710036,0.0,
,Mixed / non conventional,61,63,38,40,-455258.63,0.42,0.0,531.13,48.927,1.019,48.01472031403337,,,-9483.682823024179,-455356.3782945084,-2182,-0.0006941300379929402,-0.03334003079422132,48.03139032943048,0.0,
,Mixed / non conventional,61,63,40,42,917662.81,0.4,0.0,-509.43,-129.765,1.019,-127.34543670264965,,,-7207.598945498374,917854.8352920475,-2261,-0.02720117018567584,-3.5117061544932113,-129.10128977989626,0.0,
,Mixed / non conventional,61,63,44,46,-296880.59,0.07,0.0,-117.95,624.512,8.005,78.01524047470329,,,-3805.254101660642,-296867.813808406,-2409,-0.03797753805291016,-3.0201761919633725,79.52532857068498,0.0,
,Mixed / non conventional,61,63,46,48,-232220.61,0.02,0.0,301.67,45.357,0.509,89.11001964636542,,,-2603.594911662535,-232006.39372942553,-2488,0.009005908415469024,0.7989191793554937,88.71056005668767,0.0,
,Mixed / non conventional,61,63,48,50,318268.25,0.03,0.0,-422.14,-96.07,0.509,-188.7426326129666,,,-1684.6790604875298,317970.7609843555,-2567,-0.04227181949558293,-8.150768402261804,-192.8180168140975,0.0,
,Mixed / non conventional,39,41,31,33,-245149.95,2.27,0.0,-332.13,128.548,0.198,649.2323232323232,,,-376.99111843077526,-244754.81965676413,-1883,0.033905868215501615,21.64582534202782,638.4094105613093,0.0,
,Mixed / non conventional,42,44,31,33,191188.81,2.01,0.0,-438.39,-58.722,0.31,-189.4258064516129,,,-1010.8074362925171,191473.01378699738,-1876,0.016535030997952734,3.106478720520471,-187.87256709135266,0.0,
,Mixed / non conventional,42,44,35,37,-24102.3,0.15,0.0,-189.76,297.839,3.057,97.42852469741577,,,-247.400421470196,-24103.85807336006,-2044,-0.027476979916410973,-2.7143324454413715,98.78569092013646,0.0,
,Mixed / non conventional,42,44,37,39,1277.72,0.15,0.0,270.95,-47.368,3.057,-15.49492966961073,,,-82.46680715673212,1277.817376970915,-2123,-0.0027019344026367846,-0.041922920030703636,-15.515891129626082,0.0,
,Mixed / non conventional,42,44,39,41,2832.2,0.71,0.0,-404.34,-63.897,0.266,-240.2142857142857,,,-11.780972450961722,2829.957882327448,-2202,-0.002111155143821611,-0.5076655052264982,-240.46811846689894,0.0,
,Mixed / non conventional,42,44,41,43,1399.84,0.72,0.0,473.23,39.477,0.266,148.4097744360902,,,9.424777960769378,1398.7291712680176,-2281,0.04148960427720444,6.032323455698048,145.39361270824116,0.0,
,Mixed / non conventional,59,61,31,33,1709287.75,0.03,0.0,-428.47,-164.122,1.647,-99.64905889496055,,,-17153.095888600008,1709289.862434008,-1903,-0.016274882152955614,-1.635082074202444,-100.46659993206177,0.0,
,Mixed / non conventional,59,61,33,35,-393676.91,0.03,0.0,302.11,47.25,1.647,28.688524590163933,,,-13722.476710880474,-393677.6105580464,-1992,-0.0016705752134021025,-0.04796640383206352,28.712507792079965,0.0,
,Mixed / non conventional,59,61,35,37,-580818.06,0.11,0.0,-197.33,91.473,1.698,53.871024734982335,,,-10781.945987120022,-580834.4789633862,-2071,-0.00843430760721693,-0.45628903476935534,54.09916925236701,0.0,
,Mixed / non conventional,59,61,37,39,-233797.08,0.1,0.0,290.17,47.867,1.698,28.19022379269729,,,-8293.804605477077,-233804.20792130224,-2140,-0.004917094032173171,-0.1389556100772218,28.259701597735898,0.0,
,Mixed / non conventional,59,61,39,41,858403.69,0.11,0.0,-409.73,-182.92,1.326,-137.94871794871793,,,-6220.353454107836,858089.7841820552,-2219,-0.03406647107520327,-4.780859516070791,-140.33914770675332,0.0,
,Mixed / non conventional,59,61,41,43,-160230.17,0.11,0.0,460.02,46.948,1.326,35.40573152337858,,,-4523.893421169273,-160171.75591029788,-2298,-0.006770601898534053,-0.24053238759121598,35.525997717174185,0.0,
,Mixed / non conventional,59,61,43,45,-309157.16,0.11,0.0,-405.99,190.274,1.949,97.62647511544381,,,-3166.7253948185225,-309156.2379546945,-2377,-0.015564069652237994,-1.5313825307859332,98.39216638083678,0.0,
,Mixed / non conventional,59,61,45,47,-52452.25,0.12,0.0,370.52,48.423,1.949,24.8450487429451,,,-2111.150263212339,-52451.63119319193,-2456,0.005310832777788122,0.13159845054743968,24.77924951767138,0.0,
,Mixed / non conventional,59,61,49,51,-6804.19,0.03,0.0,260.31,51.306,5.685,9.024802110817943,,,-753.9822368615518,-6804.540482747367,-2614,-0.009826454100237187,-0.089119668873483,9.069361945254684,0.0,
,Mixed / non conventional,62,64,31,33,1518905.13,0.03,0.0,-408.5,-507.411,7.784,-65.18640801644399,,,-23300.40731351191,1518869.858087923,-1896,-0.02207531524726255,-1.455071083234472,-65.91394355806122,0.0,
,Mixed / non conventional,62,64,35,37,-241656.09,0.04,0.0,-212.12,49.852,3.172,15.716267339218158,,,-15374.169048504882,-241624.55088463597,-2064,0.01153271220500548,0.18021202147038018,15.626161328482969,0.0,
,Mixed / non conventional,62,64,37,39,-658466.06,0.06,0.0,296.83,171.274,3.172,53.99558638083228,,,-12193.306486745501,-658384.7336730292,-2143,-0.03179200328711896,-1.7443561479033605,54.86776445478396,0.0,
,Mixed / non conventional,62,64,39,41,742144.75,0.05,0.0,-402.3,-607.419,7.762,-78.25547539293997,,,-9483.682823024179,742150.1077916161,-2222,-0.028913816234951376,-2.2958554055391147,-79.40340309570954,0.0,
,Mixed / non conventional,62,64,45,47,-340564.97,0.05,0.0,360.86,694.567,7.761,89.49452390155908,,,-3805.254101660642,-340549.404152574,-2449,-0.044438022625174295,-4.067331768544008,91.52818978583107,0.0,
,Mixed / non conventional,62,64,47,49,254505.33,0.05,0.0,-486.52,-762.799,7.803,-97.75714468794054,,,-2603.594911662535,254520.00448818022,-2528,-0.03869364673439821,-3.857205087844207,-99.68574723186265,0.0,
,Mixed / non conventional,62,64,49,51,10263.19,0.03,0.0,262.12,-47.539,7.803,-6.092400358836345,,,-1684.6790604875298,10263.739312638303,-2607,-0.04059355441502186,-0.2524358190632441,-6.218618268367967,0.0,
,Mixed / non conventional,40,42,32,34,-236519.36,0.24,0.0,-443.24,142.971,0.228,627.0657894736842,,,-376.99111843077526,-236398.23330336125,-1933,0.0006960113445772102,0.4362930708065278,626.8476429382808,0.0,
,Mixed / non conventional,43,45,32,34,187676.11,1.21,0.0,-520.95,-64.094,0.345,-185.77971014492752,,,-1010.8074362925171,187787.5125267611,-1926,0.015907516084872297,2.9319735194131056,-184.31372338522095,0.0,
,Mixed / non conventional,43,45,34,36,-52784.84,1.16,0.0,360.79,33.478,0.345,97.0376811594203,,,-544.2809272344314,-52815.759078128394,-2005,0.046877631865148865,4.444717772692613,94.815322273074,0.0,
,Mixed / non conventional,43,45,36,38,-27940.97,0.24,0.0,-180.69,275.525,2.44,112.92008196721311,,,-247.400421470196,-27936.4758711376,-2084,-0.008940399079090819,-1.0140837535587508,113.42712384399249,0.0,
,Mixed / non conventional,43,45,38,40,1532.84,0.2,0.0,432.16,-45.346,2.44,-18.584426229508196,,,-82.46680715673212,1532.5982939873666,-2163,-0.013535635505635277,-0.2532660781841116,-18.711059268600252,0.0,
,Mixed / non conventional,43,45,40,42,2692.78,2.49,0.0,-407.24,-71.899,0.315,-228.25079365079364,,,-11.780972450961722,2689.0163119101485,-2242,0.00976088573708269,2.2171094402673077,-227.14223893065997,0.0,
,Mixed / non conventional,43,45,42,44,1368.07,2.44,0.0,-4.02,45.661,0.315,144.95555555555555,,,9.424777960769378,1366.173925291081,-2321,0.009351724276480091,1.3492753623188207,144.28091787439615,0.0,
,Mixed / non conventional,60,62,32,34,1676800.0,0.03,0.0,-496.37,-169.237,1.731,-97.76834199884459,,,-17153.095888600008,1677029.7451756205,-1953,-0.030274341525411867,-3.005364897707125,-99.27102444769815,0.0,
,Mixed / non conventional,60,62,34,36,-371245.94,0.0,0.0,342.38,46.837,1.731,27.057770075101097,,,-13722.476710880474,-371299.6197039334,-2032,0.0008103950892115324,0.021918602629909856,27.04681077378614,0.0,
,Mixed / non conventional,60,62,36,38,-625456.06,0.14,0.0,-193.83,105.566,1.82,58.003296703296705,,,-10781.945987120022,-625388.4121298419,-2111,-0.014144866044648952,-0.8262927622338907,58.41644308441365,0.0,
,Mixed / non conventional,60,62,38,40,-215778.45,0.15,0.0,457.96,47.345,1.82,26.013736263736263,,,-8293.804605477077,-215752.84562984185,-2180,-0.002544889793174732,-0.06628643773933618,26.04687948260593,0.0,
,Mixed / non conventional,60,62,40,42,810655.5,0.16,0.0,-385.78,-210.649,1.616,-130.35210396039602,,,-6220.353454107836,810836.1601202731,-2259,-0.02859686522409068,-3.7817344234423445,-132.2429711721172,0.0,
,Mixed / non conventional,60,62,42,44,-132173.17,0.18,0.0,-35.46,47.225,1.616,29.223391089108908,,,-4523.893421169273,-132203.50669227654,-2338,-0.0038725903049012396,-0.11338977708372511,29.28008597765077,0.0,
,Mixed / non conventional,60,62,44,46,-316566.78,0.03,0.0,-111.12,163.715,1.638,99.94810744810745,,,-3166.7253948185225,-316508.2100199722,-2417,-0.01244322955299985,-1.2514633673432058,100.57383913177905,0.0,
,Mixed / non conventional,60,62,46,48,-61492.01,0.03,0.0,295.48,47.701,1.638,29.121489621489623,,,-2111.150263212339,-61479.84047954321,-2496,0.005529261650915067,0.16057640131271356,29.041201420833268,0.0,
,Mixed / non conventional,63,65,32,34,-5076868.0,0.52,0.0,-456.41,116.925,0.537,217.73743016759775,,,-23300.40731351191,-5073370.810302383,-1946,-0.012733270786411312,-2.790274317890379,219.13256732654293,0.0,
,Mixed / non conventional,63,65,34,36,1558202.0,0.53,0.0,327.34,-43.861,0.537,-81.6778398510242,,,-19063.969620146378,1557103.8575591065,-2025,0.017721935649446567,1.4347759185754683,-80.96045189173647,0.0,
,Mixed / non conventional,63,65,36,38,1622099.0,0.34,0.0,-208.82,-83.217,0.789,-105.47148288973384,,,-15374.169048504882,1621536.4077432582,-2104,-0.011673127793809638,-1.2384101583945153,-106.09068796893109,0.0,
,Mixed / non conventional,63,65,38,40,711978.13,0.32,0.0,466.25,-46.055,0.789,-58.371356147021544,,,-12193.306486745501,711739.8355476097,-2183,0.008404941182844083,0.48855467850982137,-58.12707880776664,0.0,
,Mixed / non conventional,63,65,40,42,-2836604.25,0.68,0.0,-361.28,99.904,0.334,299.1137724550898,,,-9483.682823024179,-2836700.145962298,-2262,-0.0037585444481664583,-1.1263491254572955,299.67694701781846,0.0,
,Mixed / non conventional,63,65,42,44,903943.38,0.69,0.0,-50.77,-41.89,0.334,-125.4191616766467,,,-7207.598945498374,903971.0174458887,-2341,0.013098270885192631,1.632085405460245,-124.60311897391657,0.0,
,Mixed / non conventional,63,65,44,46,797529.31,0.55,0.0,-132.3,-75.034,0.501,-149.7684630738523,,,-5327.355742324881,797869.881775659,-2410,-0.0021001725736100652,-0.3148702594810402,-149.92589820359282,0.0,
,Mixed / non conventional,63,65,46,48,334325.81,0.57,0.0,285.25,-44.036,0.501,-87.89620758483034,,,-3805.254101660642,334467.4044325909,-2489,0.02677344627271362,2.322197772696782,-86.73510869848195,0.0,
,Mixed / non conventional,63,65,48,50,-1191072.38,0.89,0.0,-374.36,90.332,0.197,458.5380710659898,,,-2603.594911662535,-1193847.388630965,-2568,0.001617567223213067,0.7411167512689758,458.16751269035535,0.0,
,Mixed / non conventional,63,65,50,52,331442.16,0.9,0.0,200.07,-38.848,0.197,-197.1979695431472,,,-1684.6790604875298,332215.29005999776,-2637,0.029196829805115888,5.674713729193684,-194.36061267855035,0.0,
,Mixed / non conventional,41,43,33,35,-88700.66,0.27,0.0,340.16,55.848,0.237,235.64556962025318,,,-376.99111843077526,-88836.28684439637,-1973,0.024014190552944393,5.591697566381129,232.84972083706262,0.0,
,Mixed / non conventional,41,43,37,39,381.98,0.05,0.0,325.04,-120.399,11.883,-10.132037364301945,,,-37.699111843077524,381.9688097950595,-2131,0.007765413678628222,0.07837515379544868,-10.092849787404221,0.0,
,Mixed / non conventional,44,46,33,35,17142.81,0.17,0.0,326.9,-46.956,2.769,-16.95774647887324,,,-1010.8074362925171,17141.01624360832,-1966,-0.006842004550646222,-0.1164232628241777,-17.01595811028533,0.0,
,Mixed / non conventional,44,46,35,37,-58004.59,0.15,0.0,-220.45,295.062,2.769,106.5590465872156,,,-544.2809272344314,-57998.05668170668,-2045,0.003502056371545165,0.37252348891757947,106.37278484275681,0.0,
,Mixed / non conventional,44,46,37,39,-28708.5,0.25,0.0,347.68,34.058,0.294,115.843537414966,,,-247.400421470196,-28659.739981061004,-2124,0.02655957989326833,3.036432501287379,114.3253211643223,0.0,
,Mixed / non conventional,44,46,39,41,17628.01,0.4,0.0,-774.72,-62.738,0.294,-213.39455782312928,,,-82.46680715673212,17597.967848296124,-2203,0.01137473467265065,2.4135795622596845,-212.18776804199945,0.0,
,Mixed / non conventional,44,46,41,43,493.93,0.61,0.0,802.68,-42.613,1.016,-41.94192913385827,,,-11.780972450961722,494.11671166617305,-2282,-0.008269218987301341,-0.3482669445731048,-42.11606260614482,0.0,
,Mixed / non conventional,44,46,43,45,1322.91,0.48,0.0,-474.22,142.666,1.016,140.41929133858267,,,9.424777960769378,1323.4206422747284,-2361,-0.009076295351937071,-1.2802971387835953,141.05943990797448,0.0,
,Mixed / non conventional,61,63,33,35,-105700.1,0.11,0.0,331.68,49.512,8.035,6.162041070317361,,,-17153.095888600008,-105698.08134864512,-1993,0.0303472040011088,0.18420565414193035,6.069938243246396,0.0,
,Mixed / non conventional,61,63,35,37,-431329.56,0.11,0.0,-238.3,252.552,8.035,31.431487243310514,,,-13722.476710880474,-431317.85168466525,-2072,-0.0026669421962241566,-0.08393788836744065,31.473456187494236,0.0,
,Mixed / non conventional,61,63,37,39,-656559.5,0.18,0.0,331.97,47.611,0.782,60.88363171355498,,,-10781.945987120022,-656444.0286352574,-2151,-0.01792877854934076,-1.1014429133106916,61.43435317021033,0.0,
,Mixed / non conventional,61,63,39,41,908863.75,0.17,0.0,-677.08,-85.678,0.782,-109.5626598465473,,,-8293.804605477077,908691.2928236125,-2220,-0.024563121894939963,-2.724664097114683,-110.92499189510465,0.0,
,Mixed / non conventional,61,63,43,45,-136903.39,0.09,0.0,-461.78,243.186,8.036,30.262070681931313,,,-4523.893421169273,-136902.3824689486,-2378,-0.0035594434705014185,-0.10790817641963812,30.316024770141134,0.0,
,Mixed / non conventional,61,63,45,47,-358846.84,0.25,0.0,366.57,43.131,0.381,113.20472440944881,,,-3166.7253948185225,-358488.2756008338,-2457,-0.026248421891361458,-3.0109618650609775,114.7102053419793,0.0,
,Mixed / non conventional,61,63,47,49,329577.22,0.25,0.0,-485.19,-59.419,0.381,-155.9553805774278,,,-2111.150263212339,329245.2427554172,-2536,-0.023961644576293982,-3.7822620081235243,-157.84651158148955,0.0,
,Mixed / non conventional,61,63,49,51,15303.35,0.06,0.0,268.77,-79.039,6.815,-11.597798972853997,,,-1319.46891450771,15302.935221390298,-2615,-0.03526312050191424,-0.41631486333295165,-11.805956404520472,0.0,
,Mixed / non conventional,64,66,33,35,1286451.75,0.09,0.0,330.94,-45.576,0.825,-55.24363636363637,,,-23300.40731351191,1287199.2287522655,-1986,0.024414033838650078,1.33245471035832,-54.57740900845721,0.0,
,Mixed / non conventional,64,66,35,37,1839733.75,0.09,0.0,-252.37,-79.66,0.825,-96.55757575757576,,,-19063.969620146378,1840770.6908374068,-2065,0.0052836648846159105,0.508833619210975,-96.30315894797027,0.0,
,Mixed / non conventional,64,66,37,39,1736793.75,0.49,0.0,324.98,-42.597,0.377,-112.9893899204244,,,-15374.169048504882,1737117.9813240382,-2144,0.0018661118590135475,0.21065428824049093,-112.88406277630415,0.0,
,Mixed / non conventional,64,66,39,41,-3962500.25,0.49,0.0,-607.13,122.539,0.377,325.0371352785146,,,-12193.306486745501,-3963277.410024687,-2223,-0.004805238193345329,-1.5656424992631628,325.8199565281462,0.0,
,Mixed / non conventional,64,66,41,43,748410.44,0.32,0.0,657.97,-44.727,0.567,-78.88359788359789,,,-9483.682823024179,748107.0222670238,-2302,0.019123527885206163,1.4942450652262806,-78.13647535098474,0.0,
,Mixed / non conventional,64,66,43,45,947662.94,0.3,0.0,-447.03,-74.52,0.567,-131.42857142857144,,,-7207.598945498374,947284.4328369292,-2381,-0.002784784223707963,-0.36651053864167693,-131.6118266978923,0.0,
,Mixed / non conventional,64,66,45,47,902549.5,0.99,0.0,352.3,-39.838,0.235,-169.52340425531915,,,-5327.355742324881,903111.4811180367,-2450,0.013932643720595626,2.345569203772783,-168.35061965343277,0.0,
,Mixed / non conventional,64,66,47,49,-1793688.38,1.0,0.0,-451.09,110.84,0.235,471.65957446808517,,,-3805.254101660642,-1794784.5303321942,-2529,-0.016428840903923225,-7.812999371577348,475.56607415387384,0.0,
,Mixed / non conventional,64,66,49,51,268820.41,0.09,0.0,261.42,-43.401,0.42,-103.3357142857143,,,-2603.594911662535,269044.3399072993,-2608,0.024100528660280427,2.4607921479293253,-102.10531821174965,0.0,
,Mixed / non conventional,64,66,51,53,316748.97,0.09,0.0,-318.33,-79.034,0.42,-188.1761904761905,,,-1684.6790604875298,317016.48777755105,-2667,-0.011213523662550259,-2.122015801836426,-189.2371983771087,0.0,
,Mixed / non conventional,42,44,34,36,-64551.05,0.05,0.0,329.89,1706.171,9.964,171.23354074668808,,,-376.99111843077526,-64553.524038955664,-2013,0.009685411655410854,1.650474568533724,170.4083034624212,0.0,
,Mixed / non conventional,42,44,38,40,373.34,0.04,0.0,491.57,-50.376,5.087,-9.902889718891291,,,-37.699111843077524,373.33014708214534,-2171,-0.004038026330495676,-0.04006902933061518,-9.9229242335566,0.0,
,Mixed / non conventional,45,47,34,36,13492.59,0.07,0.0,321.19,-47.045,3.524,-13.349886492622021,,,-1010.8074362925171,13494.164540403368,-2006,-0.009761105120927437,-0.13094874765257813,-13.41536086644831,0.0,
,Mixed / non conventional,45,47,36,38,-60291.79,0.05,0.0,-196.17,390.408,3.524,110.78547105561861,,,-544.2809272344314,-60298.41891025536,-2085,-0.024918891895819324,-2.7954813253337676,112.18321171828549,0.0,
,Mixed / non conventional,45,47,38,40,-28337.42,1.75,0.0,506.68,34.621,0.302,114.63907284768213,,,-247.400421470196,-28361.75493946906,-2164,0.02890451776034149,3.266380539989825,113.00588257768722,0.0,
,Mixed / non conventional,45,47,40,42,18209.34,1.38,0.0,-635.51,-66.741,0.302,-220.99668874172187,,,-82.46680715673212,18224.89131273993,-2243,-0.012542923539909087,-2.78943842590823,-222.39140795467597,0.0,
,Mixed / non conventional,45,47,42,44,571.63,0.84,0.0,426.64,-40.308,0.831,-48.505415162454874,,,-11.780972450961722,571.4409597513419,-2322,-0.01245888137693173,-0.6081114075934337,-48.80947086625159,0.0,
,Mixed / non conventional,45,47,44,46,1459.79,0.64,0.0,-343.04,128.672,0.831,154.83995186522262,,,9.424777960769378,1459.3321657859415,-2401,-0.027290441714322742,-4.284108285153309,156.98200600779927,0.0,
,Mixed / non conventional,62,64,34,36,-112348.07,0.0,0.0,319.57,50.564,7.72,6.549740932642488,,,-17153.095888600008,-112348.33426310503,-2033,0.03136402433027909,0.20225447680274922,6.4486136942411125,0.0,
,Mixed / non conventional,62,64,36,38,-447385.53,0.03,0.0,-199.64,251.691,7.72,32.60246113989638,,,-13722.476710880474,-447386.5137096137,-2112,-0.013526935315664592,-0.44401446041346304,32.824468370103105,0.0,
,Mixed / non conventional,62,64,38,40,-662992.5,0.04,0.0,492.84,46.952,0.764,61.45549738219895,,,-10781.945987120022,-662609.853386465,-2191,-0.011168571747152587,-0.6902245429347431,61.80060965366632,0.0,
,Mixed / non conventional,62,64,40,42,903180.38,0.03,0.0,-557.86,-83.151,0.764,-108.83638743455496,,,-8293.804605477077,902667.7313481994,-2260,-0.01897841029252015,-2.0853297371621977,-109.87905230313606,0.0,
,Mixed / non conventional,62,64,44,46,-142012.16,0.15,0.0,-337.78,244.227,7.78,31.391645244215937,,,-4523.893421169273,-142012.45739998817,-2418,-0.014915211359216219,-0.471731007572334,31.627510748002102,0.0,
,Mixed / non conventional,62,64,46,48,-436360.56,0.2,0.0,227.81,41.573,0.302,137.658940397351,,,-3166.7253948185225,-435928.0623801008,-2497,-0.029049800878475356,-4.057905480785195,139.68789313774357,0.0,
,Mixed / non conventional,62,64,48,50,373274.75,0.17,0.0,-376.32,-53.344,0.302,-176.63576158940398,,,-2111.150263212339,372904.63457218214,-2576,-0.03387408048242356,-6.086460632818245,-179.67899190581312,0.0,
,Mixed / non conventional,62,64,50,52,20954.57,0.07,0.0,205.7,-49.617,3.124,-15.882522407170294,,,-1319.46891450771,20956.494600233367,-2645,-0.03870473556026206,-0.6268600561528057,-16.195952435246696,0.0,
,Mixed / non conventional,62,64,52,54,12796.93,0.07,0.0,-210.25,-53.026,3.124,-16.973751600512163,,,-753.9822368615518,12797.907199686504,-2704,-0.048599454417689196,-0.8454595024827256,-17.396481351753526,0.0,
,Mixed / non conventional,65,67,34,36,-596921.63,0.1,0.0,316.2,81.519,3.182,25.61879321181647,,,-23300.40731351191,-596928.3167159578,-2026,-0.0033384474346983776,-0.08566999686869536,25.661628210250818,0.0,
,Mixed / non conventional,65,67,36,38,-299749.25,0.09,0.0,-199.44,50.032,3.182,15.723444374607164,,,-19063.969620146378,-299751.26588157244,-2105,-0.01445597933830731,-0.22895265442727109,15.8379207018208,0.0,
,Mixed / non conventional,65,67,38,40,-64636.53,0.07,0.0,494.46,35.552,8.456,4.204351939451278,,,-15374.169048504882,-64638.4174565333,-2184,-0.004583211072948547,-0.019313691726355664,4.214008785314455,0.0,
,Mixed / non conventional,65,67,40,42,688981.0,0.05,0.0,-536.34,-477.825,8.456,-56.50721381267739,,,-12193.306486745501,689009.7767300343,-2263,-0.022594000795421947,-1.2913119858484094,-57.1528698056016,0.0,
,Mixed / non conventional,65,67,42,44,-425371.91,0.07,0.0,328.93,142.558,3.178,44.85777218376337,,,-9483.682823024179,-425416.88353828853,-2342,-0.02401433061010951,-1.0903210365756095,45.402932702051174,0.0,
