Unnamed: 0,El-array,a,b,m,n,Rho,dev,ip,sp,vp,i,resist,resError,phaseError,K,app,irecip,reciprocalErrRel,recipError,recipMean,reci_IP_err,resInvError
,Mixed / non conventional,27,29,28,30,1301.02,1.28,0.0,-413.24,155.605,1.127,138.07009760425908,,,9.424777960769378,1301.2800129418977,1651,0.019342375489359975,2.696683807100669,139.4184395078094,0.0,-1.14186
,Mixed / non conventional,27,29,30,32,441.0,0.69,0.0,4.6,-42.195,1.127,-37.44010647737356,,,-11.780972450961722,441.0808629710114,1652,0.010748886217382016,0.4046140195208494,-37.642413487133986,0.0,-1.12632
,Mixed / non conventional,27,29,32,34,16825.48,1.26,0.0,-156.02,-74.344,0.364,-204.24175824175822,,,-82.46680715673212,16843.16569027498,1653,0.020729835905660417,4.278241758241762,-206.38087912087911,0.0,-1.02448
,Mixed / non conventional,27,29,34,36,-24237.13,1.26,0.0,139.12,35.697,0.364,98.06868131868133,,,-247.400421470196,-24262.233091268095,1654,-1.4998562592086344e-05,-0.0014708782245520524,98.06794587956905,0.0,-0.91411
,Mixed / non conventional,27,29,36,38,-58024.63,0.17,0.0,-35.19,482.925,4.53,106.60596026490066,,,-544.2809272344314,-58023.590901697076,1655,0.011410652718638292,1.2234236213552663,107.21767207557829,0.0,-0.05044
,Mixed / non conventional,27,29,38,40,10916.53,0.17,0.0,125.73,-48.922,4.53,-10.799558498896246,,,-1010.8074362925171,10916.274039360378,1656,-0.02034607242256134,-0.21751580320767339,-10.690800597292409,0.0,1.6147
,Mixed / non conventional,27,29,40,42,267002.59,1.05,0.0,-158.51,-100.762,0.636,-158.4308176100629,,,-1684.6790604875298,266905.0809635919,1657,0.015549674776214991,2.482851454685317,-159.67224333740555,0.0,-0.85016
,Mixed / non conventional,27,29,42,44,-160717.02,1.04,0.0,29.81,39.245,0.636,61.70597484276729,,,-2603.594911662535,-160657.36211980533,1658,-0.00697483916567385,-0.42889351843427903,61.49152808355015,0.0,-0.02369
,Mixed / non conventional,27,29,44,46,-267590.25,0.19,0.0,-164.66,297.127,4.225,70.32591715976332,,,-3805.254101660642,-267607.9847252359,1659,0.008472532375691386,0.5983734793244508,70.62510389942554,0.0,-0.03186
,Mixed / non conventional,27,29,46,48,-61887.05,0.21,0.0,53.39,49.084,4.225,11.61751479289941,,,-5327.355742324881,-61890.63414349693,1660,0.019069933339328635,0.22367799489532025,11.72935379034707,0.0,-2.18571
,Mixed / non conventional,27,29,35,37,-65459.73,0.06,0.0,-250.15,1568.121,9.031,173.63758166316023,,,-376.99111843077526,-65459.82611280985,1663,0.018676920577434582,3.273585570835621,175.27437444857804,0.0,0.52418
,Mixed / non conventional,27,29,37,39,-4248.19,0.1,0.0,193.48,50.884,9.031,5.634370501605581,,,-753.9822368615518,-4248.21527410732,1664,0.032021689075013286,0.18335777313626878,5.726049388173715,0.0,
,Mixed / non conventional,27,29,41,43,-51422.63,0.36,0.0,246.78,45.619,1.873,24.35611318739989,,,-2111.150263212339,-51419.4147664088,1666,0.02334050679358968,0.5751967167534637,24.643711545776625,0.0,-0.63688
,Mixed / non conventional,27,29,43,45,-275663.94,0.32,0.0,3.79,110.64,1.271,87.04956726986626,,,-3166.7253948185225,-275662.0752814488,1667,0.00863841998259194,0.7552327301337414,87.42718363493313,0.0,0.28488
,Mixed / non conventional,27,29,45,47,-153798.14,0.33,0.0,41.69,43.209,1.271,33.99606608969316,,,-4523.893421169273,-153794.5797287987,1668,0.005277098513319204,0.17987519939427443,34.086003689390296,0.0,-1.17858
,Mixed / non conventional,27,29,47,49,785551.19,0.1,0.0,-381.12,-245.67,1.945,-126.30848329048843,,,-6220.353454107836,785683.4103191115,1669,0.04962863489907628,6.428024646019509,-129.52249561349817,0.0,-0.74474
,Mixed / non conventional,27,29,49,51,-191513.61,0.12,0.0,364.66,44.92,1.945,23.095115681233935,,,-8293.804605477077,-191546.37680104387,1670,0.007262536483909337,0.16834040941762396,23.179285885942747,0.0,-0.29743
,Mixed / non conventional,27,29,48,50,889904.56,0.69,0.0,67.52,-120.619,0.977,-123.45854657113614,,,-7207.598945498374,889839.6900788827,1671,0.014337219706758601,1.7828327392086862,-124.34996294074048,0.0,-0.8078
,Mixed / non conventional,27,29,50,52,-403908.97,0.69,0.0,10.96,41.607,0.977,42.58648925281474,,,-9483.682823024179,-403876.75661982293,1672,0.0007935425697301245,0.033807606004735646,42.60339305581711,0.0,-0.08264
,Mixed / non conventional,27,29,52,54,-562674.81,0.13,0.0,-21.04,113.339,2.456,46.1478013029316,,,-12193.306486745501,-562694.2849760783,1673,0.01119711034003583,0.5196312071200992,46.40761690649165,0.0,-0.28339
,Mixed / non conventional,27,29,54,56,-290715.94,0.14,0.0,152.54,46.443,2.456,18.91001628664495,,,-15374.169048504882,-290725.78710086003,1674,0.020815577690684806,0.39776274379473264,19.10889765854232,0.0,-1.32405
,Mixed / non conventional,27,29,56,58,1797081.75,0.18,0.0,-159.67,-132.296,1.403,-94.29508196721311,,,-19063.969620146378,1797638.5779521633,1675,0.019548584922946963,1.861530561789209,-95.22584724810771,0.0,-0.66027
,Mixed / non conventional,27,29,58,60,-723707.13,0.19,0.0,-126.23,43.591,1.403,31.06985032074127,,,-23300.40731351191,-723940.1676431203,1676,0.002852887184459478,0.08876539663435778,31.11423301905845,0.0,-0.34845
,Mixed / non conventional,27,29,60,62,-924986.31,0.05,0.0,265.65,88.437,2.689,32.88843436221644,,,-28121.181240446072,-924861.6234144028,1677,0.005835301720620885,0.1924755139712957,32.98467211920209,0.0,-1.02768
,Mixed / non conventional,27,29,62,64,-586271.19,0.03,0.0,50.89,46.964,2.689,17.465228709557454,,,-33563.99051278921,-586202.7707112802,1678,0.01143386960657431,0.20084335608649795,17.565650387600705,0.0,-0.68416
,Mixed / non conventional,27,29,64,66,2882008.5,0.18,0.0,-135.16,-143.855,1.98,-72.6540404040404,,,-39666.53424238932,2881933.981534806,1679,0.012273556741960949,0.897229586552271,-73.10265519731654,0.0,-0.67605
,Mixed / non conventional,27,29,66,68,-1053903.25,0.17,0.0,39.98,44.907,1.98,22.68030303030303,,,-46466.51154108182,-1053874.5625128087,1680,0.000748719005960908,0.01698753338429526,22.688796796995177,0.0,-0.18931
,Mixed / non conventional,27,29,51,53,-580242.38,0.26,0.0,-301.41,70.049,1.302,53.80107526881721,,,-10781.945987120022,-580080.2875973659,1681,0.012874374587934142,0.6971428352455149,54.149646686439965,0.0,-0.08202
,Mixed / non conventional,27,29,53,55,-454665.41,0.27,0.0,285.99,43.127,1.302,33.123655913978496,,,-13722.476710880474,-454538.59685878817,1682,0.00571351574682568,0.18979472723832203,33.21855327759766,0.0,-1.15772
,Mixed / non conventional,27,29,55,57,1625641.88,0.03,0.0,-251.5,-237.925,2.51,-94.79083665338646,,,-17153.095888600008,1625956.3104761583,1683,0.03374393823337613,3.253509244617973,-96.41759127569546,0.0,-0.70363
,Mixed / non conventional,27,29,57,59,-390846.47,0.04,0.0,323.71,46.478,2.51,18.51713147410359,,,-21111.502632123484,-390924.4698549145,1684,0.007879753445529472,0.14648757351545783,18.590375260861318,0.0,0.01085
,Mixed / non conventional,27,29,59,61,-897580.13,0.15,0.0,-59.61,58.308,1.665,35.019819819819816,,,-25635.396053292803,-897746.950796034,1685,0.004254169748885638,0.14929782723901042,35.09446873343932,0.0,-0.32768
,Mixed / non conventional,27,29,61,63,-818632.94,0.12,0.0,68.06,44.316,1.665,26.616216216216216,,,-30762.475263951364,-818780.6929713326,1686,0.004262640993321923,0.11369770057001105,26.673065066501223,0.0,-1.05804
,Mixed / non conventional,27,29,63,65,2596050.0,0.07,0.0,-154.36,-219.274,3.086,-71.05443940375892,,,-36530.43937594186,2595649.8910305495,1687,0.023078528110324684,1.6589752303874263,-71.88392701895263,0.0,-0.63915
,Mixed / non conventional,27,29,65,67,-664546.44,0.08,0.0,99.62,47.711,3.086,15.46046662346079,,,-42976.98750110756,-664444.280837765,1688,0.004295952703821817,0.06656040356623727,15.49374682524391,0.0,-0.07277
,Mixed / non conventional,27,29,67,69,-1276308.38,0.09,0.0,-122.06,59.386,2.333,25.45477925417917,,,-50139.81875129532,-1276298.0181587758,1689,0.0037910970664648603,0.09668480970725568,25.503121659032796,0.0,-0.27167
,Mixed / non conventional,27,29,69,71,-1144098.75,0.09,0.0,-613.47,45.975,2.333,19.70638662666095,,,-58056.632238336875,-1144086.4411305347,1690,0.0049025199355258635,0.09684835378696732,19.754810803554435,0.0,-0.90503
,Mixed / non conventional,27,29,68,70,-1324462.38,0.03,0.0,145.83,90.897,3.706,24.52698327037237,,,-54001.6215207197,-1324496.8676116727,1691,0.008054446029693497,0.19835006296096225,24.62615830185285,0.0,-0.43564
,Mixed / non conventional,27,29,70,72,-816861.69,0.04,0.0,-377.54,48.585,3.706,13.109821910415542,,,-62309.563293135114,-816867.2780887667,1692,0.023358000662906414,0.3098378249341742,13.26474082288263,0.0,-1.09517
,Mixed / non conventional,27,29,72,2,158334.44,0.74,0.0,-25.17,-53.241,0.529,-100.64461247637051,,,-1572.1504615593728,158228.47395819012,1693,0.021951203418717573,2.233787523629502,-101.76150623818526,0.0,-1.02734
,Mixed / non conventional,27,29,4,6,-616695.69,0.23,0.0,12.36,145.969,2.245,65.01959910913139,,,-9483.682823024179,-616625.2552311876,-229,0.03860071112105431,2.462279885145499,63.78845916655864,0.0,
,Mixed / non conventional,27,29,6,8,-146334.06,0.21,0.0,18.03,45.575,2.245,20.300668151447663,,,-7207.598945498374,-146319.0743612866,-366,-0.013329899860564166,-0.27242154954901565,20.43687892622217,0.0,
,Mixed / non conventional,27,29,8,10,924946.5,1.38,0.0,-104.41,-64.333,0.371,-173.4043126684636,,,-5327.355742324881,923786.4608382387,-493,0.037255237042216414,6.342080908806963,-170.23327221406012,0.0,
,Mixed / non conventional,27,29,12,14,-193925.41,0.03,0.0,-81.23,513.505,6.894,74.48578474035394,,,-2603.594911662535,-193930.81014117642,-758,0.021140317943478124,1.5581829303991839,73.70669327515435,0.0,
,Mixed / non conventional,27,29,14,16,-12320.59,0.03,0.0,148.96,50.42,6.894,7.3136060342326665,,,-1684.6790604875298,-12321.078942527018,-877,-0.020913807521243666,-0.15457169017441874,7.3908918793198755,0.0,
,Mixed / non conventional,27,29,71,1,179994.44,0.26,0.0,389.99,-100.2,0.913,-109.74808324205914,,,-1640.730911083503,180067.07260741183,1701,0.04035291166690071,4.519849247392344,-112.0080078657553,0.0,-1.02068
,Mixed / non conventional,27,29,5,7,-330358.31,0.3,0.0,20.43,41.423,1.04,39.829807692307696,,,-8293.804605477077,-330340.6424737279,-296,-0.008238857970642915,-0.32950951964109265,39.99456245212824,0.0,
,Mixed / non conventional,27,29,7,9,1081578.25,0.04,0.0,-177.08,-185.457,1.067,-173.8116213683224,,,-6220.353454107836,1081169.7193425277,-433,-0.010920410562896207,-1.9085151504489488,-174.76587894354685,0.0,
,Mixed / non conventional,27,29,9,11,-176473.86,0.18,0.0,337.41,41.607,1.067,38.99437675726335,,,-4523.893421169273,-176406.4044747797,-570,0.031133933464764795,1.19543897274135,38.396657270892675,0.0,
,Mixed / non conventional,27,29,11,13,-351423.38,0.12,0.0,-66.14,156.12,1.407,110.9594882729211,,,-3166.7253948185225,-351378.2293099273,-701,0.03219155627052049,3.515375899938448,109.20180032295188,0.0,
,Mixed / non conventional,27,29,13,15,-64680.5,0.13,0.0,10.34,43.101,1.407,30.633262260127932,,,-2111.150263212339,-64671.419683521686,-826,0.006565694647750085,0.2004705319152329,30.533026994170314,0.0,
,Mixed / non conventional,27,29,15,17,252403.89,0.0,0.0,-205.34,-1797.231,9.395,-191.2965407131453,,,-1319.46891450771,252409.8389238538,-945,-0.033201563072465815,-6.458561327671049,-194.52582137698084,0.0,
,Mixed / non conventional,28,30,29,31,1379.5,4.87,0.0,-281.73,35.253,0.241,146.2780082987552,,,9.424777960769378,1378.6377487593481,1711,-0.01427997140323762,-2.074037179621655,145.24098970894437,0.0,0.86998
,Mixed / non conventional,28,30,31,33,2906.11,1.83,0.0,-288.24,-59.413,0.241,-246.52697095435684,,,-11.780972450961722,2904.3274532323185,1712,0.009293122669225247,2.301700374314521,-247.6778211415141,0.0,-0.75429
,Mixed / non conventional,28,30,33,35,1140.45,0.12,0.0,308.9,-48.917,3.537,-13.830081990387335,,,-82.46680715673212,1140.5227044630662,1713,0.025421372863037785,0.3561060229987323,-14.0081350018867,0.0,0.52365
,Mixed / non conventional,28,30,35,37,-25256.85,0.12,0.0,-215.63,361.113,3.537,102.0958439355386,,,-247.400421470196,-25258.5548200076,1714,0.007436964815932566,0.7621171182987467,102.47690249468798,0.0,-0.05217
,Mixed / non conventional,28,30,37,39,-65806.68,0.88,0.0,207.71,37.965,0.314,120.90764331210192,,,-544.2809272344314,-65807.72421164073,1715,-0.033424516004745955,-3.9748507280926617,118.9202179480556,0.0,-0.3689
,Mixed / non conventional,28,30,39,41,203525.17,0.87,0.0,-237.73,-63.225,0.314,-201.3535031847134,,,-1010.8074362925171,203529.6183426573,1716,0.001065609727443094,0.21467863346842364,-201.4608425014476,0.0,-0.86456
,Mixed / non conventional,28,30,41,43,-6941.93,0.09,0.0,243.99,48.752,11.831,4.120699856309695,,,-1684.6790604875298,-6942.056762478916,1717,0.018513755835910816,0.07700243313571331,4.159201072877552,0.0,-0.64391
,Mixed / non conventional,28,30,43,45,-184423.36,0.08,0.0,-10.24,838.048,11.831,70.83492519651763,,,-2603.594911662535,-184425.4508096496,1718,0.0033401474297607837,0.23699489227259107,70.95342264265392,0.0,-0.03132
,Mixed / non conventional,28,30,45,47,-294803.44,1.45,0.0,43.5,40.788,0.526,77.54372623574143,,,-3805.254101660642,-295073.582316605,1719,-0.013826138946992172,-1.0647695078220494,77.01134148183041,0.0,0.03447
,Mixed / non conventional,28,30,47,49,755624.63,1.46,0.0,-373.77,-74.676,0.526,-141.96958174904944,,,-5327.355742324881,756322.4665662602,1720,-0.001701389056685434,-0.24134018599434626,-141.84891165605228,0.0,-0.33907
,Mixed / non conventional,28,30,32,34,8629.45,2.2,0.0,-142.37,-53.61,0.234,-229.1025641025641,,,-37.699111843077524,8636.963187638401,1721,-0.0037916932564315575,-0.8670428670428691,-228.66904266904265,0.0,-1.02777
,Mixed / non conventional,28,30,36,38,-72868.87,0.0,0.0,-48.34,770.934,3.988,193.31344032096288,,,-376.99111843077526,-72877.45007430072,1723,-0.0016542178209849898,-0.3195182616136094,193.15368119015608,0.0,0.4478
,Mixed / non conventional,28,30,38,40,-9423.77,0.03,0.0,126.3,49.85,3.988,12.5,,,-753.9822368615518,-9424.777960769397,1724,0.010820905140932426,0.1359971202303818,12.567998560115191,0.0,
,Mixed / non conventional,28,30,40,42,249188.66,0.33,0.0,-146.07,-318.675,1.687,-188.90041493775934,,,-1319.46891450771,249248.22544798133,1725,0.03418662304542636,6.5701732975347795,-192.18550158652673,0.0,-0.67849
,Mixed / non conventional,28,30,42,44,-58121.33,0.33,0.0,21.66,46.455,1.687,27.537048014226436,,,-2111.150263212339,-58134.84616332495,1726,-0.0036794610264467456,-0.10113543300966299,27.486480297721606,0.0,-0.68345
,Mixed / non conventional,28,30,44,46,-310890.34,0.24,0.0,-157.14,113.962,1.161,98.15848406546081,,,-3166.7253948185225,-310840.96420698403,1727,0.0040612687822507805,0.39945914252076875,98.35821363672119,0.0,0.21479
,Mixed / non conventional,28,30,46,48,-173462.47,0.24,0.0,56.32,44.51,1.161,38.33763996554694,,,-4523.893421169273,-173435.397223294,1728,-0.01136393948595183,-0.4332051619798136,38.121037384557034,0.0,-1.12454
,Mixed / non conventional,28,30,48,50,923292.75,0.2,0.0,70.71,-232.67,1.568,-148.38647959183672,,,-6220.353454107836,923016.3508719834,1729,0.0262418058475163,3.945700338959142,-150.3593297613163,0.0,-0.63854
,Mixed / non conventional,28,30,50,52,-243002.53,0.2,0.0,7.18,45.928,1.568,29.29081632653061,,,-8293.804605477077,-242932.3073471627,1730,-0.0036219568648085047,-0.10589829374372428,29.23786717965875,0.0,-0.34884
,Mixed / non conventional,28,30,49,51,-84066.78,0.07,0.0,360.01,50.418,4.323,11.662734212352532,,,-7207.598945498374,-84060.31081057992,1731,-0.016844283272248475,-0.19480968405064658,11.565329370327209,0.0,-0.41014
,Mixed / non conventional,28,30,51,53,-471843.97,0.05,0.0,-306.86,215.065,4.323,49.74901688642146,,,-9483.682823024179,-471803.896908095,1732,0.0007894858971789909,0.0392916573350206,49.768662715088965,0.0,-0.21107
,Mixed / non conventional,28,30,53,55,-655699.31,0.23,0.0,285.87,42.629,0.793,53.75662042875157,,,-12193.306486745501,-655470.9485794122,1733,-0.014223228494536713,-0.759193603405798,53.37702362704867,0.0,-0.51152
,Mixed / non conventional,28,30,55,57,1610500.25,0.24,0.0,-249.13,-83.04,0.793,-104.71626733921816,,,-15374.169048504882,1609925.5962015705,1734,-0.0014255100567582184,-0.149167772118588,-104.64168345315886,0.0,-0.57262
,Mixed / non conventional,28,30,57,59,-249960.59,0.07,0.0,322.53,49.969,3.811,13.111781684597219,,,-19063.969620146378,-249962.60770115306,1735,-0.010575220160062564,-0.1379306544862846,13.042816357354077,0.0,-0.05408
,Mixed / non conventional,28,30,59,61,-781387.31,0.09,0.0,-64.16,127.807,3.811,33.53634216741013,,,-23300.40731351191,-781410.4323059609,1736,-0.006526004139996236,-0.21814649535892983,33.427268919730665,0.0,-0.28013
,Mixed / non conventional,28,30,61,63,-1048993.88,0.2,0.0,69.19,44.775,1.2,37.3125,,,-28121.181240446072,-1049271.575034144,1737,-0.005921229010818581,-0.2202836824007477,37.202358158799626,0.0,-0.74172
,Mixed / non conventional,28,30,63,65,2573718.5,0.2,0.0,-155.05,-92.043,1.2,-76.70250000000001,,,-33563.99051278921,2574441.982307215,1738,0.0027699172969224565,0.2127542372881237,-76.80887711864408,0.0,-0.53361
,Mixed / non conventional,28,30,65,67,-510849.44,0.16,0.0,98.12,50.027,3.884,12.8802780638517,,,-39666.53424238932,-510915.9908712695,1739,-0.008619452586886829,-0.11054452941228377,12.825005799145558,0.0,-0.12591
,Mixed / non conventional,28,30,67,69,-1189820.13,0.16,0.0,-124.36,99.466,3.884,25.609165808444903,,,-46466.51154108182,-1189968.5985955829,1740,-0.009184421024094936,-0.23413018576037814,25.492100715564714,0.0,-0.29689
,Mixed / non conventional,28,30,52,54,-610481.81,0.23,0.0,-22.05,67.725,1.196,56.626254180602004,,,-10781.945987120022,-610541.2140281801,1741,-0.0010872486684240406,-0.06153336841926205,56.59548749639237,0.0,0.2518
,Mixed / non conventional,28,30,54,56,-513120.22,0.21,0.0,153.73,44.726,1.196,37.396321070234116,,,-13722.476710880474,-513170.1449588964,1742,-0.003843652266895938,-0.14346274380495316,37.324589698331636,0.0,-0.91399
,Mixed / non conventional,28,30,56,58,1909640.13,0.24,0.0,-156.36,-203.88,1.831,-111.34898962315674,,,-17153.095888600008,1909979.8961047349,1743,0.019971603582496916,2.246248472081348,-112.4721138591974,0.0,-0.47544
,Mixed / non conventional,28,30,58,60,-537041.0,0.27,0.0,-127.85,46.586,1.831,25.442927362097215,,,-21111.502632123484,-537138.427973842,1744,-0.0056945902151508574,-0.1444756803033016,25.370689521945565,0.0,-0.4247
,Mixed / non conventional,28,30,60,62,-993167.44,0.34,0.0,264.05,62.985,1.626,38.73616236162362,,,-25635.396053292803,-993016.8637248754,1745,-0.006597382560687083,-0.25471704912362014,38.608803837061814,0.0,-0.91404
,Mixed / non conventional,28,30,62,64,-871041.69,0.34,0.0,53.06,46.032,1.626,28.309963099630995,,,-30762.475263951364,-870884.5395757743,1746,-0.008719701988677338,-0.2457828648714333,28.187071667195276,0.0,-0.31059
,Mixed / non conventional,28,30,64,66,3071396.75,0.21,0.0,-132.78,-194.931,2.318,-84.09447799827437,,,-36530.43937594186,3072008.2303674384,1747,0.006585901961236834,0.5556677743203693,-84.37231188543456,0.0,-0.60395
,Mixed / non conventional,28,30,66,68,-880933.06,0.22,0.0,37.06,47.523,2.318,20.501725625539258,,,-42976.98750110756,-881102.4059599371,1748,-0.01107357492188659,-0.2257773137426753,20.38883696866792,0.0,-0.34572
,Mixed / non conventional,28,30,68,70,-1410530.63,0.12,0.0,146.44,73.587,2.616,28.129587155963304,,,-50139.81875129532,-1410412.401548765,1749,-0.005775170582073563,-0.1619854175200004,28.048594447203303,0.0,-0.25634
,Mixed / non conventional,28,30,70,72,-1070007.25,0.11,0.0,-373.45,48.21,2.616,18.428899082568808,,,-58056.632238336875,-1069919.816594121,1750,-0.0017435122819684308,-0.03210302588365721,18.41284756962698,0.0,-0.87649
,Mixed / non conventional,28,30,69,71,-1359793.88,0.11,0.0,-606.4,46.641,1.852,25.1841252699784,,,-54001.6215207197,-1359983.6011597663,1751,-0.008476213146021996,-0.2125651399675661,25.077842699994616,0.0,-0.60645
,Mixed / non conventional,28,30,71,1,176675.05,0.09,0.0,391.74,-192.116,1.852,-103.73434125269979,,,-1703.356482797449,176696.56266150903,1752,0.017540570217642697,1.835658747300215,-104.6521706263499,0.0,-0.69582
,Mixed / non conventional,28,30,5,7,-697857.81,0.91,0.0,22.6,40.095,0.545,73.56880733944953,,,-9483.682823024179,-697703.2344755128,-298,0.0007768222226107347,0.05712769540059526,73.54024349174924,0.0,
,Mixed / non conventional,28,30,7,9,1223537.75,0.91,0.0,-167.8,-92.497,0.545,-169.71926605504586,,,-7207.598945498374,1223268.4030491065,-435,0.018420657079626753,3.0978085651672984,-168.17036177246223,0.0,
,Mixed / non conventional,28,30,9,11,-59603.98,0.12,0.0,329.59,50.173,4.484,11.189339875111507,,,-5327.355742324881,-59609.59403650006,-562,0.033082174997205914,0.3641443561937301,11.007267697014642,0.0,
,Mixed / non conventional,28,30,11,13,-313004.47,0.1,0.0,-74.54,368.87,4.484,82.2636039250669,,,-3805.254101660642,-313033.9162532473,-693,0.032999363529600645,2.670582804773062,80.92831252268037,0.0,
,Mixed / non conventional,28,30,13,15,-235395.72,0.93,0.0,11.37,38.661,0.428,90.32943925233646,,,-2603.594911662535,-235181.26841071327,-818,0.026475144535952216,2.3602410979531214,89.1493187033599,0.0,
,Mixed / non conventional,28,30,15,17,320965.06,0.93,0.0,-247.61,-81.469,0.428,-190.34813084112147,,,-1684.6790604875298,320675.5102309779,-937,0.00484429681350898,0.9198747704813002,-189.8881934558808,0.0,
,Mixed / non conventional,28,30,72,2,173005.3,0.48,0.0,-23.49,-104.437,0.99,-105.4919191919192,,,-1640.730911083503,173083.85268770487,1761,0.010065547230204587,1.0672048956720346,-106.02552163975521,0.0,-0.71604
,Mixed / non conventional,28,30,4,6,-859573.06,0.24,0.0,14.21,66.949,0.84,79.70119047619048,,,-10781.945987120022,-859333.9308234503,-238,0.020817206116629777,1.6420645121801982,78.88015822010038,0.0,
,Mixed / non conventional,28,30,6,8,-420282.78,0.25,0.0,20.19,42.555,0.84,50.660714285714285,,,-8293.804605477077,-420170.06545961543,-365,-0.0022614133048609463,-0.11469449915266239,50.718061535290616,0.0,
,Mixed / non conventional,28,30,8,10,1135152.88,0.08,0.0,-100.91,-186.573,1.022,-182.55675146771037,,,-6220.353454107836,1135567.519562878,-502,-0.011680256688326724,-2.1448358338769253,-183.62916938464883,0.0,
,Mixed / non conventional,28,30,10,12,-192378.86,0.1,0.0,31.21,43.477,1.022,42.54109589041096,,,-4523.893421169273,-192451.38382796134,-636,0.0371095391062838,1.5499220157419416,41.76613488253999,0.0,
,Mixed / non conventional,28,30,12,14,-340009.34,0.55,0.0,-65.47,110.98,1.034,107.33075435203095,,,-3166.7253948185225,-339887.0254516051,-767,0.008460848647790729,0.9042837637956751,106.8786124701331,0.0,
,Mixed / non conventional,28,30,14,16,-89202.34,0.54,0.0,150.5,43.674,1.034,42.23791102514507,,,-2111.150263212339,-89170.57697827436,-886,-0.0015987645425452185,-0.06758249874953037,42.27170227451983,0.0,
,Mixed / non conventional,28,30,16,18,266129.69,0.21,0.0,-172.73,-655.799,3.251,-201.72223931098122,,,-1319.46891450771,266166.2241357249,-1005,-0.04083749668717989,-8.40954363475521,-205.92701112835883,0.0,
,Mixed / non conventional,28,30,18,20,-11301.88,0.22,0.0,142.56,48.738,3.251,14.99169486311904,,,-753.9822368615518,-11303.47162724033,-1124,0.040282845820363816,0.5919847181915046,14.695702504023288,0.0,
,Mixed / non conventional,29,31,30,32,1590.13,2.09,0.0,-65.85,53.203,0.315,168.8984126984127,,,9.424777960769378,1591.8300376089308,1771,-0.030489643817340848,-5.07232574189095,166.36224982746722,0.0,-1.0387
,Mixed / non conventional,29,31,32,34,3233.61,0.31,0.0,-171.63,-86.552,0.315,-274.768253968254,,,-11.780972450961722,3237.037230398854,1772,0.0029490887165033674,0.8115125687109526,-275.1740102526095,0.0,-0.67741
,Mixed / non conventional,29,31,34,36,1216.71,0.34,0.0,117.15,-46.542,3.155,-14.751822503961966,,,-82.46680715673212,1216.5357016445726,1773,0.01696588178556461,0.2524189316008396,-14.878031969762386,0.0,-0.31554
,Mixed / non conventional,29,31,36,38,-27774.16,0.34,0.0,-24.2,354.145,3.155,112.2488114104596,,,-247.400421470196,-27770.403252476248,1774,0.02468605764209632,2.8056103582478897,113.65161658958354,0.0,0.5024
,Mixed / non conventional,29,31,40,42,232858.63,2.06,0.0,-179.5,-72.018,0.313,-230.08945686900958,,,-1010.8074362925171,232576.13401570125,1776,0.02313419874010644,5.385226675294206,-232.78207020665667,0.0,-1.05288
,Mixed / non conventional,29,31,42,44,-14149.49,0.05,0.0,20.54,48.857,5.817,8.399002922468625,,,-1684.6790604875298,-14149.624352456462,1777,-0.043994310369065835,-0.36155515647698344,8.218225344230135,0.0,-1.85809
,Mixed / non conventional,29,31,44,46,-197725.41,0.08,0.0,-161.98,441.762,5.817,75.94326972666323,,,-2603.594911662535,-197725.51063535584,1778,0.017261714581342857,1.3223238347049886,76.60443164401573,0.0,0.05038
,Mixed / non conventional,29,31,46,48,-338438.09,1.07,0.0,69.46,35.094,0.395,88.84556962025316,,,-3805.254101660642,-338079.96821184445,1779,-0.040101635912258606,-3.4928188111916683,87.09916021465733,0.0,-0.58478
,Mixed / non conventional,29,31,48,50,880560.88,1.08,0.0,54.68,-65.221,0.395,-165.11645569620254,,,-5327.355742324881,879634.0984054965,1780,0.017514269901516916,2.917442608882226,-166.57517700064363,0.0,-0.96128
,Mixed / non conventional,29,31,33,35,280.52,0.0,0.0,307.14,-123.881,16.649,-7.440747192023545,,,-37.699111843077524,280.50956058816064,1781,0.03872613487562451,0.29384104327057337,-7.587667713658831,0.0,1.09929
,Mixed / non conventional,29,31,37,39,-81694.24,1.08,0.0,226.97,68.033,0.314,216.6656050955414,,,-376.99111843077526,-81681.00879044883,1783,-0.0018419185735602847,-0.3987132036494927,216.46624849371665,0.0,-0.33522
,Mixed / non conventional,29,31,39,41,153459.03,1.16,0.0,-245.47,-63.899,0.314,-203.5,,,-753.9822368615518,153435.3852013258,1784,0.006450388920508372,1.3169014084506898,-204.15845070422534,0.0,-0.68924
,Mixed / non conventional,29,31,43,45,-71572.34,0.0,0.0,-5.74,569.144,16.788,33.90183464379319,,,-2111.150263212339,-71571.86713162517,1786,0.00020543551150645813,0.006965356206812601,33.90531732189659,0.0,-1.01395
,Mixed / non conventional,29,31,45,47,-335876.13,0.95,0.0,52.7,33.387,0.315,105.99047619047619,,,-3166.7253948185225,-335642.7325612889,1787,-0.014898272893603907,-1.5673992673992672,105.20677655677656,0.0,-0.27563
,Mixed / non conventional,29,31,47,49,603305.81,0.94,0.0,-380.04,-41.979,0.315,-133.26666666666665,,,-4523.893421169273,602884.1965944917,1788,-0.012271409054957655,-1.6253968253968196,-132.45396825396824,0.0,-0.81405
