,El-array,Spa.1,Spa.2,Spa.3,Spa.4,Rho ,Dev., M  ,Sp  ,Vp  ,In  
,Mixed / non conventional,72.00,65.00,71.00,1.00,-2913.30,4.40,0.00,-407.39,-41.554,0.107
,Mixed / non conventional,72.00,65.00,71.00,2.00,-3530.88,1.03,0.00,-369.86,-40.667,0.087
,Mixed / non conventional,72.00,65.00,71.00,3.00,-5007.58,2.66,0.00,-423.50,-39.313,0.059
,Mixed / non conventional,72.00,65.00,71.00,4.00,-9221.71,3.67,0.00,-419.58,-36.201,0.030
,Mixed / non conventional,72.00,65.00,71.00,5.00,-10056.75,3.81,0.00,-455.93,-35.555,0.027
,Mixed / non conventional,72.00,65.00,71.00,6.00,-6090.05,2.97,0.00,-412.71,-38.490,0.048
,Mixed / non conventional,72.00,65.00,71.00,7.00,-4447.00,4.65,0.00,-440.53,-40.024,0.068
,Mixed / non conventional,72.00,65.00,71.00,8.00,-3608.61,4.55,0.00,-419.80,-40.934,0.085
,Mixed / non conventional,72.00,65.00,71.00,9.00,-2518.53,1.01,0.00,-561.22,-43.198,0.129
,Mixed / non conventional,72.00,65.00,71.00,10.00,-2977.27,2.50,0.00,-479.71,-42.098,0.106
,Mixed / non conventional,72.00,65.00,71.00,11.00,-3753.10,4.68,0.00,-346.92,-40.572,0.081
,Mixed / non conventional,72.00,65.00,71.00,12.00,-5293.65,2.34,0.00,-357.85,-38.817,0.055
,Mixed / non conventional,72.00,65.00,71.00,13.00,-5435.87,3.45,0.00,-337.81,-38.782,0.054
,Mixed / non conventional,72.00,65.00,71.00,14.00,-4533.01,10.20,0.00,-489.78,-39.394,0.065
,Mixed / non conventional,72.00,65.00,71.00,15.00,-3845.34,5.96,0.00,-284.69,-40.338,0.079
,Mixed / non conventional,72.00,65.00,71.00,16.00,-3405.18,1.67,0.00,-456.32,-41.173,0.091
,Mixed / non conventional,72.00,65.00,71.00,17.00,-1870.90,0.82,0.00,-567.33,-44.476,0.179
,Mixed / non conventional,72.00,65.00,71.00,18.00,-2242.94,0.31,0.00,-557.96,-43.452,0.146
