,El-array,Spa.1,Spa.2,Spa.3,Spa.4,Rho ,Dev., M  ,Sp  ,Vp  ,In  ,Name,Date
,Mixed / non conventional,1.00,3.00,2.00,4.00,6736.43,0.09,0.00,120.36,2307.010,3.228,1111,7/5/2022 7:20:05 PM
,Mixed / non conventional,1.00,3.00,4.00,6.00,3058.18,0.07,0.00,-19.81,-837.861,3.228,1111,7/5/2022 7:20:05 PM
,Mixed / non conventional,1.00,3.00,6.00,8.00,2951.90,0.05,0.00,-29.89,-115.535,3.228,1111,7/5/2022 7:20:05 PM
,Mixed / non conventional,1.00,3.00,8.00,10.00,73918.83,0.08,0.00,-171.96,-964.373,3.228,1111,7/5/2022 7:20:05 PM
,Mixed / non conventional,1.00,3.00,10.00,12.00,-199732.94,0.10,0.00,153.14,1184.453,3.228,1111,7/5/2022 7:20:05 PM
,Mixed / non conventional,1.00,3.00,12.00,14.00,56340.19,0.14,0.00,-107.12,-179.904,3.228,1111,7/5/2022 7:20:05 PM
,Mixed / non conventional,1.00,3.00,14.00,16.00,30869.23,0.07,0.00,-38.20,-59.142,3.228,1111,7/5/2022 7:20:05 PM
,Mixed / non conventional,1.00,3.00,16.00,18.00,606634.06,0.09,0.00,-89.58,-752.043,3.228,1111,7/5/2022 7:20:05 PM
,Mixed / non conventional,1.00,3.00,18.00,20.00,-827458.13,0.09,0.00,259.87,701.866,3.228,1111,7/5/2022 7:20:05 PM
,Mixed / non conventional,1.00,3.00,20.00,22.00,-75946.29,0.09,0.00,-10.80,46.014,3.228,1111,7/5/2022 7:20:05 PM
,Mixed / non conventional,1.00,3.00,5.00,7.00,2990.57,0.15,0.00,15.65,-156.592,1.974,1111,7/5/2022 7:20:09 PM
,Mixed / non conventional,1.00,3.00,7.00,9.00,105368.06,0.15,0.00,-139.05,-1379.324,1.974,1111,7/5/2022 7:20:09 PM
,Mixed / non conventional,1.00,3.00,9.00,11.00,-263741.84,0.16,0.00,82.27,1381.010,1.974,1111,7/5/2022 7:20:09 PM
,Mixed / non conventional,1.00,3.00,11.00,13.00,-17537.30,0.16,0.00,58.98,45.915,1.974,1111,7/5/2022 7:20:09 PM
,Mixed / non conventional,1.00,3.00,13.00,15.00,43765.92,0.16,0.00,-7.62,-65.476,1.974,1111,7/5/2022 7:20:09 PM
,Mixed / non conventional,1.00,3.00,15.00,17.00,852997.38,0.15,0.00,-174.91,-797.584,1.974,1111,7/5/2022 7:20:09 PM
,Mixed / non conventional,1.00,3.00,17.00,19.00,-990946.25,0.15,0.00,110.99,617.717,1.974,1111,7/5/2022 7:20:09 PM
,Mixed / non conventional,1.00,3.00,19.00,21.00,-379390.72,0.15,0.00,-46.85,165.548,1.974,1111,7/5/2022 7:20:09 PM
,Mixed / non conventional,1.00,3.00,21.00,23.00,41414.41,0.07,0.00,157.53,-50.906,7.646,1111,7/5/2022 7:20:12 PM
,Mixed / non conventional,1.00,3.00,23.00,25.00,2180828.75,0.13,0.00,-252.09,-2010.464,7.646,1111,7/5/2022 7:20:12 PM
,Mixed / non conventional,1.00,3.00,22.00,24.00,62209.66,0.08,0.00,-126.23,-47.135,5.461,1111,7/5/2022 7:20:16 PM
,Mixed / non conventional,1.00,3.00,24.00,26.00,1618363.88,0.04,0.00,-66.05,-931.908,5.461,1111,7/5/2022 7:20:16 PM
,Mixed / non conventional,1.00,3.00,26.00,28.00,-1511047.25,0.04,0.00,227.68,676.759,5.461,1111,7/5/2022 7:20:16 PM
,Mixed / non conventional,1.00,3.00,28.00,30.00,-526786.69,0.03,0.00,-108.68,187.118,5.461,1111,7/5/2022 7:20:16 PM
,Mixed / non conventional,1.00,3.00,30.00,32.00,-20332.29,0.56,0.00,19.24,52.133,48.881,1111,7/5/2022 7:20:20 PM
,Mixed / non conventional,1.00,3.00,32.00,34.00,2884988.75,0.18,0.00,-113.91,-6052.350,48.881,1111,7/5/2022 7:20:20 PM
,Mixed / non conventional,1.00,3.00,34.00,36.00,-2070891.75,0.21,0.00,213.08,3599.630,48.881,1111,7/5/2022 7:20:20 PM
,Mixed / non conventional,1.00,3.00,36.00,38.00,-1107781.13,0.00,0.00,-129.73,1613.327,48.881,1111,7/5/2022 7:20:20 PM
,Mixed / non conventional,1.00,3.00,38.00,40.00,-284769.72,0.14,0.00,68.65,350.919,48.881,1111,7/5/2022 7:20:20 PM
,Mixed / non conventional,1.00,3.00,40.00,42.00,4135356.00,0.21,0.00,2.93,-50.104,0.563,1111,7/5/2022 7:20:23 PM
,Mixed / non conventional,1.00,3.00,25.00,27.00,-1808064.38,0.19,0.00,258.51,817.974,4.878,1111,7/5/2022 7:20:27 PM
,Mixed / non conventional,1.00,3.00,27.00,29.00,-985186.44,0.19,0.00,-117.20,350.194,4.878,1111,7/5/2022 7:20:27 PM
,Mixed / non conventional,1.00,3.00,29.00,31.00,-169165.14,0.19,0.00,-14.51,48.105,4.878,1111,7/5/2022 7:20:27 PM
,Mixed / non conventional,1.00,3.00,31.00,33.00,3704129.00,0.20,0.00,-89.17,-855.829,4.878,1111,7/5/2022 7:20:27 PM
,Mixed / non conventional,1.00,3.00,33.00,35.00,-2410602.25,0.20,0.00,372.13,458.685,4.878,1111,7/5/2022 7:20:27 PM
,Mixed / non conventional,1.00,3.00,35.00,37.00,-1641253.75,0.19,0.00,-313.13,260.242,4.878,1111,7/5/2022 7:20:27 PM
,Mixed / non conventional,1.00,3.00,37.00,39.00,-557838.38,0.21,0.00,19.39,74.486,4.878,1111,7/5/2022 7:20:27 PM
,Mixed / non conventional,1.00,3.00,39.00,41.00,5069026.00,0.20,0.00,-49.91,-575.323,4.878,1111,7/5/2022 7:20:27 PM
,Mixed / non conventional,1.00,3.00,41.00,43.00,-2678428.25,0.20,0.00,239.97,260.567,4.878,1111,7/5/2022 7:20:27 PM
,Mixed / non conventional,1.00,3.00,43.00,45.00,-2269360.00,0.20,0.00,-137.61,190.667,4.878,1111,7/5/2022 7:20:27 PM
,Mixed / non conventional,1.00,3.00,42.00,44.00,-2548912.75,0.12,0.00,13.06,329.880,6.989,1111,7/5/2022 7:20:31 PM
,Mixed / non conventional,1.00,3.00,44.00,46.00,-1838807.88,0.08,0.00,-117.34,206.244,6.989,1111,7/5/2022 7:20:31 PM
,Mixed / non conventional,1.00,3.00,46.00,48.00,-491404.16,0.09,0.00,52.49,48.080,6.989,1111,7/5/2022 7:20:31 PM
,Mixed / non conventional,1.00,3.00,48.00,50.00,5748550.50,0.10,0.00,-25.02,-493.595,6.989,1111,7/5/2022 7:20:31 PM
,Mixed / non conventional,1.00,3.00,50.00,52.00,-2949080.75,0.11,0.00,148.77,223.428,6.989,1111,7/5/2022 7:20:31 PM
,Mixed / non conventional,1.00,3.00,52.00,54.00,-2575392.75,0.06,0.00,-81.24,173.022,6.989,1111,7/5/2022 7:20:31 PM
,Mixed / non conventional,1.00,3.00,54.00,56.00,-844333.25,0.05,0.00,96.52,50.537,6.989,1111,7/5/2022 7:20:31 PM
,Mixed / non conventional,1.00,3.00,56.00,58.00,7207344.00,0.06,0.00,-173.19,-385.999,6.989,1111,7/5/2022 7:20:31 PM
,Mixed / non conventional,1.00,3.00,58.00,60.00,-3498874.50,0.10,0.00,140.87,168.322,6.989,1111,7/5/2022 7:20:31 PM
,Mixed / non conventional,1.00,3.00,60.00,62.00,-3161132.75,0.07,0.00,142.18,137.116,6.989,1111,7/5/2022 7:20:31 PM
,Mixed / non conventional,1.00,3.00,45.00,47.00,-1079289.38,0.08,0.00,-20.28,55.245,3.418,1111,7/5/2022 7:20:34 PM
,Mixed / non conventional,1.00,3.00,47.00,49.00,6223613.00,0.09,0.00,-118.29,-278.750,3.418,1111,7/5/2022 7:20:34 PM
,Mixed / non conventional,1.00,3.00,49.00,51.00,-2581414.00,0.10,0.00,202.36,101.742,3.418,1111,7/5/2022 7:20:34 PM
,Mixed / non conventional,1.00,3.00,51.00,53.00,-2972960.25,0.07,0.00,-99.29,103.660,3.418,1111,7/5/2022 7:20:34 PM
,Mixed / non conventional,1.00,3.00,53.00,55.00,-1727881.63,0.04,0.00,126.62,53.549,3.418,1111,7/5/2022 7:20:35 PM
,Mixed / non conventional,1.00,3.00,55.00,57.00,7387183.00,0.03,0.00,-200.18,-204.421,3.418,1111,7/5/2022 7:20:35 PM
,Mixed / non conventional,1.00,3.00,57.00,59.00,-2340397.50,0.13,0.00,195.27,58.061,3.418,1111,7/5/2022 7:20:35 PM
,Mixed / non conventional,1.00,3.00,59.00,61.00,-3602248.50,0.09,0.00,106.17,80.435,3.418,1111,7/5/2022 7:20:35 PM
,Mixed / non conventional,1.00,3.00,61.00,63.00,-2361857.00,0.12,0.00,-34.23,47.630,3.418,1111,7/5/2022 7:20:35 PM
,Mixed / non conventional,1.00,3.00,63.00,65.00,8707998.00,0.05,0.00,-15.44,-159.162,3.418,1111,7/5/2022 7:20:35 PM
,Mixed / non conventional,1.00,3.00,62.00,64.00,-1171544.75,0.03,0.00,-47.91,61.242,9.308,1111,7/5/2022 7:20:38 PM
,Mixed / non conventional,1.00,3.00,64.00,66.00,8738533.00,0.04,0.00,-179.71,-414.580,9.308,1111,7/5/2022 7:20:38 PM
,Mixed / non conventional,1.00,3.00,66.00,68.00,-4154442.50,0.00,0.00,57.79,179.461,9.308,1111,7/5/2022 7:20:38 PM
,Mixed / non conventional,1.00,3.00,68.00,70.00,-3550222.00,0.10,0.00,231.40,140.027,9.308,1111,7/5/2022 7:20:38 PM
,Mixed / non conventional,1.00,3.00,70.00,72.00,-1305060.63,0.04,0.00,-204.77,47.120,9.308,1111,7/5/2022 7:20:38 PM
,Mixed / non conventional,1.00,3.00,72.00,2.00,5509252.50,0.10,0.00,-141.94,-3332.354,9.308,1111,7/5/2022 7:20:38 PM
,Mixed / non conventional,1.00,3.00,65.00,67.00,-2565217.75,0.08,0.00,-66.60,58.107,4.659,1111,7/5/2022 7:20:42 PM
,Mixed / non conventional,1.00,3.00,67.00,69.00,-4348988.00,0.13,0.00,-18.97,89.818,4.659,1111,7/5/2022 7:20:42 PM
,Mixed / non conventional,1.00,3.00,69.00,71.00,-2504903.75,0.19,0.00,-66.47,47.301,4.659,1111,7/5/2022 7:20:42 PM
,Mixed / non conventional,2.00,4.00,3.00,5.00,3707.22,0.18,0.00,-366.72,584.621,1.486,1111,7/5/2022 7:20:45 PM
,Mixed / non conventional,2.00,4.00,5.00,7.00,1858.39,0.18,0.00,24.95,-234.451,1.486,1111,7/5/2022 7:20:45 PM
,Mixed / non conventional,2.00,4.00,7.00,9.00,49605.39,0.14,0.00,-97.49,-894.020,1.486,1111,7/5/2022 7:20:45 PM
,Mixed / non conventional,2.00,4.00,9.00,11.00,-98366.60,0.12,0.00,46.41,590.941,1.486,1111,7/5/2022 7:20:45 PM
,Mixed / non conventional,2.00,4.00,11.00,13.00,-118572.41,0.16,0.00,53.02,323.786,1.486,1111,7/5/2022 7:20:46 PM
,Mixed / non conventional,2.00,4.00,13.00,15.00,30940.60,0.14,0.00,-3.44,-45.494,1.486,1111,7/5/2022 7:20:46 PM
,Mixed / non conventional,2.00,4.00,15.00,17.00,656892.38,0.14,0.00,-154.09,-579.528,1.486,1111,7/5/2022 7:20:46 PM
,Mixed / non conventional,2.00,4.00,17.00,19.00,-539761.19,0.13,0.00,94.95,308.123,1.486,1111,7/5/2022 7:20:46 PM
,Mixed / non conventional,2.00,4.00,19.00,21.00,-577470.00,0.15,0.00,-55.87,225.551,1.486,1111,7/5/2022 7:20:46 PM
,Mixed / non conventional,2.00,4.00,21.00,23.00,-45594.90,0.05,0.00,162.89,50.209,5.867,1111,7/5/2022 7:20:49 PM
,Mixed / non conventional,2.00,4.00,6.00,8.00,2438.73,0.00,0.00,-30.11,-270.911,4.188,1111,7/5/2022 7:20:53 PM
,Mixed / non conventional,2.00,4.00,8.00,10.00,72843.39,0.03,0.00,-189.40,-2022.987,4.188,1111,7/5/2022 7:20:53 PM
,Mixed / non conventional,2.00,4.00,10.00,12.00,-183744.55,0.04,0.00,164.21,2041.164,4.188,1111,7/5/2022 7:20:53 PM
,Mixed / non conventional,2.00,4.00,12.00,14.00,-8420.44,0.02,0.00,-106.14,46.770,4.188,1111,7/5/2022 7:20:53 PM
,Mixed / non conventional,2.00,4.00,14.00,16.00,33144.37,0.03,0.00,-36.21,-105.197,4.188,1111,7/5/2022 7:20:53 PM
,Mixed / non conventional,2.00,4.00,16.00,18.00,640577.75,0.03,0.00,-94.10,-1270.710,4.188,1111,7/5/2022 7:20:53 PM
,Mixed / non conventional,2.00,4.00,18.00,20.00,-733021.81,0.00,0.00,263.76,969.398,4.188,1111,7/5/2022 7:20:53 PM
,Mixed / non conventional,2.00,4.00,20.00,22.00,-285028.63,0.02,0.00,-9.44,263.858,4.188,1111,7/5/2022 7:20:53 PM
,Mixed / non conventional,2.00,4.00,22.00,24.00,39477.41,0.17,0.00,-126.64,-48.756,7.682,1111,7/5/2022 7:20:56 PM
,Mixed / non conventional,2.00,4.00,24.00,26.00,1713414.25,0.09,0.00,-65.50,-1587.104,7.682,1111,7/5/2022 7:20:56 PM
,Mixed / non conventional,2.00,4.00,23.00,25.00,1911217.38,0.14,0.00,-191.87,-535.401,2.019,1111,7/5/2022 7:21:00 PM
,Mixed / non conventional,2.00,4.00,25.00,27.00,-1191590.50,0.14,0.00,240.84,253.693,2.019,1111,7/5/2022 7:21:00 PM
,Mixed / non conventional,2.00,4.00,27.00,29.00,-1181154.25,0.14,0.00,-127.45,195.590,2.019,1111,7/5/2022 7:21:00 PM
,Mixed / non conventional,2.00,4.00,29.00,31.00,-358570.00,0.13,0.00,-12.12,47.091,2.019,1111,7/5/2022 7:21:00 PM
,Mixed / non conventional,2.00,4.00,31.00,33.00,3446898.00,0.14,0.00,-73.44,-365.068,2.019,1111,7/5/2022 7:21:00 PM
,Mixed / non conventional,2.00,4.00,33.00,35.00,-1801176.38,0.15,0.00,366.46,156.083,2.019,1111,7/5/2022 7:21:00 PM
,Mixed / non conventional,2.00,4.00,35.00,37.00,-1771361.38,0.13,0.00,-325.33,127.183,2.019,1111,7/5/2022 7:21:00 PM
,Mixed / non conventional,2.00,4.00,37.00,39.00,-800039.19,0.14,0.00,22.29,48.128,2.019,1111,7/5/2022 7:21:00 PM
,Mixed / non conventional,2.00,4.00,39.00,41.00,4890645.50,0.14,0.00,-39.88,-248.943,2.019,1111,7/5/2022 7:21:00 PM
,Mixed / non conventional,2.00,4.00,41.00,43.00,-2188031.50,0.14,0.00,240.25,95.076,2.019,1111,7/5/2022 7:21:00 PM
,Mixed / non conventional,2.00,4.00,26.00,28.00,-1331265.75,0.08,0.00,226.56,964.819,7.814,1111,7/5/2022 7:21:04 PM
,Mixed / non conventional,2.00,4.00,28.00,30.00,-833450.31,0.07,0.00,-103.90,474.597,7.814,1111,7/5/2022 7:21:04 PM
,Mixed / non conventional,2.00,4.00,30.00,32.00,-104558.05,0.08,0.00,22.70,47.631,7.814,1111,7/5/2022 7:21:04 PM
