,El-array,Spa.1,Spa.2,Spa.3,Spa.4,Rho ,Dev., M  ,Sp  ,Vp  ,In  
,Mixed / non conventional,1.00,3.00,2.00,4.00,4308.85,0.14,0.00,131.39,2343.551,5.126
,Mixed / non conventional,1.00,3.00,4.00,6.00,2368.01,0.13,0.00,-165.03,-1030.354,5.126
,Mixed / non conventional,1.00,3.00,6.00,8.00,2190.25,0.13,0.00,27.40,-136.144,5.126
,Mixed / non conventional,1.00,3.00,8.00,10.00,43700.03,0.13,0.00,-286.39,-905.451,5.126
,Mixed / non conventional,1.00,3.00,10.00,12.00,-119552.88,0.12,0.00,-121.47,1125.956,5.126
,Mixed / non conventional,1.00,3.00,12.00,14.00,34117.49,0.13,0.00,76.64,-173.019,5.126
,Mixed / non conventional,1.00,3.00,14.00,16.00,22556.83,0.14,0.00,-77.81,-68.635,5.126
,Mixed / non conventional,1.00,3.00,16.00,18.00,377109.56,0.13,0.00,5.48,-742.467,5.126
,Mixed / non conventional,1.00,3.00,18.00,20.00,-507819.28,0.13,0.00,41.47,684.086,5.126
,Mixed / non conventional,1.00,3.00,20.00,22.00,-52112.15,0.15,0.00,-11.78,50.143,5.126
,Mixed / non conventional,1.00,3.00,5.00,7.00,1972.62,0.29,0.00,7.62,-180.003,3.440
,Mixed / non conventional,1.00,3.00,7.00,9.00,61834.18,0.29,0.00,-159.20,-1410.600,3.440
,Mixed / non conventional,1.00,3.00,9.00,11.00,-154024.14,0.29,0.00,-166.93,1405.479,3.440
,Mixed / non conventional,1.00,3.00,11.00,13.00,-10922.87,0.29,0.00,40.15,49.836,3.440
,Mixed / non conventional,1.00,3.00,13.00,15.00,26336.18,0.29,0.00,-27.74,-68.663,3.440
,Mixed / non conventional,1.00,3.00,15.00,17.00,532012.63,0.29,0.00,-45.34,-866.899,3.440
,Mixed / non conventional,1.00,3.00,17.00,19.00,-603401.50,0.29,0.00,6.33,655.487,3.440
,Mixed / non conventional,1.00,3.00,19.00,21.00,-251640.27,0.29,0.00,34.35,191.352,3.440
,Mixed / non conventional,1.00,3.00,21.00,23.00,29574.62,0.04,0.00,6.39,-35.330,7.431
,Mixed / non conventional,1.00,3.00,23.00,25.00,1382975.13,0.04,0.00,8.50,-1239.068,7.431
,Mixed / non conventional,1.00,3.00,22.00,24.00,41606.30,0.06,0.00,5.94,-42.404,7.346
,Mixed / non conventional,1.00,3.00,24.00,26.00,1036120.75,0.04,0.00,14.60,-802.545,7.346
,Mixed / non conventional,1.00,3.00,26.00,28.00,-957720.88,0.03,0.00,74.74,576.975,7.346
,Mixed / non conventional,1.00,3.00,28.00,30.00,-339761.50,0.02,0.00,-42.37,162.337,7.346
,Mixed / non conventional,1.00,3.00,30.00,32.00,3585.24,0.62,0.00,-23.55,-1.370,7.287
,Mixed / non conventional,1.00,3.00,32.00,34.00,1883299.00,0.05,0.00,44.90,-588.953,7.287
,Mixed / non conventional,1.00,3.00,34.00,36.00,-1297786.00,0.07,0.00,-28.89,334.048,7.238
,Mixed / non conventional,1.00,3.00,36.00,38.00,-702993.75,0.06,0.00,21.23,151.609,7.238
,Mixed / non conventional,1.00,3.00,38.00,40.00,-229205.27,0.05,0.00,-10.97,41.826,7.238
,Mixed / non conventional,1.00,3.00,40.00,42.00,2834541.75,0.03,0.00,-8.99,-441.555,7.238
,Mixed / non conventional,1.00,3.00,25.00,27.00,-1120936.63,0.06,0.00,-28.13,748.641,7.201
,Mixed / non conventional,1.00,3.00,27.00,29.00,-657737.88,0.07,0.00,-18.46,345.151,7.201
,Mixed / non conventional,1.00,3.00,29.00,31.00,-89838.65,0.08,0.00,8.74,37.715,7.201
,Mixed / non conventional,1.00,3.00,31.00,33.00,2382207.50,0.09,0.00,-25.12,-812.544,7.201
,Mixed / non conventional,1.00,3.00,33.00,35.00,-1465390.13,0.09,0.00,48.12,411.632,7.201
,Mixed / non conventional,1.00,3.00,35.00,37.00,-1045684.63,0.07,0.00,-23.55,244.776,7.201
,Mixed / non conventional,1.00,3.00,37.00,39.00,-416909.81,0.08,0.00,30.70,82.182,7.201
,Mixed / non conventional,1.00,3.00,39.00,41.00,3164527.00,0.07,0.00,-26.73,-530.228,7.201
,Mixed / non conventional,1.00,3.00,41.00,43.00,-1470675.38,0.07,0.00,-3.44,211.214,7.201
,Mixed / non conventional,1.00,3.00,43.00,45.00,-1350631.38,0.08,0.00,72.31,167.523,7.201
,Mixed / non conventional,1.00,3.00,42.00,44.00,-1528952.50,0.03,0.00,-0.95,203.479,7.187
,Mixed / non conventional,1.00,3.00,44.00,46.00,-1084612.25,0.04,0.00,-12.63,125.096,7.187
,Mixed / non conventional,1.00,3.00,46.00,48.00,-467193.06,0.00,0.00,3.82,47.005,7.187
,Mixed / non conventional,1.00,3.00,48.00,50.00,3618503.50,0.06,0.00,6.88,-319.497,7.187
