,El-array,Spa.1,Spa.2,Spa.3,Spa.4,Rho ,Dev., M  ,Sp  ,Vp  ,In  
,Mixed / non conventional,1.00,3.00,2.00,4.00,5289.32,1.56,0.00,-23.32,88.237,0.157
,Mixed / non conventional,1.00,3.00,4.00,6.00,2503.57,1.55,0.00,-120.29,-33.412,0.157
,Mixed / non conventional,1.00,3.00,6.00,8.00,2983.71,0.37,0.00,-8.98,-45.376,1.254
,Mixed / non conventional,1.00,3.00,8.00,10.00,48839.56,0.36,0.00,-262.83,-247.580,1.254
,Mixed / non conventional,1.00,3.00,10.00,12.00,-134166.17,0.13,0.00,-20.34,304.598,1.236
,Mixed / non conventional,1.00,3.00,12.00,14.00,37457.64,0.10,0.00,-7.64,-45.791,1.236
,Mixed / non conventional,1.00,3.00,14.00,16.00,28917.58,0.09,0.00,-113.30,-48.250,2.811
,Mixed / non conventional,1.00,3.00,16.00,18.00,415608.59,0.08,0.00,-8.76,-448.702,2.811
,Mixed / non conventional,1.00,3.00,18.00,20.00,-560780.69,0.07,0.00,139.84,685.486,4.651
,Mixed / non conventional,1.00,3.00,20.00,22.00,-57087.04,0.07,0.00,-23.60,49.844,4.651
,Mixed / non conventional,1.00,3.00,5.00,7.00,3345.63,0.15,0.00,17.76,-43.029,0.485
,Mixed / non conventional,1.00,3.00,7.00,9.00,72027.36,0.33,0.00,-179.57,-231.593,0.485
,Mixed / non conventional,1.00,3.00,9.00,11.00,-174194.77,0.12,0.00,-89.46,900.995,1.950
,Mixed / non conventional,1.00,3.00,11.00,13.00,-18396.89,0.14,0.00,-11.07,47.577,1.950
,Mixed / non conventional,1.00,3.00,13.00,15.00,35481.63,0.06,0.00,47.02,-47.715,1.774
,Mixed / non conventional,1.00,3.00,15.00,17.00,585638.75,0.11,0.00,-102.91,-492.226,1.774
,Mixed / non conventional,1.00,3.00,17.00,19.00,-657147.69,0.18,0.00,8.81,141.099,0.680
,Mixed / non conventional,1.00,3.00,19.00,21.00,-298339.91,0.15,0.00,18.09,44.840,0.680
,Mixed / non conventional,1.00,3.00,21.00,23.00,40194.19,0.03,0.00,109.42,-50.647,7.838
,Mixed / non conventional,1.00,3.00,23.00,25.00,1582527.13,0.03,0.00,-87.54,-1495.543,7.838
,Mixed / non conventional,1.00,3.00,22.00,24.00,53345.30,0.05,0.00,-33.96,-50.360,6.804
,Mixed / non conventional,1.00,3.00,24.00,26.00,1183304.00,0.08,0.00,-31.36,-848.990,6.804
,Mixed / non conventional,1.00,3.00,26.00,28.00,-1125739.75,0.14,0.00,92.94,183.496,1.987
,Mixed / non conventional,1.00,3.00,28.00,30.00,-374009.41,0.14,0.00,-20.74,48.350,1.987
,Mixed / non conventional,1.00,3.00,30.00,32.00,-12225.52,0.05,0.00,16.11,5.204,8.115
,Mixed / non conventional,1.00,3.00,32.00,34.00,2200712.00,0.03,0.00,-75.46,-766.490,8.115
,Mixed / non conventional,1.00,3.00,34.00,36.00,-1604892.00,0.07,0.00,30.79,113.142,1.983
,Mixed / non conventional,1.00,3.00,36.00,38.00,-826849.56,0.10,0.00,-13.49,48.840,1.983
,Mixed / non conventional,1.00,3.00,38.00,40.00,-282056.56,0.03,0.00,71.56,50.469,7.098
,Mixed / non conventional,1.00,3.00,40.00,42.00,3476857.25,0.03,0.00,-99.90,-531.074,7.098
,Mixed / non conventional,1.00,3.00,25.00,27.00,-1313879.13,0.60,0.00,69.62,103.137,0.846
,Mixed / non conventional,1.00,3.00,27.00,29.00,-761345.31,0.59,0.00,-85.34,46.958,0.846
,Mixed / non conventional,1.00,3.00,29.00,31.00,-112523.92,0.04,0.00,50.82,50.456,7.691
,Mixed / non conventional,1.00,3.00,31.00,33.00,2819404.00,0.03,0.00,-111.39,-1027.175,7.691
,Mixed / non conventional,1.00,3.00,33.00,35.00,-1817425.50,0.09,0.00,124.30,82.018,1.157
,Mixed / non conventional,1.00,3.00,35.00,37.00,-1277050.88,0.05,0.00,-98.31,48.026,1.157
,Mixed / non conventional,1.00,3.00,37.00,39.00,-493128.50,0.04,0.00,81.09,49.992,3.703
,Mixed / non conventional,1.00,3.00,39.00,41.00,3965538.25,0.08,0.00,-81.75,-341.712,3.703
,Mixed / non conventional,1.00,3.00,41.00,43.00,-1982527.25,0.14,0.00,81.94,64.921,1.642
,Mixed / non conventional,1.00,3.00,43.00,45.00,-1727716.63,0.14,0.00,11.07,48.862,1.642
,Mixed / non conventional,1.00,3.00,42.00,44.00,-2019946.75,0.06,0.00,23.49,85.731,2.292
,Mixed / non conventional,1.00,3.00,44.00,46.00,-1333922.63,0.00,0.00,-59.08,49.065,2.292
,Mixed / non conventional,1.00,3.00,46.00,48.00,-652216.94,0.05,0.00,18.52,50.427,5.523
,Mixed / non conventional,1.00,3.00,48.00,50.00,4802803.00,0.06,0.00,-10.56,-325.880,5.523
,Mixed / non conventional,1.00,3.00,50.00,52.00,-2373000.50,0.20,0.00,46.93,74.846,2.910
,Mixed / non conventional,1.00,3.00,52.00,54.00,-1780302.50,0.20,0.00,-32.04,49.793,2.910
,Mixed / non conventional,1.00,3.00,54.00,56.00,-1096929.38,0.11,0.00,81.40,50.386,5.363
,Mixed / non conventional,1.00,3.00,56.00,58.00,6014314.50,0.11,0.00,-4.60,-247.189,5.363
,Mixed / non conventional,1.00,3.00,58.00,60.00,-2710743.75,0.00,0.00,4.10,66.409,3.559
,Mixed / non conventional,1.00,3.00,60.00,62.00,-2269221.00,0.03,0.00,97.57,50.124,3.559
,Mixed / non conventional,1.00,3.00,45.00,47.00,-976728.06,0.08,0.00,8.28,50.062,3.422
,Mixed / non conventional,1.00,3.00,47.00,49.00,5046480.00,0.07,0.00,-73.12,-226.325,3.422
,Mixed / non conventional,1.00,3.00,49.00,51.00,-2104559.25,0.28,0.00,83.96,54.271,2.236
,Mixed / non conventional,1.00,3.00,51.00,53.00,-2164136.75,0.26,0.00,-144.83,49.370,2.236
,Mixed / non conventional,1.00,3.00,53.00,55.00,-1503424.13,0.09,0.00,134.29,50.043,3.671
,Mixed / non conventional,1.00,3.00,55.00,57.00,6076756.50,0.09,0.00,-74.38,-180.607,3.671
,Mixed / non conventional,1.00,3.00,57.00,59.00,-2080619.75,0.10,0.00,172.64,49.950,3.307
,Mixed / non conventional,1.00,3.00,59.00,61.00,-2570639.00,0.08,0.00,-127.00,55.547,3.307
,Mixed / non conventional,1.00,3.00,61.00,63.00,-1939516.63,0.07,0.00,43.83,50.227,4.389
,Mixed / non conventional,1.00,3.00,63.00,65.00,6941682.50,0.08,0.00,133.78,-162.932,4.389
,Mixed / non conventional,1.00,3.00,62.00,64.00,-1440257.13,0.17,0.00,-71.02,50.411,6.233
,Mixed / non conventional,1.00,3.00,64.00,66.00,7123368.00,0.16,0.00,116.78,-226.284,6.233
,Mixed / non conventional,1.00,3.00,66.00,68.00,-2881285.75,0.15,0.00,-20.30,57.625,4.310
,Mixed / non conventional,1.00,3.00,68.00,70.00,-2760715.75,0.14,0.00,-95.40,50.413,4.310
,Mixed / non conventional,1.00,3.00,70.00,72.00,-1522976.50,0.06,0.00,214.16,47.347,8.015
,Mixed / non conventional,1.00,3.00,72.00,2.00,3475413.50,0.08,0.00,206.00,-1810.031,8.015
,Mixed / non conventional,1.00,3.00,65.00,67.00,-2169874.25,0.16,0.00,-67.09,50.650,4.801
,Mixed / non conventional,1.00,3.00,67.00,69.00,-2975732.00,0.16,0.00,-6.29,63.330,4.801
,Mixed / non conventional,1.00,3.00,69.00,71.00,-2249638.00,0.03,0.00,62.24,50.647,5.555
,Mixed / non conventional,2.00,4.00,3.00,5.00,4398.34,4.86,0.00,-622.62,58.709,0.126
,Mixed / non conventional,2.00,4.00,5.00,7.00,3178.93,0.63,0.00,4.26,-33.946,0.126
,Mixed / non conventional,2.00,4.00,7.00,9.00,39980.14,0.38,0.00,-195.19,-62.225,0.128
,Mixed / non conventional,2.00,4.00,9.00,11.00,-74053.16,0.29,0.00,-72.84,38.419,0.128
,Mixed / non conventional,2.00,4.00,11.00,13.00,-94904.28,0.23,0.00,-8.20,303.088,1.738
,Mixed / non conventional,2.00,4.00,13.00,15.00,27241.94,0.23,0.00,44.88,-46.846,1.738
,Mixed / non conventional,2.00,4.00,15.00,17.00,525432.19,0.77,0.00,-113.20,-81.653,0.262
,Mixed / non conventional,2.00,4.00,17.00,19.00,-396711.31,0.79,0.00,9.72,39.891,0.262
,Mixed / non conventional,2.00,4.00,19.00,21.00,-455375.09,0.11,0.00,27.53,814.043,6.802
,Mixed / non conventional,2.00,4.00,21.00,23.00,-32998.44,0.12,0.00,110.11,42.135,6.802
,Mixed / non conventional,2.00,4.00,6.00,8.00,3091.35,0.18,0.00,-8.78,-44.835,0.547
,Mixed / non conventional,2.00,4.00,8.00,10.00,52858.67,0.13,0.00,-268.78,-191.658,0.547
,Mixed / non conventional,2.00,4.00,10.00,12.00,-131533.08,0.06,0.00,1.76,1414.035,4.053
,Mixed / non conventional,2.00,4.00,12.00,14.00,-9206.74,0.06,0.00,-7.94,49.488,4.053
,Mixed / non conventional,2.00,4.00,14.00,16.00,35949.89,0.11,0.00,-111.09,-48.440,1.778
,Mixed / non conventional,2.00,4.00,16.00,18.00,484910.22,0.08,0.00,-18.30,-408.366,1.778
,Mixed / non conventional,2.00,4.00,18.00,20.00,-544985.44,0.40,0.00,146.14,170.283,0.989
,Mixed / non conventional,2.00,4.00,20.00,22.00,-214942.03,0.37,0.00,-22.67,47.012,0.989
,Mixed / non conventional,2.00,4.00,22.00,24.00,32195.85,0.03,0.00,-33.30,-34.195,6.607
,Mixed / non conventional,2.00,4.00,24.00,26.00,1371886.50,0.03,0.00,-45.38,-1092.791,6.607
,Mixed / non conventional,2.00,4.00,23.00,25.00,1558724.88,0.97,0.00,-72.62,-96.731,0.447
,Mixed / non conventional,2.00,4.00,25.00,27.00,-945139.56,0.96,0.00,71.87,44.576,0.447
,Mixed / non conventional,2.00,4.00,27.00,29.00,-1156117.00,64.91,0.00,-80.82,197.454,2.082
,Mixed / non conventional,2.00,4.00,29.00,31.00,-358627.75,64.91,0.00,50.72,48.577,2.082
,Mixed / non conventional,2.00,4.00,31.00,33.00,2917021.75,0.35,0.00,-92.39,-112.722,0.737
,Mixed / non conventional,2.00,4.00,33.00,35.00,-1471814.50,0.39,0.00,125.72,46.535,0.737
,Mixed / non conventional,2.00,4.00,35.00,37.00,-1480904.38,0.29,0.00,-95.05,108.904,2.068
,Mixed / non conventional,2.00,4.00,37.00,39.00,-789460.88,0.30,0.00,81.39,48.642,2.068
,Mixed / non conventional,2.00,4.00,39.00,41.00,4254087.50,0.15,0.00,-81.59,-136.302,1.271
,Mixed / non conventional,2.00,4.00,41.00,43.00,-1755650.38,0.07,0.00,82.36,48.019,1.271
,Mixed / non conventional,2.00,4.00,26.00,28.00,-1076539.00,0.38,0.00,95.54,100.111,1.003
,Mixed / non conventional,2.00,4.00,28.00,30.00,-647416.88,0.36,0.00,-20.33,47.304,1.003
,Mixed / non conventional,2.00,4.00,30.00,32.00,-100588.45,0.03,0.00,17.40,38.305,6.532
,Mixed / non conventional,2.00,4.00,32.00,34.00,2538544.75,0.04,0.00,-81.11,-785.445,6.532
,Mixed / non conventional,2.00,4.00,34.00,36.00,-1555277.75,0.14,0.00,31.46,78.082,1.287
,Mixed / non conventional,2.00,4.00,36.00,38.00,-1157734.75,0.10,0.00,-13.05,48.436,1.287
