,El-array,Spa.1,Spa.2,Spa.3,Spa.4,Rho ,Dev., M  ,Sp  ,Vp  ,In  
,Mixed / non conventional,1.00,3.00,2.00,4.00,3690.60,0.05,0.00,-19.66,1649.238,4.212
,Mixed / non conventional,1.00,3.00,4.00,6.00,1844.66,0.06,0.00,57.91,-659.466,4.212
,Mixed / non conventional,1.00,3.00,6.00,8.00,2060.82,0.03,0.00,-4.64,-105.249,4.212
,Mixed / non conventional,1.00,3.00,8.00,10.00,39355.93,0.06,0.00,-191.21,-669.989,4.212
,Mixed / non conventional,1.00,3.00,10.00,12.00,-105699.16,0.03,0.00,107.08,817.912,4.212
,Mixed / non conventional,1.00,3.00,12.00,14.00,27941.15,0.06,0.00,-70.40,-116.422,4.212
,Mixed / non conventional,1.00,3.00,14.00,16.00,19473.28,0.06,0.00,-24.91,-48.683,4.212
,Mixed / non conventional,1.00,3.00,16.00,18.00,342802.03,0.00,0.00,-23.29,-554.532,4.212
,Mixed / non conventional,1.00,3.00,18.00,20.00,-438494.31,0.05,0.00,122.74,485.332,4.212
,Mixed / non conventional,1.00,3.00,20.00,22.00,-78979.50,0.05,0.00,11.23,62.440,4.212
,Mixed / non conventional,1.00,3.00,5.00,7.00,1798.17,0.13,0.00,-2.08,-139.945,2.934
,Mixed / non conventional,1.00,3.00,7.00,9.00,54139.73,0.12,0.00,-108.22,-1053.376,2.934
,Mixed / non conventional,1.00,3.00,9.00,11.00,-133019.06,0.13,0.00,28.25,1035.242,2.934
,Mixed / non conventional,1.00,3.00,11.00,13.00,-12330.44,0.14,0.00,70.78,47.982,2.934
,Mixed / non conventional,1.00,3.00,13.00,15.00,22609.28,0.13,0.00,23.17,-50.274,2.934
,Mixed / non conventional,1.00,3.00,15.00,17.00,463832.41,0.13,0.00,-169.26,-644.614,2.934
,Mixed / non conventional,1.00,3.00,17.00,19.00,-503931.63,0.13,0.00,2.01,466.897,2.934
,Mixed / non conventional,1.00,3.00,19.00,21.00,-238872.36,0.13,0.00,49.09,154.922,2.934
,Mixed / non conventional,1.00,3.00,21.00,23.00,12635.63,0.00,0.00,146.43,-21.890,10.776
,Mixed / non conventional,1.00,3.00,23.00,25.00,1231216.38,0.03,0.00,-256.64,-1599.740,10.776
,Mixed / non conventional,1.00,3.00,22.00,24.00,38691.18,0.06,0.00,-65.75,-56.940,10.607
,Mixed / non conventional,1.00,3.00,24.00,26.00,956438.13,0.08,0.00,-66.55,-1069.735,10.607
,Mixed / non conventional,1.00,3.00,26.00,28.00,-831800.25,0.10,0.00,166.18,723.598,10.607
,Mixed / non conventional,1.00,3.00,28.00,30.00,-366924.53,0.07,0.00,-67.97,253.152,10.607
,Mixed / non conventional,1.00,3.00,30.00,32.00,-16258.70,0.00,0.00,39.45,9.046,10.607
,Mixed / non conventional,1.00,3.00,32.00,34.00,1811447.25,0.05,0.00,-95.72,-497.769,6.403
,Mixed / non conventional,1.00,3.00,34.00,36.00,-1182278.63,0.05,0.00,101.72,269.180,6.403
,Mixed / non conventional,1.00,3.00,36.00,38.00,-701853.81,0.00,0.00,-8.77,133.887,6.403
,Mixed / non conventional,1.00,3.00,38.00,40.00,-310267.34,0.04,0.00,30.32,50.081,6.403
,Mixed / non conventional,1.00,3.00,40.00,42.00,2813547.00,0.04,0.00,-112.28,-387.679,6.403
,Mixed / non conventional,1.00,3.00,25.00,27.00,-930798.44,0.07,0.00,204.46,495.896,5.744
,Mixed / non conventional,1.00,3.00,27.00,29.00,-614709.19,0.07,0.00,-57.69,257.318,5.744
,Mixed / non conventional,1.00,3.00,29.00,31.00,-149905.30,0.00,0.00,103.18,50.200,5.744
,Mixed / non conventional,1.00,3.00,31.00,33.00,2228596.75,0.07,0.00,-192.52,-606.376,5.744
,Mixed / non conventional,1.00,3.00,33.00,35.00,-1285063.25,0.05,0.00,180.96,287.954,5.744
,Mixed / non conventional,1.00,3.00,35.00,37.00,-989492.75,0.06,0.00,-118.95,184.767,5.744
,Mixed / non conventional,1.00,3.00,37.00,39.00,-481238.31,0.07,0.00,124.64,75.672,5.744
,Mixed / non conventional,1.00,3.00,39.00,41.00,3064315.00,0.08,0.00,-172.38,-409.572,5.744
,Mixed / non conventional,1.00,3.00,41.00,43.00,-1371240.13,0.06,0.00,143.90,157.095,5.744
,Mixed / non conventional,1.00,3.00,43.00,45.00,-1304205.50,0.07,0.00,-25.80,129.041,5.744
,Mixed / non conventional,1.00,3.00,42.00,44.00,-1445878.25,0.03,0.00,87.98,185.366,6.923
,Mixed / non conventional,1.00,3.00,44.00,46.00,-1065870.38,0.00,0.00,-58.00,118.426,6.923
,Mixed / non conventional,1.00,3.00,46.00,48.00,-566072.50,0.02,0.00,-9.14,54.865,6.923
,Mixed / non conventional,1.00,3.00,48.00,50.00,3638786.00,0.04,0.00,-73.31,-309.504,6.923
,Mixed / non conventional,1.00,3.00,50.00,52.00,-1616168.00,0.00,0.00,98.32,121.293,6.923
,Mixed / non conventional,1.00,3.00,52.00,54.00,-1368874.75,0.04,0.00,-7.87,91.100,6.923
,Mixed / non conventional,1.00,3.00,54.00,56.00,-848216.56,0.04,0.00,35.15,50.292,6.923
,Mixed / non conventional,1.00,3.00,56.00,58.00,4346437.00,0.03,0.00,-112.55,-230.591,6.923
,Mixed / non conventional,1.00,3.00,58.00,60.00,-1776082.00,0.00,0.00,142.55,84.640,6.923
,Mixed / non conventional,1.00,3.00,60.00,62.00,-1678765.13,0.05,0.00,114.73,72.133,6.923
,Mixed / non conventional,1.00,3.00,45.00,47.00,-794850.31,0.11,0.00,72.08,68.771,5.777
,Mixed / non conventional,1.00,3.00,47.00,49.00,3678007.00,0.10,0.00,-217.34,-278.448,5.777
,Mixed / non conventional,1.00,3.00,49.00,51.00,-1373963.00,0.12,0.00,134.02,91.533,5.777
,Mixed / non conventional,1.00,3.00,51.00,53.00,-1564859.25,0.10,0.00,-78.35,92.227,5.777
,Mixed / non conventional,1.00,3.00,53.00,55.00,-1185041.25,0.11,0.00,157.55,62.077,5.777
,Mixed / non conventional,1.00,3.00,55.00,57.00,4294436.50,0.11,0.00,-213.08,-200.869,5.777
,Mixed / non conventional,1.00,3.00,57.00,59.00,-1309465.75,0.08,0.00,376.60,54.910,5.777
,Mixed / non conventional,1.00,3.00,59.00,61.00,-1781548.38,0.12,0.00,-194.77,67.240,5.777
,Mixed / non conventional,1.00,3.00,61.00,63.00,-1475109.88,0.13,0.00,54.17,50.281,5.777
,Mixed / non conventional,1.00,3.00,63.00,65.00,4910398.00,0.11,0.00,49.57,-151.704,5.777
,Mixed / non conventional,1.00,3.00,62.00,64.00,-1040779.13,0.14,0.00,-48.87,60.692,10.384
,Mixed / non conventional,1.00,3.00,64.00,66.00,5046461.00,0.14,0.00,-146.43,-267.078,10.384
,Mixed / non conventional,1.00,3.00,66.00,68.00,-1934800.13,0.13,0.00,100.25,93.234,10.384
,Mixed / non conventional,1.00,3.00,68.00,70.00,-2005412.13,0.13,0.00,-54.70,88.235,10.384
,Mixed / non conventional,1.00,3.00,70.00,72.00,-1233372.25,0.15,0.00,51.38,49.677,10.384
,Mixed / non conventional,1.00,3.00,72.00,2.00,2484597.75,0.09,0.00,-15.47,-1676.473,10.384
,Mixed / non conventional,1.00,3.00,65.00,67.00,-1466072.63,0.13,0.00,-95.76,50.893,7.140
,Mixed / non conventional,1.00,3.00,67.00,69.00,-2081230.25,0.14,0.00,-40.42,65.871,7.140
,Mixed / non conventional,1.00,3.00,69.00,71.00,-1732316.50,0.15,0.00,-19.29,50.130,7.140
,Mixed / non conventional,2.00,4.00,3.00,5.00,2878.35,0.23,0.00,-429.11,1625.158,5.321
,Mixed / non conventional,2.00,4.00,5.00,7.00,1598.05,0.15,0.00,-6.73,-721.823,5.321
,Mixed / non conventional,2.00,4.00,7.00,9.00,31272.73,0.18,0.00,-125.92,-2017.946,5.321
,Mixed / non conventional,2.00,4.00,9.00,11.00,-54182.16,0.19,0.00,42.40,1165.409,5.321
,Mixed / non conventional,2.00,4.00,11.00,13.00,-88122.28,0.17,0.00,74.96,861.560,5.321
,Mixed / non conventional,2.00,4.00,13.00,15.00,18736.45,0.20,0.00,23.95,-98.637,5.321
,Mixed / non conventional,2.00,4.00,15.00,17.00,443543.91,0.18,0.00,-181.00,-1401.013,5.321
,Mixed / non conventional,2.00,4.00,17.00,19.00,-322763.44,0.18,0.00,4.96,659.679,5.321
,Mixed / non conventional,2.00,4.00,19.00,21.00,-418239.47,0.18,0.00,55.03,584.878,5.321
,Mixed / non conventional,2.00,4.00,21.00,23.00,-49022.05,0.18,0.00,147.09,48.967,5.321
,Mixed / non conventional,2.00,4.00,6.00,8.00,2213.68,0.18,0.00,-5.35,-162.796,2.772
,Mixed / non conventional,2.00,4.00,8.00,10.00,46580.38,0.18,0.00,-199.70,-856.388,2.772
,Mixed / non conventional,2.00,4.00,10.00,12.00,-114013.35,0.18,0.00,115.11,838.462,2.772
,Mixed / non conventional,2.00,4.00,12.00,14.00,-12873.46,0.18,0.00,-73.67,47.336,2.772
,Mixed / non conventional,2.00,4.00,14.00,16.00,25192.04,0.21,0.00,-22.70,-52.933,2.772
,Mixed / non conventional,2.00,4.00,16.00,18.00,438638.59,0.19,0.00,-28.97,-576.031,2.772
,Mixed / non conventional,2.00,4.00,18.00,20.00,-463679.47,0.18,0.00,130.59,405.945,2.772
,Mixed / non conventional,2.00,4.00,20.00,22.00,-234411.84,0.18,0.00,9.69,143.657,2.772
,Mixed / non conventional,2.00,4.00,22.00,24.00,24878.96,0.03,0.00,-64.91,-37.155,9.290
,Mixed / non conventional,2.00,4.00,24.00,26.00,1239165.13,0.03,0.00,-58.96,-1387.940,9.290
,Mixed / non conventional,2.00,4.00,23.00,25.00,1331016.50,0.17,0.00,-228.61,-385.612,2.088
,Mixed / non conventional,2.00,4.00,25.00,27.00,-722745.25,0.18,0.00,198.99,159.135,2.088
,Mixed / non conventional,2.00,4.00,27.00,29.00,-858035.81,0.19,0.00,-61.08,146.941,2.088
,Mixed / non conventional,2.00,4.00,29.00,31.00,-347911.47,0.19,0.00,101.72,47.253,2.088
,Mixed / non conventional,2.00,4.00,31.00,33.00,2564833.25,0.19,0.00,-186.50,-280.933,2.088
,Mixed / non conventional,2.00,4.00,33.00,35.00,-1129910.38,0.19,0.00,181.75,101.261,2.088
,Mixed / non conventional,2.00,4.00,35.00,37.00,-1277475.63,0.18,0.00,-124.09,94.858,2.088
,Mixed / non conventional,2.00,4.00,37.00,39.00,-826028.50,0.18,0.00,124.26,51.390,2.088
,Mixed / non conventional,2.00,4.00,39.00,41.00,3673984.75,0.18,0.00,-169.69,-193.406,2.088
,Mixed / non conventional,2.00,4.00,41.00,43.00,-1323456.63,0.20,0.00,146.03,59.474,2.088
,Mixed / non conventional,2.00,4.00,26.00,28.00,-872263.13,0.04,0.00,163.39,714.497,8.832
,Mixed / non conventional,2.00,4.00,28.00,30.00,-666637.44,0.06,0.00,-70.89,429.049,8.832
,Mixed / non conventional,2.00,4.00,30.00,32.00,-97912.57,0.00,0.00,43.56,50.413,8.832
,Mixed / non conventional,2.00,4.00,32.00,34.00,2352624.25,0.04,0.00,-107.95,-984.193,8.832
,Mixed / non conventional,2.00,4.00,34.00,36.00,-1263976.25,0.05,0.00,107.70,435.467,8.832
,Mixed / non conventional,2.00,4.00,36.00,38.00,-1094444.75,0.04,0.00,-6.17,314.212,8.832
,Mixed / non conventional,2.00,4.00,38.00,40.00,-550641.63,0.05,0.00,34.53,133.126,8.832
,Mixed / non conventional,2.00,4.00,40.00,42.00,3657793.25,0.05,0.00,-126.05,-751.681,8.832
,Mixed / non conventional,2.00,4.00,42.00,44.00,-1600355.75,0.05,0.00,92.73,281.892,8.832
,Mixed / non conventional,2.00,4.00,44.00,46.00,-1509170.00,0.03,0.00,-62.93,229.581,8.832
,Mixed / non conventional,2.00,4.00,43.00,45.00,-1653411.38,0.11,0.00,-24.88,135.195,4.415
,Mixed / non conventional,2.00,4.00,45.00,47.00,-1216191.13,0.11,0.00,71.88,86.184,4.415
,Mixed / non conventional,2.00,4.00,47.00,49.00,4531392.50,0.10,0.00,-219.85,-280.113,4.415
,Mixed / non conventional,2.00,4.00,49.00,51.00,-1446745.88,0.11,0.00,135.21,78.484,4.415
,Mixed / non conventional,2.00,4.00,51.00,53.00,-1961177.75,0.10,0.00,-79.42,93.874,4.415
,Mixed / non conventional,2.00,4.00,53.00,55.00,-1691010.00,0.11,0.00,157.18,71.776,4.415
,Mixed / non conventional,2.00,4.00,55.00,57.00,5370223.00,0.10,0.00,-214.20,-203.081,4.415
,Mixed / non conventional,2.00,4.00,57.00,59.00,-1465023.50,0.11,0.00,382.78,49.572,4.415
,Mixed / non conventional,2.00,4.00,59.00,61.00,-2213028.00,0.11,0.00,-202.01,67.263,4.415
,Mixed / non conventional,2.00,4.00,61.00,63.00,-2032744.88,0.12,0.00,55.02,55.706,4.415
,Mixed / non conventional,2.00,4.00,46.00,48.00,-904533.81,0.05,0.00,-1.97,77.161,5.695
,Mixed / non conventional,2.00,4.00,48.00,50.00,4715501.00,0.04,0.00,-73.39,-351.978,5.695
,Mixed / non conventional,2.00,4.00,50.00,52.00,-1847483.50,0.04,0.00,99.80,121.350,5.695
,Mixed / non conventional,2.00,4.00,52.00,54.00,-1843133.75,0.00,0.00,-11.06,107.101,5.695
,Mixed / non conventional,2.00,4.00,54.00,56.00,-1267922.63,0.06,0.00,44.30,65.486,5.695
,Mixed / non conventional,2.00,4.00,56.00,58.00,5617208.50,0.00,0.00,-123.23,-259.049,5.695
,Mixed / non conventional,2.00,4.00,58.00,60.00,-2090522.25,0.05,0.00,140.96,86.430,5.695
,Mixed / non conventional,2.00,4.00,60.00,62.00,-2213208.75,0.06,0.00,122.34,82.359,5.695
,Mixed / non conventional,2.00,4.00,62.00,64.00,-1488463.75,0.00,0.00,-51.76,50.024,5.695
,Mixed / non conventional,2.00,4.00,64.00,66.00,6497011.00,0.00,0.00,-147.78,-197.902,5.695
,Mixed / non conventional,2.00,4.00,63.00,65.00,6185831.00,0.03,0.00,63.53,-199.356,5.739
,Mixed / non conventional,2.00,4.00,65.00,67.00,-1714322.88,0.04,0.00,-101.70,50.142,5.739
,Mixed / non conventional,2.00,4.00,67.00,69.00,-2600947.50,0.03,0.00,-44.66,69.267,5.739
,Mixed / non conventional,2.00,4.00,69.00,71.00,-2321921.50,0.06,0.00,-20.22,56.461,5.739
,Mixed / non conventional,2.00,4.00,71.00,1.00,4277.13,0.04,0.00,-25.31,-2605.984,5.739
,Mixed / non conventional,2.00,4.00,1.00,3.00,3623.35,0.06,0.00,297.73,2206.213,5.739
,Mixed / non conventional,2.00,4.00,66.00,68.00,-2335505.00,0.10,0.00,105.18,82.690,7.282
,Mixed / non conventional,2.00,4.00,68.00,70.00,-2613088.75,0.08,0.00,-52.38,84.352,7.282
,Mixed / non conventional,2.00,4.00,70.00,72.00,-1704708.75,0.10,0.00,48.41,50.315,7.282
,Mixed / non conventional,3.00,5.00,4.00,6.00,3371.47,0.16,0.00,-370.27,2002.706,5.598
,Mixed / non conventional,3.00,5.00,6.00,8.00,1868.28,0.08,0.00,-4.09,-887.829,5.598
,Mixed / non conventional,3.00,5.00,8.00,10.00,29271.15,0.11,0.00,-196.23,-1987.147,5.598
,Mixed / non conventional,3.00,5.00,10.00,12.00,-46806.48,0.12,0.00,114.04,1059.192,5.598
,Mixed / non conventional,3.00,5.00,12.00,14.00,-92169.41,0.10,0.00,-77.66,948.055,5.598
,Mixed / non conventional,3.00,5.00,14.00,16.00,22361.37,0.11,0.00,-20.85,-123.851,5.598
,Mixed / non conventional,3.00,5.00,16.00,18.00,432065.25,0.09,0.00,-26.30,-1435.825,5.598
,Mixed / non conventional,3.00,5.00,18.00,20.00,-295753.91,0.10,0.00,131.30,635.953,5.598
,Mixed / non conventional,3.00,5.00,20.00,22.00,-411602.31,0.11,0.00,6.51,605.570,5.598
,Mixed / non conventional,3.00,5.00,22.00,24.00,-47252.04,0.05,0.00,-64.95,49.657,5.598
,Mixed / non conventional,3.00,5.00,7.00,9.00,14191.38,0.14,0.00,-124.59,-692.762,1.840
,Mixed / non conventional,3.00,5.00,9.00,11.00,-4827.47,0.11,0.00,39.04,58.914,1.840
,Mixed / non conventional,3.00,5.00,11.00,13.00,-103936.38,0.14,0.00,75.37,507.373,1.840
,Mixed / non conventional,3.00,5.00,13.00,15.00,-19667.43,0.10,0.00,25.87,48.004,1.840
,Mixed / non conventional,3.00,5.00,15.00,17.00,371808.94,0.14,0.00,-180.01,-518.575,1.840
,Mixed / non conventional,3.00,5.00,17.00,19.00,-122275.05,0.14,0.00,0.32,106.588,1.840
,Mixed / non conventional,3.00,5.00,19.00,21.00,-444911.66,0.15,0.00,57.36,258.557,1.840
,Mixed / non conventional,3.00,5.00,21.00,23.00,-194882.89,0.14,0.00,147.55,79.278,1.840
,Mixed / non conventional,3.00,5.00,23.00,25.00,1252815.88,0.14,0.00,-230.31,-370.649,1.840
,Mixed / non conventional,3.00,5.00,25.00,27.00,-401963.31,0.15,0.00,200.13,89.191,1.840
,Mixed / non conventional,3.00,5.00,24.00,26.00,1336566.38,0.25,0.00,-50.09,-515.100,2.778
,Mixed / non conventional,3.00,5.00,26.00,28.00,-648000.19,0.26,0.00,157.35,189.797,2.778
,Mixed / non conventional,3.00,5.00,28.00,30.00,-922125.44,0.26,0.00,-76.51,210.069,2.778
,Mixed / non conventional,3.00,5.00,30.00,32.00,-269952.00,0.27,0.00,45.23,48.774,2.778
,Mixed / non conventional,3.00,5.00,32.00,34.00,2594808.50,0.26,0.00,-100.47,-378.080,2.778
,Mixed / non conventional,3.00,5.00,34.00,36.00,-1036401.56,0.25,0.00,104.60,123.555,2.778
,Mixed / non conventional,3.00,5.00,36.00,38.00,-1381525.00,0.25,0.00,-9.55,136.462,2.778
,Mixed / non conventional,3.00,5.00,38.00,40.00,-858881.44,0.22,0.00,34.82,71.081,2.778
,Mixed / non conventional,3.00,5.00,40.00,42.00,4069069.50,0.25,0.00,-122.73,-284.945,2.778
,Mixed / non conventional,3.00,5.00,42.00,44.00,-1425170.88,0.23,0.00,92.60,85.195,2.778
,Mixed / non conventional,3.00,5.00,27.00,29.00,-884135.13,0.27,0.00,-60.34,165.717,2.021
,Mixed / non conventional,3.00,5.00,29.00,31.00,-638015.75,0.28,0.00,101.35,93.960,2.021
,Mixed / non conventional,3.00,5.00,31.00,33.00,2553013.25,0.27,0.00,-190.67,-300.785,2.021
,Mixed / non conventional,3.00,5.00,33.00,35.00,-762883.69,0.28,0.00,186.52,73.027,2.021
