,El-array,Spa.1,Spa.2,Spa.3,Spa.4,Rho ,Dev., M  ,Sp  ,Vp  ,In  ,Name,Date
,Mixed / non conventional,72.00,65.00,71.00,1.00,-3238.83,0.68,0.00,1.71,-124.865,0.290,8888,7/11/2022 5:38:48 PM
,Mixed / non conventional,72.00,65.00,71.00,2.00,-3837.61,0.79,0.00,-25.50,-148.014,0.290,8888,7/11/2022 5:38:50 PM
,Mixed / non conventional,72.00,65.00,71.00,3.00,-4815.44,0.94,0.00,-58.84,-186.698,0.292,8888,7/11/2022 5:38:52 PM
,Mixed / non conventional,72.00,65.00,71.00,4.00,-6356.52,0.66,0.00,-26.11,-243.979,0.289,8888,7/11/2022 5:38:54 PM
,Mixed / non conventional,72.00,65.00,71.00,5.00,-7429.99,0.48,0.00,-75.00,-291.937,0.296,8888,7/11/2022 5:38:56 PM
,Mixed / non conventional,72.00,65.00,71.00,6.00,-5780.18,0.97,0.00,-63.43,-227.853,0.297,8888,7/11/2022 5:38:58 PM
,Mixed / non conventional,72.00,65.00,71.00,7.00,-4532.88,1.01,0.00,-75.38,-178.931,0.297,8888,7/11/2022 5:39:00 PM
,Mixed / non conventional,72.00,65.00,71.00,8.00,-4027.76,0.84,0.00,-38.52,-157.489,0.294,8888,7/11/2022 5:39:02 PM
,Mixed / non conventional,72.00,65.00,71.00,9.00,-2935.29,1.25,0.00,-126.49,-117.985,0.302,8888,7/11/2022 5:39:04 PM
,Mixed / non conventional,72.00,65.00,71.00,10.00,-3335.58,1.13,0.00,-115.90,-135.316,0.305,8888,7/11/2022 5:39:06 PM
,Mixed / non conventional,72.00,65.00,71.00,11.00,-3963.63,1.26,0.00,-63.25,-159.785,0.303,8888,7/11/2022 5:39:09 PM
,Mixed / non conventional,72.00,65.00,71.00,12.00,-4637.58,1.15,0.00,-2.33,-189.468,0.307,8888,7/11/2022 5:39:11 PM
,Mixed / non conventional,72.00,65.00,71.00,13.00,-4983.78,1.12,0.00,17.78,-202.602,0.306,8888,7/11/2022 5:39:13 PM
,Mixed / non conventional,72.00,65.00,71.00,14.00,-4477.60,1.29,0.00,-94.85,-185.544,0.312,8888,7/11/2022 5:39:15 PM
,Mixed / non conventional,72.00,65.00,71.00,15.00,-4024.94,1.20,0.00,32.21,-165.053,0.308,8888,7/11/2022 5:39:17 PM
,Mixed / non conventional,72.00,65.00,71.00,16.00,-3636.34,0.90,0.00,-127.53,-150.100,0.310,8888,7/11/2022 5:39:19 PM
,Mixed / non conventional,72.00,65.00,71.00,17.00,-2421.28,0.11,0.00,-136.59,-100.511,0.312,8888,7/11/2022 5:39:21 PM
,Mixed / non conventional,72.00,65.00,71.00,18.00,-2734.21,1.08,0.00,-189.57,-114.484,0.315,8888,7/11/2022 5:39:23 PM
,Mixed / non conventional,72.00,65.00,71.00,19.00,-3109.10,0.41,0.00,-113.34,-129.924,0.314,8888,7/11/2022 5:39:25 PM
,Mixed / non conventional,72.00,65.00,71.00,20.00,-3485.49,0.65,0.00,16.18,-145.210,0.313,8888,7/11/2022 5:39:27 PM
