,El-array,Spa.1,Spa.2,Spa.3,Spa.4,Rho ,Dev., M  ,Sp  ,Vp  ,In  ,Name,Date
,Mixed / non conventional,72.00,65.00,71.00,1.00,-3072.87,1.09,0.00,-146.36,-78.586,0.192,2222,7/7/2022 3:14:25 PM
,Mixed / non conventional,72.00,65.00,71.00,2.00,-3726.42,1.87,0.00,-151.58,-97.392,0.197,2222,7/7/2022 3:14:27 PM
,Mixed / non conventional,72.00,65.00,71.00,3.00,-4632.30,1.81,0.00,-162.16,-126.162,0.205,2222,7/7/2022 3:14:29 PM
,Mixed / non conventional,72.00,65.00,71.00,4.00,-6394.13,1.64,0.00,-114.57,-170.528,0.201,2222,7/7/2022 3:14:31 PM
,Mixed / non conventional,72.00,65.00,71.00,5.00,-7662.75,1.59,0.00,-174.59,-209.797,0.206,2222,7/7/2022 3:14:33 PM
,Mixed / non conventional,72.00,65.00,71.00,6.00,-5784.04,1.74,0.00,-137.06,-158.541,0.206,2222,7/7/2022 3:14:35 PM
,Mixed / non conventional,72.00,65.00,71.00,7.00,-4479.93,1.75,0.00,-169.77,-122.309,0.205,2222,7/7/2022 3:14:37 PM
,Mixed / non conventional,72.00,65.00,71.00,8.00,-3940.49,1.12,0.00,-149.65,-107.299,0.205,2222,7/7/2022 3:14:39 PM
,Mixed / non conventional,72.00,65.00,71.00,9.00,-2728.97,1.87,0.00,-294.58,-75.301,0.208,2222,7/7/2022 3:14:41 PM
,Mixed / non conventional,72.00,65.00,71.00,10.00,-3223.64,1.87,0.00,-242.06,-87.793,0.205,2222,7/7/2022 3:14:43 PM
,Mixed / non conventional,72.00,65.00,71.00,11.00,-3767.83,1.92,0.00,-196.32,-105.318,0.210,2222,7/7/2022 3:14:45 PM
,Mixed / non conventional,72.00,65.00,71.00,12.00,-4564.97,1.90,0.00,-103.87,-125.456,0.207,2222,7/7/2022 3:14:47 PM
,Mixed / non conventional,72.00,65.00,71.00,13.00,-4780.16,1.93,0.00,-159.48,-134.133,0.211,2222,7/7/2022 3:14:49 PM
,Mixed / non conventional,72.00,65.00,71.00,14.00,-4444.17,1.92,0.00,-234.45,-125.374,0.212,2222,7/7/2022 3:14:51 PM
,Mixed / non conventional,72.00,65.00,71.00,15.00,-3926.60,1.48,0.00,-41.80,-111.480,0.213,2222,7/7/2022 3:14:54 PM
,Mixed / non conventional,72.00,65.00,71.00,16.00,-3641.58,1.11,0.00,-233.64,-101.760,0.210,2222,7/7/2022 3:14:56 PM
,Mixed / non conventional,72.00,65.00,71.00,17.00,-2165.93,1.92,0.00,-269.26,-61.236,0.212,2222,7/7/2022 3:14:58 PM
,Mixed / non conventional,72.00,65.00,71.00,18.00,-2530.11,1.82,0.00,-350.67,-72.456,0.215,2222,7/7/2022 3:15:00 PM
,Mixed / non conventional,72.00,65.00,71.00,19.00,-2939.99,1.73,0.00,-190.00,-84.010,0.215,2222,7/7/2022 3:15:02 PM
,Mixed / non conventional,72.00,65.00,71.00,20.00,-3359.76,1.65,0.00,-95.57,-95.398,0.213,2222,7/7/2022 3:15:04 PM
,Mixed / non conventional,72.00,65.00,71.00,21.00,-3528.13,1.06,0.00,-225.52,-101.341,0.216,2222,7/7/2022 3:15:06 PM
,Mixed / non conventional,72.00,65.00,71.00,22.00,-3599.25,1.68,0.00,-57.92,-101.938,0.213,2222,7/7/2022 3:15:08 PM
,Mixed / non conventional,72.00,65.00,71.00,23.00,-3225.34,1.43,0.00,-18.40,-93.627,0.218,2222,7/7/2022 3:15:10 PM
,Mixed / non conventional,72.00,65.00,71.00,24.00,-3177.38,1.82,0.00,-178.78,-89.952,0.213,2222,7/7/2022 3:15:12 PM
,Mixed / non conventional,72.00,65.00,71.00,25.00,-1497.42,1.56,0.00,-246.30,-43.485,0.218,2222,7/7/2022 3:15:14 PM
,Mixed / non conventional,72.00,65.00,71.00,26.00,-1823.02,1.88,0.00,-166.91,-53.490,0.220,2222,7/7/2022 3:15:16 PM
,Mixed / non conventional,72.00,65.00,71.00,27.00,-2093.97,1.65,0.00,44.68,-61.919,0.222,2222,7/7/2022 3:15:18 PM
,Mixed / non conventional,72.00,65.00,71.00,28.00,-2393.09,1.71,0.00,-70.16,-70.109,0.220,2222,7/7/2022 3:15:20 PM
,Mixed / non conventional,72.00,65.00,71.00,29.00,-2545.27,1.90,0.00,-63.65,-75.416,0.222,2222,7/7/2022 3:15:22 PM
,Mixed / non conventional,72.00,65.00,71.00,30.00,-2643.38,1.84,0.00,-128.93,-77.133,0.219,2222,7/7/2022 3:15:24 PM
,Mixed / non conventional,72.00,65.00,71.00,31.00,-2561.37,1.56,0.00,23.65,-76.071,0.223,2222,7/7/2022 3:15:26 PM
,Mixed / non conventional,72.00,65.00,71.00,32.00,-2432.93,1.89,0.00,-89.40,-74.262,0.229,2222,7/7/2022 3:15:29 PM
,Mixed / non conventional,72.00,65.00,71.00,33.00,-775.97,1.66,0.00,-208.56,-40.302,0.389,2222,7/7/2022 3:15:31 PM
,Mixed / non conventional,72.00,65.00,71.00,34.00,-1009.06,0.76,0.00,-159.33,-40.595,0.301,2222,7/7/2022 3:15:33 PM
,Mixed / non conventional,72.00,65.00,71.00,35.00,-1254.33,1.45,0.00,86.38,-41.447,0.247,2222,7/7/2022 3:15:35 PM
,Mixed / non conventional,72.00,65.00,71.00,36.00,-1522.62,1.78,0.00,-67.29,-46.531,0.229,2222,7/7/2022 3:15:37 PM
,Mixed / non conventional,72.00,65.00,71.00,37.00,-1705.47,1.87,0.00,-168.01,-52.222,0.229,2222,7/7/2022 3:15:39 PM
,Mixed / non conventional,72.00,65.00,71.00,38.00,-1751.89,1.91,0.00,-123.07,-54.441,0.232,2222,7/7/2022 3:15:41 PM
,Mixed / non conventional,72.00,65.00,71.00,39.00,-1855.24,1.89,0.00,-75.69,-56.877,0.229,2222,7/7/2022 3:15:43 PM
,Mixed / non conventional,72.00,65.00,71.00,40.00,-1916.63,1.81,0.00,-6.81,-59.484,0.232,2222,7/7/2022 3:15:45 PM
,Mixed / non conventional,72.00,65.00,71.00,41.00,46.30,0.12,0.00,-95.91,50.664,8.158,2222,7/7/2022 3:15:47 PM
