,El-array,Spa.1,Spa.2,Spa.3,Spa.4,Rho ,Dev., M  ,Sp  ,Vp  ,In  
,Mixed / non conventional,72.00,65.00,70.00,63.00,-942.79,0.23,0.00,57.58,-41.618,0.403
,Mixed / non conventional,72.00,65.00,4.00,5.00,908001.75,0.81,0.00,-37.94,46.046,5.930
,Mixed / non conventional,72.00,65.00,14.00,15.00,4220018.50,0.32,0.00,184.20,54.350,0.902
,Mixed / non conventional,72.00,65.00,15.00,7.00,539365.94,0.37,0.00,-134.25,-46.430,0.902
,Mixed / non conventional,72.00,65.00,22.00,23.00,1693508.25,0.15,0.00,107.92,47.347,1.207
,Mixed / non conventional,72.00,65.00,23.00,31.00,226936.78,0.13,0.00,31.17,70.625,1.207
,Mixed / non conventional,72.00,65.00,31.00,30.00,116649.80,0.00,0.00,-149.51,-28.653,5.945
,Mixed / non conventional,72.00,65.00,30.00,22.00,382943.41,0.03,0.00,11.47,-545.688,5.945
,Mixed / non conventional,72.00,65.00,40.00,48.00,45943.18,0.04,0.00,-297.08,136.289,2.217
,Mixed / non conventional,72.00,65.00,48.00,47.00,-87121.85,0.04,0.00,159.26,49.227,2.217
,Mixed / non conventional,72.00,65.00,47.00,39.00,62014.57,0.58,0.00,-9.28,-51.336,0.703
,Mixed / non conventional,72.00,65.00,39.00,31.00,130108.44,0.57,0.00,-6.08,-45.676,0.703
,Mixed / non conventional,72.00,65.00,31.00,22.00,353787.91,0.20,0.00,-139.74,-46.994,0.473
,Mixed / non conventional,72.00,65.00,22.00,14.00,644418.63,0.21,0.00,-118.51,-43.114,0.473
,Mixed / non conventional,72.00,65.00,14.00,6.00,1445366.75,0.70,0.00,86.00,-40.073,0.306
,Mixed / non conventional,72.00,65.00,39.00,40.00,-119659.43,0.04,0.00,144.31,-50.516,4.485
,Mixed / non conventional,72.00,65.00,40.00,31.00,88684.56,0.03,0.00,-148.75,-236.002,4.485
,Mixed / non conventional,72.00,65.00,38.00,39.00,-243955.81,0.15,0.00,249.53,-49.257,2.379
,Mixed / non conventional,72.00,65.00,56.00,64.00,429.53,0.14,0.00,124.61,91.543,1.620
,Mixed / non conventional,72.00,65.00,64.00,63.00,-386.71,0.14,0.00,-29.02,48.480,1.620
,Mixed / non conventional,72.00,65.00,63.00,55.00,1224.94,0.07,0.00,-92.52,-95.580,1.410
,Mixed / non conventional,72.00,65.00,55.00,46.00,7920.88,0.05,0.00,-299.03,-48.003,1.410
,Mixed / non conventional,72.00,65.00,46.00,47.00,-123193.23,0.07,0.00,289.34,-48.564,1.788
,Mixed / non conventional,72.00,65.00,47.00,56.00,8066.34,0.07,0.00,5.74,75.865,1.788
,Mixed / non conventional,72.00,65.00,56.00,48.00,13009.35,0.13,0.00,-167.14,-60.130,0.923
,Mixed / non conventional,72.00,65.00,48.00,39.00,35267.73,0.13,0.00,150.20,-46.633,0.923
,Mixed / non conventional,72.00,65.00,39.00,32.00,123109.05,0.30,0.00,-43.19,-45.837,0.819
,Mixed / non conventional,72.00,65.00,32.00,23.00,222313.83,0.30,0.00,5.94,-55.125,0.819
,Mixed / non conventional,72.00,65.00,51.00,52.00,-153421.84,0.07,0.00,-212.92,-44.101,0.580
,Mixed / non conventional,72.00,65.00,52.00,44.00,44402.90,0.07,0.00,-21.26,-61.565,0.580
,Mixed / non conventional,72.00,65.00,44.00,35.00,62855.98,0.18,0.00,279.82,-45.595,0.814
,Mixed / non conventional,72.00,65.00,35.00,27.00,322235.41,0.18,0.00,-145.05,-92.386,0.814
,Mixed / non conventional,72.00,65.00,27.00,18.00,259381.06,0.11,0.00,-305.03,-45.592,0.827
,Mixed / non conventional,72.00,65.00,18.00,11.00,1742748.50,0.10,0.00,202.20,-145.193,0.827
,Mixed / non conventional,72.00,65.00,11.00,4.00,7291419.00,1.12,0.00,-89.28,-52.223,0.103
,Mixed / non conventional,72.00,65.00,70.00,69.00,2249.82,0.56,0.00,-198.51,43.541,0.561
,Mixed / non conventional,72.00,65.00,59.00,60.00,-32466.84,0.43,0.00,-374.17,-57.577,0.414
,Mixed / non conventional,72.00,65.00,60.00,52.00,7076.15,0.40,0.00,49.54,-41.830,0.414
,Mixed / non conventional,72.00,65.00,52.00,43.00,20654.77,0.47,0.00,218.40,-45.700,0.872
,Mixed / non conventional,72.00,65.00,43.00,35.00,146666.81,0.47,0.00,38.54,-94.913,0.872
,Mixed / non conventional,72.00,65.00,35.00,26.00,192492.67,0.65,0.00,-272.93,-43.885,0.596
,Mixed / non conventional,72.00,65.00,26.00,19.00,907999.00,0.67,0.00,-86.59,-88.736,0.596
,Mixed / non conventional,72.00,65.00,19.00,12.00,2264653.75,0.10,0.00,103.71,-1438.735,5.958
,Mixed / non conventional,72.00,65.00,12.00,3.00,43577.08,0.59,0.00,-67.05,-23.347,5.958
,Mixed / non conventional,72.00,65.00,61.00,62.00,-5479.79,0.19,0.00,93.81,-76.407,1.180
,Mixed / non conventional,72.00,65.00,62.00,63.00,-1628.00,0.18,0.00,213.69,-47.562,1.180
,Mixed / non conventional,72.00,65.00,63.00,54.00,434.05,0.00,0.00,-375.45,-48.720,1.995
,Mixed / non conventional,72.00,65.00,54.00,46.00,22851.97,0.03,0.00,-15.00,-153.694,1.995
,Mixed / non conventional,72.00,65.00,46.00,38.00,77082.25,0.27,0.00,29.83,-44.279,0.551
,Mixed / non conventional,72.00,65.00,38.00,30.00,201265.17,0.27,0.00,91.16,-50.582,0.551
,Mixed / non conventional,72.00,65.00,30.00,21.00,422180.63,0.24,0.00,-106.51,-41.602,0.377
,Mixed / non conventional,72.00,65.00,21.00,13.00,1167075.00,0.25,0.00,176.00,-58.663,0.377
,Mixed / non conventional,72.00,65.00,13.00,5.00,4471785.50,0.75,0.00,-153.42,-38.680,0.101
,Mixed / non conventional,72.00,65.00,68.00,69.00,3900.82,0.27,0.00,-99.61,-41.523,0.401
,Mixed / non conventional,72.00,65.00,43.00,51.00,64082.36,0.51,0.00,-2.64,39.640,0.303
,Mixed / non conventional,72.00,65.00,51.00,59.00,15661.87,0.55,0.00,110.14,49.758,0.303
,Mixed / non conventional,72.00,65.00,59.00,67.00,3736.90,0.31,0.00,-80.46,139.497,1.116
,Mixed / non conventional,72.00,65.00,67.00,58.00,-1143.50,0.33,0.00,-402.67,46.404,1.116
,Mixed / non conventional,72.00,65.00,58.00,49.00,17570.89,0.60,0.00,-34.43,-38.839,0.265
,Mixed / non conventional,72.00,65.00,49.00,42.00,181397.44,0.62,0.00,165.60,-67.917,0.265
,Mixed / non conventional,72.00,65.00,60.00,68.00,-17756.37,0.10,0.00,135.64,105.016,1.115
,Mixed / non conventional,72.00,65.00,68.00,59.00,40937.09,0.09,0.00,238.81,46.560,1.115
,Mixed / non conventional,72.00,65.00,59.00,50.00,4776.43,0.25,0.00,-442.44,-45.872,0.881
,Mixed / non conventional,72.00,65.00,50.00,41.00,58950.91,0.26,0.00,-1.38,-97.511,0.881
,Mixed / non conventional,72.00,65.00,53.00,61.00,4064.96,0.58,0.00,53.41,49.674,0.598
,Mixed / non conventional,72.00,65.00,61.00,69.00,-1908.21,0.60,0.00,45.75,44.030,0.598
,Mixed / non conventional,72.00,65.00,69.00,60.00,208.13,0.11,0.00,-36.24,39.542,5.969
,Mixed / non conventional,72.00,65.00,60.00,51.00,1585.71,0.03,0.00,265.94,-139.871,5.969
,Mixed / non conventional,72.00,65.00,51.00,42.00,28996.87,0.02,0.00,-241.34,-45.783,0.726
,Mixed / non conventional,72.00,65.00,42.00,35.00,284106.19,0.10,0.00,291.48,-126.011,0.726
,Mixed / non conventional,72.00,65.00,35.00,28.00,503894.41,1.03,0.00,-186.06,-38.776,0.241
,Mixed / non conventional,72.00,65.00,54.00,62.00,2067.33,0.13,0.00,163.69,47.754,0.733
,Mixed / non conventional,72.00,65.00,62.00,70.00,-722.39,0.15,0.00,154.27,44.952,0.733
,Mixed / non conventional,72.00,65.00,70.00,61.00,49.56,0.09,0.00,-244.82,21.647,5.978
,Mixed / non conventional,72.00,65.00,15.00,23.00,461633.91,0.55,0.00,38.70,45.411,0.654
,Mixed / non conventional,72.00,65.00,23.00,14.00,790997.63,0.56,0.00,-226.77,-85.192,0.654
,Mixed / non conventional,72.00,65.00,14.00,5.00,4721612.00,2.38,0.00,32.19,-48.895,0.104
,Mixed / non conventional,72.00,65.00,34.00,43.00,85046.41,0.17,0.00,299.19,44.326,0.651
,Mixed / non conventional,72.00,65.00,43.00,36.00,230717.55,0.19,0.00,-197.39,-102.015,0.651
,Mixed / non conventional,72.00,65.00,52.00,61.00,910.72,0.18,0.00,-60.20,49.168,2.567
,Mixed / non conventional,72.00,65.00,61.00,54.00,6540.02,0.17,0.00,-67.75,-330.563,2.567
,Mixed / non conventional,72.00,65.00,54.00,45.00,10717.19,0.30,0.00,100.80,-47.607,1.247
,Mixed / non conventional,72.00,65.00,45.00,36.00,60073.05,0.30,0.00,55.41,-74.583,1.247
,Mixed / non conventional,72.00,65.00,36.00,29.00,418821.88,0.20,0.00,-67.96,-39.942,0.274
,Mixed / non conventional,72.00,65.00,44.00,53.00,13916.39,0.09,0.00,-93.11,117.682,2.827
,Mixed / non conventional,72.00,65.00,53.00,62.00,543.01,0.08,0.00,142.66,49.501,2.827
,Mixed / non conventional,72.00,65.00,28.00,37.00,161976.78,0.22,0.00,-168.01,61.103,0.834
,Mixed / non conventional,72.00,65.00,37.00,46.00,49718.34,0.24,0.00,-56.44,46.357,0.834
,Mixed / non conventional,72.00,65.00,46.00,39.00,105137.49,0.04,0.00,275.88,-64.148,0.638
,Mixed / non conventional,72.00,65.00,39.00,30.00,129536.27,0.09,0.00,-157.26,-44.656,0.638
,Mixed / non conventional,72.00,65.00,30.00,23.00,248832.55,0.11,0.00,123.04,-45.732,0.849
,Mixed / non conventional,72.00,65.00,55.00,64.00,284.53,0.05,0.00,122.23,47.188,1.250
,Mixed / non conventional,72.00,65.00,20.00,29.00,394518.22,0.68,0.00,-74.37,50.526,0.526
