,El-array,Spa.1,Spa.2,Spa.3,Spa.4,Rho ,Dev., M  ,Sp  ,Vp  ,In  
,Mixed / non conventional,72.00,65.00,71.00,1.00,-2014.41,0.77,0.00,-234.57,-49.186,0.184
,Mixed / non conventional,72.00,65.00,71.00,2.00,-2300.41,0.59,0.00,-243.18,-48.864,0.160
,Mixed / non conventional,72.00,65.00,71.00,3.00,-2868.11,2.50,0.00,-236.13,-48.750,0.128
,Mixed / non conventional,72.00,65.00,71.00,4.00,-3787.30,2.80,0.00,-240.36,-48.883,0.097
,Mixed / non conventional,72.00,65.00,71.00,5.00,-3820.24,2.68,0.00,-240.17,-48.861,0.096
,Mixed / non conventional,72.00,65.00,71.00,6.00,-3021.24,0.43,0.00,-210.36,-48.556,0.121
,Mixed / non conventional,72.00,65.00,71.00,7.00,-2711.81,1.96,0.00,-247.63,-48.585,0.135
,Mixed / non conventional,72.00,65.00,71.00,8.00,-2474.24,2.00,0.00,-218.87,-48.674,0.148
,Mixed / non conventional,72.00,65.00,71.00,9.00,-1865.58,1.08,0.00,-384.42,-49.042,0.198
,Mixed / non conventional,72.00,65.00,71.00,10.00,-2102.67,1.30,0.00,-330.54,-48.938,0.175
,Mixed / non conventional,72.00,65.00,71.00,11.00,-2428.26,1.46,0.00,-261.80,-48.766,0.151
,Mixed / non conventional,72.00,65.00,71.00,12.00,-2876.66,0.50,0.00,-152.76,-48.674,0.127
,Mixed / non conventional,72.00,65.00,71.00,13.00,-2943.45,1.47,0.00,-156.97,-48.658,0.124
,Mixed / non conventional,72.00,65.00,71.00,14.00,-2666.57,2.15,0.00,-318.28,-48.826,0.138
,Mixed / non conventional,72.00,65.00,71.00,15.00,-2508.89,1.13,0.00,-48.00,-48.906,0.147
,Mixed / non conventional,72.00,65.00,71.00,16.00,-2356.39,2.12,0.00,-263.26,-49.068,0.157
,Mixed / non conventional,72.00,65.00,71.00,17.00,-1533.73,0.55,0.00,-341.22,-49.723,0.244
,Mixed / non conventional,72.00,65.00,71.00,18.00,-1760.50,1.87,0.00,-333.54,-49.662,0.212
,Mixed / non conventional,72.00,65.00,71.00,19.00,-1974.02,1.33,0.00,-271.29,-49.500,0.188
,Mixed / non conventional,72.00,65.00,71.00,20.00,-2234.15,0.41,0.00,-205.48,-49.434,0.166
,Mixed / non conventional,72.00,65.00,71.00,21.00,-2413.76,0.46,0.00,-301.34,-49.370,0.154
,Mixed / non conventional,72.00,65.00,71.00,22.00,-2348.20,1.64,0.00,-153.83,-49.459,0.158
,Mixed / non conventional,72.00,65.00,71.00,23.00,-2173.13,0.92,0.00,41.39,-49.503,0.171
,Mixed / non conventional,72.00,65.00,71.00,24.00,-2121.26,0.61,0.00,-208.02,-49.694,0.176
,Mixed / non conventional,72.00,65.00,71.00,25.00,-1120.81,0.48,0.00,-361.01,-50.578,0.339
,Mixed / non conventional,72.00,65.00,71.00,26.00,-1328.94,1.06,0.00,-486.68,-50.623,0.286
,Mixed / non conventional,72.00,65.00,71.00,27.00,-1532.96,1.14,0.00,-90.44,-50.464,0.247
