,El-array,Spa.1,Spa.2,Spa.3,Spa.4,Rho ,Dev., M  ,Sp  ,Vp  ,In  
,Mixed / non conventional,1.00,3.00,2.00,4.00,5359.51,0.41,0.00,35.33,97.129,0.171
,Mixed / non conventional,1.00,3.00,4.00,6.00,2659.11,0.12,0.00,13.59,-38.552,0.171
,Mixed / non conventional,1.00,3.00,6.00,8.00,3372.31,0.24,0.00,-7.49,-47.086,1.151
,Mixed / non conventional,1.00,3.00,8.00,10.00,51344.26,0.24,0.00,-32.15,-238.965,1.151
,Mixed / non conventional,1.00,3.00,10.00,12.00,-143574.66,0.18,0.00,131.04,306.369,1.161
,Mixed / non conventional,1.00,3.00,12.00,14.00,40870.86,0.21,0.00,-150.14,-46.961,1.161
,Mixed / non conventional,1.00,3.00,14.00,16.00,36667.30,0.24,0.00,-14.81,-47.909,2.201
,Mixed / non conventional,1.00,3.00,16.00,18.00,426606.66,0.24,0.00,-53.68,-360.671,2.201
,Mixed / non conventional,1.00,3.00,18.00,20.00,-580654.25,0.12,0.00,226.42,628.671,4.120
,Mixed / non conventional,1.00,3.00,20.00,22.00,-64106.75,0.11,0.00,-16.04,49.577,4.120
,Mixed / non conventional,1.00,3.00,5.00,7.00,2889.78,0.70,0.00,31.42,-45.191,0.590
,Mixed / non conventional,1.00,3.00,7.00,9.00,78888.60,0.75,0.00,-85.84,-308.421,0.590
,Mixed / non conventional,1.00,3.00,9.00,11.00,-193218.55,0.08,0.00,195.69,1518.276,2.962
,Mixed / non conventional,1.00,3.00,11.00,13.00,-12476.95,0.11,0.00,38.46,49.021,2.962
,Mixed / non conventional,1.00,3.00,13.00,15.00,36909.73,0.13,0.00,-12.64,-47.642,1.703
,Mixed / non conventional,1.00,3.00,15.00,17.00,617250.19,0.14,0.00,-204.50,-497.958,1.703
,Mixed / non conventional,1.00,3.00,17.00,19.00,-701241.25,0.24,0.00,105.75,147.057,0.664
,Mixed / non conventional,1.00,3.00,19.00,21.00,-311762.44,0.28,0.00,-19.32,45.765,0.664
,Mixed / non conventional,1.00,3.00,21.00,23.00,45826.76,0.03,0.00,119.15,-45.461,6.171
,Mixed / non conventional,1.00,3.00,23.00,25.00,1588308.75,0.03,0.00,-159.06,-1181.734,6.171
,Mixed / non conventional,1.00,3.00,22.00,24.00,76369.39,0.19,0.00,-128.42,-49.407,4.663
,Mixed / non conventional,1.00,3.00,24.00,26.00,1174017.00,0.21,0.00,163.15,-577.237,4.663
,Mixed / non conventional,1.00,3.00,26.00,28.00,-1089824.13,0.26,0.00,34.17,162.673,1.820
,Mixed / non conventional,1.00,3.00,28.00,30.00,-406518.81,0.25,0.00,-74.01,48.124,1.820
,Mixed / non conventional,1.00,3.00,30.00,32.00,31851.73,0.12,0.00,8.49,-10.367,6.205
,Mixed / non conventional,1.00,3.00,32.00,34.00,2141025.75,0.08,0.00,-25.37,-570.166,6.205
,Mixed / non conventional,1.00,3.00,34.00,36.00,-1526960.63,0.05,0.00,5.90,103.023,1.897
,Mixed / non conventional,1.00,3.00,36.00,38.00,-855028.69,0.08,0.00,-76.51,48.334,1.897
,Mixed / non conventional,1.00,3.00,38.00,40.00,-183522.55,0.11,0.00,97.69,28.841,6.234
