,El-array,Spa.1,Spa.2,Spa.3,Spa.4,Rho ,Dev., M  ,Sp  ,Vp  ,In  ,Name,Date
,Mixed / non conventional,72.00,65.00,71.00,1.00,-3071.92,1.88,0.00,-67.41,-73.060,0.179,00000,7/5/2022 6:48:39 PM
,Mixed / non conventional,72.00,65.00,71.00,2.00,-3797.81,2.06,0.00,-81.86,-88.817,0.176,00000,7/5/2022 6:48:41 PM
,Mixed / non conventional,72.00,65.00,71.00,3.00,-4877.98,2.39,0.00,-93.95,-115.200,0.178,00000,7/5/2022 6:48:43 PM
,Mixed / non conventional,72.00,65.00,71.00,4.00,-6656.81,2.35,0.00,-16.77,-156.090,0.176,00000,7/5/2022 6:48:45 PM
,Mixed / non conventional,72.00,65.00,71.00,5.00,-8570.78,2.45,0.00,-94.37,-207.679,0.182,00000,7/5/2022 6:48:47 PM
,Mixed / non conventional,72.00,65.00,71.00,6.00,-6141.75,2.61,0.00,-48.44,-147.925,0.181,00000,7/5/2022 6:48:49 PM
,Mixed / non conventional,72.00,65.00,71.00,7.00,-4808.46,1.87,0.00,-86.95,-114.297,0.179,00000,7/5/2022 6:48:51 PM
,Mixed / non conventional,72.00,65.00,71.00,8.00,-4208.39,2.22,0.00,-55.34,-100.568,0.180,00000,7/5/2022 6:48:53 PM
,Mixed / non conventional,72.00,65.00,71.00,9.00,-2832.07,1.56,0.00,-183.65,-66.911,0.178,00000,7/5/2022 6:48:55 PM
,Mixed / non conventional,72.00,65.00,71.00,10.00,-3331.41,1.76,0.00,-188.73,-78.592,0.177,00000,7/5/2022 6:48:57 PM
,Mixed / non conventional,72.00,65.00,71.00,11.00,-4025.67,2.53,0.00,-113.02,-95.424,0.178,00000,7/5/2022 6:48:59 PM
,Mixed / non conventional,72.00,65.00,71.00,12.00,-4740.18,2.38,0.00,-64.72,-114.398,0.181,00000,7/5/2022 6:49:01 PM
,Mixed / non conventional,72.00,65.00,71.00,13.00,-5143.09,2.31,0.00,-61.03,-122.503,0.179,00000,7/5/2022 6:49:03 PM
,Mixed / non conventional,72.00,65.00,71.00,14.00,-4744.12,1.96,0.00,-197.19,-114.376,0.181,00000,7/5/2022 6:49:05 PM
,Mixed / non conventional,72.00,65.00,71.00,15.00,-4182.58,2.54,0.00,-25.20,-102.670,0.185,00000,7/5/2022 6:49:07 PM
