,El-array,Spa.1,Spa.2,Spa.3,Spa.4,Rho ,Dev., M  ,Sp  ,Vp  ,In  
,Mixed / non conventional,1.00,3.00,2.00,4.00,3826.91,1.38,0.00,28.54,81.303,0.200
,Mixed / non conventional,1.00,3.00,4.00,6.00,2014.30,0.94,0.00,-14.48,-34.235,0.200
,Mixed / non conventional,1.00,3.00,6.00,8.00,2529.43,0.23,0.00,-15.52,-44.845,1.462
,Mixed / non conventional,1.00,3.00,8.00,10.00,36557.39,0.23,0.00,129.95,-216.044,1.462
,Mixed / non conventional,1.00,3.00,10.00,12.00,-103379.88,0.22,0.00,189.49,265.377,1.397
,Mixed / non conventional,1.00,3.00,12.00,14.00,32477.24,0.26,0.00,-178.19,-44.891,1.397
,Mixed / non conventional,1.00,3.00,14.00,16.00,24261.99,0.10,0.00,-76.87,-47.824,3.321
,Mixed / non conventional,1.00,3.00,16.00,18.00,309747.56,0.10,0.00,-34.43,-395.062,3.321
,Mixed / non conventional,1.00,3.00,18.00,20.00,-414797.88,0.16,0.00,276.35,630.531,5.784
,Mixed / non conventional,1.00,3.00,20.00,22.00,-45815.59,0.12,0.00,22.99,49.746,5.784
,Mixed / non conventional,1.00,3.00,5.00,7.00,2344.18,0.92,0.00,44.29,-42.810,0.688
,Mixed / non conventional,1.00,3.00,7.00,9.00,54003.38,0.99,0.00,85.82,-246.557,0.688
,Mixed / non conventional,1.00,3.00,9.00,11.00,-132303.52,0.14,0.00,184.75,1136.765,3.239
,Mixed / non conventional,1.00,3.00,11.00,13.00,-11193.85,0.11,0.00,60.68,48.089,3.239
,Mixed / non conventional,1.00,3.00,13.00,15.00,29058.55,0.10,0.00,33.81,-46.768,2.124
,Mixed / non conventional,1.00,3.00,15.00,17.00,436051.75,0.10,0.00,-259.84,-438.624,2.124
,Mixed / non conventional,1.00,3.00,17.00,19.00,-484084.22,0.26,0.00,122.27,134.963,0.883
,Mixed / non conventional,1.00,3.00,19.00,21.00,-226112.86,0.31,0.00,-27.51,44.128,0.883
,Mixed / non conventional,1.00,3.00,21.00,23.00,31570.41,0.04,0.00,174.48,-50.437,9.938
,Mixed / non conventional,1.00,3.00,23.00,25.00,1119037.38,0.00,0.00,-174.24,-1340.826,9.938
,Mixed / non conventional,1.00,3.00,22.00,24.00,44587.62,0.07,0.00,-136.50,-50.271,8.126
,Mixed / non conventional,1.00,3.00,24.00,26.00,855844.69,0.08,0.00,159.12,-733.356,8.126
,Mixed / non conventional,1.00,3.00,26.00,28.00,-758528.19,0.32,0.00,-3.41,141.347,2.272
,Mixed / non conventional,1.00,3.00,28.00,30.00,-319886.13,0.32,0.00,-26.44,47.275,2.272
,Mixed / non conventional,1.00,3.00,30.00,32.00,-12855.31,0.04,0.00,-7.09,6.644,9.853
,Mixed / non conventional,1.00,3.00,32.00,34.00,1627125.13,0.09,0.00,-78.64,-688.092,9.853
,Mixed / non conventional,1.00,3.00,34.00,36.00,-1061756.63,0.16,0.00,68.98,85.887,2.275
,Mixed / non conventional,1.00,3.00,36.00,38.00,-699596.56,0.18,0.00,-17.59,47.415,2.275
,Mixed / non conventional,1.00,3.00,38.00,40.00,-248830.73,0.00,0.00,48.35,50.424,8.038
,Mixed / non conventional,1.00,3.00,40.00,42.00,2616723.75,0.03,0.00,-44.54,-452.663,8.038
,Mixed / non conventional,1.00,3.00,25.00,27.00,-870777.88,0.17,0.00,148.56,89.247,1.105
,Mixed / non conventional,1.00,3.00,27.00,29.00,-571309.00,0.12,0.00,-79.52,46.007,1.105
,Mixed / non conventional,1.00,3.00,29.00,31.00,-106219.73,0.04,0.00,42.15,50.443,8.146
,Mixed / non conventional,1.00,3.00,31.00,33.00,2009928.88,0.03,0.00,-277.05,-775.529,8.146
,Mixed / non conventional,1.00,3.00,33.00,35.00,-1179108.25,0.26,0.00,289.29,71.397,1.552
,Mixed / non conventional,1.00,3.00,35.00,37.00,-933132.31,0.18,0.00,-155.90,47.085,1.552
,Mixed / non conventional,1.00,3.00,37.00,39.00,-433489.31,0.08,0.00,139.19,49.620,4.181
,Mixed / non conventional,1.00,3.00,39.00,41.00,2889704.75,0.10,0.00,-159.48,-281.157,4.181
,Mixed / non conventional,1.00,3.00,41.00,43.00,-1273345.75,0.09,0.00,175.00,54.277,2.137
,Mixed / non conventional,1.00,3.00,43.00,45.00,-1298018.38,0.06,0.00,-1.97,47.784,2.137
,Mixed / non conventional,1.00,3.00,42.00,44.00,-1349335.50,0.15,0.00,-6.01,68.783,2.753
,Mixed / non conventional,1.00,3.00,44.00,46.00,-1094934.88,0.15,0.00,-159.77,48.372,2.753
,Mixed / non conventional,1.00,3.00,46.00,48.00,-558725.13,0.06,0.00,41.86,50.332,6.435
,Mixed / non conventional,1.00,3.00,48.00,50.00,3627168.25,0.07,0.00,101.96,-286.749,6.435
,Mixed / non conventional,1.00,3.00,50.00,52.00,-1599442.25,0.21,0.00,-10.45,62.858,3.625
,Mixed / non conventional,1.00,3.00,52.00,54.00,-1414857.00,0.21,0.00,2.59,49.307,3.625
