,El-array,Spa.1,Spa.2,Spa.3,Spa.4,Rho ,Dev., M  ,Sp  ,Vp  ,In  ,Name,Date
,Mixed / non conventional,72.00,65.00,71.00,1.00,-3002.40,1.28,0.00,-231.60,-56.536,0.142,7777,7/11/2022 5:26:06 PM
,Mixed / non conventional,72.00,65.00,71.00,2.00,-3331.75,2.47,0.00,-237.40,-57.830,0.131,7777,7/11/2022 5:26:08 PM
,Mixed / non conventional,72.00,65.00,71.00,3.00,-4293.03,4.92,0.00,-308.12,-60.059,0.105,7777,7/11/2022 5:26:10 PM
,Mixed / non conventional,72.00,65.00,71.00,4.00,-5305.30,0.68,0.00,-267.43,-65.035,0.092,7777,7/11/2022 5:26:12 PM
,Mixed / non conventional,72.00,65.00,71.00,5.00,-5226.24,3.10,0.00,-304.69,-65.226,0.094,7777,7/11/2022 5:26:15 PM
,Mixed / non conventional,72.00,65.00,71.00,6.00,-4202.31,4.01,0.00,-294.48,-60.660,0.109,7777,7/11/2022 5:26:17 PM
,Mixed / non conventional,72.00,65.00,71.00,7.00,-3663.00,2.00,0.00,-310.07,-58.415,0.120,7777,7/11/2022 5:26:19 PM
,Mixed / non conventional,72.00,65.00,71.00,8.00,-3246.52,2.38,0.00,-281.66,-57.427,0.133,7777,7/11/2022 5:26:21 PM
,Mixed / non conventional,72.00,65.00,71.00,9.00,-2781.34,1.03,0.00,-394.41,-56.155,0.152,7777,7/11/2022 5:26:23 PM
,Mixed / non conventional,72.00,65.00,71.00,10.00,-3066.17,3.27,0.00,-371.12,-57.004,0.140,7777,7/11/2022 5:26:25 PM
,Mixed / non conventional,72.00,65.00,71.00,11.00,-3457.08,1.39,0.00,-306.90,-58.209,0.127,7777,7/11/2022 5:26:27 PM
,Mixed / non conventional,72.00,65.00,71.00,12.00,-3963.36,1.18,0.00,-263.13,-59.665,0.113,7777,7/11/2022 5:26:29 PM
,Mixed / non conventional,72.00,65.00,71.00,13.00,-3943.38,0.73,0.00,-194.19,-59.719,0.114,7777,7/11/2022 5:26:31 PM
,Mixed / non conventional,72.00,65.00,71.00,14.00,-3576.12,1.56,0.00,-344.58,-58.647,0.123,7777,7/11/2022 5:26:33 PM
,Mixed / non conventional,72.00,65.00,71.00,15.00,-3317.06,1.37,0.00,-156.40,-57.611,0.131,7777,7/11/2022 5:26:35 PM
,Mixed / non conventional,72.00,65.00,71.00,16.00,-3067.96,0.54,0.00,-338.29,-56.845,0.139,7777,7/11/2022 5:26:37 PM
,Mixed / non conventional,72.00,65.00,71.00,17.00,-2319.72,0.62,0.00,-388.07,-55.141,0.179,7777,7/11/2022 5:26:39 PM
,Mixed / non conventional,72.00,65.00,71.00,18.00,-2601.23,0.93,0.00,-436.85,-55.754,0.161,7777,7/11/2022 5:26:41 PM
,Mixed / non conventional,72.00,65.00,71.00,19.00,-2829.64,1.07,0.00,-357.36,-56.355,0.150,7777,7/11/2022 5:26:43 PM
,Mixed / non conventional,72.00,65.00,71.00,20.00,-3055.91,0.34,0.00,-216.84,-57.080,0.140,7777,7/11/2022 5:26:45 PM
,Mixed / non conventional,72.00,65.00,71.00,21.00,-3106.42,1.00,0.00,-376.80,-57.229,0.138,7777,7/11/2022 5:26:47 PM
,Mixed / non conventional,72.00,65.00,71.00,22.00,-2985.59,1.42,0.00,-261.04,-56.931,0.143,7777,7/11/2022 5:26:49 PM
,Mixed / non conventional,72.00,65.00,71.00,23.00,-2815.92,2.50,0.00,-136.68,-56.263,0.150,7777,7/11/2022 5:26:52 PM
,Mixed / non conventional,72.00,65.00,71.00,24.00,-2640.83,0.76,0.00,-268.33,-55.954,0.159,7777,7/11/2022 5:26:54 PM
,Mixed / non conventional,72.00,65.00,71.00,25.00,-1724.77,0.20,0.00,-376.42,-53.732,0.234,7777,7/11/2022 5:26:56 PM
,Mixed / non conventional,72.00,65.00,71.00,26.00,-1953.15,0.71,0.00,-309.39,-54.292,0.209,7777,7/11/2022 5:26:58 PM
,Mixed / non conventional,72.00,65.00,71.00,27.00,-2156.05,1.74,0.00,-183.14,-54.702,0.190,7777,7/11/2022 5:27:00 PM
,Mixed / non conventional,72.00,65.00,71.00,28.00,-2302.07,2.29,0.00,-280.05,-55.067,0.179,7777,7/11/2022 5:27:02 PM
,Mixed / non conventional,72.00,65.00,71.00,29.00,-2384.91,0.98,0.00,-227.20,-55.230,0.174,7777,7/11/2022 5:27:04 PM
,Mixed / non conventional,72.00,65.00,71.00,30.00,-2352.71,0.40,0.00,-203.02,-55.109,0.176,7777,7/11/2022 5:27:06 PM
,Mixed / non conventional,72.00,65.00,71.00,31.00,-2307.25,1.88,0.00,-107.26,-54.966,0.179,7777,7/11/2022 5:27:08 PM
,Mixed / non conventional,72.00,65.00,71.00,32.00,-2134.30,0.24,0.00,-110.49,-54.734,0.192,7777,7/11/2022 5:27:10 PM
,Mixed / non conventional,72.00,65.00,71.00,33.00,-1081.34,1.23,0.00,-337.04,-52.374,0.363,7777,7/11/2022 5:27:12 PM
,Mixed / non conventional,72.00,65.00,71.00,34.00,-1261.81,1.33,0.00,-332.75,-52.810,0.313,7777,7/11/2022 5:27:14 PM
