,El-array,Spa.1,Spa.2,Spa.3,Spa.4,Rho ,Dev., M  ,Sp  ,Vp  ,In  ,Name,Date
,Mixed / non conventional,1.00,3.00,2.00,4.00,6087.43,0.33,0.00,124.69,2021.158,3.129,ERT72,7/7/2022 2:08:44 PM
,Mixed / non conventional,1.00,3.00,4.00,6.00,2599.97,0.38,0.00,-65.49,-690.598,3.129,ERT72,7/7/2022 2:08:44 PM
,Mixed / non conventional,1.00,3.00,6.00,8.00,3999.23,0.39,0.00,-47.22,-151.752,3.129,ERT72,7/7/2022 2:08:44 PM
,Mixed / non conventional,1.00,3.00,8.00,10.00,66006.55,0.38,0.00,-228.04,-834.880,3.129,ERT72,7/7/2022 2:08:44 PM
,Mixed / non conventional,1.00,3.00,10.00,12.00,-178632.80,0.38,0.00,-11.62,1027.013,3.129,ERT72,7/7/2022 2:08:44 PM
,Mixed / non conventional,1.00,3.00,12.00,14.00,44612.91,0.41,0.00,0.77,-138.111,3.129,ERT72,7/7/2022 2:08:44 PM
,Mixed / non conventional,1.00,3.00,14.00,16.00,43206.64,0.40,0.00,-52.61,-80.255,3.129,ERT72,7/7/2022 2:08:44 PM
,Mixed / non conventional,1.00,3.00,16.00,18.00,543198.19,0.39,0.00,-38.84,-652.862,3.129,ERT72,7/7/2022 2:08:44 PM
,Mixed / non conventional,1.00,3.00,18.00,20.00,-726738.50,0.39,0.00,111.49,597.631,3.129,ERT72,7/7/2022 2:08:44 PM
,Mixed / non conventional,1.00,3.00,20.00,22.00,-81794.09,0.36,0.00,28.46,48.045,3.129,ERT72,7/7/2022 2:08:44 PM
,Mixed / non conventional,1.00,3.00,5.00,7.00,3171.48,0.26,0.00,20.41,-125.631,1.493,ERT72,7/7/2022 2:08:47 PM
,Mixed / non conventional,1.00,3.00,7.00,9.00,96117.75,0.25,0.00,-203.31,-951.874,1.493,ERT72,7/7/2022 2:08:47 PM
,Mixed / non conventional,1.00,3.00,9.00,11.00,-236730.22,0.25,0.00,10.65,937.757,1.493,ERT72,7/7/2022 2:08:47 PM
,Mixed / non conventional,1.00,3.00,11.00,13.00,-24737.57,0.26,0.00,0.81,48.996,1.493,ERT72,7/7/2022 2:08:47 PM
,Mixed / non conventional,1.00,3.00,13.00,15.00,47912.09,0.26,0.00,56.56,-54.227,1.493,ERT72,7/7/2022 2:08:47 PM
,Mixed / non conventional,1.00,3.00,15.00,17.00,768008.63,0.25,0.00,-103.70,-543.267,1.493,ERT72,7/7/2022 2:08:47 PM
,Mixed / non conventional,1.00,3.00,17.00,19.00,-867112.25,0.26,0.00,-49.37,408.916,1.493,ERT72,7/7/2022 2:08:47 PM
,Mixed / non conventional,1.00,3.00,19.00,21.00,-348746.63,0.25,0.00,13.65,115.124,1.493,ERT72,7/7/2022 2:08:47 PM
,Mixed / non conventional,1.00,3.00,21.00,23.00,48770.80,0.09,0.00,123.41,-49.885,6.362,ERT72,7/7/2022 2:08:49 PM
,Mixed / non conventional,1.00,3.00,23.00,25.00,1931957.88,0.08,0.00,-108.13,-1482.069,6.362,ERT72,7/7/2022 2:08:49 PM
,Mixed / non conventional,1.00,3.00,22.00,24.00,85870.95,0.07,0.00,-57.11,-48.766,4.093,ERT72,7/7/2022 2:08:51 PM
,Mixed / non conventional,1.00,3.00,24.00,26.00,1434133.13,0.10,0.00,-42.36,-618.973,4.093,ERT72,7/7/2022 2:08:51 PM
,Mixed / non conventional,1.00,3.00,26.00,28.00,-1281810.88,0.08,0.00,59.24,430.294,4.093,ERT72,7/7/2022 2:08:51 PM
,Mixed / non conventional,1.00,3.00,28.00,30.00,-438102.91,0.10,0.00,10.31,116.639,4.093,ERT72,7/7/2022 2:08:51 PM
,Mixed / non conventional,1.00,3.00,30.00,32.00,-18081.45,0.28,0.00,2.96,6.146,6.480,ERT72,7/7/2022 2:08:53 PM
,Mixed / non conventional,1.00,3.00,32.00,34.00,2510795.75,0.25,0.00,-26.90,-698.251,6.480,ERT72,7/7/2022 2:08:53 PM
,Mixed / non conventional,1.00,3.00,34.00,36.00,-1673109.25,0.24,0.00,33.20,385.519,6.480,ERT72,7/7/2022 2:08:53 PM
,Mixed / non conventional,1.00,3.00,36.00,38.00,-833160.44,0.25,0.00,-41.32,160.849,6.480,ERT72,7/7/2022 2:08:53 PM
,Mixed / non conventional,1.00,3.00,38.00,40.00,-365299.03,0.25,0.00,50.63,59.674,6.480,ERT72,7/7/2022 2:08:53 PM
,Mixed / non conventional,1.00,3.00,40.00,42.00,3559912.75,0.09,0.00,14.72,-52.820,0.689,ERT72,7/7/2022 2:08:55 PM
,Mixed / non conventional,1.00,3.00,25.00,27.00,-1551308.50,0.18,0.00,52.52,770.531,5.355,ERT72,7/7/2022 2:08:58 PM
,Mixed / non conventional,1.00,3.00,27.00,29.00,-837988.63,0.19,0.00,-6.40,327.035,5.355,ERT72,7/7/2022 2:08:58 PM
,Mixed / non conventional,1.00,3.00,29.00,31.00,-158519.53,0.21,0.00,35.91,49.491,5.355,ERT72,7/7/2022 2:08:58 PM
,Mixed / non conventional,1.00,3.00,31.00,33.00,3220685.50,0.17,0.00,-98.25,-816.987,5.355,ERT72,7/7/2022 2:08:58 PM
,Mixed / non conventional,1.00,3.00,33.00,35.00,-1991842.63,0.15,0.00,81.30,416.112,5.355,ERT72,7/7/2022 2:08:58 PM
,Mixed / non conventional,1.00,3.00,35.00,37.00,-1302195.00,0.20,0.00,-47.05,226.696,5.355,ERT72,7/7/2022 2:08:58 PM
,Mixed / non conventional,1.00,3.00,37.00,39.00,-506638.34,0.21,0.00,63.48,74.273,5.355,ERT72,7/7/2022 2:08:58 PM
,Mixed / non conventional,1.00,3.00,39.00,41.00,4184084.00,0.19,0.00,-66.50,-521.379,5.355,ERT72,7/7/2022 2:08:58 PM
,Mixed / non conventional,1.00,3.00,41.00,43.00,-2070084.00,0.18,0.00,44.53,221.103,5.355,ERT72,7/7/2022 2:08:58 PM
,Mixed / non conventional,1.00,3.00,43.00,45.00,-1675202.75,0.18,0.00,-14.12,154.527,5.355,ERT72,7/7/2022 2:08:58 PM
,Mixed / non conventional,1.00,3.00,42.00,44.00,-1937988.00,0.11,0.00,-60.04,207.317,5.777,ERT72,7/7/2022 2:09:00 PM
,Mixed / non conventional,1.00,3.00,44.00,46.00,-1340924.88,0.10,0.00,-16.69,124.317,5.777,ERT72,7/7/2022 2:09:00 PM
,Mixed / non conventional,1.00,3.00,46.00,48.00,-625800.06,0.11,0.00,44.35,50.610,5.777,ERT72,7/7/2022 2:09:00 PM
,Mixed / non conventional,1.00,3.00,48.00,50.00,4645177.50,0.11,0.00,23.03,-329.683,5.777,ERT72,7/7/2022 2:09:00 PM
,Mixed / non conventional,1.00,3.00,50.00,52.00,-2064626.38,0.11,0.00,-17.02,129.293,5.777,ERT72,7/7/2022 2:09:00 PM
,Mixed / non conventional,1.00,3.00,52.00,54.00,-1745544.00,0.11,0.00,12.88,96.933,5.777,ERT72,7/7/2022 2:09:00 PM
,Mixed / non conventional,1.00,3.00,54.00,56.00,-997572.63,0.09,0.00,-12.07,49.354,5.777,ERT72,7/7/2022 2:09:00 PM
,Mixed / non conventional,1.00,3.00,56.00,58.00,5477191.50,0.10,0.00,16.60,-242.466,5.777,ERT72,7/7/2022 2:09:00 PM
,Mixed / non conventional,1.00,3.00,58.00,60.00,-2181215.50,0.11,0.00,-7.91,86.735,5.777,ERT72,7/7/2022 2:09:00 PM
,Mixed / non conventional,1.00,3.00,60.00,62.00,-2025815.38,0.12,0.00,89.38,72.632,5.777,ERT72,7/7/2022 2:09:00 PM
,Mixed / non conventional,1.00,3.00,45.00,47.00,-921258.69,0.25,0.00,-4.91,64.342,4.663,ERT72,7/7/2022 2:09:02 PM
,Mixed / non conventional,1.00,3.00,47.00,49.00,4818115.00,0.24,0.00,-78.73,-294.443,4.663,ERT72,7/7/2022 2:09:02 PM
,Mixed / non conventional,1.00,3.00,49.00,51.00,-1844572.75,0.25,0.00,70.57,99.196,4.663,ERT72,7/7/2022 2:09:03 PM
,Mixed / non conventional,1.00,3.00,51.00,53.00,-2032429.00,0.25,0.00,-49.96,96.692,4.663,ERT72,7/7/2022 2:09:03 PM
,Mixed / non conventional,1.00,3.00,53.00,55.00,-1441127.50,0.22,0.00,116.70,60.939,4.663,ERT72,7/7/2022 2:09:03 PM
,Mixed / non conventional,1.00,3.00,55.00,57.00,5340735.00,0.25,0.00,-38.09,-201.651,4.663,ERT72,7/7/2022 2:09:03 PM
,Mixed / non conventional,1.00,3.00,57.00,59.00,-1455993.88,0.24,0.00,49.47,49.284,4.663,ERT72,7/7/2022 2:09:03 PM
,Mixed / non conventional,1.00,3.00,59.00,61.00,-2245831.75,0.25,0.00,-20.94,68.423,4.663,ERT72,7/7/2022 2:09:03 PM
,Mixed / non conventional,1.00,3.00,61.00,63.00,-1835593.50,0.22,0.00,9.76,50.507,4.663,ERT72,7/7/2022 2:09:03 PM
,Mixed / non conventional,1.00,3.00,63.00,65.00,5827108.00,0.25,0.00,48.73,-145.321,4.663,ERT72,7/7/2022 2:09:03 PM
