,El-array,Spa.1,Spa.2,Spa.3,Spa.4,Rho ,Dev., M  ,Sp  ,Vp  ,In  ,Name
,Mixed / non conventional,72.00,65.00,68.00,69.00,2336.29,0.58,0.00,18.64,-46.566,0.751,MA72B65Rec
,Mixed / non conventional,72.00,65.00,43.00,51.00,43893.09,0.10,0.00,-69.34,221.640,2.471,MA72B65Rec
,Mixed / non conventional,72.00,65.00,51.00,59.00,10008.23,0.09,0.00,267.19,259.556,2.471,MA72B65Rec
,Mixed / non conventional,72.00,65.00,59.00,67.00,2303.27,0.11,0.00,-162.22,190.484,2.471,MA72B65Rec
,Mixed / non conventional,72.00,65.00,67.00,58.00,-520.28,0.11,0.00,-224.43,46.776,2.471,MA72B65Rec
,Mixed / non conventional,72.00,65.00,58.00,49.00,12314.53,0.09,0.00,-65.51,-253.845,2.471,MA72B65Rec
,Mixed / non conventional,72.00,65.00,49.00,42.00,101604.02,0.10,0.00,80.55,-354.757,2.471,MA72B65Rec
,Mixed / non conventional,72.00,65.00,60.00,68.00,-11371.22,0.22,0.00,112.68,105.782,1.754,MA72B65Rec
,Mixed / non conventional,72.00,65.00,68.00,59.00,25997.17,0.22,0.00,207.92,46.508,1.754,MA72B65Rec
,Mixed / non conventional,72.00,65.00,59.00,50.00,3529.93,0.19,0.00,-434.31,-67.512,1.754,MA72B65Rec
,Mixed / non conventional,72.00,65.00,50.00,41.00,42942.70,0.21,0.00,22.49,-141.458,1.754,MA72B65Rec
,Mixed / non conventional,72.00,65.00,53.00,61.00,2807.69,0.07,0.00,157.14,664.593,11.584,MA72B65Rec
,Mixed / non conventional,72.00,65.00,61.00,69.00,-1288.99,0.08,0.00,7.42,576.109,11.584,MA72B65Rec
,Mixed / non conventional,72.00,65.00,69.00,60.00,81.53,0.14,0.00,-131.35,30.062,11.584,MA72B65Rec
,Mixed / non conventional,72.00,65.00,60.00,51.00,1202.17,0.05,0.00,52.41,-205.806,11.584,MA72B65Rec
,Mixed / non conventional,72.00,65.00,51.00,42.00,20809.36,0.08,0.00,-107.69,-524.244,11.584,MA72B65Rec
,Mixed / non conventional,72.00,65.00,42.00,35.00,212401.36,0.08,0.00,231.81,-1503.177,11.584,MA72B65Rec
,Mixed / non conventional,72.00,65.00,35.00,28.00,390975.06,0.08,0.00,-78.96,-1446.365,11.584,MA72B65Rec
,Mixed / non conventional,72.00,65.00,54.00,62.00,1408.94,0.00,0.00,229.99,515.663,11.615,MA72B65Rec
,Mixed / non conventional,72.00,65.00,62.00,70.00,-479.80,0.04,0.00,80.75,473.052,11.615,MA72B65Rec
,Mixed / non conventional,72.00,65.00,70.00,61.00,16.97,0.12,0.00,-139.17,14.406,11.615,MA72B65Rec
,Mixed / non conventional,72.00,65.00,15.00,23.00,434394.06,0.45,0.00,24.13,48.066,0.736,MA72B65Rec
,Mixed / non conventional,72.00,65.00,23.00,14.00,739569.88,0.47,0.00,-221.13,-89.598,0.736,MA72B65Rec
,Mixed / non conventional,72.00,65.00,14.00,5.00,2931607.75,0.46,0.00,61.30,-214.549,0.736,MA72B65Rec
,Mixed / non conventional,72.00,65.00,34.00,43.00,64376.50,0.00,0.00,226.53,46.349,0.899,MA72B65Rec
,Mixed / non conventional,72.00,65.00,43.00,36.00,171104.66,0.07,0.00,-100.73,-104.510,0.899,MA72B65Rec
,Mixed / non conventional,72.00,65.00,52.00,61.00,791.27,0.00,0.00,128.45,46.915,2.819,MA72B65Rec
,Mixed / non conventional,72.00,65.00,61.00,54.00,4380.52,0.03,0.00,-165.98,-243.160,2.819,MA72B65Rec
,Mixed / non conventional,72.00,65.00,54.00,45.00,9483.70,0.03,0.00,48.38,-95.259,2.819,MA72B65Rec
,Mixed / non conventional,72.00,65.00,45.00,36.00,54286.28,0.00,0.00,16.80,-152.402,2.819,MA72B65Rec
,Mixed / non conventional,72.00,65.00,36.00,29.00,306140.59,0.04,0.00,2.60,-299.808,2.819,MA72B65Rec
,Mixed / non conventional,72.00,65.00,44.00,53.00,11795.29,0.12,0.00,24.80,108.412,3.072,MA72B65Rec
,Mixed / non conventional,72.00,65.00,53.00,62.00,478.80,0.11,0.00,213.49,47.440,3.072,MA72B65Rec
,Mixed / non conventional,72.00,65.00,28.00,37.00,155879.22,0.10,0.00,-171.72,72.780,1.032,MA72B65Rec
,Mixed / non conventional,72.00,65.00,37.00,46.00,46825.10,0.10,0.00,-24.84,54.037,1.032,MA72B65Rec
,Mixed / non conventional,72.00,65.00,46.00,39.00,61764.58,0.11,0.00,280.04,-60.975,1.032,MA72B65Rec
,Mixed / non conventional,72.00,65.00,39.00,30.00,137608.23,0.11,0.00,-172.60,-76.757,1.032,MA72B65Rec
,Mixed / non conventional,72.00,65.00,30.00,23.00,207662.75,0.14,0.00,113.61,-46.398,1.032,MA72B65Rec
,Mixed / non conventional,72.00,65.00,55.00,64.00,214.73,0.18,0.00,31.70,46.404,1.628,MA72B65Rec
,Mixed / non conventional,72.00,65.00,20.00,29.00,381548.84,0.17,0.00,-72.49,84.785,0.912,MA72B65Rec
,Mixed / non conventional,72.00,65.00,29.00,38.00,161119.17,0.18,0.00,16.73,72.595,0.912,MA72B65Rec
,Mixed / non conventional,72.00,65.00,38.00,47.00,40120.34,0.18,0.00,152.06,46.194,0.912,MA72B65Rec
,Mixed / non conventional,72.00,65.00,47.00,54.00,19181.90,0.17,0.00,-228.15,55.137,0.912,MA72B65Rec
,Mixed / non conventional,72.00,65.00,61.00,68.00,-8920.81,0.18,0.00,-10.71,47.650,0.443,MA72B65Rec
,Mixed / non conventional,72.00,65.00,12.00,21.00,1155497.13,0.12,0.00,-104.45,717.648,4.250,MA72B65Rec
,Mixed / non conventional,72.00,65.00,21.00,14.00,551202.88,0.13,0.00,-44.70,-280.740,4.250,MA72B65Rec
,Mixed / non conventional,72.00,65.00,14.00,7.00,-140320.06,0.12,0.00,47.07,48.379,4.250,MA72B65Rec
,Mixed / non conventional,72.00,65.00,46.00,53.00,30595.69,0.19,0.00,56.95,47.294,0.587,MA72B65Rec
,Mixed / non conventional,72.00,65.00,53.00,60.00,7748.74,0.19,0.00,28.21,62.284,0.587,MA72B65Rec
,Mixed / non conventional,72.00,65.00,60.00,67.00,5449.06,0.20,0.00,160.72,93.409,0.587,MA72B65Rec
,Mixed / non conventional,72.00,65.00,4.00,13.00,3560243.25,0.08,0.00,82.03,624.268,1.855,MA72B65Rec
,Mixed / non conventional,72.00,65.00,13.00,22.00,942626.25,0.08,0.00,-9.10,271.049,1.855,MA72B65Rec
,Mixed / non conventional,72.00,65.00,22.00,15.00,195925.25,0.11,0.00,74.25,-46.245,1.855,MA72B65Rec
,Mixed / non conventional,72.00,65.00,15.00,6.00,1647341.75,0.09,0.00,-128.16,-320.187,1.855,MA72B65Rec
,Mixed / non conventional,72.00,65.00,30.00,37.00,208554.23,0.27,0.00,-79.80,46.601,0.590,MA72B65Rec
,Mixed / non conventional,72.00,65.00,37.00,44.00,128174.01,0.28,0.00,8.36,57.280,0.590,MA72B65Rec
,Mixed / non conventional,72.00,65.00,44.00,51.00,64480.88,0.27,0.00,110.32,72.040,0.590,MA72B65Rec
,Mixed / non conventional,72.00,65.00,51.00,58.00,25506.49,0.27,0.00,-114.84,113.986,0.590,MA72B65Rec
,Mixed / non conventional,72.00,65.00,15.00,24.00,500459.59,0.40,0.00,-131.75,46.642,0.532,MA72B65Rec
,Mixed / non conventional,72.00,65.00,48.00,55.00,11957.33,0.48,0.00,202.81,45.850,1.003,MA72B65Rec
,Mixed / non conventional,72.00,65.00,55.00,62.00,2113.00,0.47,0.00,-46.68,64.818,1.003,MA72B65Rec
,Mixed / non conventional,72.00,65.00,62.00,69.00,-1783.85,0.47,0.00,-50.54,90.179,1.003,MA72B65Rec
,Mixed / non conventional,72.00,65.00,31.00,38.00,143075.11,0.17,0.00,-134.36,45.869,0.774,MA72B65Rec
,Mixed / non conventional,72.00,65.00,38.00,45.00,90971.27,0.17,0.00,-27.18,59.788,0.774,MA72B65Rec
,Mixed / non conventional,72.00,65.00,45.00,52.00,45356.71,0.18,0.00,-5.62,77.963,0.774,MA72B65Rec
,Mixed / non conventional,72.00,65.00,52.00,59.00,15229.41,0.17,0.00,330.42,117.800,0.774,MA72B65Rec
,Mixed / non conventional,72.00,65.00,59.00,66.00,1758.09,0.16,0.00,-333.90,160.966,0.774,MA72B65Rec
,Mixed / non conventional,72.00,65.00,8.00,15.00,-206617.06,0.10,0.00,127.61,-46.575,2.636,MA72B65Rec
,Mixed / non conventional,72.00,65.00,22.00,29.00,395304.03,0.40,0.00,-11.25,46.442,0.583,MA72B65Rec
,Mixed / non conventional,72.00,65.00,43.00,50.00,89844.05,0.13,0.00,-229.99,52.540,0.359,MA72B65Rec
,Mixed / non conventional,72.00,65.00,50.00,57.00,31269.56,0.03,0.00,35.80,66.287,0.359,MA72B65Rec
,Mixed / non conventional,72.00,65.00,21.00,28.00,581196.88,0.35,0.00,160.05,47.465,0.435,MA72B65Rec
,Mixed / non conventional,72.00,65.00,6.00,13.00,643834.13,0.77,0.00,62.94,44.782,0.903,MA72B65Rec
,Mixed / non conventional,72.00,65.00,13.00,20.00,1167766.50,0.60,0.00,57.43,119.129,0.903,MA72B65Rec
,Mixed / non conventional,72.00,65.00,20.00,27.00,781421.63,0.58,0.00,8.40,123.770,0.903,MA72B65Rec
,Mixed / non conventional,72.00,65.00,27.00,34.00,424680.19,0.60,0.00,-196.42,112.832,0.903,MA72B65Rec
,Mixed / non conventional,72.00,65.00,34.00,41.00,227159.28,0.59,0.00,17.64,113.163,0.903,MA72B65Rec
,Mixed / non conventional,72.00,65.00,5.00,12.00,2447116.00,0.30,0.00,98.45,65.162,0.364,MA72B65Rec
,Mixed / non conventional,72.00,65.00,26.00,33.00,423289.63,0.49,0.00,-3.27,47.726,0.415,MA72B65Rec
,Mixed / non conventional,72.00,65.00,18.00,25.00,728593.25,0.52,0.00,3.48,47.634,0.426,MA72B65Rec
,Mixed / non conventional,72.00,65.00,10.00,17.00,1132841.38,1.53,0.00,-100.49,47.427,0.439,MA72B65Rec
,Mixed / non conventional,72.00,65.00,2.00,9.00,1604475.38,0.57,0.00,-63.85,47.224,0.466,MA72B65Rec
,Mixed / non conventional,71.00,1.00,72.00,65.00,-2230.76,1.27,0.00,-76.04,-87.103,0.294,MA72B65Rec
,Mixed / non conventional,71.00,2.00,72.00,65.00,-2670.56,0.74,0.00,-45.49,-96.861,0.273,MA72B65Rec
,Mixed / non conventional,71.00,3.00,72.00,65.00,-3670.06,0.39,0.00,-25.65,-139.694,0.286,MA72B65Rec
,Mixed / non conventional,71.00,4.00,72.00,65.00,-5629.81,0.84,0.00,-18.28,-190.647,0.255,MA72B65Rec
,Mixed / non conventional,71.00,5.00,72.00,65.00,-4789.82,2.16,0.00,9.09,-139.649,0.219,MA72B65Rec
,Mixed / non conventional,71.00,6.00,72.00,65.00,-3603.42,1.23,0.00,32.79,-106.501,0.222,MA72B65Rec
,Mixed / non conventional,71.00,7.00,72.00,65.00,-2655.18,1.80,0.00,53.97,-65.521,0.186,MA72B65Rec
,Mixed / non conventional,71.00,8.00,72.00,65.00,-2251.32,0.96,0.00,67.75,-61.286,0.205,MA72B65Rec
,Mixed / non conventional,71.00,9.00,72.00,65.00,-1978.82,2.32,0.00,67.13,-81.422,0.310,MA72B65Rec
,Mixed / non conventional,71.00,10.00,72.00,65.00,-2315.39,0.70,0.00,75.61,-91.812,0.298,MA72B65Rec
,Mixed / non conventional,71.00,11.00,72.00,65.00,-2734.28,1.06,0.00,90.31,-74.573,0.205,MA72B65Rec
,Mixed / non conventional,71.00,12.00,72.00,65.00,-3589.37,1.40,0.00,80.33,-142.698,0.299,MA72B65Rec
,Mixed / non conventional,71.00,13.00,72.00,65.00,-3300.70,1.41,0.00,87.17,-126.779,0.289,MA72B65Rec
,Mixed / non conventional,71.00,14.00,72.00,65.00,-2818.15,0.84,0.00,91.78,-94.991,0.253,MA72B65Rec
,Mixed / non conventional,71.00,15.00,72.00,65.00,-2385.95,0.64,0.00,120.74,-64.342,0.203,MA72B65Rec
,Mixed / non conventional,71.00,16.00,72.00,65.00,-2054.82,1.71,0.00,126.01,-55.904,0.205,MA72B65Rec
,Mixed / non conventional,71.00,17.00,72.00,65.00,-1553.52,0.56,0.00,124.23,-63.916,0.309,MA72B65Rec
,Mixed / non conventional,71.00,18.00,72.00,65.00,-1815.35,0.18,0.00,129.72,-70.558,0.292,MA72B65Rec
,Mixed / non conventional,71.00,19.00,72.00,65.00,-2150.89,0.48,0.00,121.32,-94.677,0.331,MA72B65Rec
,Mixed / non conventional,71.00,20.00,72.00,65.00,-2433.48,0.27,0.00,130.25,-114.802,0.354,MA72B65Rec
,Mixed / non conventional,71.00,21.00,72.00,65.00,-2402.15,0.95,0.00,134.39,-85.618,0.268,MA72B65Rec
,Mixed / non conventional,71.00,22.00,72.00,65.00,-2344.59,0.72,0.00,140.24,-96.082,0.308,MA72B65Rec
,Mixed / non conventional,71.00,23.00,72.00,65.00,-1994.01,0.45,0.00,151.68,-72.303,0.272,MA72B65Rec
,Mixed / non conventional,71.00,24.00,72.00,65.00,-1820.52,0.59,0.00,155.04,-55.493,0.229,MA72B65Rec
,Mixed / non conventional,71.00,25.00,72.00,65.00,-1000.34,0.56,0.00,159.65,-52.009,0.390,MA72B65Rec
,Mixed / non conventional,71.00,26.00,72.00,65.00,-1225.07,0.61,0.00,160.66,-57.938,0.355,MA72B65Rec
,Mixed / non conventional,71.00,27.00,72.00,65.00,-1458.38,0.55,0.00,165.12,-70.821,0.364,MA72B65Rec
,Mixed / non conventional,71.00,28.00,72.00,65.00,-1636.24,0.80,0.00,166.97,-69.327,0.318,MA72B65Rec
,Mixed / non conventional,71.00,29.00,72.00,65.00,-1752.51,0.29,0.00,164.90,-75.336,0.322,MA72B65Rec
,Mixed / non conventional,71.00,30.00,72.00,65.00,-1703.17,0.32,0.00,170.73,-68.927,0.303,MA72B65Rec
,Mixed / non conventional,71.00,31.00,72.00,65.00,-1612.34,0.16,0.00,173.42,-70.306,0.327,MA72B65Rec
,Mixed / non conventional,71.00,32.00,72.00,65.00,-1498.10,0.40,0.00,179.01,-63.617,0.318,MA72B65Rec
,Mixed / non conventional,71.00,33.00,72.00,65.00,-392.24,0.05,0.00,191.37,-49.860,0.952,MA72B65Rec
,Mixed / non conventional,71.00,34.00,72.00,65.00,-578.10,0.84,0.00,190.68,-51.637,0.669,MA72B65Rec
,Mixed / non conventional,71.00,35.00,72.00,65.00,-806.25,0.30,0.00,190.65,-54.149,0.503,MA72B65Rec
,Mixed / non conventional,71.00,36.00,72.00,65.00,-1023.42,1.25,0.00,187.95,-54.635,0.399,MA72B65Rec
,Mixed / non conventional,71.00,37.00,72.00,65.00,-1155.69,0.21,0.00,187.76,-54.603,0.353,MA72B65Rec
,Mixed / non conventional,71.00,38.00,72.00,65.00,-1187.55,0.51,0.00,191.10,-55.735,0.351,MA72B65Rec
,Mixed / non conventional,71.00,39.00,72.00,65.00,-1202.14,0.18,0.00,195.16,-57.090,0.355,MA72B65Rec
,Mixed / non conventional,71.00,40.00,72.00,65.00,-1189.20,0.44,0.00,206.63,-54.835,0.344,MA72B65Rec
,Mixed / non conventional,71.00,41.00,72.00,65.00,352.46,0.35,0.00,214.59,50.174,1.061,MA72B65Rec
,Mixed / non conventional,71.00,42.00,72.00,65.00,131.63,0.32,0.00,213.48,50.200,2.841,MA72B65Rec
,Mixed / non conventional,71.00,43.00,72.00,65.00,-199.08,0.26,0.00,213.64,-49.806,1.862,MA72B65Rec
,Mixed / non conventional,71.00,44.00,72.00,65.00,-464.29,0.27,0.00,211.24,-50.991,0.816,MA72B65Rec
,Mixed / non conventional,71.00,45.00,72.00,65.00,-654.46,0.57,0.00,209.14,-51.500,0.584,MA72B65Rec
,Mixed / non conventional,71.00,46.00,72.00,65.00,-786.66,0.96,0.00,206.00,-51.580,0.486,MA72B65Rec
,Mixed / non conventional,71.00,47.00,72.00,65.00,-838.07,0.26,0.00,209.76,-54.406,0.481,MA72B65Rec
,Mixed / non conventional,71.00,48.00,72.00,65.00,-878.53,0.42,0.00,212.84,-51.929,0.437,MA72B65Rec
,Mixed / non conventional,71.00,49.00,72.00,65.00,1120.13,0.93,0.00,233.81,55.888,0.368,MA72B65Rec
,Mixed / non conventional,71.00,50.00,72.00,65.00,901.19,0.68,0.00,236.45,54.155,0.442,MA72B65Rec
,Mixed / non conventional,71.00,51.00,72.00,65.00,446.21,0.52,0.00,229.77,51.093,0.839,MA72B65Rec
,Mixed / non conventional,71.00,52.00,72.00,65.00,84.91,0.13,0.00,226.60,50.616,4.354,MA72B65Rec
,Mixed / non conventional,71.00,53.00,72.00,65.00,-210.01,0.09,0.00,226.86,-50.429,1.746,MA72B65Rec
,Mixed / non conventional,71.00,54.00,72.00,65.00,-412.22,0.16,0.00,224.64,-50.470,0.886,MA72B65Rec
,Mixed / non conventional,71.00,55.00,72.00,65.00,-555.17,0.15,0.00,227.13,-52.095,0.674,MA72B65Rec
,Mixed / non conventional,71.00,56.00,72.00,65.00,-585.48,0.09,0.00,226.67,-51.837,0.631,MA72B65Rec
,Mixed / non conventional,71.00,57.00,72.00,65.00,2152.38,1.15,0.00,256.11,117.104,0.383,MA72B65Rec
,Mixed / non conventional,71.00,58.00,72.00,65.00,1736.72,0.55,0.00,251.86,92.715,0.371,MA72B65Rec
,Mixed / non conventional,71.00,59.00,72.00,65.00,1065.00,0.29,0.00,240.74,58.431,0.373,MA72B65Rec
,Mixed / non conventional,71.00,60.00,72.00,65.00,515.69,0.19,0.00,240.98,53.099,0.681,MA72B65Rec
,Mixed / non conventional,71.00,61.00,72.00,65.00,177.87,0.21,0.00,237.46,49.952,1.778,MA72B65Rec
,Mixed / non conventional,71.00,62.00,72.00,65.00,-80.68,0.55,0.00,237.39,-50.937,3.719,MA72B65Rec
,Mixed / non conventional,71.00,63.00,72.00,65.00,-192.51,0.29,0.00,237.58,-50.890,1.359,MA72B65Rec
,Mixed / non conventional,71.00,64.00,72.00,65.00,-184.40,0.06,0.00,236.68,-50.569,1.009,MA72B65Rec
,Mixed / non conventional,71.00,66.00,72.00,65.00,1336.15,0.25,0.00,272.81,129.510,0.365,MA72B65Rec
,Mixed / non conventional,71.00,67.00,72.00,65.00,1269.27,0.54,0.00,251.59,74.592,0.326,MA72B65Rec
,Mixed / non conventional,71.00,68.00,72.00,65.00,911.22,0.61,0.00,250.18,55.560,0.418,MA72B65Rec
,Mixed / non conventional,71.00,69.00,72.00,65.00,631.23,0.14,0.00,248.02,52.521,0.697,MA72B65Rec
,Mixed / non conventional,71.00,70.00,72.00,65.00,314.43,0.04,0.00,245.02,50.349,1.886,MA72B65Rec
,Mixed / non conventional,71.00,63.00,72.00,65.00,-192.04,0.03,0.00,243.46,-51.061,1.367,MA72B65Rec
,Mixed / non conventional,71.00,70.00,72.00,65.00,314.66,0.04,0.00,246.49,50.619,1.895,MA72B65Rec
,Mixed / non conventional,71.00,62.00,72.00,65.00,-81.05,0.09,0.00,246.58,-51.023,3.708,MA72B65Rec
