,El-array,Spa.1,Spa.2,Spa.3,Spa.4,Rho ,Dev., M  ,Sp  ,Vp  ,In  
,Mixed / non conventional,72.00,65.00,71.00,1.00,-2247.84,0.60,0.00,-288.61,-49.402,0.165
,Mixed / non conventional,72.00,65.00,71.00,2.00,-2592.22,1.92,0.00,-303.11,-49.771,0.144
,Mixed / non conventional,72.00,65.00,71.00,3.00,-3159.10,0.96,0.00,-288.43,-50.273,0.120
,Mixed / non conventional,72.00,65.00,71.00,4.00,-4199.31,0.63,0.00,-297.54,-51.694,0.093
,Mixed / non conventional,72.00,65.00,71.00,5.00,-3970.45,1.99,0.00,-316.16,-51.602,0.098
,Mixed / non conventional,72.00,65.00,71.00,6.00,-3330.73,1.39,0.00,-269.91,-50.289,0.114
,Mixed / non conventional,72.00,65.00,71.00,7.00,-3008.06,0.70,0.00,-307.34,-49.701,0.124
,Mixed / non conventional,72.00,65.00,71.00,8.00,-2669.05,3.24,0.00,-283.29,-49.357,0.139
,Mixed / non conventional,72.00,65.00,71.00,9.00,-2099.13,1.07,0.00,-443.61,-49.068,0.176
,Mixed / non conventional,72.00,65.00,71.00,10.00,-2320.73,4.41,0.00,-386.32,-49.084,0.159
,Mixed / non conventional,72.00,65.00,71.00,11.00,-2721.60,0.76,0.00,-320.59,-49.217,0.136
,Mixed / non conventional,72.00,65.00,71.00,12.00,-3161.63,1.45,0.00,-236.00,-49.554,0.118
,Mixed / non conventional,72.00,65.00,71.00,13.00,-3225.18,1.05,0.00,-219.89,-49.627,0.116
,Mixed / non conventional,72.00,65.00,71.00,14.00,-2967.33,3.45,0.00,-382.37,-49.386,0.125
,Mixed / non conventional,72.00,65.00,71.00,15.00,-2773.07,1.90,0.00,-110.25,-49.227,0.133
,Mixed / non conventional,72.00,65.00,71.00,16.00,-2607.54,2.32,0.00,-338.05,-49.122,0.142
,Mixed / non conventional,72.00,65.00,71.00,17.00,-1789.82,0.64,0.00,-443.25,-49.189,0.207
,Mixed / non conventional,72.00,65.00,71.00,18.00,-2000.63,1.05,0.00,-454.64,-49.112,0.184
,Mixed / non conventional,72.00,65.00,71.00,19.00,-2268.21,0.64,0.00,-329.94,-49.125,0.163
,Mixed / non conventional,72.00,65.00,71.00,20.00,-2490.28,1.18,0.00,-239.39,-49.052,0.148
,Mixed / non conventional,72.00,65.00,71.00,21.00,-2720.34,0.17,0.00,-352.60,-49.112,0.136
,Mixed / non conventional,72.00,65.00,71.00,22.00,-2589.78,2.57,0.00,-172.26,-49.154,0.143
,Mixed / non conventional,72.00,65.00,71.00,23.00,-2496.09,0.32,0.00,-33.93,-49.062,0.148
,Mixed / non conventional,72.00,65.00,71.00,24.00,-2355.53,0.73,0.00,-282.85,-49.074,0.156
,Mixed / non conventional,72.00,65.00,71.00,25.00,-1285.96,0.48,0.00,-426.65,-49.602,0.290
,Mixed / non conventional,72.00,65.00,71.00,26.00,-1524.81,1.05,0.00,-449.61,-49.564,0.244
,Mixed / non conventional,72.00,65.00,71.00,27.00,-1707.36,0.39,0.00,-103.10,-49.389,0.217
,Mixed / non conventional,72.00,65.00,71.00,28.00,-1930.97,1.38,0.00,-44.91,-49.189,0.191
,Mixed / non conventional,72.00,65.00,71.00,29.00,-2182.79,1.27,0.00,-261.14,-49.144,0.169
,Mixed / non conventional,72.00,65.00,71.00,30.00,-2150.37,1.09,0.00,-303.04,-49.128,0.171
,Mixed / non conventional,72.00,65.00,71.00,31.00,-2116.40,2.62,0.00,2.68,-49.135,0.174
,Mixed / non conventional,72.00,65.00,71.00,32.00,-2099.79,1.67,0.00,-43.84,-49.170,0.175
,Mixed / non conventional,72.00,65.00,71.00,33.00,-601.21,0.34,0.00,-414.32,-50.349,0.627
,Mixed / non conventional,72.00,65.00,71.00,34.00,-840.27,0.30,0.00,-521.97,-50.451,0.449
,Mixed / non conventional,72.00,65.00,71.00,35.00,-1092.81,0.32,0.00,13.89,-50.228,0.344
,Mixed / non conventional,72.00,65.00,71.00,36.00,-1371.71,0.64,0.00,-212.91,-49.904,0.272
,Mixed / non conventional,72.00,65.00,71.00,37.00,-1514.37,0.31,0.00,-291.89,-49.685,0.245
,Mixed / non conventional,72.00,65.00,71.00,38.00,-1605.03,0.60,0.00,-193.96,-49.580,0.231
,Mixed / non conventional,72.00,65.00,71.00,39.00,-1734.44,2.70,0.00,67.27,-49.437,0.213
,Mixed / non conventional,72.00,65.00,71.00,40.00,-1818.04,0.58,0.00,77.70,-49.383,0.203
,Mixed / non conventional,72.00,65.00,71.00,41.00,449.94,0.57,0.00,-403.16,50.578,0.838
,Mixed / non conventional,72.00,65.00,71.00,42.00,85.94,0.43,0.00,-476.92,13.837,1.199
,Mixed / non conventional,72.00,65.00,71.00,43.00,-314.00,0.70,0.00,-145.43,-50.476,1.196
,Mixed / non conventional,72.00,65.00,71.00,44.00,-628.00,0.40,0.00,-146.56,-51.080,0.605
,Mixed / non conventional,72.00,65.00,71.00,45.00,-880.35,0.29,0.00,-103.22,-50.807,0.428
,Mixed / non conventional,72.00,65.00,71.00,46.00,-1089.93,0.47,0.00,-320.90,-50.451,0.343
,Mixed / non conventional,72.00,65.00,71.00,47.00,-1230.14,1.01,0.00,65.31,-50.203,0.302
,Mixed / non conventional,72.00,65.00,71.00,48.00,-1336.31,0.87,0.00,-165.54,-49.984,0.276
,Mixed / non conventional,72.00,65.00,71.00,49.00,1460.67,0.46,0.00,-437.02,49.853,0.252
,Mixed / non conventional,72.00,65.00,71.00,50.00,1115.47,1.36,0.00,-441.80,50.101,0.330
,Mixed / non conventional,72.00,65.00,71.00,51.00,533.82,0.66,0.00,-194.81,50.619,0.695
,Mixed / non conventional,72.00,65.00,71.00,52.00,89.20,0.23,0.00,-237.89,14.619,1.197
,Mixed / non conventional,72.00,65.00,71.00,53.00,-290.43,0.36,0.00,-297.54,-47.640,1.193
,Mixed / non conventional,72.00,65.00,71.00,54.00,-576.36,1.45,0.00,-277.70,-51.115,0.641
