,El-array,Spa.1,Spa.2,Spa.3,Spa.4,Rho ,Dev., M  ,Sp  ,Vp  ,In  ,Name,Date
,Mixed / non conventional,1.00,3.00,2.00,4.00,5089.34,0.06,0.00,144.98,3689.242,6.832,ERT72,6/23/2022 4:10:27 PM
,Mixed / non conventional,1.00,3.00,4.00,6.00,2469.16,0.05,0.00,-56.72,-1431.908,6.832,ERT72,6/23/2022 4:10:27 PM
,Mixed / non conventional,1.00,3.00,6.00,8.00,3430.01,0.07,0.00,-19.85,-284.160,6.832,ERT72,6/23/2022 4:10:27 PM
,Mixed / non conventional,1.00,3.00,8.00,10.00,52805.13,0.07,0.00,-189.63,-1458.216,6.832,ERT72,6/23/2022 4:10:27 PM
,Mixed / non conventional,1.00,3.00,10.00,12.00,-147088.23,0.06,0.00,130.75,1846.297,6.832,ERT72,6/23/2022 4:10:27 PM
,Mixed / non conventional,1.00,3.00,12.00,14.00,42186.73,0.07,0.00,-87.18,-285.137,6.832,ERT72,6/23/2022 4:10:27 PM
,Mixed / non conventional,1.00,3.00,14.00,16.00,36675.87,0.06,0.00,3.53,-148.734,6.832,ERT72,6/23/2022 4:10:27 PM
,Mixed / non conventional,1.00,3.00,16.00,18.00,439579.81,0.06,0.00,-95.93,-1153.479,6.832,ERT72,6/23/2022 4:10:27 PM
,Mixed / non conventional,1.00,3.00,18.00,20.00,-593282.81,0.06,0.00,184.75,1065.186,6.832,ERT72,6/23/2022 4:10:27 PM
,Mixed / non conventional,1.00,3.00,20.00,22.00,-63215.68,0.05,0.00,13.25,80.808,6.810,ERT72,6/23/2022 4:10:29 PM
,Mixed / non conventional,1.00,3.00,5.00,7.00,3040.20,0.05,0.00,-1.21,-550.321,6.824,ERT72,6/23/2022 4:10:31 PM
,Mixed / non conventional,1.00,3.00,7.00,9.00,77404.31,0.03,0.00,-234.73,-3502.835,6.824,ERT72,6/23/2022 4:10:31 PM
,Mixed / non conventional,1.00,3.00,9.00,11.00,-193293.19,0.03,0.00,153.75,3498.900,6.824,ERT72,6/23/2022 4:10:31 PM
,Mixed / non conventional,1.00,3.00,11.00,13.00,-15461.83,0.10,0.00,64.52,139.941,6.824,ERT72,6/23/2022 4:10:31 PM
,Mixed / non conventional,1.00,3.00,13.00,15.00,40474.73,0.04,0.00,-8.99,-209.330,6.824,ERT72,6/23/2022 4:10:31 PM
,Mixed / non conventional,1.00,3.00,15.00,17.00,626038.69,0.10,0.00,-214.90,-2028.069,6.839,ERT72,6/23/2022 4:10:33 PM
,Mixed / non conventional,1.00,3.00,17.00,19.00,-701213.88,0.10,0.00,107.45,1514.408,6.839,ERT72,6/23/2022 4:10:34 PM
,Mixed / non conventional,1.00,3.00,19.00,21.00,-297977.81,0.10,0.00,1.38,450.477,6.839,ERT72,6/23/2022 4:10:34 PM
,Mixed / non conventional,1.00,3.00,21.00,23.00,44901.66,0.09,0.00,133.06,-49.368,6.839,ERT72,6/23/2022 4:10:34 PM
,Mixed / non conventional,1.00,3.00,23.00,25.00,1560190.00,0.27,0.00,-154.67,-198.653,1.056,ERT72,6/23/2022 4:10:36 PM
,Mixed / non conventional,1.00,3.00,22.00,24.00,73679.80,0.08,0.00,-60.42,-69.566,6.805,ERT72,6/23/2022 4:10:38 PM
