,El-array,Spa.1,Spa.2,Spa.3,Spa.4,Rho ,Dev., M  ,Sp  ,Vp  ,In  ,Name,Date
,Mixed / non conventional,1.00,3.00,2.00,4.00,6873.69,0.19,0.00,81.75,1795.691,2.462,ERT72,7/5/2022 5:28:08 PM
,Mixed / non conventional,1.00,3.00,4.00,6.00,2815.00,0.22,0.00,-65.17,-588.314,2.462,ERT72,7/5/2022 5:28:08 PM
,Mixed / non conventional,1.00,3.00,6.00,8.00,4354.37,0.22,0.00,-14.48,-130.005,2.462,ERT72,7/5/2022 5:28:09 PM
,Mixed / non conventional,1.00,3.00,8.00,10.00,77015.83,0.20,0.00,-278.96,-766.464,2.462,ERT72,7/5/2022 5:28:09 PM
,Mixed / non conventional,1.00,3.00,10.00,12.00,-205187.27,0.21,0.00,-29.35,928.197,2.462,ERT72,7/5/2022 5:28:09 PM
,Mixed / non conventional,1.00,3.00,12.00,14.00,49030.95,0.19,0.00,12.16,-119.430,2.462,ERT72,7/5/2022 5:28:09 PM
,Mixed / non conventional,1.00,3.00,14.00,16.00,43979.17,0.24,0.00,-118.06,-64.275,2.462,ERT72,7/5/2022 5:28:09 PM
,Mixed / non conventional,1.00,3.00,16.00,18.00,638140.50,0.20,0.00,-0.70,-603.468,2.462,ERT72,7/5/2022 5:28:09 PM
,Mixed / non conventional,1.00,3.00,18.00,20.00,-848191.06,0.20,0.00,149.83,548.812,2.462,ERT72,7/5/2022 5:28:09 PM
,Mixed / non conventional,1.00,3.00,20.00,22.00,-104670.71,0.24,0.00,-23.54,48.376,2.462,ERT72,7/5/2022 5:28:09 PM
,Mixed / non conventional,1.00,3.00,5.00,7.00,3568.36,0.33,0.00,19.52,-132.664,1.402,ERT72,7/5/2022 5:28:11 PM
,Mixed / non conventional,1.00,3.00,7.00,9.00,108487.21,0.32,0.00,-200.24,-1008.331,1.402,ERT72,7/5/2022 5:28:11 PM
,Mixed / non conventional,1.00,3.00,9.00,11.00,-266581.75,0.32,0.00,-40.42,991.095,1.402,ERT72,7/5/2022 5:28:11 PM
,Mixed / non conventional,1.00,3.00,11.00,13.00,-26646.90,0.29,0.00,18.14,49.534,1.402,ERT72,7/5/2022 5:28:11 PM
,Mixed / non conventional,1.00,3.00,13.00,15.00,48326.09,0.33,0.00,-23.27,-51.333,1.402,ERT72,7/5/2022 5:28:11 PM
,Mixed / non conventional,1.00,3.00,15.00,17.00,890884.63,0.31,0.00,-25.54,-591.449,1.402,ERT72,7/5/2022 5:28:11 PM
,Mixed / non conventional,1.00,3.00,17.00,19.00,-1004713.81,0.31,0.00,-72.66,444.682,1.402,ERT72,7/5/2022 5:28:11 PM
,Mixed / non conventional,1.00,3.00,19.00,21.00,-406388.44,0.32,0.00,15.63,125.905,1.402,ERT72,7/5/2022 5:28:11 PM
,Mixed / non conventional,1.00,3.00,21.00,23.00,44033.65,0.11,0.00,103.88,-44.979,6.354,ERT72,7/5/2022 5:28:13 PM
