,El-array,Spa.1,Spa.2,Spa.3,Spa.4,Rho ,Dev., M  ,Sp  ,Vp  ,In  ,Name,Date
,Mixed / non conventional,72.00,65.00,71.00,1.00,-3642.38,1.43,0.00,-55.42,-119.807,0.248,3333,7/11/2022 1:06:17 PM
,Mixed / non conventional,72.00,65.00,71.00,2.00,-4204.36,0.75,0.00,-63.29,-142.978,0.256,3333,7/11/2022 1:06:20 PM
,Mixed / non conventional,72.00,65.00,71.00,3.00,-5330.38,1.39,0.00,-80.60,-182.775,0.258,3333,7/11/2022 1:06:22 PM
,Mixed / non conventional,72.00,65.00,71.00,4.00,-7038.24,1.04,0.00,-55.03,-241.922,0.259,3333,7/11/2022 1:06:24 PM
,Mixed / non conventional,72.00,65.00,71.00,5.00,-8659.65,2.17,0.00,-111.50,-293.651,0.255,3333,7/11/2022 1:06:26 PM
,Mixed / non conventional,72.00,65.00,71.00,6.00,-6557.72,2.30,0.00,-85.89,-224.613,0.258,3333,7/11/2022 1:06:28 PM
,Mixed / non conventional,72.00,65.00,71.00,7.00,-5027.62,1.00,0.00,-99.12,-175.923,0.263,3333,7/11/2022 1:06:30 PM
,Mixed / non conventional,72.00,65.00,71.00,8.00,-4407.42,1.27,0.00,-71.91,-154.688,0.264,3333,7/11/2022 1:06:32 PM
,Mixed / non conventional,72.00,65.00,71.00,9.00,-3230.60,0.57,0.00,-228.43,-110.297,0.257,3333,7/11/2022 1:06:34 PM
,Mixed / non conventional,72.00,65.00,71.00,10.00,-3691.17,1.11,0.00,-171.73,-127.148,0.259,3333,7/11/2022 1:06:36 PM
,Mixed / non conventional,72.00,65.00,71.00,11.00,-4442.43,1.15,0.00,-96.50,-151.270,0.256,3333,7/11/2022 1:06:38 PM
,Mixed / non conventional,72.00,65.00,71.00,12.00,-5230.54,1.17,0.00,-9.02,-180.514,0.260,3333,7/11/2022 1:06:40 PM
,Mixed / non conventional,72.00,65.00,71.00,13.00,-5494.05,1.16,0.00,-121.00,-192.828,0.264,3333,7/11/2022 1:06:42 PM
,Mixed / non conventional,72.00,65.00,71.00,14.00,-5123.01,1.94,0.00,-145.65,-178.123,0.261,3333,7/11/2022 1:06:44 PM
,Mixed / non conventional,72.00,65.00,71.00,15.00,-4533.48,1.30,0.00,65.00,-158.847,0.263,3333,7/11/2022 1:06:46 PM
,Mixed / non conventional,72.00,65.00,71.00,16.00,-4138.71,1.14,0.00,-151.97,-144.695,0.263,3333,7/11/2022 1:06:48 PM
,Mixed / non conventional,72.00,65.00,71.00,17.00,-2535.15,0.76,0.00,-213.02,-89.186,0.264,3333,7/11/2022 1:06:50 PM
,Mixed / non conventional,72.00,65.00,71.00,18.00,-2977.61,0.61,0.00,-251.24,-104.501,0.264,3333,7/11/2022 1:06:52 PM
,Mixed / non conventional,72.00,65.00,71.00,19.00,-3420.01,0.76,0.00,-38.23,-119.816,0.263,3333,7/11/2022 1:06:55 PM
,Mixed / non conventional,72.00,65.00,71.00,20.00,-3847.60,0.29,0.00,41.76,-135.980,0.266,3333,7/11/2022 1:06:57 PM
,Mixed / non conventional,72.00,65.00,71.00,21.00,-4061.36,0.95,0.00,-112.50,-143.767,0.266,3333,7/11/2022 1:06:59 PM
,Mixed / non conventional,72.00,65.00,71.00,22.00,-4067.48,0.56,0.00,67.91,-144.037,0.266,3333,7/11/2022 1:07:01 PM
,Mixed / non conventional,72.00,65.00,71.00,23.00,-3710.99,0.91,0.00,145.86,-132.203,0.268,3333,7/11/2022 1:07:03 PM
,Mixed / non conventional,72.00,65.00,71.00,24.00,-3608.82,0.56,0.00,-52.91,-127.014,0.264,3333,7/11/2022 1:07:05 PM
,Mixed / non conventional,72.00,65.00,71.00,25.00,-1790.86,0.45,0.00,-148.29,-63.744,0.267,3333,7/11/2022 1:07:07 PM
,Mixed / non conventional,72.00,65.00,71.00,26.00,-2151.88,0.50,0.00,-37.96,-77.009,0.269,3333,7/11/2022 1:07:09 PM
