,El-array,Spa.1,Spa.2,Spa.3,Spa.4,Rho ,Dev., M  ,Sp  ,Vp  ,In  ,Name,Date
,Mixed / non conventional,72.00,65.00,71.00,1.00,-2938.24,1.57,0.00,-303.86,-55.328,0.142,MA72B65Rec,7/12/2022 1:16:14 PM
,Mixed / non conventional,72.00,65.00,71.00,2.00,-3305.01,1.25,0.00,-312.85,-55.929,0.127,MA72B65Rec,7/12/2022 1:16:16 PM
,Mixed / non conventional,72.00,65.00,71.00,3.00,-4107.72,2.14,0.00,-315.97,-57.376,0.105,MA72B65Rec,7/12/2022 1:16:18 PM
,Mixed / non conventional,72.00,65.00,71.00,4.00,-4994.50,0.76,0.00,-273.89,-59.973,0.090,MA72B65Rec,7/12/2022 1:16:20 PM
,Mixed / non conventional,72.00,65.00,71.00,5.00,-5121.45,2.47,0.00,-335.09,-59.312,0.087,MA72B65Rec,7/12/2022 1:16:22 PM
,Mixed / non conventional,72.00,65.00,71.00,6.00,-4133.24,1.22,0.00,-300.25,-57.134,0.104,MA72B65Rec,7/12/2022 1:16:24 PM
,Mixed / non conventional,72.00,65.00,71.00,7.00,-3451.26,1.34,0.00,-336.09,-55.649,0.121,MA72B65Rec,7/12/2022 1:16:27 PM
,Mixed / non conventional,72.00,65.00,71.00,8.00,-3266.70,0.48,0.00,-311.50,-55.134,0.127,MA72B65Rec,7/12/2022 1:16:29 PM
,Mixed / non conventional,72.00,65.00,71.00,9.00,-2730.58,0.83,0.00,-536.45,-54.365,0.150,MA72B65Rec,7/12/2022 1:16:31 PM
,Mixed / non conventional,72.00,65.00,71.00,10.00,-3112.07,2.92,0.00,-429.94,-54.759,0.132,MA72B65Rec,7/12/2022 1:16:33 PM
,Mixed / non conventional,72.00,65.00,71.00,11.00,-3521.20,0.86,0.00,-320.67,-55.497,0.119,MA72B65Rec,7/12/2022 1:16:35 PM
,Mixed / non conventional,72.00,65.00,71.00,12.00,-4097.35,0.76,0.00,-244.80,-56.393,0.103,MA72B65Rec,7/12/2022 1:16:37 PM
,Mixed / non conventional,72.00,65.00,71.00,13.00,-3816.25,1.97,0.00,-233.28,-56.330,0.111,MA72B65Rec,7/12/2022 1:16:39 PM
,Mixed / non conventional,72.00,65.00,71.00,14.00,-3471.66,1.30,0.00,-369.24,-55.449,0.120,MA72B65Rec,7/12/2022 1:16:41 PM
,Mixed / non conventional,72.00,65.00,71.00,15.00,-3261.37,0.61,0.00,-119.44,-54.791,0.126,MA72B65Rec,7/12/2022 1:16:43 PM
,Mixed / non conventional,72.00,65.00,71.00,16.00,-2973.98,0.36,0.00,-371.55,-54.292,0.137,MA72B65Rec,7/12/2022 1:16:45 PM
,Mixed / non conventional,72.00,65.00,71.00,17.00,-2303.77,2.26,0.00,-484.59,-53.401,0.174,MA72B65Rec,7/12/2022 1:16:47 PM
,Mixed / non conventional,72.00,65.00,71.00,18.00,-2562.65,0.69,0.00,-679.35,-53.754,0.158,MA72B65Rec,7/12/2022 1:16:49 PM
,Mixed / non conventional,72.00,65.00,71.00,19.00,-2882.60,1.22,0.00,-321.65,-54.069,0.141,MA72B65Rec,7/12/2022 1:16:51 PM
,Mixed / non conventional,72.00,65.00,71.00,20.00,-3039.78,0.45,0.00,-164.41,-54.400,0.134,MA72B65Rec,7/12/2022 1:16:53 PM
,Mixed / non conventional,72.00,65.00,71.00,21.00,-3121.55,2.14,0.00,-401.64,-54.304,0.131,MA72B65Rec,7/12/2022 1:16:55 PM
,Mixed / non conventional,72.00,65.00,71.00,22.00,-3039.07,1.48,0.00,-192.47,-54.247,0.134,MA72B65Rec,7/12/2022 1:16:57 PM
,Mixed / non conventional,72.00,65.00,71.00,23.00,-2780.12,0.88,0.00,-58.80,-53.843,0.145,MA72B65Rec,7/12/2022 1:16:59 PM
,Mixed / non conventional,72.00,65.00,71.00,24.00,-2654.44,1.10,0.00,-298.86,-53.595,0.152,MA72B65Rec,7/12/2022 1:17:02 PM
,Mixed / non conventional,72.00,65.00,71.00,25.00,-1729.77,0.54,0.00,-467.05,-52.622,0.228,MA72B65Rec,7/12/2022 1:17:04 PM
,Mixed / non conventional,72.00,65.00,71.00,26.00,-1960.34,0.96,0.00,-401.66,-52.985,0.203,MA72B65Rec,7/12/2022 1:17:06 PM
