,El-array,Spa.1,Spa.2,Spa.3,Spa.4,Rho ,Dev., M  ,Sp  ,Vp  ,In  ,Name,Date
,Mixed / non conventional,72.00,65.00,71.00,1.00,-2287.69,0.34,0.00,-140.67,-75.214,0.247,M1,6/23/2022 5:16:56 PM
,Mixed / non conventional,72.00,65.00,71.00,2.00,-2788.11,1.81,0.00,-138.64,-90.346,0.244,M1,6/23/2022 5:16:59 PM
,Mixed / non conventional,72.00,65.00,71.00,3.00,-3723.46,2.15,0.00,-162.26,-118.769,0.240,M1,6/23/2022 5:17:02 PM
,Mixed / non conventional,72.00,65.00,71.00,4.00,-5417.66,1.80,0.00,-135.85,-170.544,0.237,M1,6/23/2022 5:17:05 PM
,Mixed / non conventional,72.00,65.00,71.00,5.00,-7355.74,0.60,0.00,-188.49,-229.562,0.235,M1,6/23/2022 5:17:08 PM
,Mixed / non conventional,72.00,65.00,71.00,6.00,-4444.34,0.65,0.00,-141.60,-138.317,0.234,M1,6/23/2022 5:17:11 PM
,Mixed / non conventional,72.00,65.00,71.00,7.00,-3338.59,1.62,0.00,-151.62,-103.530,0.233,M1,6/23/2022 5:17:14 PM
,Mixed / non conventional,72.00,65.00,71.00,8.00,-2892.86,0.35,0.00,-123.36,-89.000,0.231,M1,6/23/2022 5:17:17 PM
,Mixed / non conventional,72.00,65.00,71.00,9.00,-1995.17,1.19,0.00,-238.07,-60.681,0.229,M1,6/23/2022 5:17:20 PM
,Mixed / non conventional,72.00,65.00,71.00,10.00,-2377.49,0.25,0.00,-226.54,-72.192,0.228,M1,6/23/2022 5:17:23 PM
,Mixed / non conventional,72.00,65.00,71.00,11.00,-2921.02,0.60,0.00,-101.81,-89.652,0.231,M1,6/23/2022 5:17:26 PM
,Mixed / non conventional,72.00,65.00,71.00,12.00,-3594.06,1.45,0.00,-48.20,-110.504,0.231,M1,6/23/2022 5:17:29 PM
,Mixed / non conventional,72.00,65.00,71.00,13.00,-3739.15,1.03,0.00,-91.99,-114.300,0.230,M1,6/23/2022 5:17:32 PM
,Mixed / non conventional,72.00,65.00,71.00,14.00,-3416.85,1.43,0.00,-209.80,-104.496,0.230,M1,6/23/2022 5:17:35 PM
,Mixed / non conventional,72.00,65.00,71.00,15.00,-2977.64,1.58,0.00,-28.83,-91.392,0.231,M1,6/23/2022 5:17:38 PM
,Mixed / non conventional,72.00,65.00,71.00,16.00,-2685.86,0.86,0.00,-170.89,-82.337,0.230,M1,6/23/2022 5:17:41 PM
,Mixed / non conventional,72.00,65.00,71.00,17.00,-1508.89,1.56,0.00,-233.86,-46.863,0.233,M1,6/23/2022 5:17:44 PM
,Mixed / non conventional,72.00,65.00,71.00,18.00,-1838.55,1.58,0.00,-260.58,-56.824,0.232,M1,6/23/2022 5:17:47 PM
,Mixed / non conventional,72.00,65.00,71.00,19.00,-2207.02,0.75,0.00,-170.80,-67.660,0.230,M1,6/23/2022 5:17:50 PM
,Mixed / non conventional,72.00,65.00,71.00,20.00,-2519.63,0.52,0.00,-53.77,-78.835,0.235,M1,6/23/2022 5:17:53 PM
,Mixed / non conventional,72.00,65.00,71.00,21.00,-2718.31,1.22,0.00,-211.07,-83.600,0.231,M1,6/23/2022 5:17:56 PM
,Mixed / non conventional,72.00,65.00,71.00,22.00,-2654.25,1.53,0.00,-41.31,-82.770,0.234,M1,6/23/2022 5:17:59 PM
,Mixed / non conventional,72.00,65.00,71.00,23.00,-2391.67,1.41,0.00,27.57,-74.939,0.235,M1,6/23/2022 5:18:02 PM
,Mixed / non conventional,72.00,65.00,71.00,24.00,-2278.10,0.72,0.00,-142.94,-71.023,0.234,M1,6/23/2022 5:18:05 PM
,Mixed / non conventional,72.00,65.00,71.00,25.00,-990.38,0.40,0.00,-204.81,-42.987,0.326,M1,6/23/2022 5:18:08 PM
,Mixed / non conventional,72.00,65.00,71.00,26.00,-1257.62,0.61,0.00,-136.47,-43.895,0.262,M1,6/23/2022 5:18:11 PM
,Mixed / non conventional,72.00,65.00,71.00,27.00,-1489.24,0.62,0.00,4.98,-46.602,0.235,M1,6/23/2022 5:18:14 PM
,Mixed / non conventional,72.00,65.00,71.00,28.00,-1743.59,0.71,0.00,-146.17,-54.549,0.235,M1,6/23/2022 5:18:17 PM
,Mixed / non conventional,72.00,65.00,71.00,29.00,-1893.91,0.78,0.00,-201.41,-59.471,0.235,M1,6/23/2022 5:18:20 PM
,Mixed / non conventional,72.00,65.00,71.00,30.00,-1927.61,0.90,0.00,-167.41,-60.333,0.235,M1,6/23/2022 5:18:23 PM
,Mixed / non conventional,72.00,65.00,71.00,31.00,-1855.11,1.18,0.00,25.22,-58.493,0.236,M1,6/23/2022 5:18:26 PM
,Mixed / non conventional,72.00,65.00,71.00,32.00,-1800.27,1.33,0.00,14.78,-56.323,0.234,M1,6/23/2022 5:18:29 PM
,Mixed / non conventional,72.00,65.00,71.00,33.00,-332.81,0.42,0.00,-153.72,-45.391,1.021,M1,6/23/2022 5:18:32 PM
,Mixed / non conventional,72.00,65.00,71.00,34.00,-557.86,0.34,0.00,-154.21,-43.877,0.589,M1,6/23/2022 5:18:35 PM
,Mixed / non conventional,72.00,65.00,71.00,35.00,-813.42,0.30,0.00,-70.74,-43.347,0.399,M1,6/23/2022 5:18:38 PM
,Mixed / non conventional,72.00,65.00,71.00,36.00,-1082.26,0.22,0.00,-146.91,-43.631,0.302,M1,6/23/2022 5:18:41 PM
,Mixed / non conventional,72.00,65.00,71.00,37.00,-1236.20,0.69,0.00,-190.54,-44.145,0.267,M1,6/23/2022 5:18:44 PM
,Mixed / non conventional,72.00,65.00,71.00,38.00,-1296.19,1.13,0.00,-182.60,-44.259,0.255,M1,6/23/2022 5:18:47 PM
,Mixed / non conventional,72.00,65.00,71.00,39.00,-1333.83,1.66,0.00,-22.95,-44.478,0.249,M1,6/23/2022 5:18:50 PM
,Mixed / non conventional,72.00,65.00,71.00,40.00,-1367.42,1.08,0.00,175.94,-44.634,0.244,M1,6/23/2022 5:18:53 PM
,Mixed / non conventional,72.00,65.00,71.00,41.00,483.99,0.69,0.00,-136.11,44.043,0.678,M1,6/23/2022 5:18:56 PM
,Mixed / non conventional,72.00,65.00,71.00,42.00,225.79,0.28,0.00,-111.39,47.028,1.552,M1,6/23/2022 5:18:59 PM
,Mixed / non conventional,72.00,65.00,71.00,43.00,-173.35,0.29,0.00,-27.22,-48.327,2.075,M1,6/23/2022 5:19:02 PM
,Mixed / non conventional,72.00,65.00,71.00,44.00,-486.89,0.49,0.00,-114.82,-44.936,0.686,M1,6/23/2022 5:19:05 PM
,Mixed / non conventional,72.00,65.00,71.00,45.00,-704.59,0.80,0.00,-149.28,-43.761,0.461,M1,6/23/2022 5:19:08 PM
,Mixed / non conventional,72.00,65.00,71.00,46.00,-848.60,0.88,0.00,-236.91,-43.480,0.380,M1,6/23/2022 5:19:11 PM
,Mixed / non conventional,72.00,65.00,71.00,47.00,-907.17,0.75,0.00,25.01,-43.327,0.354,M1,6/23/2022 5:19:14 PM
,Mixed / non conventional,72.00,65.00,71.00,48.00,-968.71,0.91,0.00,-110.39,-43.219,0.330,M1,6/23/2022 5:19:17 PM
,Mixed / non conventional,72.00,65.00,71.00,49.00,1256.64,1.39,0.00,-191.39,44.256,0.260,M1,6/23/2022 5:19:20 PM
,Mixed / non conventional,72.00,65.00,71.00,50.00,1006.48,0.33,0.00,-182.26,43.243,0.316,M1,6/23/2022 5:19:23 PM
,Mixed / non conventional,72.00,65.00,71.00,51.00,506.45,1.41,0.00,-0.62,43.782,0.634,M1,6/23/2022 5:19:25 PM
,Mixed / non conventional,72.00,65.00,71.00,52.00,92.45,0.04,0.00,-72.61,50.410,3.983,M1,6/23/2022 5:19:28 PM
,Mixed / non conventional,72.00,65.00,71.00,53.00,-235.13,0.44,0.00,-178.27,-48.060,1.486,M1,6/23/2022 5:19:31 PM
,Mixed / non conventional,72.00,65.00,71.00,54.00,-451.40,0.37,0.00,-171.72,-45.302,0.726,M1,6/23/2022 5:19:34 PM
,Mixed / non conventional,72.00,65.00,71.00,55.00,-593.67,0.65,0.00,149.86,-44.124,0.534,M1,6/23/2022 5:19:37 PM
