,El-array,Spa.1,Spa.2,Spa.3,Spa.4,Rho ,Dev., M  ,Sp  ,Vp  ,In  
,Mixed / non conventional,72.00,65.00,71.00,1.00,-1949.35,2.04,0.00,-239.57,-49.221,0.190
,Mixed / non conventional,72.00,65.00,71.00,2.00,-2275.00,1.18,0.00,-249.28,-49.599,0.164
,Mixed / non conventional,72.00,65.00,71.00,3.00,-2805.96,0.60,0.00,-238.76,-50.817,0.136
,Mixed / non conventional,72.00,65.00,71.00,4.00,-3748.59,4.77,0.00,-116.06,-52.750,0.106
,Mixed / non conventional,72.00,65.00,71.00,5.00,-3846.77,5.69,0.00,-240.05,-52.972,0.104
,Mixed / non conventional,72.00,65.00,71.00,6.00,-3090.35,0.93,0.00,-248.21,-51.535,0.125
,Mixed / non conventional,72.00,65.00,71.00,7.00,-2592.46,0.97,0.00,-237.13,-50.575,0.147
,Mixed / non conventional,72.00,65.00,71.00,8.00,-2329.61,0.72,0.00,-230.42,-50.260,0.162
,Mixed / non conventional,72.00,65.00,71.00,9.00,-1829.80,0.56,0.00,-366.06,-49.586,0.204
,Mixed / non conventional,72.00,65.00,71.00,10.00,-2108.63,0.57,0.00,-396.60,-49.745,0.177
,Mixed / non conventional,72.00,65.00,71.00,11.00,-2465.86,1.85,0.00,-332.53,-50.267,0.153
,Mixed / non conventional,72.00,65.00,71.00,12.00,-2843.10,2.04,0.00,-298.47,-50.979,0.135
,Mixed / non conventional,72.00,65.00,71.00,13.00,-2871.34,0.96,0.00,-211.68,-50.982,0.134
,Mixed / non conventional,72.00,65.00,71.00,14.00,-2575.31,1.66,0.00,-334.65,-50.556,0.148
,Mixed / non conventional,72.00,65.00,71.00,15.00,-2316.03,2.13,0.00,-134.94,-50.187,0.163
,Mixed / non conventional,72.00,65.00,71.00,16.00,-2225.35,1.23,0.00,-289.99,-49.952,0.169
,Mixed / non conventional,72.00,65.00,71.00,17.00,-1527.41,1.11,0.00,-369.11,-49.259,0.242
,Mixed / non conventional,72.00,65.00,71.00,18.00,-1696.95,0.99,0.00,-412.79,-49.348,0.219
,Mixed / non conventional,72.00,65.00,71.00,19.00,-1982.55,2.13,0.00,-309.98,-49.465,0.187
,Mixed / non conventional,72.00,65.00,71.00,20.00,-2279.48,2.77,0.00,-219.79,-49.662,0.164
,Mixed / non conventional,72.00,65.00,71.00,21.00,-2330.42,1.26,0.00,-358.11,-49.799,0.161
,Mixed / non conventional,72.00,65.00,71.00,22.00,-2241.36,1.87,0.00,-203.16,-49.675,0.166
,Mixed / non conventional,72.00,65.00,71.00,23.00,-2029.79,0.79,0.00,-117.83,-49.507,0.183
,Mixed / non conventional,72.00,65.00,71.00,24.00,-2000.20,1.18,0.00,-273.06,-49.459,0.186
,Mixed / non conventional,72.00,65.00,71.00,25.00,-1035.03,0.20,0.00,-365.33,-49.262,0.357
,Mixed / non conventional,72.00,65.00,71.00,26.00,-1253.95,1.37,0.00,-331.69,-49.128,0.294
,Mixed / non conventional,72.00,65.00,71.00,27.00,-1474.28,0.20,0.00,-160.72,-49.055,0.250
,Mixed / non conventional,72.00,65.00,71.00,28.00,-1654.52,0.72,0.00,-158.01,-49.071,0.222
,Mixed / non conventional,72.00,65.00,71.00,29.00,-1815.62,1.81,0.00,-300.46,-49.163,0.203
,Mixed / non conventional,72.00,65.00,71.00,30.00,-1807.25,0.31,0.00,-279.73,-49.138,0.204
,Mixed / non conventional,72.00,65.00,71.00,31.00,-1741.79,0.58,0.00,-96.86,-49.062,0.211
,Mixed / non conventional,72.00,65.00,71.00,32.00,-1673.28,0.89,0.00,-146.21,-49.055,0.220
,Mixed / non conventional,72.00,65.00,71.00,33.00,-345.67,1.24,0.00,-323.99,-50.143,1.086
,Mixed / non conventional,72.00,65.00,71.00,34.00,-579.83,1.06,0.00,-299.46,-49.888,0.644
,Mixed / non conventional,72.00,65.00,71.00,35.00,-816.54,0.85,0.00,-185.78,-49.586,0.454
,Mixed / non conventional,72.00,65.00,71.00,36.00,-1066.73,1.31,0.00,-209.40,-49.243,0.345
,Mixed / non conventional,72.00,65.00,71.00,37.00,-1200.86,0.77,0.00,-280.06,-49.128,0.306
,Mixed / non conventional,72.00,65.00,71.00,38.00,-1280.10,0.87,0.00,-222.34,-49.065,0.286
,Mixed / non conventional,72.00,65.00,71.00,39.00,-1346.43,0.60,0.00,-77.30,-49.039,0.272
,Mixed / non conventional,72.00,65.00,71.00,40.00,-1342.24,0.57,0.00,-52.85,-49.011,0.272
,Mixed / non conventional,72.00,65.00,71.00,41.00,554.02,0.18,0.00,-328.39,49.806,0.670
,Mixed / non conventional,72.00,65.00,71.00,42.00,249.11,0.72,0.00,-351.76,45.364,1.357
,Mixed / non conventional,72.00,65.00,71.00,43.00,-100.87,0.26,0.00,-206.23,-18.352,1.354
,Mixed / non conventional,72.00,65.00,71.00,44.00,-385.06,0.39,0.00,-195.86,-50.260,0.970
,Mixed / non conventional,72.00,65.00,71.00,45.00,-600.31,0.19,0.00,-202.92,-49.907,0.617
,Mixed / non conventional,72.00,65.00,71.00,46.00,-784.23,0.23,0.00,-320.85,-49.561,0.469
,Mixed / non conventional,72.00,65.00,71.00,47.00,-874.75,0.65,0.00,-33.99,-49.373,0.418
,Mixed / non conventional,72.00,65.00,71.00,48.00,-937.05,0.21,0.00,-243.85,-49.303,0.389
,Mixed / non conventional,72.00,65.00,71.00,49.00,1356.78,1.23,0.00,-361.49,48.982,0.266
,Mixed / non conventional,72.00,65.00,71.00,50.00,1056.54,0.64,0.00,-326.76,49.176,0.342
,Mixed / non conventional,72.00,65.00,71.00,51.00,594.84,0.71,0.00,-130.15,49.726,0.613
,Mixed / non conventional,72.00,65.00,71.00,52.00,232.34,0.51,0.00,-261.97,43.059,1.354
,Mixed / non conventional,72.00,65.00,71.00,53.00,-79.07,0.45,0.00,-322.03,-14.775,1.359
,Mixed / non conventional,72.00,65.00,71.00,54.00,-320.58,0.60,0.00,-308.52,-50.311,1.135
,Mixed / non conventional,72.00,65.00,71.00,55.00,-504.59,0.41,0.00,-91.84,-49.993,0.712
,Mixed / non conventional,72.00,65.00,71.00,56.00,-551.08,0.40,0.00,-139.13,-49.885,0.645
,Mixed / non conventional,72.00,65.00,71.00,57.00,2208.15,1.65,0.00,-338.50,49.449,0.158
,Mixed / non conventional,72.00,65.00,71.00,58.00,1682.14,1.95,0.00,-372.72,49.052,0.203
,Mixed / non conventional,72.00,65.00,71.00,59.00,1114.91,0.51,0.00,1.53,49.014,0.299
,Mixed / non conventional,72.00,65.00,71.00,60.00,615.01,0.62,0.00,-237.40,49.586,0.533
,Mixed / non conventional,72.00,65.00,71.00,61.00,276.40,0.72,0.00,-232.15,50.286,1.152
,Mixed / non conventional,72.00,65.00,71.00,62.00,6.73,0.94,0.00,-191.06,1.527,1.336
,Mixed / non conventional,72.00,65.00,71.00,63.00,-122.27,0.73,0.00,-113.48,-31.654,1.331
,Mixed / non conventional,72.00,65.00,71.00,64.00,-137.40,0.77,0.00,-63.84,-50.359,1.348
,Mixed / non conventional,72.00,65.00,71.00,66.00,1140.44,0.61,0.00,-224.58,49.230,0.163
,Mixed / non conventional,72.00,65.00,71.00,67.00,1128.46,0.83,0.00,155.44,48.976,0.241
,Mixed / non conventional,72.00,65.00,71.00,68.00,878.66,0.86,0.00,-24.80,49.224,0.384
,Mixed / non conventional,72.00,65.00,71.00,69.00,621.33,0.26,0.00,-83.28,49.796,0.671
,Mixed / non conventional,72.00,65.00,71.00,70.00,345.41,1.21,0.00,-256.03,39.069,1.333
,Mixed / non conventional,72.00,65.00,71.00,63.00,-121.58,0.11,0.00,-113.67,-31.514,1.333
,Mixed / non conventional,72.00,65.00,71.00,70.00,343.93,0.55,0.00,-256.33,39.015,1.336
,Mixed / non conventional,72.00,65.00,71.00,62.00,6.84,1.47,0.00,-191.22,1.527,1.316
,Mixed / non conventional,72.00,65.00,2.00,1.00,-6854341.50,0.99,0.00,7.75,50.247,0.984
,Mixed / non conventional,72.00,65.00,4.00,3.00,-21965654.00,0.86,0.00,-128.75,87.586,0.489
,Mixed / non conventional,72.00,65.00,3.00,2.00,-13059924.00,0.84,0.00,-12.86,49.732,0.489
,Mixed / non conventional,72.00,65.00,6.00,5.00,16568920.00,0.34,0.00,10.78,-49.488,0.333
,Mixed / non conventional,72.00,65.00,8.00,7.00,4404734.50,1.65,0.00,-6.05,-50.219,1.154
,Mixed / non conventional,72.00,65.00,7.00,6.00,10638221.00,1.67,0.00,-9.15,-115.488,1.154
,Mixed / non conventional,72.00,65.00,10.00,9.00,-3697851.50,1.05,0.00,22.98,53.983,1.336
,Mixed / non conventional,72.00,65.00,9.00,1.00,396415.91,1.06,0.00,134.25,-37.393,1.336
,Mixed / non conventional,72.00,65.00,14.00,13.00,3779362.75,1.18,0.00,127.80,-67.726,1.327
,Mixed / non conventional,72.00,65.00,13.00,12.00,-230601.22,1.02,0.00,-86.42,3.914,1.327
,Mixed / non conventional,72.00,65.00,12.00,11.00,-7317310.50,1.14,0.00,-35.35,117.732,1.327
,Mixed / non conventional,72.00,65.00,11.00,10.00,-5753026.00,1.13,0.00,-66.47,87.838,1.327
,Mixed / non conventional,72.00,65.00,10.00,2.00,540507.44,1.10,0.00,149.92,-53.138,1.327
