,El-array,Spa.1,Spa.2,Spa.3,Spa.4,Rho ,Dev., M  ,Sp  ,Vp  ,In  ,Name,Date
,Mixed / non conventional,1.00,3.00,2.00,4.00,5360.35,0.23,0.00,57.87,2186.134,3.844,ERT72,6/23/2022 11:47:19 AM
,Mixed / non conventional,1.00,3.00,4.00,6.00,2562.93,0.25,0.00,-13.87,-836.198,3.844,ERT72,6/23/2022 11:47:19 AM
,Mixed / non conventional,1.00,3.00,6.00,8.00,3625.74,0.26,0.00,-3.98,-168.994,3.844,ERT72,6/23/2022 11:47:19 AM
,Mixed / non conventional,1.00,3.00,8.00,10.00,55725.04,0.25,0.00,-229.98,-865.773,3.844,ERT72,6/23/2022 11:47:19 AM
,Mixed / non conventional,1.00,3.00,10.00,12.00,-154792.83,0.25,0.00,38.15,1093.157,3.844,ERT72,6/23/2022 11:47:19 AM
,Mixed / non conventional,1.00,3.00,12.00,14.00,43822.63,0.27,0.00,-31.25,-166.642,3.844,ERT72,6/23/2022 11:47:19 AM
,Mixed / non conventional,1.00,3.00,14.00,16.00,38508.88,0.25,0.00,-28.58,-87.861,3.844,ERT72,6/23/2022 11:47:19 AM
,Mixed / non conventional,1.00,3.00,16.00,18.00,462829.34,0.25,0.00,-81.61,-683.283,3.844,ERT72,6/23/2022 11:47:19 AM
,Mixed / non conventional,1.00,3.00,18.00,20.00,-623628.69,0.25,0.00,171.87,629.938,3.844,ERT72,6/23/2022 11:47:19 AM
,Mixed / non conventional,1.00,3.00,20.00,22.00,-67140.13,0.27,0.00,3.74,48.442,3.844,ERT72,6/23/2022 11:47:19 AM
,Mixed / non conventional,1.00,3.00,5.00,7.00,3067.07,0.08,0.00,1.11,-535.267,6.579,ERT72,6/23/2022 11:47:21 AM
,Mixed / non conventional,1.00,3.00,7.00,9.00,81417.26,0.07,0.00,-272.91,-3552.249,6.579,ERT72,6/23/2022 11:47:21 AM
,Mixed / non conventional,1.00,3.00,9.00,11.00,-203047.83,0.07,0.00,97.37,3543.608,6.579,ERT72,6/23/2022 11:47:21 AM
,Mixed / non conventional,1.00,3.00,11.00,13.00,-16610.50,0.11,0.00,50.84,144.944,6.579,ERT72,6/23/2022 11:47:21 AM
