,El-array,Spa.1,Spa.2,Spa.3,Spa.4,Rho ,Dev., M  ,Sp  ,Vp  ,In  ,Name,Date
,Mixed / non conventional,72.00,65.00,71.00,1.00,-2012.96,1.15,0.00,-86.13,-17.760,0.066,2222,7/5/2022 8:07:59 PM
,Mixed / non conventional,72.00,65.00,71.00,2.00,-2342.26,4.05,0.00,-79.87,-20.048,0.064,2222,7/5/2022 8:08:05 PM
,Mixed / non conventional,72.00,65.00,71.00,3.00,-3114.85,0.28,0.00,-129.51,-26.157,0.063,2222,7/5/2022 8:08:10 PM
,Mixed / non conventional,72.00,65.00,71.00,4.00,-4353.44,1.50,0.00,-79.54,-37.042,0.064,2222,7/5/2022 8:08:15 PM
,Mixed / non conventional,72.00,65.00,71.00,5.00,-4065.66,0.91,0.00,-116.84,-34.261,0.063,2222,7/5/2022 8:08:20 PM
,Mixed / non conventional,72.00,65.00,71.00,6.00,-3003.83,3.43,0.00,-101.65,-25.454,0.064,2222,7/5/2022 8:08:26 PM
,Mixed / non conventional,72.00,65.00,71.00,7.00,-2314.50,1.17,0.00,-122.05,-20.180,0.066,2222,7/5/2022 8:08:31 PM
,Mixed / non conventional,72.00,65.00,71.00,8.00,-2098.97,3.66,0.00,-115.19,-18.026,0.065,2222,7/5/2022 8:08:36 PM
,Mixed / non conventional,72.00,65.00,71.00,9.00,-1856.85,1.37,0.00,-346.80,-17.197,0.070,2222,7/5/2022 8:08:41 PM
,Mixed / non conventional,72.00,65.00,71.00,10.00,-2078.26,4.08,0.00,-221.78,-17.805,0.064,2222,7/5/2022 8:08:46 PM
,Mixed / non conventional,72.00,65.00,71.00,11.00,-2429.05,3.05,0.00,-86.46,-20.566,0.064,2222,7/5/2022 8:08:52 PM
,Mixed / non conventional,72.00,65.00,71.00,12.00,-2765.41,3.64,0.00,-122.68,-23.917,0.065,2222,7/5/2022 8:08:57 PM
,Mixed / non conventional,72.00,65.00,71.00,13.00,-2828.03,1.01,0.00,-111.43,-23.704,0.063,2222,7/5/2022 8:09:02 PM
,Mixed / non conventional,72.00,65.00,71.00,14.00,-2438.30,11.27,0.00,-158.44,-20.771,0.064,2222,7/5/2022 8:09:07 PM
,Mixed / non conventional,72.00,65.00,71.00,15.00,-2228.61,8.14,0.00,-26.03,-18.320,0.062,2222,7/5/2022 8:09:13 PM
,Mixed / non conventional,72.00,65.00,71.00,16.00,-2002.02,7.91,0.00,-151.61,-17.738,0.067,2222,7/5/2022 8:09:18 PM
,Mixed / non conventional,72.00,65.00,71.00,17.00,-1567.40,3.07,0.00,-219.31,-16.455,0.079,2222,7/5/2022 8:09:23 PM
,Mixed / non conventional,72.00,65.00,71.00,18.00,-1744.67,5.46,0.00,-236.33,-16.935,0.073,2222,7/5/2022 8:09:28 PM
,Mixed / non conventional,72.00,65.00,71.00,19.00,-1914.00,3.53,0.00,-161.11,-17.455,0.069,2222,7/5/2022 8:09:34 PM
,Mixed / non conventional,72.00,65.00,71.00,20.00,-2076.40,3.76,0.00,-176.28,-17.881,0.065,2222,7/5/2022 8:09:39 PM
,Mixed / non conventional,72.00,65.00,71.00,21.00,-2001.48,1.72,0.00,-173.20,-17.954,0.067,2222,7/5/2022 8:09:44 PM
,Mixed / non conventional,72.00,65.00,71.00,22.00,-1948.67,2.94,0.00,-83.99,-17.765,0.068,2222,7/5/2022 8:09:49 PM
,Mixed / non conventional,72.00,65.00,71.00,23.00,-1839.63,6.64,0.00,-39.74,-17.348,0.071,2222,7/5/2022 8:09:55 PM
,Mixed / non conventional,72.00,65.00,71.00,24.00,-1856.40,1.44,0.00,-123.97,-17.177,0.069,2222,7/5/2022 8:10:00 PM
,Mixed / non conventional,72.00,65.00,71.00,25.00,-1164.16,1.19,0.00,-216.86,-15.751,0.102,2222,7/5/2022 8:10:05 PM
,Mixed / non conventional,72.00,65.00,71.00,26.00,-1347.21,2.72,0.00,-459.68,-16.086,0.090,2222,7/5/2022 8:10:10 PM
,Mixed / non conventional,72.00,65.00,71.00,27.00,-1486.96,1.84,0.00,-129.94,-16.377,0.083,2222,7/5/2022 8:10:16 PM
,Mixed / non conventional,72.00,65.00,71.00,28.00,-1628.03,4.81,0.00,-102.05,-16.609,0.077,2222,7/5/2022 8:10:21 PM
,Mixed / non conventional,72.00,65.00,71.00,29.00,-1685.21,4.64,0.00,-81.93,-16.709,0.074,2222,7/5/2022 8:10:26 PM
,Mixed / non conventional,72.00,65.00,71.00,30.00,-1674.83,2.35,0.00,-145.74,-16.732,0.075,2222,7/5/2022 8:10:31 PM
,Mixed / non conventional,72.00,65.00,71.00,31.00,-1612.77,1.53,0.00,-35.27,-16.630,0.077,2222,7/5/2022 8:10:37 PM
,Mixed / non conventional,72.00,65.00,71.00,32.00,-1599.98,3.92,0.00,-108.50,-16.544,0.077,2222,7/5/2022 8:10:42 PM
,Mixed / non conventional,72.00,65.00,71.00,33.00,-620.20,2.77,0.00,-168.06,-15.110,0.182,2222,7/5/2022 8:10:47 PM
