,El-array,Spa.1,Spa.2,Spa.3,Spa.4,Rho ,Dev., M  ,Sp  ,Vp  ,In  ,Name,Date
,Mixed / non conventional,72.00,65.00,71.00,1.00,-3413.65,2.18,0.00,-46.30,-114.220,0.252,3333,7/5/2022 8:32:03 PM
,Mixed / non conventional,72.00,65.00,71.00,2.00,-4145.81,1.16,0.00,-54.13,-142.698,0.259,3333,7/5/2022 8:32:05 PM
,Mixed / non conventional,72.00,65.00,71.00,3.00,-5637.96,1.71,0.00,-77.44,-192.698,0.257,3333,7/5/2022 8:32:07 PM
,Mixed / non conventional,72.00,65.00,71.00,4.00,-8167.67,1.21,0.00,-36.96,-282.729,0.260,3333,7/5/2022 8:32:09 PM
,Mixed / non conventional,72.00,65.00,71.00,5.00,-5957.98,1.72,0.00,-70.10,-204.452,0.258,3333,7/5/2022 8:32:11 PM
,Mixed / non conventional,72.00,65.00,71.00,6.00,-4507.57,1.71,0.00,-49.70,-156.685,0.262,3333,7/5/2022 8:32:13 PM
,Mixed / non conventional,72.00,65.00,71.00,7.00,-3606.10,1.40,0.00,-68.19,-126.235,0.263,3333,7/5/2022 8:32:15 PM
,Mixed / non conventional,72.00,65.00,71.00,8.00,-3268.31,2.06,0.00,-64.92,-113.022,0.260,3333,7/5/2022 8:32:18 PM
,Mixed / non conventional,72.00,65.00,71.00,9.00,-3034.63,1.60,0.00,-149.19,-106.202,0.263,3333,7/5/2022 8:32:20 PM
,Mixed / non conventional,72.00,65.00,71.00,10.00,-3471.29,1.38,0.00,-132.56,-123.695,0.268,3333,7/5/2022 8:32:22 PM
,Mixed / non conventional,72.00,65.00,71.00,11.00,-4141.01,2.37,0.00,-64.91,-147.115,0.267,3333,7/5/2022 8:32:24 PM
,Mixed / non conventional,72.00,65.00,71.00,12.00,-4623.29,0.22,0.00,-27.18,-164.331,0.267,3333,7/5/2022 8:32:26 PM
,Mixed / non conventional,72.00,65.00,71.00,13.00,-4293.11,1.24,0.00,-30.84,-153.750,0.269,3333,7/5/2022 8:32:28 PM
,Mixed / non conventional,72.00,65.00,71.00,14.00,-3726.51,1.26,0.00,-82.67,-134.791,0.272,3333,7/5/2022 8:32:30 PM
,Mixed / non conventional,72.00,65.00,71.00,15.00,-3275.26,0.65,0.00,61.51,-119.352,0.274,3333,7/5/2022 8:32:32 PM
,Mixed / non conventional,72.00,65.00,71.00,16.00,-3010.21,1.11,0.00,-100.97,-109.817,0.274,3333,7/5/2022 8:32:34 PM
,Mixed / non conventional,72.00,65.00,71.00,17.00,-2363.72,1.14,0.00,-153.06,-85.911,0.273,3333,7/5/2022 8:32:36 PM
,Mixed / non conventional,72.00,65.00,71.00,18.00,-2699.57,1.26,0.00,-175.83,-99.605,0.277,3333,7/5/2022 8:32:38 PM
,Mixed / non conventional,72.00,65.00,71.00,19.00,-3029.86,1.06,0.00,-99.61,-112.612,0.279,3333,7/5/2022 8:32:40 PM
