index,resist,a,b,m,n,ip,resError,phaseError,K,app,irecip,reciprocalErrRel,recipError,recipMean,reci_IP_err
1.0,-98.60918173,1 72,1 65,1 71,1 1,,,,7.831321560016102,-772.240210897695,0,,,-98.60918173,
2.0,-77.39626877,1 72,1 65,1 71,1 9,,,,7.830405543418225,-606.0441720164949,0,,,-77.39626877,
3.0,-114.0049426,1 72,1 65,1 71,1 10,,,,7.829432827033533,-892.5940400365137,0,,,-114.0049426,
4.0,-169.3982882,1 72,1 65,1 71,1 11,,,,7.828398631909419,-1326.1173275926774,0,,,-169.3982882,
5.0,-37.3838389,1 72,1 65,1 71,1 17,,,,7.827297664663131,-292.61443491811275,0,,,-37.3838389,
6.0,-78.44689313,1 72,1 65,1 71,1 18,,,,7.826124049555088,-613.9351169375709,0,,,-78.44689313,
7.0,-128.8678818,1 72,1 65,1 71,1 19,,,,7.8248712498604185,-1008.3745833272307,0,,,-128.8678818,
8.0,-192.1131094,1 72,1 65,1 71,1 20,,,,7.823531976566983,-1503.003054508611,0,,,-192.1131094,
9.0,-266.9725313,1 72,1 65,1 71,1 21,,,,7.822098082009768,-2088.285325031023,0,,,-266.9725313,
10.0,-482.184838,1 72,1 65,1 71,1 24,,,,7.8205604355320375,-3770.955666676225,0,,,-482.184838,
11.0,21.47713237,1 72,1 65,1 71,1 25,,,,7.818908777615561,167.9277388058043,0,,,21.47713237,
12.0,-23.59087768,1 72,1 65,1 71,1 26,,,,7.81713154810973,-184.41299415992566,0,,,-23.59087768,
13.0,-73.34773984,1 72,1 65,1 71,1 27,,,,7.815215683165132,-573.2284067222839,0,,,-73.34773984,
14.0,-130.2565169,1 72,1 65,1 71,1 28,,,,7.813146374179121,-1017.7132327304365,0,,,-130.2565169,
15.0,-198.081042,1 72,1 65,1 71,1 29,,,,7.810906780406067,-1547.1925540276989,0,,,-198.081042,
16.0,-257.8262403,1 72,1 65,1 71,1 30,,,,7.80847768476258,-2013.2304439287846,0,,,-257.8262403,
17.0,-310.7289555,1 72,1 65,1 71,1 31,,,,7.805837079618284,-2425.4996025529595,0,,,-310.7289555,
18.0,-345.9216943,1 72,1 65,1 71,1 32,,,,7.802959665802279,-2699.213028148886,0,,,-345.9216943,
19.0,96.71912569,1 72,1 65,1 71,1 33,,,,7.799816243395348,754.3914076038583,0,,,96.71912569,
20.0,54.57591325,1 72,1 65,1 71,1 34,,,,7.7963729667326165,425.4941746970444,0,,,54.57591325,
21.0,0.2787581474,1 72,1 65,1 71,1 35,,,,7.792590427872545,2.1722480711207237,0,,,0.2787581474,
22.0,-62.45505266,1 72,1 65,1 71,1 36,,,,7.788422521837801,-486.4263387397099,0,,,-62.45505266,
23.0,-124.7051042,1 72,1 65,1 71,1 37,,,,7.783815032122417,-970.6814646543523,0,,,-124.7051042,
24.0,-174.493465,1 72,1 65,1 71,1 38,,,,7.7787038547351095,-1357.3329888215858,0,,,-174.493465,
25.0,-215.7537164,1 72,1 65,1 71,1 39,,,,7.773012751150003,-1677.0563886852015,0,,,-215.7537164,
26.0,-249.2499466,1 72,1 65,1 71,1 40,,,,7.76665048163229,-1935.8372178077125,0,,,-249.2499466,
27.0,196.7087834,1 72,1 65,1 71,1 41,,,,7.759507115522504,1526.363204478075,0,,,196.7087834,
28.0,147.7223553,1 72,1 65,1 71,1 42,,,,7.75144923666411,1145.0623382284093,0,,,147.7223553,
29.0,6.904999187,1 72,1 65,1 71,1 44,,,,7.7423136486573085,53.46066944947771,0,,,6.904999187,
30.0,-56.77776451,1 72,1 65,1 71,1 45,,,,7.731899017902341,-438.9999416535594,0,,,-56.77776451,
31.0,-112.792881,1 72,1 65,1 71,1 46,,,,7.719954643633621,-870.7559254447643,0,,,-112.792881,
32.0,-145.1133927,1 72,1 65,1 71,1 47,,,,7.706165166584749,-1118.2677720296736,0,,,-145.1133927,
33.0,-167.2040224,1 72,1 65,1 71,1 48,,,,7.690129444114096,-1285.820575832553,0,,,-167.2040224,
34.0,323.1469776,1 72,1 65,1 71,1 49,,,,7.671330898300658,2478.967393955351,0,,,323.1469776,
35.0,262.7353577,1 72,1 65,1 71,1 50,,,,7.649095156566453,2009.6877520418245,0,,,262.7353577,
36.0,168.2804413,1 72,1 65,1 71,1 51,,,,7.622528344171698,1282.7224335789717,0,,,168.2804413,
37.0,77.95172219,1 72,1 65,1 71,1 52,,,,7.590425203304197,591.6867167519431,0,,,77.95172219,
38.0,4.914890735,1 72,1 65,1 71,1 53,,,,7.551128871738962,37.11297333050083,0,,,4.914890735,
39.0,-52.43341148,1 72,1 65,1 71,1 54,,,,7.502310814542789,-393.371749989776,0,,,-52.43341148,
