index,resist,a,b,m,n,ip,resError,phaseError,K,app,irecip,reciprocalErrRel,recipError,recipMean,reci_IP_err
1.0,-74.96725458,1 72,1 65,1 71,1 1,,,,7.525910034924181,-564.1968135343378,0,,,-74.96725458,
2.0,-102.6993361,1 72,1 65,1 71,1 2,,,,7.525488105557298,-772.8626322691812,0,,,-102.6993361,
3.0,-148.935471,1 72,1 65,1 71,1 3,,,,7.525046680883054,-1120.7463717143044,0,,,-148.935471,
4.0,-228.2971571,1 72,1 65,1 71,1 4,,,,7.5245845407124206,-1717.8412590032547,0,,,-228.2971571,
5.0,-337.5511888,1 72,1 65,1 71,1 5,,,,7.524100367846867,-2539.769023817227,0,,,-337.5511888,
6.0,-523.5011711,1 72,1 65,1 71,1 6,,,,7.523592738670759,-3938.6096095735984,0,,,-523.5011711,
7.0,-999.6970398,1 72,1 65,1 71,1 7,,,,7.523060112661563,-7520.780924865218,0,,,-999.6970398,
8.0,-2174.558138,1 72,1 65,1 71,1 8,,,,7.522500820673164,-16358.115377706506,0,,,-2174.558138,
9.0,-60.37585854,1 72,1 65,1 71,1 9,,,,7.521913051825442,-454.1419583671926,0,,,-60.37585854,
10.0,-87.22714212,1 72,1 65,1 71,1 10,,,,7.5212948388072975,-656.0610538310666,0,,,-87.22714212,
11.0,-130.363687,1 72,1 65,1 71,1 11,,,,7.520644041369752,-980.4188858475413,0,,,-130.363687,
12.0,-199.1061638,1 72,1 65,1 71,1 12,,,,7.51995832774975,-1497.2700545741156,0,,,-199.1061638,
13.0,-301.1357921,1 72,1 65,1 71,1 13,,,,7.51923515372265,-2264.3108340024355,0,,,-301.1357921,
14.0,-456.0230598,1 72,1 65,1 71,1 14,,,,7.518471738930912,-3428.5964874071014,0,,,-456.0230598,
15.0,-733.5509149,1 72,1 65,1 71,1 15,,,,7.51766504007633,-5514.590068059737,0,,,-733.5509149,
16.0,-1024.667499,1 72,1 65,1 71,1 16,,,,7.51681172049155,-7702.232666089963,0,,,-1024.667499,
17.0,-29.74134438,1 72,1 65,1 71,1 17,,,,7.515908115520665,-223.53321159213692,0,,,-29.74134438,
18.0,-56.6304461,1 72,1 65,1 71,1 18,,,,7.514950193035715,-425.57498185089366,0,,,-56.6304461,
19.0,-98.04348937,1 72,1 65,1 71,1 19,,,,7.513933508291611,-736.6922600470754,0,,,-98.04348937,
20.0,-154.1210122,1 72,1 65,1 71,1 20,,,,7.512853152171809,-1157.8885323226798,0,,,-154.1210122,
21.0,-240.01938,1 72,1 65,1 71,1 21,,,,7.511703691694722,-1802.9544628242784,0,,,-240.01938,
22.0,-348.3176008,1 72,1 65,1 71,1 22,,,,7.510479101428526,-2616.032061468124,0,,,-348.3176008,
23.0,-492.075442,1 72,1 65,1 71,1 23,,,,7.509172684190236,-3695.079467627237,0,,,-492.075442,
24.0,-635.4816675,1 72,1 65,1 71,1 24,,,,7.507776979070689,-4771.054633877954,0,,,-635.4816675,
25.0,17.33178311,1 72,1 65,1 71,1 25,,,,7.506283654414926,130.0972802604577,0,,,17.33178311,
26.0,-11.96420807,1 72,1 65,1 71,1 26,,,,7.504683382876283,-89.78759349220331,0,,,-11.96420807,
27.0,-52.50338498,1 72,1 65,1 71,1 27,,,,7.502965695025903,-393.9310963776783,0,,,-52.50338498,
28.0,-104.3301182,1 72,1 65,1 71,1 28,,,,7.501118807202419,-782.5926117876713,0,,,-104.3301182,
29.0,-174.0072206,1 72,1 65,1 71,1 29,,,,7.499129418283731,-1304.902666995247,0,,,-174.0072206,
30.0,-251.7660536,1 72,1 65,1 71,1 30,,,,7.496982468793824,-1887.4856900766063,0,,,-251.7660536,
31.0,-338.408426,1 72,1 65,1 71,1 31,,,,7.494660854142906,-2536.2563830543168,0,,,-338.408426,
32.0,-415.2491156,1 72,1 65,1 71,1 32,,,,7.492145081731756,-3111.1066191360014,0,,,-415.2491156,
33.0,76.30866082,1 72,1 65,1 71,1 33,,,,7.489412858987701,571.507065597439,0,,,76.30866082,
34.0,46.08191129,1 72,1 65,1 71,1 34,,,,7.486438595944928,344.9893992563663,0,,,46.08191129,
35.0,3.621826254,1 72,1 65,1 71,1 35,,,,7.48319280146925,27.10282415210514,0,,,3.621826254,
36.0,-49.93103118,1 72,1 65,1 71,1 36,,,,7.47964134628904,-373.4662052767752,0,,,-49.93103118,
37.0,-109.4685554,1 72,1 65,1 71,1 37,,,,7.475744558117355,-818.3589573165182,0,,,-109.4685554,
38.0,-169.3430769,1 72,1 65,1 71,1 38,,,,7.471456103615104,-1265.239365509467,0,,,-169.3430769,
39.0,-230.326844,1 72,1 65,1 71,1 39,,,,7.466721597728649,-1719.7864206314773,0,,,-230.326844,
40.0,-285.0830866,1 72,1 65,1 71,1 40,,,,7.461476861569028,-2127.1408542905792,0,,,-285.0830866,
41.0,152.7921282,1 72,1 65,1 71,1 41,,,,7.455645723351854,1139.1639771761581,0,,,152.7921282,
