Unnamed: 0,El-array,a,b,m,n,Rho,dev,ip,sp,vp,i,resist,resError,phaseError,K,app,irecip,reciprocalErrRel,recipError,recipMean,reci_IP_err
,Mixed / non conventional,59,61,20,22,-944173.94,0.09,0.0,-353.19,97.367,4.792,20.31865609348915,,,-46466.51154108182,-944137.0678673859,-1260,-0.0043683722339521785,-0.08895374464412598,20.36313296581121,0.0
,Mixed / non conventional,59,61,22,24,-520661.97,0.09,0.0,99.15,62.897,4.792,13.12541736227045,,,-39666.53424238932,-520639.8172461522,-1379,-0.006660111652042459,-0.08770882038067995,13.16927177246079,0.0
,Mixed / non conventional,59,61,24,26,2082025.88,0.1,0.0,-313.0,-297.246,4.792,-62.029632721202,,,-33563.99051278921,2081962.004166223,-1498,0.007333084978312971,0.45320686568869206,-61.80302928835765,0.0
,Mixed / non conventional,59,61,26,28,-749682.19,0.09,0.0,465.02,127.744,4.792,26.657762938230384,,,-28121.181240446072,-749647.7830508228,-1617,-0.0011393885899402866,-0.030390864427236153,26.672958370444,0.0
,Mixed / non conventional,17,19,9,11,-107619.35,0.04,0.0,198.52,1500.909,5.258,285.45245340433627,,,-376.99111843077526,-107613.03966770948,-565,0.02198448600105551,6.207293388532264,282.3488067100701,0.0
,Mixed / non conventional,17,19,11,13,-1575.01,0.0,0.0,181.43,54.914,5.258,10.443895017116775,,,-150.79644737231,-1574.9022653105806,-696,-0.02827809111928441,-0.2995690351708067,10.59367953470218,0.0
,Mixed / non conventional,17,19,13,15,348.94,0.03,0.0,170.01,-48.665,5.258,-9.255420311905667,,,-37.699111843077524,348.9211254932232,-821,0.024262228136305113,0.22186564169760992,-9.14448749105686,0.0
,Mixed / non conventional,20,22,9,11,13490.36,0.19,0.0,193.18,-46.601,3.492,-13.345074455899198,,,-1010.8074362925171,13489.300497900225,-558,0.04303151325439424,0.5621633779061526,-13.063992766946122,0.0
,Mixed / non conventional,20,22,11,13,-74185.05,0.15,0.0,195.0,475.916,3.492,136.28751431844216,,,-544.2809272344314,-74178.69466371754,-689,0.021159741736722158,2.8536176981638164,134.86070546936025,0.0
,Mixed / non conventional,20,22,13,15,-27183.19,0.14,0.0,180.2,383.652,3.492,109.8659793814433,,,-247.400421470196,-27180.889604204935,-814,0.0022789076627516584,0.25008945689823747,109.74093465299418,0.0
,Mixed / non conventional,20,22,15,17,18973.99,0.12,0.0,-492.55,-803.372,3.492,-230.0607101947308,,,-82.46680715673212,18972.3722219697,-933,0.043737292860322984,9.846894405257132,-225.13726299210225,0.0
,Mixed / non conventional,20,22,17,19,426.03,0.94,0.0,491.4,-126.269,3.492,-36.159507445589924,,,-11.780972450961722,425.99416105684014,-1052,0.025259052030543728,0.9019635083731643,-35.70852569140334,0.0
,Mixed / non conventional,20,22,19,21,1400.02,0.2,0.0,-203.46,518.68,3.492,148.53379152348222,,,9.424777960769378,1399.8980047800287,-1171,0.008415732914223406,1.2447828382471187,147.91140010435868,0.0
,Mixed / non conventional,37,39,9,11,-150557.8,0.05,0.0,194.2,116.977,13.327,8.777444286035868,,,-17153.095888600008,-150560.34349521747,-585,0.00858102582153447,0.07499769747625429,8.739945437297742,0.0
,Mixed / non conventional,37,39,11,13,-542133.69,0.09,0.0,184.35,526.518,13.327,39.507616117655886,,,-13722.476710880474,-542142.342076939,-716,0.00989242327459805,0.388902467296667,39.31316488400755,0.0
,Mixed / non conventional,37,39,13,15,-744301.94,0.09,0.0,170.9,920.009,13.327,69.03346589630074,,,-10781.945987120022,-744315.1005976066,-841,-0.005875006296843046,-0.4067669259593458,69.23684935928041,0.0
,Mixed / non conventional,37,39,15,17,1003448.25,0.08,0.0,-445.95,-1612.429,13.327,-120.98964508141368,,,-8293.804605477077,1003464.4755912657,-950,0.04573331054090601,5.409558501327098,-118.28486583075014,0.0
,Mixed / non conventional,37,39,17,19,-5093.42,1.16,0.0,403.18,10.913,13.327,0.818863960381181,,,-6220.353454107836,-5093.623264401502,-1069,-0.06826129572159728,-0.05787192111597539,0.8477999209391687,0.0
,Mixed / non conventional,37,39,19,21,-165282.25,0.07,0.0,-131.26,485.795,13.297,36.53418064225013,,,-4523.893421169273,-165276.73945528516,-1188,0.0036215424990942726,0.13207093760877342,36.46814517344574,0.0
,Mixed / non conventional,37,39,21,23,-346330.5,0.05,0.0,210.0,1454.19,13.297,109.36226216439799,,,-3166.7253948185225,-346320.2528308,-1307,0.0011794484521381685,0.12891112881645483,109.29780659998977,0.0
,Mixed / non conventional,37,39,23,25,316731.44,0.07,0.0,-417.25,-1994.851,13.297,-150.02263668496653,,,-2111.150263212339,316720.3289252762,-1426,0.04465817722706404,6.553405915735766,-146.74593372709865,0.0
,Mixed / non conventional,37,39,25,27,13241.83,0.0,0.0,303.97,-133.441,13.297,-10.035421523651952,,,-1319.46891450771,13241.42674444035,-1545,0.007977854870203489,0.07974304724808512,-9.995550000027908,0.0
,Mixed / non conventional,37,39,27,29,874.84,0.12,0.0,-361.48,-15.428,13.297,-1.160261713168384,,,-753.9822368615518,874.8167218395142,-1664,-0.3001413578141693,-0.4097311592478672,-1.3651272927923175,0.0
,Mixed / non conventional,40,42,9,11,1504576.0,0.28,0.0,189.7,-50.96,0.789,-64.58808618504436,,,-23300.40731351191,1504928.7157117452,-578,-0.012831072774267352,-0.8340855403248923,-65.0051289552068,0.0
,Mixed / non conventional,40,42,11,13,2063504.38,0.29,0.0,178.9,-85.421,0.789,-108.26489226869455,,,-19063.969620146378,2063958.6171388135,-709,-0.00982385545408684,-1.0688286615380065,-108.79930659946356,0.0
,Mixed / non conventional,40,42,13,15,1700759.13,0.29,0.0,162.68,-87.301,0.789,-110.64765525982256,,,-15374.169048504882,1701115.7567852023,-834,-0.02539671042387128,-2.846228885111671,-112.07076970237839,0.0
,Mixed / non conventional,40,42,15,17,-3803555.5,0.29,0.0,-417.72,246.174,0.789,312.00760456273764,,,-12193.306486745501,-3804404.3486287543,-953,0.0010350603751613503,0.32277966001390723,311.8462147327307,0.0
,Mixed / non conventional,40,42,17,19,669426.5,0.28,0.0,341.12,-55.705,0.789,-70.6020278833967,,,-9483.682823024179,669567.2391084434,-1072,-0.014913379831125602,-1.0608251025169295,-71.13244043465517,0.0
,Mixed / non conventional,40,42,19,21,895668.5,0.29,0.0,-124.26,-98.068,0.789,-124.29404309252217,,,-7207.598945498374,895861.6139253923,-1191,-0.018917724547898022,-2.3738140503349854,-125.48095011768967,0.0
,Mixed / non conventional,40,42,21,23,797288.25,0.28,0.0,199.61,-118.107,0.789,-149.69201520912546,,,-5327.355742324881,797462.6168045179,-1300,-0.021221700752905946,-3.2107883466037777,-151.29740938242736,0.0
,Mixed / non conventional,40,42,23,25,-1490453.25,0.29,0.0,-387.45,309.106,0.789,391.7693282636248,,,-3805.254101660642,-1490781.8432799927,-1419,0.02434493706915741,9.422899692196268,387.0578784175267,0.0
,Mixed / non conventional,40,42,25,27,208873.58,0.3,0.0,298.85,-63.311,0.789,-80.24207858048162,,,-2603.594911662535,208917.86749336726,-1538,-0.018098940992424737,-1.465559179896573,-80.97485817042991,0.0
,Mixed / non conventional,40,42,27,29,248900.05,0.29,0.0,-368.99,-116.595,0.789,-147.77566539923953,,,-1684.6790604875298,248954.56914771043,-1657,-0.014973400263511481,-2.2293949990627766,-148.89036289877092,0.0
,Mixed / non conventional,57,59,9,11,-1055653.75,0.23,0.0,192.58,92.801,7.622,12.175413277355025,,,-86707.95723907575,-1055705.2138209746,-605,0.010363811038113763,0.12553318143176284,12.112646686639144,0.0
,Mixed / non conventional,57,59,11,13,-913828.88,0.22,0.0,185.56,91.29,7.622,11.977171346103386,,,-76303.00237038826,-913894.133612273,-736,0.008104556797939373,0.09667789968858109,11.928832396259097,0.0
,Mixed / non conventional,57,59,13,15,-438368.97,0.24,0.0,168.57,50.048,7.622,6.566255575964314,,,-66765.12707409254,-438396.88793022616,-861,-0.008242854515493303,-0.054348683570109024,6.5934299177493685,0.0
,Mixed / non conventional,57,59,15,17,2110112.75,0.24,0.0,-433.03,-277.045,7.622,-36.34807137234322,,,-58056.632238336875,2110246.612236951,-970,0.013792288100032437,0.4978895541614037,-36.09912659526252,0.0
,Mixed / non conventional,57,59,17,19,-851626.5,0.25,0.0,327.9,129.468,7.622,16.98609288900551,,,-50139.81875129532,-851679.6187474026,-1089,0.005893269186348174,0.09980951564768858,16.936188131181666,0.0
,Mixed / non conventional,57,59,19,21,-601967.38,0.22,0.0,-106.35,106.766,7.622,14.007609551298872,,,-42976.98750110756,-602004.8606065664,-1208,0.0016604094248541016,0.02323907373012979,13.995990014433808,0.0
,Mixed / non conventional,57,59,21,23,-281014.88,0.23,0.0,210.78,58.637,7.622,7.693125163998951,,,-36530.43937594186,-281033.24241499644,-1327,-0.0030091574566697347,-0.023184708171077872,7.70471751808449,0.0
,Mixed / non conventional,57,59,23,25,1527014.0,0.23,0.0,-407.38,-378.371,7.622,-49.641957491472056,,,-30762.475263951364,1527109.4893855343,-1446,0.014108588116384439,0.6954718684688643,-49.29422155723762,0.0
,Mixed / non conventional,57,59,25,27,-699155.31,0.23,0.0,301.7,207.891,7.622,27.275124639202307,,,-25635.396053292803,-699208.6225288761,-1565,0.00010929475369517517,0.0029808651329865654,27.273634206635812,0.0
,Mixed / non conventional,57,59,27,29,-376487.19,0.23,0.0,-360.56,135.933,7.622,17.83429546050905,,,-21111.502632123484,-376508.7755566047,-1684,0.00016961507950826469,0.003024708924385777,17.832783106046858,0.0
,Mixed / non conventional,60,62,9,11,-1192668.88,0.19,0.0,193.55,50.359,4.392,11.466074681238615,,,-104023.63054750494,-1192742.7164712662,-598,0.012933237040119307,0.1473406658933456,11.392404348291942,0.0
,Mixed / non conventional,60,62,11,13,-1728259.63,0.18,0.0,187.72,82.292,4.392,18.7367941712204,,,-92247.37048551715,-1728419.9936234464,-729,0.00998306087105028,0.1861215254804911,18.643733408480152,0.0
,Mixed / non conventional,60,62,13,15,-1357923.88,0.17,0.0,169.0,73.28,4.392,16.684881602914388,,,-81394.73866369428,-1358061.5777038971,-854,-0.008335981901116054,-0.13966700186401937,16.754715103846397,0.0
,Mixed / non conventional,60,62,15,17,3709155.25,0.19,0.0,-436.39,-228.084,4.392,-51.931693989071036,,,-71428.03597018299,3709378.9062439017,-973,0.007334063859946104,0.37947879919762073,-51.74195458947223,0.0
,Mixed / non conventional,60,62,17,19,-788336.0,0.18,0.0,317.25,55.572,4.392,12.653005464480874,,,-62309.563293135114,-788403.2448374555,-1092,0.005389007822279927,0.0680039086256734,12.619003510168037,0.0
,Mixed / non conventional,60,62,19,21,-1203872.88,0.19,0.0,-96.61,97.922,4.392,22.295537340619305,,,-54001.6215207197,-1203995.1690691973,-1211,0.004282354675489465,0.09527340132534334,22.247900639956633,0.0
,Mixed / non conventional,60,62,21,23,-1044609.56,0.18,0.0,214.16,98.744,4.392,22.48269581056466,,,-46466.51154108182,-1044692.4443562346,-1320,-0.0017833490069613155,-0.040130276391860065,22.50276094876059,0.0
,Mixed / non conventional,60,62,23,25,2609786.75,0.18,0.0,-412.19,-288.986,4.392,-65.79826958105646,,,-39666.53424238932,2609989.31342694,-1439,0.018408827630831234,1.200221666238349,-65.19815874793728,0.0
,Mixed / non conventional,60,62,25,27,-475889.38,0.17,0.0,304.03,62.278,4.392,14.179872495446265,,,-33563.99051278921,-475933.10590971913,-1558,-0.0009359460706208792,-0.013277809600879209,14.186511400246705,0.0
,Mixed / non conventional,60,62,27,29,-815033.56,0.18,0.0,-358.02,127.302,4.392,28.98497267759563,,,-28121.181240446072,-815091.6699160441,-1677,0.0008199386385308778,0.023756159738486105,28.973094597726387,0.0
,Mixed / non conventional,18,20,10,12,-93412.88,0.07,0.0,232.43,1621.743,6.545,247.78349885408707,,,-376.99111843077526,-93412.178361693,-631,0.022124583966883257,5.422125688468611,245.07243600985277,0.0
,Mixed / non conventional,18,20,12,14,-1165.32,0.04,0.0,-299.64,50.578,6.545,7.727731092436976,,,-150.79644737231,-1165.3143949880362,-762,-0.024111129723204918,-0.18859798204105527,7.822030083457504,0.0
,Mixed / non conventional,18,20,14,16,391.14,0.07,0.0,253.78,-67.907,6.545,-10.375401069518716,,,-37.699111843077524,391.14340533657224,-881,0.020947876729942465,0.2150897854720224,-10.267856176782704,0.0
,Mixed / non conventional,21,23,10,12,15169.56,0.08,0.0,221.95,-46.521,3.1,-15.006774193548386,,,-1010.8074362925171,15168.95894960135,-624,0.022484316006621773,0.33366592812347307,-14.83994122948665,0.0
,Mixed / non conventional,21,23,12,14,-63595.73,0.08,0.0,-299.17,362.202,3.1,116.83935483870967,,,-544.2809272344314,-63593.43238908565,-755,-0.0012526143961511587,-0.14644637832886076,116.9125780278741,0.0
,Mixed / non conventional,21,23,14,16,-33325.02,0.09,0.0,252.13,417.557,3.1,134.6958064516129,,,-247.400421470196,-33323.79928639698,-874,0.002032769524134773,0.2735275211790622,134.55904269102336,0.0
,Mixed / non conventional,21,23,16,18,19319.4,0.12,0.0,-300.44,-726.208,3.1,-234.2606451612903,,,-82.46680715673212,19318.727448927777,-993,0.025873341547763648,5.983696570908876,-231.26879687583587,0.0
,Mixed / non conventional,21,23,18,20,391.05,1.01,0.0,579.34,-102.895,3.1,-33.191935483870964,,,-11.780972450961722,391.0332775295826,-1112,0.007420204104885829,0.24538054904787288,-33.06924520934703,0.0
,Mixed / non conventional,21,23,20,22,1257.35,0.1,0.0,-274.02,413.552,3.1,133.40387096774194,,,9.424777960769378,1257.301862978096,-1231,0.0016899257920978945,0.22525231246780208,133.29124481150802,0.0
,Mixed / non conventional,38,40,10,12,-204259.86,0.07,0.0,221.79,67.394,5.66,11.907067137809188,,,-17153.095888600008,-204243.06436683904,-651,0.02073067262225558,0.24430916407560588,11.784912555771385,0.0
,Mixed / non conventional,38,40,12,14,-524840.75,0.06,0.0,-299.85,216.459,5.66,38.243639575971734,,,-13722.476710880474,-524797.453420579,-782,7.85503855927004e-05,0.0030039346550481127,38.242137608644214,0.0
,Mixed / non conventional,38,40,14,16,-723114.0,0.07,0.0,246.93,379.569,5.66,67.06166077738516,,,-10781.945987120022,-723055.2043083321,-901,-0.007073359424417116,-0.476034812942018,67.29967818385617,0.0
,Mixed / non conventional,38,40,16,18,1002295.63,0.04,0.0,-256.48,-683.947,5.66,-120.83869257950529,,,-8293.804605477077,1002212.5050357296,-1010,0.05187369956349157,6.109879020183243,-117.78375306941368,0.0
,Mixed / non conventional,38,40,18,20,-27144.02,0.41,0.0,519.8,24.697,5.66,4.363427561837455,,,-6220.353454107836,-27142.06170602495,-1129,0.028205024562410787,0.12135911317395376,4.3027480052504785,0.0
,Mixed / non conventional,38,40,20,22,-179724.91,0.07,0.0,-255.7,224.842,5.66,39.72473498233216,,,-4523.893421169273,-179710.46724426534,-1248,0.008493126531307448,0.3359605230118703,39.55675472082622,0.0
,Mixed / non conventional,38,40,22,24,-354697.16,0.07,0.0,-101.21,633.913,5.66,111.99876325088339,,,-3166.7253948185225,-354669.32777483994,-1367,-0.005074292222556123,-0.5697600177131648,112.28364325973996,0.0
,Mixed / non conventional,38,40,24,26,337878.47,0.06,0.0,-304.31,-905.778,5.66,-160.0314487632509,,,-2111.150263212339,337850.435178789,-1486,0.045559305857948734,7.128536141891658,-156.46718069230508,0.0
,Mixed / non conventional,38,40,26,28,8586.27,0.05,0.0,462.01,-36.829,5.66,-6.506890459363958,,,-1319.46891450771,8585.639691237537,-1605,-0.019089169711867793,-0.12540810457103202,-6.569594511649473,0.0
,Mixed / non conventional,38,40,28,30,-8008.4,0.12,0.0,-336.72,60.113,5.66,10.620671378091872,,,-753.9822368615518,-8007.797562625169,-1724,0.02505459959640605,0.26280443882958515,10.489269158677079,0.0
,Mixed / non conventional,41,43,10,12,-829835.13,0.03,0.0,229.01,432.578,12.146,35.61485262637905,,,-23300.40731351191,-829840.5726053312,-644,0.00870608937784094,0.3087222085735064,35.4604915220923,0.0
,Mixed / non conventional,41,43,12,14,-262099.88,0.03,0.0,-295.88,166.988,12.146,13.748394533179647,,,-19063.969620146378,-262098.97570632334,-775,-0.0026065068152606,-0.0358820474502366,13.766335556904766,0.0
,Mixed / non conventional,41,43,14,16,-61957.37,0.05,0.0,246.16,48.948,12.146,4.029968713979911,,,-15374.169048504882,-61957.420268912974,-894,-0.027459602002150148,-0.11220184598432326,4.086069636972073,0.0
,Mixed / non conventional,41,43,16,18,713428.0,0.03,0.0,-255.62,-710.662,12.146,-58.50996212744936,,,-12193.306486745501,713429.900747862,-1013,0.009674305817743051,0.5633184097213046,-58.22830292258871,0.0
,Mixed / non conventional,41,43,18,20,-439526.03,0.03,0.0,510.23,562.909,12.146,46.345216532191664,,,-9483.682823024179,-439523.3339556823,-1132,0.004536591654773487,0.20977349421698221,46.240329785083176,0.0
,Mixed / non conventional,41,43,20,22,-80832.66,0.0,0.0,-248.31,136.216,12.146,11.21488555903178,,,-7207.598945498374,-80832.3973291624,-1251,-0.011809863825917435,-0.1332330030872022,11.28150206057538,0.0
,Mixed / non conventional,41,43,22,24,-15637.13,0.06,0.0,-96.56,35.651,12.146,2.935205005763214,,,-5327.355742324881,-15636.881242353395,-1360,-0.02741757671681674,-0.08159477391180658,2.9760023927191175,0.0
,Mixed / non conventional,41,43,24,26,254374.8,0.03,0.0,-320.27,-811.939,12.146,-66.84826280256874,,,-3805.254101660642,254374.6262183632,-1479,0.017627929427043873,1.1681008592489093,-66.26421237294429,0.0
,Mixed / non conventional,41,43,26,28,-172307.41,0.03,0.0,474.36,803.824,12.146,66.18014161040671,,,-2603.594911662535,-172306.2799499609,-1598,-0.005733553555430587,-0.3805383046039168,66.37041076270867,0.0
,Mixed / non conventional,41,43,28,30,-6307.25,0.04,0.0,-335.07,45.473,12.146,3.7438662934299356,,,-1684.6790604875298,-6307.213149806475,-1717,-0.01082706066501697,-0.0407556996972116,3.7642441432785416,0.0
,Mixed / non conventional,58,60,10,12,-1563943.63,0.0,0.0,221.87,112.853,6.257,18.03627936710884,,,-86707.95723907575,-1563888.9401152974,-671,0.009913825695365728,0.17792656337052293,17.94731608542358,0.0
,Mixed / non conventional,58,60,12,14,-1071010.63,0.04,0.0,-298.23,87.824,6.257,14.03611954610836,,,-76303.00237038826,-1070998.062997759,-802,0.0023137684202555087,0.03243880221064366,14.019900145003039,0.0
,Mixed / non conventional,58,60,14,16,-535095.06,0.05,0.0,242.42,50.146,6.257,8.014383890043153,,,-66765.12707409254,-535081.3588392911,-921,-0.009466917827896017,-0.07623235645544746,8.052500068270877,0.0
,Mixed / non conventional,58,60,16,18,2568404.0,0.04,0.0,-234.54,-276.804,6.257,-44.239092216717275,,,-58056.632238336875,2568372.707383826,-1030,0.017741488610332385,0.7779662113553414,-43.8501091110396,0.0
,Mixed / non conventional,58,60,18,20,-1092150.75,0.0,0.0,491.54,136.289,6.257,21.781844334345532,,,-50139.81875129532,-1092137.7269930139,-1149,0.007154297854829991,0.15527834841795496,21.704205160136553,0.0
,Mixed / non conventional,58,60,20,22,-721048.69,0.06,0.0,-249.71,104.976,6.257,16.777369346332108,,,-42976.98750110756,-721040.7926987801,-1268,0.002504745992592467,0.04197048593324482,16.756384103365484,0.0
,Mixed / non conventional,58,60,22,24,-350460.09,0.05,0.0,-95.99,60.027,6.257,9.593575195780726,,,-36530.43937594186,-350457.51708800736,-1387,-0.0025176752567063116,-0.024183950560736633,9.605667171061095,0.0
,Mixed / non conventional,58,60,24,26,1713124.0,0.0,0.0,-305.43,-348.439,6.257,-55.68786958606361,,,-30762.475263951364,1713096.7106434314,-1506,0.01100276632498636,0.6093682479726183,-55.38318546207731,0.0
,Mixed / non conventional,58,60,26,28,-765430.63,0.06,0.0,460.32,186.824,6.257,29.8583985935752,,,-25635.396053292803,-765431.8734633811,-1625,-0.0012690236195260804,-0.03791507061654542,29.87735612888347,0.0
,Mixed / non conventional,58,60,28,30,-477523.81,0.05,0.0,-335.36,141.525,6.257,22.618667092856004,,,-21111.502632123484,-477514.0498659544,-1744,0.002272507808531864,0.051342759176527863,22.59299571326774,0.0
,Mixed / non conventional,61,63,10,12,-1433165.75,0.14,0.0,222.52,49.701,3.608,13.775221729490022,,,-104023.63054750494,-1432948.5758984322,-664,0.013450986186673217,0.1840524735619784,13.683195492709032,0.0
,Mixed / non conventional,61,63,12,14,-1650772.25,0.16,0.0,-297.16,64.558,3.608,17.893015521064303,,,-92247.37048551715,-1650583.6318747276,-795,0.001171231062082083,0.020944590095336224,17.882543226016637,0.0
,Mixed / non conventional,61,63,14,16,-1261677.75,0.16,0.0,240.11,55.92,3.608,15.498891352549888,,,-81394.73866369428,-1261528.2112177894,-914,-0.01087111816369805,-0.1694111234706348,15.583596914285206,0.0
,Mixed / non conventional,61,63,16,18,3637097.0,0.15,0.0,-229.68,-183.69,3.608,-50.91186252771618,,,-71428.03597018299,3636534.347938723,-1033,0.011554264237057115,0.5848702397984482,-50.61942740781696,0.0
,Mixed / non conventional,61,63,18,20,-872961.0,0.14,0.0,486.43,50.541,3.608,14.008037694013302,,,-62309.563293135114,-872834.7113077443,-1152,0.007811252833249013,0.10899463181234381,13.95354037810713,0.0
,Mixed / non conventional,61,63,20,22,-1232278.75,0.15,0.0,-248.96,82.322,3.608,22.816518847006652,,,-54001.6215207197,-1232129.0151964212,-1271,0.00040247188292160145,0.009181159722750465,22.811928267145277,0.0
,Mixed / non conventional,61,63,22,24,-1012673.31,0.15,0.0,-94.35,78.62,3.608,21.79046563192905,,,-46466.51154108182,-1012526.9227715778,-1380,-0.0045961023587767075,-0.1003818932178504,21.840656578537974,0.0
,Mixed / non conventional,61,63,24,26,2575231.5,0.16,0.0,-306.91,-234.206,3.608,-64.91297117516629,,,-39666.53424238932,2574872.593894965,-1499,0.010665184166080173,0.6886365744058338,-64.56865288796337,0.0
,Mixed / non conventional,61,63,26,28,-482601.13,0.15,0.0,460.64,51.871,3.608,14.376662971175167,,,-33563.99051278921,-482538.17957009125,-1618,0.007090042889404708,0.10157108539625703,14.325877428477039,0.0
,Mixed / non conventional,61,63,28,30,-928588.06,0.15,0.0,-333.58,119.122,3.608,33.01607538802661,,,-28121.181240446072,-928451.0398349271,-1737,-0.00036664242965815436,-0.012107313625485006,33.022129044839346,0.0
,Mixed / non conventional,19,21,11,13,-84592.7,1.66,0.0,228.24,95.411,0.425,224.4964705882353,,,-376.99111843077526,-84633.17553082047,-697,-0.01316723639659956,-2.975588235294083,225.98426470588234,0.0
,Mixed / non conventional,19,21,13,15,-23.57,0.27,0.0,164.85,2.253,14.414,0.15630636880810325,,,-150.79644737231,-23.57044511792802,-822,-1.0031842409817073,-0.3146099658532513,0.3136113517347289,0.0
,Mixed / non conventional,19,21,15,17,8701.11,0.47,0.0,-463.11,-101.595,0.44,-230.89772727272728,,,-37.699111843077524,8704.639244766957,-941,0.004140271360383409,0.9540043290043627,-230.4207251082251,0.0
,Mixed / non conventional,22,24,11,13,19276.1,0.06,0.0,194.18,-120.989,6.344,-19.07140605296343,,,-1010.8074362925171,19277.519058889557,-690,-0.0013802139817994366,-0.02634079925658739,-19.084576452591723,0.0
,Mixed / non conventional,22,24,13,15,-83500.12,0.06,0.0,158.24,973.332,6.344,153.42559899117276,,,-544.2809272344314,-83506.62728041355,-815,-0.003642306672314393,-0.5598426422049556,153.70552031227524,0.0
,Mixed / non conventional,22,24,15,17,30648.29,0.07,0.0,-430.38,-785.963,6.344,-123.89076292559898,,,-247.400421470196,30650.62696405732,-934,0.03124826891489205,3.8118155571779226,-121.98485514701002,0.0
,Mixed / non conventional,22,24,17,19,627.6,0.15,0.0,203.56,-48.284,6.344,-7.610970996216897,,,-82.46680715673212,627.6524774205002,-1053,0.0066511204022465745,0.05045369766489127,-7.585744147384451,0.0
,Mixed / non conventional,22,24,19,21,430.14,0.1,0.0,-48.94,-231.645,6.344,-36.5140290037831,,,-11.780972450961722,430.17076976718596,-1172,-0.0007760839840982286,-0.02834895368919632,-36.528203480627695,0.0
,Mixed / non conventional,22,24,21,23,1534.19,0.05,0.0,289.07,1032.775,6.344,162.79555485498108,,,9.424777960769378,1534.311957508448,-1291,0.0003535467857122141,0.05754567260342469,162.76678201867935,0.0
,Mixed / non conventional,39,41,11,13,1869716.0,0.68,0.0,180.34,-61.795,0.567,-108.98589065255733,,,-17153.095888600008,1869445.4328677913,-717,-0.031888688712230044,-3.531728232150158,-110.75175476863241,0.0
,Mixed / non conventional,39,41,13,15,1215479.25,0.69,0.0,153.19,-50.215,0.567,-88.56261022927691,,,-13722.476710880474,1215298.3563260373,-842,-0.05110634099814064,-4.644800332903671,-90.88501039572876,0.0
,Mixed / non conventional,39,41,15,17,-3382176.0,0.69,0.0,-396.95,177.836,0.567,313.64373897707236,,,-10781.945987120022,-3381689.852849165,-961,-0.03118946866459613,-9.937351932018544,318.6124149430816,0.0
,Mixed / non conventional,39,41,17,19,817575.06,0.68,0.0,185.39,-55.885,0.567,-98.5626102292769,,,-8293.804605477077,817459.0306474188,-1070,-0.03776922464532407,-3.794287006538468,-100.45975373254613,0.0
,Mixed / non conventional,39,41,19,21,787989.06,0.71,0.0,-74.54,-71.817,0.567,-126.66137566137566,,,-6220.353454107836,787878.5255972883,-1189,-0.036836060461738394,-4.75325162413769,-129.0380014734445,0.0
,Mixed / non conventional,39,41,21,23,552509.44,0.68,0.0,298.25,-69.239,0.567,-122.1146384479718,,,-4523.893421169273,552433.609503244,-1308,-0.045070543432561165,-5.630661605134961,-124.92996925053927,0.0
,Mixed / non conventional,39,41,23,25,-1306732.0,0.69,0.0,-384.87,233.937,0.567,412.5873015873016,,,-3166.7253948185225,-1306550.6855161565,-1427,0.0033868133643508353,1.394993894993945,411.88980463980465,0.0
,Mixed / non conventional,39,41,25,27,289587.69,0.69,0.0,287.8,-77.764,0.567,-137.14991181657848,,,-2111.150263212339,289544.0724311187,-1546,-0.03780498577011791,-5.284847252181663,-139.7923354426693,0.0
,Mixed / non conventional,39,41,27,29,200515.88,0.69,0.0,-372.23,-86.153,0.567,-151.94532627865965,,,-1319.46891450771,200487.13472942286,-1665,-0.037781513364645566,-5.851259087194023,-154.87095582225666,0.0
,Mixed / non conventional,39,41,29,31,145156.56,0.7,0.0,500.33,-109.143,0.567,-192.49206349206352,,,-753.9822368615518,145135.5966098419,-1784,-0.04823596258603068,-9.514510765362218,-197.24931887474463,0.0
,Mixed / non conventional,42,44,11,13,-804702.56,0.05,0.0,193.8,240.488,6.963,34.53798650007181,,,-23300.40731351191,-804749.1532402488,-710,0.010389521907864253,0.3569787481338267,34.3594971260049,0.0
,Mixed / non conventional,42,44,13,15,-274120.34,0.06,0.0,163.33,100.125,6.963,14.37957776820336,,,-19063.969620146378,-274131.8337235611,-835,-0.00594135921073435,-0.0856887907627133,14.422422163584717,0.0
,Mixed / non conventional,42,44,15,17,1518705.63,0.04,0.0,-434.48,-687.855,6.963,-98.78716070659199,,,-15374.169048504882,1518770.5085249643,-954,0.02462368397650927,2.4029194614558094,-97.58570097586409,0.0
,Mixed / non conventional,42,44,17,19,-571043.06,0.06,0.0,192.1,326.112,6.963,46.83498492029298,,,-12193.306486745501,-571073.3254352361,-1073,0.00648219532025281,0.3026127226870088,46.68367855894948,0.0
,Mixed / non conventional,42,44,19,21,-406621.97,0.03,0.0,-60.79,298.558,6.963,42.877782564986354,,,-9483.682823024179,-406639.2900009267,-1192,0.0025001788287938747,0.1070682792720703,42.82424842535032,0.0
,Mixed / non conventional,42,44,21,23,-104619.26,0.03,0.0,321.78,101.074,6.963,14.515869596438316,,,-7207.598945498374,-104624.56639628072,-1311,-0.0041957210510223985,-0.06103257747472668,14.54638588517568,0.0
