Unnamed: 0,El-array,a,b,m,n,Rho,dev,ip,sp,vp,i,resist,resError,phaseError,K,app,irecip,reciprocalErrRel,recipError,recipMean,reci_IP_err,resist0,recipMean0,resInvError
,Mixed / non conventional,1,3,9,11,-172497.09,0.24,0.0,-50.15,994.026,2.172,457.65469613259665,,,-376.99111843077526,-172531.7557501242,9949,-0.003439739826688125,-1.5715102918886146,456.8689409866523,0.0,450.10974106041925,449.9325902865195,-1.29303
,Mixed / non conventional,1,3,11,13,-16626.26,0.23,0.0,54.9,47.905,2.172,22.055709023941066,,,-753.9822368615518,-16629.6128254386,9950,-0.033969759708227354,-0.7367141346736013,21.687351956604267,0.0,23.635018495684342,23.435664260479072,1.32444
,Mixed / non conventional,1,3,13,15,26525.39,0.08,0.0,-1.35,-48.428,2.409,-20.102947281029472,,,-1319.46891450771,26525.21402730568,9951,-0.0017275690933462808,-0.03469925772527205,-20.085597652166836,0.0,-20.452938758734074,-20.525018152556743,0.77439
,Mixed / non conventional,1,3,15,17,591922.0,0.08,0.0,-135.19,-675.421,2.409,-280.3740141137402,,,-2111.150263212339,591911.6736941226,9952,0.04154353268749691,11.894803090560913,-286.32141565902066,0.0,-283.1405672009864,-281.87256103320544,-0.6523
,Mixed / non conventional,1,3,17,19,-650519.5,0.29,0.0,7.52,135.202,0.658,205.47416413373858,,,-3166.7253948185225,-650680.2535414192,9953,0.0031136800494699682,0.6407783949970565,205.79455333123713,0.0,209.49609535552818,209.94684571666966,-0.10481
,Mixed / non conventional,1,3,19,21,-311118.81,0.32,0.0,46.22,45.263,0.658,68.7887537993921,,,-4523.893421169273,-311192.9907635027,9954,0.009107574134146241,0.6293646675068629,69.10343613314552,0.0,67.00246609124538,67.24914507234874,-1.17989
,Mixed / non conventional,1,3,22,24,48016.53,0.11,0.0,-38.52,-50.138,7.526,-6.661971830985915,,,-7207.598945498374,48016.82114395395,9957,-0.02532748090853658,-0.16662092027390418,-6.5786613708489625,0.0,-7.20065695515567,-7.109783211420601,0.51451
,Mixed / non conventional,1,3,24,26,1220236.75,0.12,0.0,-72.38,-968.351,7.526,-128.66741961201168,,,-9483.682823024179,1220240.9972572797,9958,0.046033711316675587,6.062580387988305,-131.69870980600584,0.0,-129.6035418451871,-128.9699843796701,-0.80992
,Mixed / non conventional,1,3,26,28,-1078426.75,0.19,0.0,123.55,139.169,1.574,88.4174078780178,,,-12193.306486745501,-1078100.5530202573,9959,0.015455464165639015,1.3771745147587353,89.10599513539717,0.0,92.00199942873465,91.98388539263746,-0.1673
,Mixed / non conventional,1,3,28,30,-471911.69,0.19,0.0,-42.62,48.299,1.574,30.685514612452348,,,-15374.169048504882,-471764.2889922092,9960,-0.0034699842430403697,-0.10629383323157171,30.632367695836564,0.0,28.063410454155957,28.04720255026761,-1.38737
,Mixed / non conventional,1,3,30,32,-30903.74,0.18,0.0,23.28,50.516,31.163,1.6210249334146263,,,-19063.969620146378,-30903.17008411624,9961,-0.015334171584506333,-0.024667943234644385,1.6086909617973042,0.0,0.3305183837858906,0.3280411780745819,-3.84227
,Mixed / non conventional,1,3,32,34,2307266.0,0.19,0.0,-174.25,-3085.833,31.163,-99.02233417835254,,,-23300.40731351191,2307260.719490306,9962,0.03224253677551727,3.2450455007918464,-100.64485692874845,0.0,-97.35078602052748,-95.30769228033674,-0.91623
,Mixed / non conventional,1,3,34,36,-1520283.75,0.12,0.0,94.52,99.259,1.836,54.06263616557734,,,-28121.181240446072,-1520305.1899484948,9963,0.004142160558990564,0.224400871459693,54.174836601307184,0.0,54.27404818833916,54.24152236406577,-0.37516
,Mixed / non conventional,1,3,36,38,-890255.81,0.12,0.0,-2.56,48.7,1.836,26.525054466230937,,,-33563.99051278921,-890286.6764557923,9964,-0.0030226310709939993,-0.08005446623093704,26.485027233115467,0.0,25.36784991723377,25.346994867431473,-0.79167
,Mixed / non conventional,1,3,38,40,-434344.53,0.08,0.0,18.29,50.198,4.584,10.950698080279233,,,-39666.53424238932,-434376.24037946324,9965,0.0035556495935772773,0.03900619135274752,10.970201175955607,0.0,9.305683281221262,9.309748974322968,-1.64516
,Mixed / non conventional,1,3,40,42,3627301.0,0.06,0.0,-111.71,-357.867,4.584,-78.06871727748693,,,-46466.51154108182,3627580.9523718,9966,0.00586237835823356,0.45901381495004046,-78.29822418496195,0.0,-75.44252345043222,-74.31556294638301,-0.8058
,Mixed / non conventional,1,3,25,27,-1236009.13,0.08,0.0,108.44,94.102,0.821,114.6187576126675,,,-10781.945987120022,-1235813.2536905827,9967,-0.003336077514697377,-0.3817403024144994,114.42788746146024,0.0,119.93924006303624,119.70061164759213,0.2374
,Mixed / non conventional,1,3,27,29,-781907.13,0.07,0.0,-34.31,46.773,0.821,56.97076735688186,,,-13722.476710880474,-781780.0282558008,9968,-0.002119665426788549,-0.12063111709984042,56.910451798331934,0.0,56.53528278760287,56.327681042626125,-0.7159
,Mixed / non conventional,1,3,29,31,-202561.73,0.14,0.0,36.03,50.071,4.24,11.809198113207547,,,-17153.095888600008,-202564.30760332334,9969,-0.007723775812513675,-0.0908607048945882,11.763767760760253,0.0,8.861845561197688,8.856892122348167,-1.93983
,Mixed / non conventional,1,3,31,33,2874677.25,0.13,0.0,-153.59,-577.351,4.24,-136.1676886792453,,,-21111.502632123484,2874704.517962058,9970,0.02826929935969832,3.9045546667622943,-138.11996601262643,0.0,-134.48853090527052,-131.9870240733249,-0.89187
,Mixed / non conventional,1,3,33,35,-1689627.5,0.19,0.0,170.49,77.014,1.168,65.93664383561644,,,-25635.396053292803,-1690311.9791509348,9971,-0.020276090348867116,-1.3235194477613845,65.27488411173574,0.0,66.30117317457538,65.72793000889341,-0.30643
,Mixed / non conventional,1,3,35,37,-1261964.63,0.15,0.0,-88.63,47.934,1.168,41.03938356164384,,,-30762.475263951364,-1262473.021662881,9972,-0.0015220426291353876,-0.062416191202380844,41.008175466042644,0.0,40.40185606723866,40.18188559618734,-0.42585
,Mixed / non conventional,1,3,37,39,-631687.56,0.25,0.0,70.71,49.458,2.86,17.293006993006994,,,-36530.43937594186,-631721.1435857806,9973,-0.011837207883336538,-0.20349650349650616,17.191258741258743,0.0,15.551567151111888,15.501671388308162,-1.32632
,Mixed / non conventional,1,3,39,41,3957127.0,0.25,0.0,-123.2,-263.348,2.86,-92.07972027972029,,,-42976.98750110756,3957308.987567019,9974,0.016269830384351702,1.5104084756445104,-92.83492451754255,0.0,-89.64979863421468,-87.4703538625619,-0.80749
,Mixed / non conventional,1,3,41,43,-1803800.38,0.11,0.0,123.51,60.448,1.68,35.98095238095238,,,-50139.81875129532,-1804078.4308799403,9975,-0.013764502706924017,-0.4918747110494692,35.73501502542764,0.0,35.32236035720539,35.140679531213834,-0.34969
,Mixed / non conventional,1,3,43,45,-1685207.5,0.05,0.0,29.73,48.773,1.68,29.031547619047622,,,-58056.632238336875,-1685473.8834288123,9976,-0.004768951205642209,-0.13812068860728743,28.962487274743978,0.0,28.294169147259673,28.13085080739607,-0.71313
,Mixed / non conventional,1,3,42,44,-1885421.75,0.18,0.0,82.17,78.267,2.242,34.909455842997325,,,-54001.6215207197,-1885167.2219278184,9977,0.00025434166447449804,0.00888005838942263,34.913895872192036,0.0,34.24074074074074,34.12207169362179,-0.62009
,Mixed / non conventional,1,3,44,46,-1367545.13,0.16,0.0,-98.79,49.199,2.242,21.944246208742193,,,-62309.563293135114,-1367336.3980637619,9978,-0.011465979827213868,-0.25017801630874814,21.819157200587817,0.0,21.22010582010582,21.186570540005654,-0.7768
,Mixed / non conventional,1,3,46,48,-788184.75,0.06,0.0,41.48,50.233,4.552,11.0353690685413,,,-71428.03597018299,-788234.7387720128,9979,-0.005118114975294514,-0.056336120317080685,11.00720100838276,0.0,9.586067019400353,9.585360040312422,-1.4806
,Mixed / non conventional,1,3,48,50,4802223.0,0.05,0.0,-42.23,-268.594,4.552,-59.00571177504394,,,-81394.73866369428,4802754.48959497,9980,0.003760973251619485,0.22233700544386892,-59.11688027776587,0.0,-56.399647266313934,-55.519844932411495,-0.85017
,Mixed / non conventional,1,3,50,52,-2167371.25,0.14,0.0,81.12,67.502,2.873,23.495301079011483,,,-92247.37048551715,-2167379.7433043434,9981,0.0021323410211963136,0.05015346644306007,23.520377812233015,0.0,22.8657848324515,22.861132440970568,-0.55297
,Mixed / non conventional,1,3,52,54,-1795336.38,0.13,0.0,-17.65,49.583,2.873,17.25826662025757,,,-104023.63054750494,-1795267.55079601,9982,-0.007153973193687989,-0.12302511757420476,17.196754061470465,0.0,16.626278659611994,16.59289924977932,-0.80653
,Mixed / non conventional,1,3,54,56,-1181536.63,0.18,0.0,50.9,50.357,4.976,10.119975884244372,,,-116761.21796148103,-1181620.709985189,9983,-0.005996990423782261,-0.060507965621523496,10.08972190143361,0.0,8.932804232804234,8.94833604620253,-1.38483
,Mixed / non conventional,1,3,56,58,5882513.0,0.17,0.0,-33.76,-224.332,4.976,-45.08279742765273,,,-130497.83183930282,5883207.317559179,9984,0.0011800637622283255,0.053231984111974384,-45.109413419708716,0.0,-42.613227513227514,-42.249223170321436,-0.98564
,Mixed / non conventional,1,3,58,60,-2437442.5,0.2,0.0,43.91,60.585,3.611,16.777900858487953,,,-145271.17129280564,-2437345.309547114,9985,-0.006991235866932021,-0.1168896606596519,16.719456028158127,0.0,16.249911816578482,16.232913333529993,-0.59084
,Mixed / non conventional,1,3,60,62,-2233040.75,0.22,0.0,82.7,50.044,3.611,13.858764885073386,,,-161118.93543384274,-2232909.4447109457,9986,-0.010902340735453696,-0.15027380881594787,13.783627980665411,0.0,13.316049382716049,13.269978897960794,-0.84784
,Mixed / non conventional,1,3,45,47,-1047055.25,0.15,0.0,-1.0,49.798,3.175,15.684409448818899,,,-66765.12707409254,-1047171.5899324915,9987,-0.007335867222049812,-0.11463825964712981,15.627090318995334,0.0,14.585223590408297,14.562068085182826,-1.24956
,Mixed / non conventional,1,3,47,49,4852128.5,0.14,0.0,-155.32,-201.923,3.175,-63.597795275590556,,,-76303.00237038826,4852702.723664854,9988,-0.0015490319784406943,-0.09843877623406172,-63.548575887473525,0.0,-61.370706416072586,-60.64689166957476,-0.77344
,Mixed / non conventional,1,3,49,51,-1857824.38,0.1,0.0,128.12,50.087,2.338,21.42301112061591,,,-86707.95723907575,-1857545.5321786087,9989,-0.013749338319365298,-0.29254110440845693,21.276740568411682,0.0,20.843378699503134,20.7079219256538,-0.51936
,Mixed / non conventional,1,3,51,53,-2070925.88,0.12,0.0,-100.66,49.393,2.338,21.12617621899059,,,-98017.69079200295,-2070739.0082503855,9990,-0.0048664977832367515,-0.10256093346032102,21.07489575226043,0.0,20.456038021170883,20.39784173419543,-0.72456
,Mixed / non conventional,1,3,53,55,-1581355.0,0.09,0.0,93.69,49.906,3.48,14.34080459770115,,,-110269.90214100706,-1581359.1196118097,9991,-0.008260967804885855,-0.11798160396181956,14.28181379572024,0.0,13.437243465111257,13.37939176377311,-0.84831
,Mixed / non conventional,1,3,55,57,5782681.0,0.09,0.0,-86.64,-162.951,3.48,-46.824999999999996,,,-123502.29039791677,5782994.747882453,9992,0.0025126064163491744,0.1178007889546393,-46.883900394477315,0.0,-44.83776193562325,-44.409539330800946,-0.83248
,Mixed / non conventional,1,3,57,59,-1799259.0,0.05,0.0,190.57,50.065,3.833,13.06157057135403,,,-137752.55467460307,-1799264.7142666327,9993,-0.0008681018293028194,-0.011333853836935859,13.055903644435563,0.0,12.673363577446533,12.736265055272394,-0.78185
,Mixed / non conventional,1,3,59,61,-2403891.0,0.04,0.0,-101.2,60.205,3.833,15.707018001565352,,,-153058.3940828975,-2404090.9511507545,9994,-0.009076634976149163,-0.14192277833712907,15.636056612396787,0.0,15.224454525815514,15.173942744079305,-0.42559
,Mixed / non conventional,1,3,61,63,-1981074.63,0.28,0.0,-7.41,50.186,4.293,11.69019333799208,,,-169457.50773463448,-1980991.0279921652,9995,-0.005785644430117311,-0.0674402094369011,11.65647323327363,0.0,10.976236768200476,10.975732657176026,-1.12554
,Mixed / non conventional,1,3,63,65,6560843.0,0.28,0.0,182.48,-150.639,4.293,-35.08944793850454,,,-186987.59474166078,6561291.470833692,9996,-0.0011636194706052037,-0.04080702291083327,-35.06904442704912,0.0,-33.67357960682653,-33.52424743053191,-0.61662
,Mixed / non conventional,1,3,62,64,-1469738.63,0.0,0.0,-82.12,50.421,6.109,8.253560320838108,,,-178078.8233742606,-1469784.310583335,9997,-0.00774642901189453,-0.0636889382014516,8.221715851737383,0.0,7.272368939692551,7.27140420191088,-1.40599
,Mixed / non conventional,1,3,64,66,6820484.0,0.04,0.0,60.42,-212.356,6.109,-34.76117204125061,,,-196188.53422584434,6819743.390745359,9998,-0.0005649093031634604,-0.019631364504746784,-34.75135635899824,0.0,-32.900932860333725,-32.687170304099894,-0.90242
,Mixed / non conventional,1,3,66,68,-2595777.75,0.23,0.0,12.34,54.353,4.512,12.046320921985817,,,-215485.76710056214,-2595810.7046136647,9999,-0.006886068720702571,-0.08266716780121897,12.004987338085208,0.0,11.682170542635658,11.65262452116411,-0.28249
,Mixed / non conventional,1,3,68,70,-2638011.5,0.25,0.0,-28.76,50.435,4.512,11.17796985815603,,,-236008.22111010205,-2638092.7818457447,10000,-0.00749671565831704,-0.08348512952496101,11.13622729339355,0.0,10.84850873735383,10.836992257950271,-0.54707
,Mixed / non conventional,1,3,70,72,-1562479.38,0.05,0.0,137.79,51.19,8.446,6.060857210513853,,,-257793.595366438,-1562450.1713009663,10001,-0.007108776885006578,-0.042932682211966444,6.039390869407869,0.0,5.955853370122192,5.938030761383732,-0.29524
,Mixed / non conventional,1,3,72,2,3182859.25,0.16,0.0,67.02,-1746.922,8.446,-206.8342410608572,,,-15390.662409933262,3183315.97898241,10002,0.04129958060850604,8.722280678273222,-211.19538139999383,0.0,,,1.21862
,Mixed / non conventional,1,3,65,67,-1926998.0,0.1,0.0,-91.77,50.643,5.406,9.367924528301888,,,-205686.35421583112,-1926854.2427954748,10003,-0.008916280082396914,-0.08315631638135734,9.32634637011121,0.0,9.183281412253375,9.16740468303135,-0.11546
,Mixed / non conventional,1,3,67,69,-2751116.0,0.08,0.0,-0.19,65.921,5.406,12.19404365519793,,,-225591.48526898434,-2750872.4196109357,10004,-0.006596824056431324,-0.0801775020924893,12.153954904151686,0.0,11.866908965039805,11.848320616855272,-0.50179
,Mixed / non conventional,1,3,69,71,-2215475.25,0.1,0.0,-4.44,50.593,5.634,8.97994320198793,,,-246740.68701293864,-2215717.3549956703,10005,-0.009115032859247073,-0.08148112579079658,8.939202639092532,0.0,8.75147109726549,8.732050427525479,-0.33871
,Mixed / non conventional,2,4,3,5,4457.48,2.75,0.0,-759.05,89.247,0.189,472.2063492063492,,,9.424777960769378,4450.4399929353685,10006,0.03601593610360038,17.3188306497658,480.8657645312321,0.0,424.1459984152139,421.0952899565056,-2.00249
,Mixed / non conventional,2,4,5,7,2401.71,0.6,0.0,1.43,-38.47,0.189,-203.54497354497354,,,-11.780972450961722,2397.9577258650656,10007,0.013025077076506032,2.6685681216931414,-204.8792576058201,0.0,-188.97404912836768,-188.11007567924207,-1.98215
,Mixed / non conventional,2,4,7,9,43570.14,1.33,0.0,-194.9,-66.348,0.126,-526.5714285714286,,,-82.46680715673212,43424.664454244936,10008,-0.010600172674068207,-5.552320291173828,-523.7952684258416,0.0,-467.99722662440564,-466.92645938382225,-1.72685
,Mixed / non conventional,2,4,11,13,-112814.27,0.04,0.0,58.64,525.696,2.536,207.29337539432177,,,-544.2809272344314,-112825.83056917651,10010,0.02550783313079048,5.355913705204301,209.9713322469239,0.0,190.72820919175913,190.1566619988883,-1.32165
,Mixed / non conventional,2,4,13,15,19158.03,0.03,0.0,-1.88,-48.07,2.536,-18.95504731861199,,,-1010.8074362925171,19159.902784929534,10011,-0.014308900260299698,-0.26929919385872836,-18.820397721682625,0.0,-19.24702852614897,-19.183855668394056,1.27868
,Mixed / non conventional,2,4,15,17,586000.38,1.52,0.0,-146.42,-92.376,0.266,-347.2781954887218,,,-1684.6790604875298,585052.3041037446,10012,0.0011953087360318665,0.4153528983750334,-347.48587193790934,0.0,-325.66164817749603,-324.4265883613079,-1.20987
,Mixed / non conventional,2,4,17,19,-412649.28,1.54,0.0,8.86,42.09,0.266,158.2330827067669,,,-2603.594911662535,-411974.8489920154,10013,-0.04766462491298976,-7.366558414188177,154.5498034996728,0.0,157.3801505546751,157.25725315123978,0.34247
,Mixed / non conventional,2,4,21,23,-74532.98,0.15,0.0,99.0,49.24,3.52,13.988636363636363,,,-5327.355742324881,-74522.44225911282,10015,-0.03431432831160077,-0.47191395560960814,13.75267938583156,0.0,9.74742472266244,9.590801330658712,-2.259
,Mixed / non conventional,2,4,6,8,2801.32,0.44,0.0,-31.61,-45.636,0.614,-74.32573289902281,,,-37.699111843077524,2802.0141173789675,10016,-0.010128245040711584,-0.7489962269711157,-73.95123478553725,0.0,-68.67718665464382,-68.65548752527413,-1.64355
,Mixed / non conventional,2,4,10,12,-141880.47,0.23,0.0,38.9,549.27,1.459,376.47018505825906,,,-376.99111843077526,-141925.91612095403,10018,-0.007177379783354918,-2.692407280481291,375.1239814180184,0.0,363.6943192064923,364.2521715364204,-0.29442
,Mixed / non conventional,2,4,12,14,-24346.05,0.24,0.0,-44.72,47.126,1.459,32.30020562028786,,,-753.9822368615518,-24353.78128467271,10019,0.010482531035717104,0.3403718873109227,32.47039156394332,0.0,24.568079350766457,24.72470440882066,-2.32424
,Mixed / non conventional,2,4,14,16,30686.43,0.16,0.0,-72.96,-48.075,2.067,-23.258345428156748,,,-1319.46891450771,30688.663795335342,10020,0.0016091412263279875,0.03745609856080989,-23.277073477437153,0.0,-22.150586113615873,-22.23649882351829,-0.71015
,Mixed / non conventional,2,4,18,20,-593343.75,0.18,0.0,177.51,122.768,0.655,187.4320610687023,,,-3166.7253948185225,-593545.8675894357,10022,-0.011805162920987624,-2.199682214076745,186.33221996166392,0.0,184.92560865644725,185.21344563737887,0.02744
,Mixed / non conventional,2,4,20,22,-316244.84,0.13,0.0,-4.43,45.804,0.655,69.92977099236641,,,-4523.893421169273,-316354.83093624027,10023,0.0030618324112717445,0.21444153135274746,70.03699175804279,0.0,58.303426510369704,58.51288771356569,-1.95833
,Mixed / non conventional,2,4,23,25,1778051.5,0.31,0.0,-117.16,-108.688,0.441,-246.45804988662132,,,-7207.598945498374,1776370.7804723973,10026,0.031226706541595633,7.818140589569168,-250.3671201814059,0.0,-231.35513078470825,-230.92971887708396,-1.26889
,Mixed / non conventional,2,4,25,27,-965409.63,0.3,0.0,108.55,44.85,0.441,101.70068027210884,,,-9483.682823024179,-964496.9945864726,10027,-0.03102179956003426,-3.106749636270692,100.1473054539735,0.0,101.71478873239437,101.98696110017919,0.34526
,Mixed / non conventional,2,4,27,29,-1116607.75,0.29,0.0,-32.14,139.707,1.526,91.55111402359108,,,-12193.306486745501,-1116310.7924926302,10028,0.013221452338139223,1.2184938195461825,92.16036093336417,0.0,87.03018108651911,87.16890329295558,-1.19062
,Mixed / non conventional,2,4,29,31,-485394.78,0.28,0.0,35.98,48.166,1.526,31.56356487549148,,,-15374.169048504882,-485263.582169257,10029,-0.009446280562643261,-0.2967566660081111,31.415186542487426,0.0,25.0125754527163,25.12375044518244,-1.89056
,Mixed / non conventional,2,4,31,33,3394879.25,0.52,0.0,-148.97,-128.78,0.723,-178.11894882434302,,,-19063.969620146378,3395654.2291596825,10030,0.030721128916523927,5.5573796780724365,-180.89763866337924,0.0,-163.8923541247485,-160.36060013929733,-1.4339
,Mixed / non conventional,2,4,33,35,-1498516.25,0.56,0.0,171.04,46.509,0.723,64.32780082987553,,,-23300.40731351191,-1498863.9609185692,10031,-0.03247786239254214,-2.055844742051171,63.299878458849946,0.0,61.89134808853119,61.59999708662225,-0.51174
,Mixed / non conventional,2,4,35,37,-1650403.25,0.53,0.0,-87.14,85.159,1.451,58.68986905582357,,,-28121.181240446072,-1650428.4446968623,10032,0.004724216235892077,0.27792010962298264,58.82882911063506,0.0,54.94718309859155,55.10717252997928,-0.86154
,Mixed / non conventional,2,4,37,39,-1111682.63,0.54,0.0,70.96,48.061,1.451,33.122674017918676,,,-33563.99051278921,-1111729.116495632,10033,-0.01271024023943755,-0.41833855238918005,32.91350474172408,0.0,28.345070422535212,28.358936691378617,-1.59576
,Mixed / non conventional,2,4,39,41,4837179.0,0.37,0.0,-122.84,-154.362,1.266,-121.92890995260663,,,-39666.53424238932,4836497.281772275,10034,0.014199071155195118,1.7436564190747674,-122.80073816214401,0.0,-111.58501006036217,-110.46962921318763,-1.30978
,Mixed / non conventional,2,4,41,43,-1757353.88,0.37,0.0,123.73,47.873,1.266,37.814375987361764,,,-46466.51154108182,-1757102.1382355525,10035,-0.024453175418128633,-0.9135124295033847,37.35761977261007,0.0,35.556338028169016,35.5373571654833,-0.54301
,Mixed / non conventional,2,4,26,28,-1141589.63,0.45,0.0,124.3,75.231,0.711,105.81012658227849,,,-10781.945987120022,-1140839.069700459,10036,-0.014798922878936,-1.5543743698891035,105.03293939733393,0.0,105.3487526846192,105.21607385032836,-0.33598
,Mixed / non conventional,2,4,28,30,-895595.44,0.43,0.0,-41.72,46.373,0.711,65.22222222222223,,,-13722.476710880474,-895010.4254763154,10037,-0.006987100252389229,-0.45412768751026533,64.9951583784671,0.0,57.643482570626134,57.58879229176216,-1.61887
,Mixed / non conventional,2,4,30,32,-143624.59,0.03,0.0,22.84,50.453,6.026,8.372552273481581,,,-17153.095888600008,-143615.19197934555,10038,-0.020156473755229103,-0.16707728570253622,8.289013630630313,0.0,6.121923013381794,6.089170131200868,-2.36369
,Mixed / non conventional,2,4,32,34,3028219.25,0.0,0.0,-112.19,-864.298,6.026,-143.42814470627283,,,-21111.502632123484,3027983.654487067,10039,0.020523112339360165,2.9741109328248854,-144.91520017268527,0.0,-134.07335205683134,-132.56945380619345,-1.29552
,Mixed / non conventional,2,4,34,36,-1633842.0,0.18,0.0,94.97,66.45,1.043,63.710450623202306,,,-25635.396053292803,-1633242.6344595463,10040,-0.00518733620393654,-0.32963256960569254,63.54563433839946,0.0,61.34478770857426,61.29986517476553,-0.66052
,Mixed / non conventional,2,4,36,38,-1417303.38,0.18,0.0,-2.37,48.035,1.043,46.05465004793864,,,-30762.475263951364,-1416755.0328896488,10041,-0.011336439726528745,-0.519153090534985,45.795073502671144,0.0,41.87097307120436,41.69106570669676,-1.29188
,Mixed / non conventional,2,4,38,40,-776623.63,0.2,0.0,18.41,49.0,2.305,21.25813449023861,,,-36530.43937594186,-776568.9932412803,10042,-0.00043374539145517457,-0.009218618599408757,21.253525180938908,0.0,17.550470840905337,17.537643421962386,-1.85873
,Mixed / non conventional,2,4,40,42,4772337.5,0.2,0.0,-111.07,-255.938,2.305,-111.03600867678958,,,-42976.98750110756,4771993.157075256,10043,0.013538410867069353,1.5134962737054565,-111.79275681364231,0.0,-101.81992400462582,-99.72532389300716,-1.34494
,Mixed / non conventional,2,4,42,44,-2089804.88,0.23,0.0,81.84,60.13,1.443,41.67013167013167,,,-50139.81875129532,-2089332.8492830128,10044,-0.009982846844093564,-0.4139204900074489,41.46317142512794,0.0,39.296547166694204,39.222016969590484,-0.83499
,Mixed / non conventional,2,4,44,46,-1951473.0,0.25,0.0,-98.86,48.493,1.443,33.6056826056826,,,-58056.632238336875,-1951032.7561563894,10045,-0.007588433303242352,-0.25405055820485956,33.478657326580176,0.0,30.940194944655545,30.777570375921613,-1.2999
,Mixed / non conventional,2,4,43,45,-2145567.25,0.16,0.0,30.44,74.401,1.873,39.72290443139349,,,-54001.6215207197,-2145101.2508078306,10046,-0.007933472318242147,-0.3138954223844834,39.56595672020124,0.0,36.91360878358856,36.85069506703543,-1.16643
,Mixed / non conventional,2,4,45,47,-1626305.75,0.16,0.0,-0.74,48.875,1.873,26.094500800854245,,,-62309.563293135114,-1625936.9492535924,10047,-0.009989650974564333,-0.25937940051545283,25.96481110059652,0.0,23.02455937590292,22.972726319291354,-1.53289
,Mixed / non conventional,2,4,47,49,6007889.5,0.33,0.0,-156.1,-171.628,2.041,-84.09015188633023,,,-71428.03597018299,6006394.393674946,10048,0.005154741720289925,0.4345830960019299,-84.30744343433119,0.0,-77.31724934989889,-76.28711073072634,-1.28127
,Mixed / non conventional,2,4,49,51,-1954712.88,0.35,0.0,128.35,49.005,2.041,24.010289073983344,,,-81394.73866369428,-1954311.2044166285,10049,-0.02003366691133262,-0.47624368012486684,23.77216723392091,0.0,22.514013290956374,22.434925628798283,-0.81117
,Mixed / non conventional,2,4,51,53,-2608614.75,0.0,0.0,-99.94,62.807,2.221,28.278703286807744,,,-92247.37048551715,-2608636.0189481657,10050,-0.00854284224052118,-0.2405529977904024,28.158426787912543,0.0,26.090725223923723,26.057044854952515,-1.21036
