Unnamed: 0,El-array,a,b,m,n,Rho,dev,ip,sp,vp,i,resist,resError,phaseError,K,app,irecip,reciprocalErrRel,recipError,recipMean,reci_IP_err,resist0,recipMean0,resInvError
,Mixed / non conventional,9,11,71,1,79500.69,0.46,0.0,39.47,-2021.105,6.255,-323.11830535571545,,,-246.03630887061112,79498.83517824725,612,0.0017542214299063317,0.5673186569227937,-323.40196468417685,0.0,,,1.47724
,Mixed / non conventional,9,11,70,72,-888362.75,0.16,0.0,44.36,31.362,6.286,4.989182309895005,,,-178078.8233742606,-888467.7153457782,613,0.004720830122826089,0.02360880872451876,5.000986714257264,0.0,6.354993023719354,6.3646170669333975,-0.00279
,Mixed / non conventional,9,11,72,2,28444.59,0.12,0.0,-9.2,-918.246,6.286,-146.07795100222717,,,-194.72807367331578,28445.478004808705,614,-0.012718485856553219,-1.8461502359436395,-145.15487588425535,0.0,-188.65876021526807,-184.54156972388685,1.34228
,Mixed / non conventional,9,11,2,4,-54746.4,0.11,0.0,45.12,1391.05,6.286,221.293350302259,,,-247.400421470196,-54748.0681333306,-73,0.010322984856820374,2.272677496395403,220.15701155406128,0.0,277.8190153478174,277.70457502731597,
,Mixed / non conventional,9,11,4,6,1617.68,0.1,0.0,-38.66,-123.311,6.286,-19.616767419662747,,,-82.46680715673212,1617.7321758357932,-210,0.01775008620509892,0.34513621398898664,-19.444199312668253,0.0,-21.090890970699622,-21.06558673567678,
,Mixed / non conventional,9,11,6,8,147.2,0.06,0.0,149.29,-78.542,6.286,-12.494750238625517,,,-11.780972450961722,147.20030834289463,-347,0.00640338187589276,0.0797533117662681,-12.454873582742383,0.0,-14.992824397050027,-14.971380822147939,
,Mixed / non conventional,9,11,8,10,-1536.19,0.13,0.0,-133.29,-1024.62,6.286,-163.00031816735603,,,9.424777960769378,-1536.2418062620934,-484,0.03600706891418097,5.7653667110453455,-160.11763481183334,0.0,,,
,Mixed / non conventional,10,12,11,13,1769.37,0.12,0.0,-513.05,806.29,4.295,187.72759022118743,,,9.424777960769378,1769.2908549449921,619,-0.004975960942897852,-0.9318068396248123,187.26168680137502,0.0,204.85213926174498,204.20675054932065,1.14235
,Mixed / non conventional,10,12,13,15,515.74,0.11,0.0,30.96,-188.016,4.295,-43.7755529685681,,,-11.780972450961722,515.7185835483164,620,0.017513309376291114,0.7734274392687652,-44.16226668820248,0.0,-47.08745805369128,-47.03122406455901,-1.48132
,Mixed / non conventional,10,12,15,17,23819.0,0.11,0.0,-177.38,-1240.472,4.295,-288.8176949941793,,,-82.46680715673212,23817.873156536858,621,-0.04241567881906415,-11.995989567822733,-282.8197002102679,0.0,,,1.51589
,Mixed / non conventional,10,12,17,19,-37041.16,0.1,0.0,-12.17,643.023,4.295,149.71431897555297,,,-247.400421470196,-37039.385614675164,622,0.015060155129412814,2.2718279092364355,150.8502329301712,0.0,180.4427432885906,179.99247409418393,1.32583
,Mixed / non conventional,10,12,19,21,-77293.09,0.12,0.0,62.67,609.902,4.295,142.00279394644937,,,-544.2809272344314,-77289.41235905336,623,0.026196341957684614,3.7693250126584417,143.8874564527786,0.0,167.60801174496643,167.7802228921785,1.16689
,Mixed / non conventional,10,12,21,23,14832.41,0.12,0.0,147.0,-63.021,4.295,-14.673108265424913,,,-1010.8074362925171,14831.686948216699,624,0.022484316006621773,0.33366592812347307,-14.83994122948665,0.0,-18.776426174496645,-18.730339710624946,-0.43568
,Mixed / non conventional,10,12,23,25,352338.63,0.11,0.0,-224.9,-898.226,4.295,-209.13294528521536,,,-1684.6790604875298,352321.8937800866,625,-0.0032128461025765676,-0.6708343244575588,-208.7975281229866,0.0,-250.86598154362414,-249.63267753766957,1.24312
,Mixed / non conventional,10,12,25,27,-248929.81,0.11,0.0,203.47,410.624,4.295,95.60512223515717,,,-2603.594911662535,-248917.0097803299,626,0.0032649927871797706,0.31266045157484257,95.76145246094458,0.0,121.15478187919464,120.935016340712,1.40554
,Mixed / non conventional,10,12,27,29,-337688.31,0.11,0.0,-64.61,381.132,4.295,88.73853317811408,,,-3805.254101660642,-337672.6673513676,627,0.005531894213414922,0.4922537259640336,88.9846600410961,0.0,104.76363255033557,104.71011226266128,1.0621
,Mixed / non conventional,10,12,29,31,-60972.23,0.12,0.0,96.73,49.154,4.295,11.444470314318977,,,-5327.355742324881,-60968.764646853844,628,0.026567667144539345,0.30814624134229973,11.598543434990127,0.0,10.552642617449665,10.676580656034105,-0.56022
,Mixed / non conventional,10,12,14,16,711.89,0.09,0.0,-14.06,-72.055,3.816,-18.882337526205454,,,-37.699111843077524,711.8473542591591,629,0.02302927980628674,0.43991206328551513,-19.102293557848213,0.0,-20.8408325681053,-20.82400962322881,-0.42548
,Mixed / non conventional,10,12,18,20,-91373.05,0.07,0.0,136.02,924.851,3.816,242.36137316561846,,,-376.99111843077526,-91368.08513412498,631,0.022124583966883257,5.422125688468611,245.07243600985277,0.0,291.33486378940927,290.5321922294751,1.28486
,Mixed / non conventional,10,12,20,22,-13908.81,0.07,0.0,-0.2,70.39,3.816,18.44601677148847,,,-753.9822368615518,-13907.968986552576,632,0.023610555137276844,0.44072356000323865,18.66637855149009,0.0,17.284052647689013,17.53983134094827,-1.95284
,Mixed / non conventional,10,12,22,24,17052.39,0.09,0.0,-64.71,-49.314,3.816,-12.922955974842768,,,-1319.46891450771,17051.438692356714,633,-0.002605099446463623,-0.03362179140165189,-12.906145079141943,0.0,-15.164677073767983,-15.084591240127885,-0.47929
,Mixed / non conventional,10,12,24,26,352236.5,0.07,0.0,-52.12,-636.648,3.816,-166.8364779874214,,,-2111.150263212339,352216.87441656424,634,-0.002638916128945077,-0.4396873236723309,-166.61663432558524,0.0,-199.74533210896848,-198.79616563182998,0.8219
,Mixed / non conventional,10,12,26,28,-357224.72,0.06,0.0,168.78,430.445,3.816,112.80005241090147,,,-3166.7253948185225,-357206.790506462,635,0.009564549372485546,1.0840659717579797,113.34208539678046,0.0,140.6871747780839,140.68493947391735,0.90728
,Mixed / non conventional,10,12,28,30,-197995.02,0.06,0.0,-86.43,167.004,3.816,43.764150943396224,,,-4523.893421169273,-197984.3545358892,636,0.016865408962872447,0.7443774183649836,44.13633965257871,0.0,48.7689011325375,48.96740933117006,0.14592
,Mixed / non conventional,10,12,30,32,6753.79,0.13,0.0,53.99,-12.549,11.558,-1.085741477764319,,,-6220.353454107836,6753.6957514794285,637,-5.843374771418422e-05,-6.344209001496459e-05,-1.0857097567193117,0.0,-2.003061123728646,-1.9762621112081105,-2.19963
,Mixed / non conventional,10,12,32,34,1016331.38,0.08,0.0,-108.92,-1416.324,11.558,-122.54057795466345,,,-8293.804605477077,1016327.6097982104,638,-0.030793900522123822,-3.7162829438174754,-120.68243648275471,0.0,,,0.44187
,Mixed / non conventional,10,12,31,33,1102017.38,0.08,0.0,-187.98,-391.548,2.561,-152.88871534556813,,,-7207.598945498374,1101960.543503318,639,-0.030786943593226916,-4.6356180004353575,-150.57090634535047,0.0,-177.46433260393871,-173.59178168658474,0.82895
,Mixed / non conventional,10,12,33,35,-574420.06,0.09,0.0,199.39,155.11,2.561,60.56618508395159,,,-9483.682823024179,-574390.4891367749,640,0.007004288145181882,0.42571392367683814,60.77904204579001,0.0,73.11903719912472,72.76917991270207,0.59633
,Mixed / non conventional,10,12,35,37,-673013.44,0.08,0.0,-138.72,141.349,2.561,55.192893401015226,,,-12193.306486745501,-672983.865128852,641,0.016751448747332226,0.9323702008405377,55.659078501435495,0.0,63.49015317286651,63.699079570023514,0.52736
,Mixed / non conventional,10,12,37,39,-326188.41,0.08,0.0,125.63,54.333,2.561,21.21554080437329,,,-15374.169048504882,-326171.3107818882,642,0.014592854730031347,0.3118708479667269,21.371476228356656,0.0,23.140481400437633,23.172993207799877,-0.28462
,Mixed / non conventional,10,12,39,41,2011783.0,0.1,0.0,-174.23,-270.243,2.561,-105.52245216712222,,,-19063.969620146378,2011676.8223573675,643,-0.012575908407254229,-1.3187484634185154,-104.86307793541297,0.0,-121.14748358862144,-119.55796892364826,0.21079
,Mixed / non conventional,10,12,41,43,-822685.13,0.09,0.0,162.06,90.419,2.561,35.30613041780554,,,-23300.40731351191,-822647.2193988415,644,0.00870608937784094,0.3087222085735064,35.4604915220923,0.0,41.76148796498906,41.68365723640369,0.06701
,Mixed / non conventional,10,12,43,45,-1007780.0,0.08,0.0,-23.9,91.773,2.561,35.834830144474815,,,-28121.181240446072,-1007717.7532133766,645,0.010660718904589568,0.3840722945495756,36.0268662917496,0.0,41.16805251641138,41.22461218174982,-0.06057
,Mixed / non conventional,10,12,45,47,-645206.38,0.1,0.0,70.06,49.228,2.561,19.222178836392036,,,-33563.99051278921,-645173.0280997999,646,0.011964035499429832,0.23135882255807871,19.337858247671075,0.0,21.62494529540481,21.674319733243664,-0.10802
,Mixed / non conventional,10,12,47,49,2850724.75,0.1,0.0,-229.9,-184.042,2.561,-71.86333463490824,,,-39666.53424238932,2850569.4240678702,647,-0.0055342137164317564,-0.3966095911253973,-71.66502983934555,0.0,-83.52954048140043,-82.71048737217431,0.21364
,Mixed / non conventional,10,12,49,51,-998850.44,0.1,0.0,139.4,55.048,2.561,21.494728621632177,,,-46466.51154108182,-998785.0555694932,648,0.003468087658186072,0.07467509293282859,21.53206616809859,0.0,25.872210065645515,25.8585508347152,0.20138
,Mixed / non conventional,10,12,34,36,-685494.25,0.31,0.0,110.89,271.115,4.264,63.58231707317073,,,-10781.945987120022,-685541.108418866,649,0.013830934498499634,0.885526693549437,64.02508041994545,0.0,75.31661928146806,75.41154239935472,-0.07094
,Mixed / non conventional,10,12,36,38,-500360.38,0.31,0.0,-12.92,155.488,4.264,36.46529080675422,,,-13722.476710880474,-500394.1038511686,650,0.016253843203523417,0.5975574214606283,36.76406951748453,0.0,40.935900749547685,40.97921915607601,0.32499
,Mixed / non conventional,10,12,38,40,-200038.0,0.31,0.0,41.88,49.73,4.264,11.662757973733582,,,-17153.095888600008,-200052.40584898647,651,0.02073067262225558,0.24430916407560588,11.784912555771385,0.0,12.919100542775912,12.974748722501218,-0.29005
,Mixed / non conventional,10,12,40,42,1968749.38,0.31,0.0,-138.37,-397.663,4.264,-93.26055347091932,,,-21111.502632123484,1968870.420074606,652,-0.014997832041647296,-1.388295406403202,-92.56640576771773,0.0,-106.66735590591884,-104.62319050835085,0.07664
,Mixed / non conventional,10,12,42,44,-1004453.63,0.31,0.0,104.99,167.087,4.264,39.185506566604126,,,-25635.396053292803,-1004535.9803838027,653,0.007163892567894986,0.2817299006323424,39.3263715169203,0.0,45.90566037735849,45.8589148447639,-0.41366
,Mixed / non conventional,10,12,44,46,-863264.88,0.3,0.0,-90.37,119.666,4.264,28.064258911819884,,,-30762.475263951364,-863326.0705759858,654,0.0047594225879696575,0.13388828323930113,28.131203053439535,0.0,31.950374773843368,31.84284283472545,0.097
,Mixed / non conventional,10,12,46,48,-453582.31,0.3,0.0,18.92,52.948,4.264,12.417448405253282,,,-36530.43937594186,-453614.84617199097,655,0.011498760375141161,0.14361093756182264,12.489253874034194,0.0,13.901266477125871,13.958420123808835,0.1331
,Mixed / non conventional,10,12,48,50,2929575.0,0.31,0.0,-69.21,-290.68,4.264,-68.17073170731707,,,-42976.98750110756,2929772.6845267224,656,-0.012664007546911714,-0.8578825453058982,-67.74179043466413,0.0,-78.93150684931507,-77.7766148478785,0.18808
,Mixed / non conventional,10,12,50,52,-1275589.13,0.31,0.0,103.21,108.486,4.264,25.442307692307693,,,-50139.81875129532,-1275672.6963069944,657,0.013215624622082287,0.3384725510709714,25.61154396784318,0.0,30.44197467045748,30.537206454455376,-0.22573
,Mixed / non conventional,10,12,52,54,-1204912.5,0.32,0.0,-20.97,88.502,4.264,20.755628517823638,,,-58056.632238336875,-1205001.891734824,658,0.010865697136485612,0.22675630602460117,20.869006670835937,0.0,24.084001033858875,24.06607818683235,0.29892
,Mixed / non conventional,10,12,51,53,-1326435.13,0.06,0.0,-84.85,120.169,4.892,24.56439084219133,,,-54001.6215207197,-1326516.9371470492,659,0.010917835650684674,0.2696620450185989,24.69922186470063,0.0,28.78005299927728,28.80591435010593,0.35821
,Mixed / non conventional,10,12,53,55,-1061597.0,0.06,0.0,153.82,83.351,4.892,17.038225674570725,,,-62309.563293135114,-1061644.4010723843,660,0.0072751057905409994,0.12440743288329159,17.10042939101237,0.0,19.592628282341604,19.559622125961674,-0.03287
,Mixed / non conventional,10,12,55,57,3723415.0,0.07,0.0,-215.94,-255.017,4.892,-52.12939493049877,,,-71428.03597018299,3723500.2961995406,661,0.0010574698541319328,0.05515442572440321,-52.156972143360974,0.0,-61.5369790411949,-61.123817389449904,0.16015
,Mixed / non conventional,10,12,57,59,-1088402.25,0.05,0.0,401.99,65.42,4.892,13.372853638593622,,,-81394.73866369428,-1088479.927101161,662,0.012909509081390368,0.17375854424397197,13.459732910715609,0.0,16.327631895928693,16.3775126955594,0.10784
,Mixed / non conventional,10,12,59,61,-1618380.25,0.04,0.0,-224.33,85.83,4.892,17.544971381847912,,,-92247.37048551715,-1618477.4752191203,663,0.007317682241815082,0.1288600037948271,17.609401383745325,0.0,21.022404239942183,21.004600226597898,0.34072
,Mixed / non conventional,10,12,61,63,-1413766.5,0.06,0.0,57.26,66.488,4.892,13.591169255928044,,,-104023.63054750494,-1413802.7693872666,664,0.013450986186673217,0.1840524735619784,13.683195492709032,0.0,15.745362563237773,15.764272119397361,-0.23411
,Mixed / non conventional,10,12,63,65,4596753.0,0.06,0.0,92.92,-192.599,4.892,-39.37019623875715,,,-116761.21796148103,4596912.0642198045,665,0.006722938119342335,0.26557611896642186,-39.502984298240364,0.0,-46.22596964586847,-46.09340744568128,-0.07514
,Mixed / non conventional,10,12,65,67,-1336255.5,0.03,0.0,-109.96,50.096,4.892,10.240392477514307,,,-130497.83183930282,-1336349.0154991236,666,0.012302722060105685,0.12676447649798028,10.303774715763296,0.0,12.09154420621537,12.099522381318234,-0.06865
,Mixed / non conventional,10,12,67,69,-2003418.5,0.06,0.0,-59.21,67.467,4.892,13.791291905151267,,,-145271.17129280564,-2003477.1287023134,667,0.012202542580234645,0.16932190559042049,13.875952857946476,0.0,16.268369067694533,16.294184533847265,-0.36788
,Mixed / non conventional,10,12,69,71,-1739174.25,0.07,0.0,-23.45,52.807,4.892,10.794562551103843,,,-161118.93543384274,-1739208.4267078768,668,0.016894813835504112,0.18392582098918098,10.886525461598433,0.0,12.343290773307638,12.359949990625017,-0.61581
,Mixed / non conventional,10,12,54,56,-763687.06,0.0,0.0,68.08,78.334,6.848,11.438960280373832,,,-66765.12707409254,-763723.6367146561,669,0.02184056961179543,0.2525917824945374,11.565256171621101,0.0,12.928404928404927,13.00352318451247,0.0819
,Mixed / non conventional,10,12,56,58,3860296.0,0.03,0.0,-146.81,-346.474,6.848,-50.594918224299064,,,-76303.00237038826,3860544.1651982917,670,-0.00037130922133828825,-0.01878287256264599,-50.585526788017745,0.0,-59.27189477189477,-58.73120948272158,0.17527
,Mixed / non conventional,10,12,58,60,-1548403.13,0.03,0.0,130.69,122.294,6.848,17.858352803738317,,,-86707.95723907575,-1548461.2912668705,671,0.009913825695365728,0.17792656337052293,17.94731608542358,0.0,21.735264735264735,21.762120708353123,0.03964
,Mixed / non conventional,10,12,60,62,-1579666.5,0.05,0.0,140.68,110.374,6.848,16.11769859813084,,,-98017.69079200295,-1579819.597470288,672,0.007859846967373874,0.1271824617908699,16.181289829026277,0.0,18.89194139194139,18.898541459138016,0.04733
,Mixed / non conventional,10,12,62,64,-1009608.44,0.0,0.0,-57.38,62.701,6.848,9.156103971962617,,,-110269.90214100706,-1009642.6889812038,673,0.01111436591734923,0.1023329729752156,9.207270458450225,0.0,10.485680985680984,10.508406727692144,-0.24931
,Mixed / non conventional,10,12,64,66,4805486.5,0.04,0.0,-161.46,-266.478,6.848,-38.913259345794394,,,-123502.29039791677,4805876.656053748,674,0.003510141097773625,0.13683117925086918,-38.98167493541983,0.0,-45.58125208125208,-45.39281332702385,-0.12679
,Mixed / non conventional,10,12,66,68,-1816608.88,0.03,0.0,118.81,90.31,6.848,13.187792056074766,,,-137752.55467460307,-1816652.0462417353,675,0.011112059060227712,0.14736227334342544,13.261473192746479,0.0,15.689976689976689,15.720893122212086,-0.20311
,Mixed / non conventional,10,12,68,70,-1981720.25,0.04,0.0,-47.94,88.673,6.848,12.948744158878505,,,-153058.3940828975,-1981913.9863482432,676,0.014105106444788925,0.18394066602421866,13.040714491890615,0.0,15.13952713952714,15.160069462701042,-0.38811
,Mixed / non conventional,10,12,70,72,-1249043.38,0.03,0.0,43.84,50.475,6.848,7.370765186915889,,,-169457.50773463448,-1249031.4986719738,677,0.009087218663398141,0.06728547387706296,7.40440792385442,0.0,8.437562437562438,8.467465429307534,-0.51001
,Mixed / non conventional,10,12,72,2,60790.57,0.03,0.0,-0.96,-1692.1,6.848,-247.09404205607476,,,-246.03630887061112,60794.106051396186,678,-0.012221324373029809,-3.00147543615887,-245.59330433799533,0.0,-293.15434565434566,-287.8267676407871,1.22845
,Mixed / non conventional,10,12,71,1,85023.65,0.09,0.0,24.58,-599.129,2.133,-280.8856071261135,,,-302.6913477735797,85021.6429912035,679,-0.003603884484270349,-1.0104584935332355,-280.38037787934684,0.0,-334.99021123132405,-329.4721570760237,1.27325
,Mixed / non conventional,10,12,1,3,-105668.91,0.08,0.0,59.03,414.1,2.133,194.13970932958276,,,-544.2809272344314,-105666.5410069283,-5,-0.00023910601838268524,-0.04642552321877247,194.16292209119214,0.0,237.33539412673878,238.38154321721552,
,Mixed / non conventional,10,12,3,5,-47767.14,0.09,0.0,-64.08,411.821,2.133,193.0712611345523,,,-247.400421470196,-47765.911378470504,-142,0.02020642067769536,3.862257919118207,191.1401321749932,0.0,213.71767130345182,212.5187064631914,
,Mixed / non conventional,10,12,5,7,1919.81,0.12,0.0,110.17,-49.655,2.133,-23.279418659165493,,,-82.46680715673212,1919.779329286232,-279,-0.010873669965317558,-0.25451647958408685,-23.406676898957535,0.0,-25.74240082431736,-26.230913963388943,
,Mixed / non conventional,10,12,9,11,2038.18,0.09,0.0,690.17,461.266,2.133,216.25222691045477,,,9.424777960769378,2038.1292221529525,-553,-0.00012388836646632577,-0.02679279479443153,216.26562330785197,0.0,266.1303451828954,266.6208345752706,
,Mixed / non conventional,11,13,12,14,1547.92,0.11,0.0,-456.6,991.426,6.036,164.25215374420148,,,9.424777960769378,1548.0400786172536,685,0.014485822078512376,2.3966864619841033,165.45049697519352,0.0,176.12802419354838,175.86949679065174,-0.06635
,Mixed / non conventional,11,13,14,16,453.85,0.11,0.0,-13.05,-232.55,6.036,-38.52717031146455,,,-11.780972450961722,453.88753205287423,686,0.020448569293037115,0.7959636709183826,-38.92515214692374,0.0,-40.448185483870965,-40.57623964984799,-0.85889
,Mixed / non conventional,11,13,16,18,21353.03,0.11,0.0,-21.47,-1563.02,6.036,-258.9496355202121,,,-82.46680715673212,21354.7496557514,687,-0.043516898222940414,-11.02871715286517,-253.4352769437795,0.0,,,1.27822
,Mixed / non conventional,11,13,18,20,-32290.93,0.13,0.0,137.13,787.887,6.036,130.5313121272366,,,-247.400421470196,-32293.501635336037,688,0.011450374354627967,1.5032387118552037,131.2829314831642,0.0,146.2538306451613,145.46376791222207,1.49468
,Mixed / non conventional,11,13,20,22,-72619.59,0.1,0.0,-3.78,805.407,6.036,133.43389662027835,,,-544.2809272344314,-72625.52497698835,689,0.021159741736722158,2.8536176981638164,134.86070546936025,0.0,144.59576612903226,144.9039075709831,-0.48393
,Mixed / non conventional,11,13,22,24,19302.53,0.09,0.0,-64.53,-115.274,6.036,-19.097746852220016,,,-1010.8074362925171,19304.144534656003,690,-0.0013802139817994366,-0.02634079925658739,-19.084576452591723,0.0,-20.872177419354838,-20.67726381418276,-1.20924
,Mixed / non conventional,11,13,24,26,325063.06,0.12,0.0,-50.72,-1164.755,6.036,-192.96802518223993,,,-1684.6790604875298,325089.19136814994,691,-0.00048599172842299793,-0.09375808126270613,-192.92114614160857,0.0,-212.82762096774195,-212.0565018991842,0.47278
,Mixed / non conventional,11,13,26,28,-206688.34,0.11,0.0,169.65,479.209,6.036,79.39181577203446,,,-2603.594911662535,-206704.12757171833,692,0.005710949269661945,0.45470101952813025,79.61916628179853,0.0,90.45262096774194,90.41747697276847,0.96757
,Mixed / non conventional,11,13,28,30,-343319.41,0.09,0.0,-88.72,544.628,6.036,90.22995361166336,,,-3805.254101660642,-343347.9010734315,693,0.007458869314124515,0.6755327875989678,90.56772000546285,0.0,99.1179435483871,99.28086526531781,0.06434
,Mixed / non conventional,11,13,30,32,-29394.2,0.04,0.0,54.22,33.307,6.036,5.518058316766071,,,-5327.355742324881,-29396.659660307298,694,0.007680026350080098,0.04254219586666519,5.539329414699404,0.0,5.146774193548387,5.160424748125993,-0.46241
,Mixed / non conventional,11,13,15,17,9907.92,0.07,0.0,-167.61,-1608.32,6.12,-262.797385620915,,,-37.699111843077524,9907.228032591249,695,-0.04792106338072941,-12.298843346862526,-256.64796394748373,0.0,,,1.23988
,Mixed / non conventional,11,13,17,19,-1620.18,0.18,0.0,-13.68,65.75,6.12,10.743464052287582,,,-150.79644737231,-1620.0762115570888,696,-0.02827809111928441,-0.2995690351708067,10.59367953470218,0.0,10.193764798737176,10.13222458527257,0.09062
,Mixed / non conventional,11,13,19,21,-85760.82,0.06,0.0,54.81,1392.129,6.12,227.47205882352938,,,-376.99111843077526,-85754.94586763345,697,-0.01316723639659956,-2.975588235294083,225.98426470588234,0.0,251.80761641673246,251.69678627904,0.99957
,Mixed / non conventional,11,13,23,25,276081.94,0.04,0.0,-216.59,-1280.442,6.12,-209.22254901960784,,,-1319.46891450771,276062.6496454381,699,-0.013238480206699854,-2.7515752368363167,-207.84676140118967,0.0,-229.9003551696922,-227.54292811789514,0.87931
,Mixed / non conventional,11,13,25,27,-81068.84,0.08,0.0,202.83,234.993,6.12,38.397549019607844,,,-2111.150263212339,-81062.99571945379,700,-0.001408966686307538,-0.0540627810757357,38.37051762906998,0.0,44.248816101026044,44.02409003952719,1.43339
,Mixed / non conventional,11,13,27,29,-349795.84,0.03,0.0,-68.75,675.969,6.12,110.45245098039216,,,-3166.7253948185225,-349772.58143955586,701,0.006746128042990828,0.747648242362942,110.82627510157363,0.0,123.76953433307025,123.66960149108908,0.63661
,Mixed / non conventional,11,13,29,31,-173813.61,0.04,0.0,94.89,235.122,6.12,38.418627450980395,,,-4523.893421169273,-173801.77597584345,702,0.013004780455943223,0.5028958404170893,38.67007537118894,0.0,39.472178374112076,39.50332921833048,-0.38101
,Mixed / non conventional,11,13,31,33,992841.19,0.0,0.0,-187.29,-976.756,6.12,-159.60065359477125,,,-6220.353454107836,992772.4768661036,703,-0.046201844277715204,-7.207348155440712,-155.99697951705087,0.0,,,0.5403
,Mixed / non conventional,11,13,33,35,-288271.63,0.08,0.0,201.2,212.701,6.12,34.75506535947712,,,-8293.804605477077,-288251.7211420882,704,0.002849517550604479,0.09917647126196982,34.80465359510811,0.0,39.293409629044994,38.95052272935363,0.47814
,Mixed / non conventional,11,13,32,34,1040999.63,0.12,0.0,-111.27,-372.608,2.58,-144.4217054263566,,,-7207.598945498374,1040933.7317380846,705,-0.03458664305241,-4.910149185986796,-141.96663083336318,0.0,-153.34545454545452,-150.81232581287324,0.25236
,Mixed / non conventional,11,13,34,36,-480165.81,0.13,0.0,112.92,130.619,2.58,50.62751937984496,,,-9483.682823024179,-480135.3359149594,706,0.011224165069244615,0.5714587080001863,50.91324873384505,0.0,55.226262626262624,55.408867111550876,-0.11384
,Mixed / non conventional,11,13,36,38,-687314.5,0.13,0.0,-12.87,145.422,2.58,56.36511627906977,,,-12193.306486745501,-687277.1379517459,707,0.011917736393613619,0.6757714304948195,56.70300199431718,0.0,59.340606060606056,59.4990197203451,-0.04925
,Mixed / non conventional,11,13,38,40,-335749.13,0.12,0.0,42.28,56.34,2.58,21.837209302325583,,,-15374.169048504882,-335728.94736153685,708,0.013509251871093546,0.2970105558304468,21.985714580240806,0.0,22.723636363636363,22.848050487422213,-0.70903
,Mixed / non conventional,11,13,40,42,2084468.5,0.12,0.0,-140.49,-282.081,2.58,-109.33372093023256,,,-19063.969620146378,2084334.7342715156,709,-0.00982385545408684,-1.0688286615380065,-108.79930659946356,0.0,-115.30585858585859,-113.5765404040404,-0.21806
,Mixed / non conventional,11,13,42,44,-796471.88,0.13,0.0,106.57,88.187,2.58,34.18100775193798,,,-23300.40731351191,-796431.4030064631,710,0.010389521907864253,0.3569787481338267,34.3594971260049,0.0,37.01737373737373,37.099548912158696,-0.50364
,Mixed / non conventional,11,13,44,46,-1036628.19,0.12,0.0,-91.37,95.099,2.58,36.86007751937984,,,-28121.181240446072,-1036548.9204593725,711,0.007302324679055439,0.2701506175022885,36.99515282813098,0.0,38.74787878787878,38.84685833250718,-0.35761
,Mixed / non conventional,11,13,46,48,-656718.81,0.12,0.0,19.88,50.478,2.58,19.565116279069766,,,-33563.99051278921,-656683.3771723154,712,0.01080562392932901,0.21256171964736126,19.671397138893447,0.0,20.40282828282828,20.501822304679447,-0.29643
,Mixed / non conventional,11,13,48,50,3108031.75,0.13,0.0,-70.24,-202.14,2.58,-78.34883720930232,,,-39666.53424238932,3107826.8340141773,713,-0.007874221160096917,-0.6145166518110159,-78.04157888339681,0.0,-83.58020202020201,-82.6495259302288,-0.12215
,Mixed / non conventional,11,13,50,52,-1090965.38,0.14,0.0,103.97,60.57,2.58,23.47674418604651,,,-46466.51154108182,-1090882.4046679556,714,0.010855924389378845,0.25625268970451387,23.604870530898765,0.0,25.89858585858586,25.99352429335108,-0.41144
,Mixed / non conventional,11,13,35,37,-671597.63,0.17,0.0,-139.76,182.041,2.923,62.278823126924394,,,-10781.945987120022,-671486.9070959,715,0.008873751080641661,0.5551097267926366,62.55637799032071,0.0,67.22046941131204,66.88991997031982,0.26612
,Mixed / non conventional,11,13,37,39,-536893.75,0.17,0.0,124.87,114.344,2.923,39.11871365035922,,,-13722.476710880474,-536805.6370266564,716,0.00989242327459805,0.388902467296667,39.31316488400755,0.0,40.69719122739515,40.597822266987436,-0.68365
,Mixed / non conventional,11,13,39,41,1930347.88,0.17,0.0,-174.94,-328.889,2.923,-112.51761888470749,,,-17153.095888600008,1930025.5058863387,717,-0.031888688712230044,-3.531728232150158,-110.75175476863241,0.0,-120.16968064640247,-117.25218726197674,0.06807
,Mixed / non conventional,11,13,41,43,-518549.19,0.18,0.0,163.53,71.783,2.923,24.557988368114952,,,-21111.502632123484,-518456.0360731167,718,0.0012618857359525668,0.031008940095009763,24.57349283816246,0.0,27.360138514813386,27.230457690725636,0.01017
,Mixed / non conventional,11,13,43,45,-1004244.13,0.17,0.0,-23.63,114.488,2.923,39.167978104686966,,,-25635.396053292803,-1004086.6313203512,719,0.006896794046908486,0.2710682290962154,39.303512219235074,0.0,41.891496729511346,41.6868197933271,-0.32964
,Mixed / non conventional,11,13,45,47,-876974.13,0.18,0.0,69.9,83.315,2.923,28.503250085528567,,,-30762.475263951364,-876830.5256982922,720,0.012857445763239463,0.3688502279510537,28.687675199504092,0.0,30.08156983455175,30.086627134759883,-0.61746
,Mixed / non conventional,11,13,47,49,2806797.5,0.17,0.0,-230.67,-224.549,2.923,-76.82141635306192,,,-36530.43937594186,2806320.0928595173,721,-0.011467302781835147,-0.8759122658684646,-76.38346022012769,0.0,-83.05194305502116,-82.22959143701283,-0.08381
,Mixed / non conventional,11,13,49,51,-742209.0,0.18,0.0,140.17,50.472,2.923,17.267191241874787,,,-42976.98750110756,-742091.8621812866,722,0.0011066260641538577,0.01911890262096705,17.27675069318527,0.0,19.462485571373602,19.358701254275687,-0.08754
