Unnamed: 0,El-array,a,b,m,n,Rho,dev,ip,sp,vp,i,resist,resError,phaseError,K,app,irecip,reciprocalErrRel,recipError,recipMean,reci_IP_err,resist0,recipMean0,resInvError
,Mixed / non conventional,1,3,25,27,-1199564.5,0.03,0.0,75.5,501.874,4.511,111.2555974285081,,,-10781.945987120022,-1199551.8422389436,4999,-0.001517812890448451,-0.16873712422041365,111.17122886639788,0.0,119.93924006303624,119.70061164759213,0.55024
,Mixed / non conventional,1,3,27,29,-755244.0,0.05,0.0,-91.32,248.269,4.511,55.03635557526047,,,-13722.476710880474,-755235.1076332486,5000,-0.0029420591262564453,-0.16168237264609076,54.95551438893743,0.0,56.53528278760287,56.327681042626125,-0.26454
,Mixed / non conventional,1,3,29,31,-192122.44,0.07,0.0,87.8,50.525,4.511,11.200399024606517,,,-17153.095888600008,-192121.5184596576,5001,-0.0011154944266336619,-0.012487018088480184,11.194155515562276,0.0,8.861845561197688,8.856892122348167,-1.58969
,Mixed / non conventional,1,3,31,33,2795993.5,0.05,0.0,-157.76,-597.423,4.511,-132.43693194413655,,,-21111.502632123484,2795942.6373289973,5002,-0.03582112086723676,-4.660565997503767,-130.10664894538468,0.0,-134.48853090527052,-131.9870240733249,-0.17301
,Mixed / non conventional,1,3,33,35,-1634826.25,0.07,0.0,160.22,287.677,4.511,63.77233429394813,,,-25635.396053292803,-1634829.046868347,5003,-0.013451731362956439,-0.8521170842572374,63.346275751819505,0.0,66.30117317457538,65.72793000889341,0.04604
,Mixed / non conventional,1,3,35,37,-1221045.38,0.05,0.0,-90.58,179.052,4.511,39.692307692307686,,,-30762.475263951364,-1221033.6335537618,5004,-0.007749632095845573,-0.3064134857585685,39.5391009494284,0.0,40.40185606723866,40.18188559618734,-0.51872
,Mixed / non conventional,1,3,37,39,-605958.19,0.06,0.0,57.57,74.826,4.511,16.587452892928397,,,-36530.43937594186,-605946.9423064123,5005,-0.0034941078008946225,-0.057857268783056526,16.55852425853687,0.0,15.551567151111888,15.501671388308162,-1.15404
,Mixed / non conventional,1,3,39,41,3829606.25,0.04,0.0,-98.1,-401.963,4.511,-89.1072932830858,,,-42976.98750110756,3829563.0296847033,5006,-0.04216781719383287,-3.6798739282470763,-87.26735631896226,0.0,-89.64979863421468,-87.4703538625619,-0.16486
,Mixed / non conventional,1,3,41,43,-1735038.38,0.0,0.0,114.79,156.097,4.511,34.60363555752605,,,-50139.81875129532,-1735020.014990234,5007,-0.005839543582952015,-0.20148115896230934,34.50289497804489,0.0,35.32236035720539,35.140679531213834,-0.19033
,Mixed / non conventional,1,3,43,45,-1621904.75,0.06,0.0,25.77,126.021,4.511,27.93637774329417,,,-58056.632238336875,-1621892.008713689,5008,-0.0074294346717144475,-0.20678335170678963,27.832986067440775,0.0,28.294169147259673,28.13085080739607,-0.44461
,Mixed / non conventional,1,3,42,44,-1810653.88,0.12,0.0,61.26,179.844,5.364,33.52796420581655,,,-54001.6215207197,-1810564.433402743,5009,-0.0020204606686440507,-0.06767356708725458,33.494127422272925,0.0,34.24074074074074,34.12207169362179,-0.47155
,Mixed / non conventional,1,3,44,46,-1319437.13,0.13,0.0,-85.31,113.577,5.364,21.17393736017897,,,-62309.563293135114,-1319338.7901089499,5010,-0.004673404437527796,-0.09872368496529305,21.124575517696325,0.0,21.22010582010582,21.186570540005654,-0.86961
,Mixed / non conventional,1,3,46,48,-737597.44,0.12,0.0,4.35,55.386,5.364,10.325503355704699,,,-71428.03597018299,-737530.4251015204,5011,0.0020304185445329985,0.020986399082000062,10.3359965552457,0.0,9.586067019400353,9.585360040312422,-1.02463
,Mixed / non conventional,1,3,48,50,4586068.5,0.13,0.0,-0.39,-302.211,5.364,-56.34060402684564,,,-81394.73866369428,4585828.740919783,5012,-0.02212764631141139,-1.2330427914888702,-55.724082631101204,0.0,-56.399647266313934,-55.519844932411495,-0.36961
,Mixed / non conventional,1,3,50,52,-2051822.0,0.13,0.0,64.75,119.303,5.364,22.241424310216257,,,-92247.37048551715,-2051712.9084701068,5013,0.0024430985585608884,0.0544044493885707,22.268626534910542,0.0,22.8657848324515,22.861132440970568,-0.27591
,Mixed / non conventional,1,3,52,54,-1713632.88,0.12,0.0,-8.84,88.355,5.364,16.47184936614467,,,-104023.63054750494,-1713461.5728979867,5014,-0.0046326963744770825,-0.0761327269354446,16.433783002676947,0.0,16.626278659611994,16.59289924977932,-0.24898
,Mixed / non conventional,1,3,54,56,-1101889.88,0.12,0.0,51.51,50.617,5.364,9.436428038777033,,,-116761.21796148103,-1101808.831013476,5015,0.005747461276578054,0.054391812159160224,9.463623944856613,0.0,8.932804232804234,8.94833604620253,-1.14219
,Mixed / non conventional,1,3,56,58,5529600.5,0.13,0.0,17.21,-227.281,5.364,-42.371551081282625,,,-130497.83183930282,5529395.547775649,5016,-0.015345073109049418,-0.6452438917401437,-42.04892913541255,0.0,-42.613227513227514,-42.249223170321436,-0.30492
,Mixed / non conventional,1,3,58,60,-2269986.5,0.12,0.0,62.07,83.81,5.364,15.624533929903059,,,-145271.17129280564,-2269794.344901201,5017,0.00018190862063135094,0.0028424959524553373,15.625955177879288,0.0,16.249911816578482,16.232913333529993,-0.05793
,Mixed / non conventional,1,3,60,62,-2106306.75,0.12,0.0,6.31,70.117,5.364,13.071774794929159,,,-161118.93543384274,-2106110.439189924,5018,-0.0028017574801056876,-0.03657270887961417,13.053488440489351,0.0,13.316049382716049,13.269978897960794,-0.29716
,Mixed / non conventional,1,3,45,47,-998161.38,0.05,0.0,0.53,68.847,4.605,14.950488599348532,,,-66765.12707409254,-998171.2711552765,5019,0.0023997264787765523,0.035920182669240575,14.968448690683152,0.0,14.585223590408297,14.562068085182826,-1.1408
,Mixed / non conventional,1,3,47,49,4626258.0,0.07,0.0,-106.8,-279.208,4.605,-60.6314875135722,,,-76303.00237038826,4626364.535468266,5020,-0.028052516978949494,-1.677339041956479,-59.79281799259397,0.0,-61.370706416072586,-60.64689166957476,-0.1512
,Mixed / non conventional,1,3,49,51,-1754620.5,0.07,0.0,91.92,93.186,4.605,20.235830618892507,,,-86707.95723907575,-1754607.5360001114,5021,-0.008219875720742021,-0.16565518029601733,20.1530030287445,0.0,20.843378699503134,20.7079219256538,0.05676
,Mixed / non conventional,1,3,51,53,-1967958.13,0.07,0.0,-114.47,92.462,4.605,20.0786102062975,,,-98017.69079200295,-1968059.006734023,5022,-0.0012520490591093687,-0.02512367697895712,20.066048367808023,0.0,20.456038021170883,20.39784173419543,-0.35219
,Mixed / non conventional,1,3,53,55,-1500289.63,0.07,0.0,106.53,62.653,4.605,13.60542888165038,,,-110269.90214100706,-1500269.3113660184,5023,-0.00039522059584656425,-0.005376083339923454,13.602740839980417,0.0,13.437243465111257,13.37939176377311,-0.66752
,Mixed / non conventional,1,3,55,57,5446018.5,0.05,0.0,-77.35,-203.072,4.605,-44.098154180238865,,,-123502.29039791677,5446223.043579968,5024,-0.014636717122705492,-0.6407628758910349,-43.77777274229335,0.0,-44.83776193562325,-44.409539330800946,-0.17538
,Mixed / non conventional,1,3,57,59,-1674833.75,0.06,0.0,194.3,55.988,4.605,12.158089033659065,,,-137752.55467460307,-1674807.8243478124,5025,0.004828920089916532,0.05885253748994401,12.187515302404037,0.0,12.673363577446533,12.736265055272394,-0.1627
,Mixed / non conventional,1,3,59,61,-2256108.5,0.03,0.0,-121.32,67.883,4.605,14.741150922909878,,,-153058.3940828975,-2256256.887194208,5026,-0.0012322037758188602,-0.018152917780209776,14.732074464019773,0.0,15.224454525815514,15.173942744079305,0.06536
,Mixed / non conventional,1,3,61,63,-1862069.0,0.06,0.0,48.85,50.599,4.605,10.987839305103147,,,-169457.50773463448,-1861971.8640314373,5027,0.0037983426402693502,0.04181499239130204,11.008746801298798,0.0,10.976236768200476,10.975732657176026,-0.78937
,Mixed / non conventional,1,3,63,65,6156214.0,0.03,0.0,107.1,-151.622,4.605,-32.92551574375678,,,-186987.59474166078,6156662.994553765,5028,-0.006670306133629386,-0.2188932272004891,-32.816069130156535,0.0,-33.67357960682653,-33.52424743053191,-0.06559
,Mixed / non conventional,1,3,62,64,-1358811.25,0.05,0.0,-22.44,57.735,7.566,7.630848532910389,,,-178078.8233742606,-1358892.5280878847,5029,0.0033026437005190005,0.02524365924291949,7.643470362531849,0.0,7.272368939692551,7.27140420191088,-1.15382
,Mixed / non conventional,1,3,64,66,6394557.0,0.05,0.0,22.28,-246.587,7.566,-32.59146180280201,,,-196188.53422584434,6394071.119369321,5030,-0.007675033614781856,-0.2491843158910143,-32.4668696448565,0.0,-32.900932860333725,-32.687170304099894,-0.35486
,Mixed / non conventional,1,3,66,68,-2422574.5,0.05,0.0,-3.62,85.06,7.566,11.242400211472377,,,-215485.76710056214,-2422577.2336206473,5031,-0.0018733586813127153,-0.021041339047368268,11.231879541948693,0.0,11.682170542635658,11.65262452116411,0.1841
,Mixed / non conventional,1,3,68,70,-2487127.0,0.05,0.0,-39.55,79.734,7.566,10.538461538461538,,,-236008.22111010205,-2487163.560929537,5032,-0.0005699655582309904,-0.0060048488351558404,10.53545911404396,0.0,10.84850873735383,10.836992257950271,-0.16299
,Mixed / non conventional,1,3,70,72,-1511673.5,0.03,0.0,167.59,44.363,7.566,5.863468146973302,,,-257793.595366438,-1511564.5349248336,5033,-0.0071223685597491745,-0.04161358752736177,5.842661353209621,0.0,5.955853370122192,5.938030761383732,-0.48765
,Mixed / non conventional,1,3,65,67,-1815946.13,0.04,0.0,-29.66,52.165,5.909,8.828058893213742,,,-205686.35421583112,-1815811.2485477796,5035,-0.001590853241374259,-0.014032983896353102,8.821042401265565,0.0,9.183281412253375,9.16740468303135,0.26111
,Mixed / non conventional,1,3,67,69,-2587897.0,0.06,0.0,-26.42,67.778,5.909,11.470299543069896,,,-225591.48526898434,-2587601.9104012903,5036,-0.002792648968121588,-0.0319878547582082,11.454305615690792,0.0,11.866908965039805,11.848320616855272,-0.10013
,Mixed / non conventional,1,3,69,71,-2103241.0,0.06,0.0,14.06,50.366,5.909,8.523608055508546,,,-246740.68701293864,-2103120.907445197,5037,-0.0005018659634566816,-0.004276635619977043,8.521469737698558,0.0,8.75147109726549,8.732050427525479,-0.20663
,Mixed / non conventional,2,4,3,5,4102.17,0.16,0.0,-405.35,1662.816,3.82,435.2921465968587,,,9.424777960769378,4102.531829742067,5038,0.005431674519831391,2.37080397913536,436.47754858642634,0.0,424.1459984152139,421.0952899565056,-1.27913
,Mixed / non conventional,2,4,5,7,2231.7,0.08,0.0,9.01,-723.696,3.82,-189.44921465968588,,,-11.780972450961722,2231.895978762093,5039,0.023611540509313307,4.52662813822289,-191.71252872879734,0.0,-188.97404912836768,-188.11007567924207,-1.50667
,Mixed / non conventional,2,4,7,9,39823.62,0.11,0.0,-154.3,-1844.86,3.82,-482.9476439790576,,,-82.46680715673212,39827.15022281906,5040,-0.0033252641059231193,-1.6032628293942253,-482.1460125643605,0.0,-467.99722662440564,-466.92645938382225,-1.0184
,Mixed / non conventional,2,4,9,11,-68050.78,0.12,0.0,-92.33,1050.834,3.82,275.08743455497387,,,-247.400421470196,-68056.74725005549,5041,0.0012523353243618183,0.34471756257153174,275.25979333625963,0.0,277.5901347068146,277.70457502731597,-0.72546
,Mixed / non conventional,2,4,11,13,-113021.49,0.11,0.0,52.87,793.305,3.82,207.67146596858638,,,-544.2809272344314,-113031.61805751585,5042,-0.002368489039236094,-0.4912857884062021,207.4258230743833,0.0,190.72820919175913,190.1566619988883,-1.17643
,Mixed / non conventional,2,4,13,15,21058.53,0.11,0.0,-4.73,-79.59,3.82,-20.835078534031414,,,-1010.8074362925171,21060.25231793755,5043,-0.00903295762765946,-0.18735619129822467,-20.7414004383823,0.0,-19.24702852614897,-19.183855668394056,-0.97406
,Mixed / non conventional,2,4,15,17,556732.75,0.1,0.0,-106.66,-1262.5,3.82,-330.4973821989529,,,-1684.6790604875298,556782.01933652,5044,-0.005896809693547167,-1.9431509713009518,-329.5258067133024,0.0,-325.66164817749603,-324.4265883613079,-0.45253
,Mixed / non conventional,2,4,17,19,-397670.88,0.11,0.0,-21.3,583.513,3.82,152.75209424083772,,,-2603.594911662535,-397704.57531124115,5045,0.0002496862000880163,0.03814485208806673,152.77116666688175,0.0,157.3801505546751,157.25725315123978,0.35702
,Mixed / non conventional,2,4,19,21,-533646.75,0.1,0.0,44.67,535.763,3.82,140.25209424083772,,,-3805.254101660642,-533694.8568764427,5046,0.0048710841125997155,0.6848477234480015,140.59451810256172,0.0,135.38648969889067,135.5934338407045,-0.9742
,Mixed / non conventional,2,4,21,23,-68234.2,0.08,0.0,96.69,48.932,3.82,12.809424083769635,,,-5327.355742324881,-68240.35894854479,5047,-0.024471605980739854,-0.30967801977776155,12.654585073880753,0.0,9.74742472266244,9.590801330658712,-1.57175
,Mixed / non conventional,2,4,6,8,2802.46,0.14,0.0,-40.1,-153.833,2.069,-74.35137747704205,,,-37.699111843077524,2802.9808951938835,5048,0.0010571725187890728,0.0786438030365133,-74.3906993785603,0.0,-68.67718665464382,-68.65548752527413,-1.64575
,Mixed / non conventional,2,4,10,12,-142625.89,0.15,0.0,17.3,782.905,2.069,378.3977767037216,,,-376.99111843077526,-142652.60105125475,5050,-0.0005518348238933622,-0.20875547119959492,378.2933989681218,0.0,363.6943192064923,364.2521715364204,-0.66413
,Mixed / non conventional,2,4,12,14,-20996.71,0.15,0.0,-40.57,57.628,2.069,27.853069115514742,,,-753.9822368615518,-21000.71935517521,5051,0.012994145174337873,0.36429366602910207,28.03521594852929,0.0,24.568079350766457,24.72470440882066,-1.7967
,Mixed / non conventional,2,4,14,16,31216.27,0.17,0.0,-80.38,-48.958,2.069,-23.6626389560174,,,-1319.46891450771,31222.11653768413,5052,0.007661403386072778,0.18198615690039688,-23.7536320344676,0.0,-22.150586113615873,-22.23649882351829,-1.30256
,Mixed / non conventional,2,4,16,18,550673.38,0.15,0.0,-14.16,-539.779,2.069,-260.88883518608026,,,-2111.150263212339,550775.5330722538,5053,-0.006340102968874486,-1.6488351860802481,-260.06441759304016,0.0,-253.7452660054103,-252.39135475867675,-0.62722
,Mixed / non conventional,2,4,18,20,-578800.31,0.15,0.0,162.61,378.235,2.069,182.81053649105849,,,-3166.7253948185225,-578910.7683466331,5054,0.0015973789655953222,0.29225112357875105,182.95666205284786,0.0,184.92560865644725,185.21344563737887,0.08125
,Mixed / non conventional,2,4,20,22,-301134.16,0.15,0.0,-12.73,137.749,2.069,66.57757370710488,,,-4523.893421169273,-301189.84769098414,5055,0.007526229246951032,0.5029708192706295,66.82905911674018,0.0,58.303426510369704,58.51288771356569,-1.6413
,Mixed / non conventional,2,4,22,24,31767.34,0.05,0.0,-78.39,-30.198,5.913,-5.107052257737189,,,-6220.353454107836,31767.67015172475,5056,-0.04939219407017995,-0.24616910025379735,-4.98396770761029,0.0,,,-1.55892
,Mixed / non conventional,2,4,24,26,1560650.0,0.05,0.0,-9.19,-1112.666,5.913,-188.17283950617283,,,-8293.804605477077,1560668.762921995,5057,-0.014445797791871906,-2.6988135321468576,-186.8234327400994,0.0,-184.98963133640555,-183.9491690071715,-0.79073
,Mixed / non conventional,2,4,23,25,1673581.75,0.34,0.0,-56.21,-389.462,1.677,-232.23732856290994,,,-7207.598945498374,1673873.524455389,5058,-0.0034890013097396036,-0.8088652775200842,-231.8328959241499,0.0,-231.35513078470825,-230.92971887708396,-0.13753
,Mixed / non conventional,2,4,25,27,-911819.31,0.34,0.0,73.83,161.265,1.677,96.16279069767441,,,-9483.682823024179,-911977.4063536042,5059,0.009782394249646447,0.9453261070878938,96.63545375121836,0.0,101.71478873239437,101.98696110017919,0.67069
,Mixed / non conventional,2,4,27,29,-1071069.63,0.33,0.0,-90.57,147.336,1.677,87.85688729874776,,,-12193.306486745501,-1071265.9538050895,5060,0.009446172828286076,0.8338496857011961,88.27381214159837,0.0,87.03018108651911,87.16890329295558,-0.58828
,Mixed / non conventional,2,4,29,31,-456275.16,0.34,0.0,86.05,49.779,1.677,29.68336314847943,,,-15374.169048504882,-456357.04297288286,5061,0.011803078478937959,0.3524349735862984,29.85958063527258,0.0,25.0125754527163,25.12375044518244,-1.53406
,Mixed / non conventional,2,4,31,33,3214134.5,0.33,0.0,-154.36,-282.787,1.677,-168.6267143709004,,,-19063.969620146378,3214694.559911946,5062,-0.03245310185329013,-5.385078683168075,-165.93417502931635,0.0,-163.8923541247485,-160.36060013929733,-0.50321
,Mixed / non conventional,2,4,33,35,-1419880.88,0.33,0.0,158.84,102.212,1.677,60.949314251639834,,,-23300.40731351191,-1420143.8475424445,5063,-0.005219330481276299,-0.3172866018702507,60.79067095070471,0.0,61.89134808853119,61.59999708662225,0.09347
,Mixed / non conventional,2,4,35,37,-1583503.25,0.35,0.0,-91.22,94.447,1.677,56.31902206320811,,,-28121.181240446072,-1583757.4267241564,5064,0.010318780820091876,0.5841575414896809,56.611100833952946,0.0,54.94718309859155,55.10717252997928,-0.95679
,Mixed / non conventional,2,4,37,39,-1054505.75,0.33,0.0,58.19,52.697,1.677,31.423375074537866,,,-33563.99051278921,-1054693.862881606,5065,0.007352423888817262,0.2318904520147882,31.53932030054526,0.0,28.345070422535212,28.358936691378617,-1.34833
,Mixed / non conventional,2,4,39,41,4595021.5,0.34,0.0,-97.59,-194.299,1.677,-115.86106141920095,,,-39666.53424238932,4595806.760144307,5066,-0.01384944878640107,-1.593576756624259,-115.06427304088882,0.0,-111.58501006036217,-110.46962921318763,-0.75853
,Mixed / non conventional,2,4,41,43,-1662420.5,0.31,0.0,113.95,60.008,1.677,35.78294573643411,,,-46466.51154108182,-1662708.66103592,5067,0.004092535069404389,0.14674323623319196,35.856317354550704,0.0,35.556338028169016,35.5373571654833,-0.33645
,Mixed / non conventional,2,4,26,28,-1093549.38,0.08,0.0,118.41,590.964,5.827,101.41822550197358,,,-10781.945987120022,-1093485.8294718375,5068,0.0013892430575819395,0.14099250211826586,101.4887217530327,0.0,105.3487526846192,105.21607385032836,-0.16799
,Mixed / non conventional,2,4,28,30,-854991.88,0.08,0.0,-55.52,363.035,5.827,62.30221383216064,,,-13722.476710880474,-854940.6783481197,5069,0.0015442441600184659,0.09628417300246639,62.350355918661876,0.0,57.643482570626134,57.58879229176216,-1.34234
,Mixed / non conventional,2,4,30,32,-132387.59,0.08,0.0,39.62,44.97,5.827,7.717521880899262,,,-17153.095888600008,-132379.39284543373,5070,-0.005824102387501954,-0.044817127841512594,7.695113316978505,0.0,6.121923013381794,6.089170131200868,-1.90027
,Mixed / non conventional,2,4,32,34,2947535.5,0.08,0.0,-93.21,-813.498,5.827,-139.60837480693326,,,-21111.502632123484,2947342.572203053,5071,-0.021691399349914615,-2.995809361907078,-138.1104701259797,0.0,-134.07335205683134,-132.56945380619345,-0.98518
,Mixed / non conventional,2,4,34,36,-1573072.25,0.08,0.0,93.62,357.548,5.827,61.36056289685945,,,-25635.396053292803,-1573002.3319139755,5072,0.0017878938349406102,0.10980433135532053,61.41546506253711,0.0,61.34478770857426,61.29986517476553,-0.61673
,Mixed / non conventional,2,4,36,38,-1369911.5,0.09,0.0,20.37,259.472,5.827,44.52926033979749,,,-30762.475263951364,-1369830.2697250708,5073,-0.009330564516321535,-0.4135537912992149,44.32248344414788,0.0,41.87097307120436,41.69106570669676,-1.1008
,Mixed / non conventional,2,4,38,40,-729131.31,0.08,0.0,1.47,116.297,5.827,19.958297580229964,,,-36530.43937594186,-729085.3798015978,5074,0.0016268711580911407,0.03249601211030395,19.974545586285117,0.0,17.550470840905337,17.537643421962386,-1.48428
,Mixed / non conventional,2,4,40,42,4602580.5,0.07,0.0,-107.41,-624.001,5.827,-107.08786682684057,,,-42976.98750110756,4602313.914137398,5075,-0.027696758002536806,-2.925473664447395,-105.62512999461687,0.0,-101.81992400462582,-99.72532389300716,-0.97525
