index,resist,a,b,m,n,ip,resError,phaseError,K,app,irecip,reciprocalErrRel,recipError,recipMean,reci_IP_err
1.0,-122.6806531,1 72,1 65,1 71,1 1,,,,7.525910034924181,-923.2835582563424,0,,,-122.6806531,
2.0,-164.9199524,1 72,1 65,1 71,1 2,,,,7.525488105557298,-1241.1031401552757,0,,,-164.9199524,
3.0,-233.5655851,1 72,1 65,1 71,1 3,,,,7.525046680883054,-1757.5919309252633,0,,,-233.5655851,
4.0,-328.3987005,1 72,1 65,1 71,1 4,,,,7.5245845407124206,-2471.0637849723485,0,,,-328.3987005,
5.0,-448.3042079,1 72,1 65,1 71,1 5,,,,7.524100367846867,-3373.0858555676887,0,,,-448.3042079,
6.0,-664.1654915,1 72,1 65,1 71,1 6,,,,7.523592738670759,-4996.910669125096,0,,,-664.1654915,
7.0,-1266.29739,1 72,1 65,1 71,1 7,,,,7.523060112661563,-9526.431385476442,0,,,-1266.29739,
8.0,-1946.77858,1 72,1 65,1 71,1 8,,,,7.522500820673164,-14644.643465718937,0,,,-1946.77858,
9.0,-96.34809829,1 72,1 65,1 71,1 9,,,,7.521913051825442,-724.7220180461115,0,,,-96.34809829,
10.0,-135.6876602,1 72,1 65,1 71,1 10,,,,7.5212948388072975,-1020.5468983520984,0,,,-135.6876602,
11.0,-199.0369714,1 72,1 65,1 71,1 11,,,,7.520644041369752,-1496.8862129716917,0,,,-199.0369714,
12.0,-278.6219322,1 72,1 65,1 71,1 12,,,,7.51995832774975,-2095.225319341116,0,,,-278.6219322,
13.0,-381.3325515,1 72,1 65,1 71,1 13,,,,7.51923515372265,-2867.329126497553,0,,,-381.3325515,
14.0,-538.9249867,1 72,1 65,1 71,1 14,,,,7.518471738930912,-4051.8922819076674,0,,,-538.9249867,
15.0,-793.3515733,1 72,1 65,1 71,1 15,,,,7.51766504007633,-5964.151387086964,0,,,-793.3515733,
16.0,-999.1954008,1 72,1 65,1 71,1 16,,,,7.51681172049155,-7510.763699794692,0,,,-999.1954008,
17.0,-50.9494395,1 72,1 65,1 71,1 17,,,,7.515908115520665,-382.9313058192791,0,,,-50.9494395,
18.0,-91.28696123,1 72,1 65,1 71,1 18,,,,7.514950193035715,-686.0169669170324,0,,,-91.28696123,
19.0,-144.7641244,1 72,1 65,1 71,1 19,,,,7.513933508291611,-1087.7480051276552,0,,,-144.7641244,
20.0,-215.4865113,1 72,1 65,1 71,1 20,,,,7.512853152171809,-1618.918515670711,0,,,-215.4865113,
21.0,-304.0434034,1 72,1 65,1 71,1 21,,,,7.511703691694722,-2283.8839557552074,0,,,-304.0434034,
22.0,-404.7563817,1 72,1 65,1 71,1 22,,,,7.510479101428526,-3039.914345927678,0,,,-404.7563817,
23.0,-537.0141041,1 72,1 65,1 71,1 23,,,,7.509172684190236,-4032.5316415326124,0,,,-537.0141041,
24.0,-658.7748008,1 72,1 65,1 71,1 24,,,,7.507776979070689,-4945.934283838119,0,,,-658.7748008,
25.0,7.869703253,1 72,1 65,1 71,1 25,,,,7.506283654414926,59.07222489308987,0,,,7.869703253,
26.0,-32.33333214,1 72,1 65,1 71,1 26,,,,7.504683382876283,-242.65142042407766,0,,,-32.33333214,
27.0,-86.20314094,1 72,1 65,1 71,1 27,,,,7.502965695025903,-646.7792092763029,0,,,-86.20314094,
28.0,-146.0729395,1 72,1 65,1 71,1 28,,,,7.501118807202419,-1095.710473706791,0,,,-146.0729395,
29.0,-221.8314397,1 72,1 65,1 71,1 29,,,,7.499129418283731,-1663.5426753545037,0,,,-221.8314397,
30.0,-294.7361179,1 72,1 65,1 71,1 30,,,,7.496982468793824,-2209.63150881665,0,,,-294.7361179,
31.0,-374.0670946,1 72,1 65,1 71,1 31,,,,7.494660854142906,-2803.5060107215913,0,,,-374.0670946,
32.0,-439.1729017,1 72,1 65,1 71,1 32,,,,7.492145081731756,-3290.347095501519,0,,,-439.1729017,
33.0,90.78743224,1 72,1 65,1 71,1 33,,,,7.489412858987701,679.9445624527306,0,,,90.78743224,
34.0,46.64378552,1 72,1 65,1 71,1 34,,,,7.486438595944928,349.19583617790516,0,,,46.64378552,
35.0,-8.933301605,1 72,1 65,1 71,1 35,,,,7.48319280146925,-66.8496182638897,0,,,-8.933301605,
36.0,-72.06078053,1 72,1 65,1 71,1 36,,,,7.47964134628904,-538.9887934980483,0,,,-72.06078053,
37.0,-137.0269254,1 72,1 65,1 71,1 37,,,,7.475744558117355,-1024.3782918746028,0,,,-137.0269254,
38.0,-199.5783216,1 72,1 65,1 71,1 38,,,,7.471456103615104,-1491.1406690675783,0,,,-199.5783216,
39.0,-260.5050851,1 72,1 65,1 71,1 39,,,,7.466721597728649,-1945.1189452343096,0,,,-260.5050851,
40.0,-308.5379437,1 72,1 65,1 71,1 40,,,,7.461476861569028,-2302.1487278336376,0,,,-308.5379437,
41.0,213.9627056,1 72,1 65,1 71,1 41,,,,7.455645723351854,1595.2301309634317,0,,,213.9627056,
42.0,153.9573176,1 72,1 65,1 71,1 42,,,,7.449137219852086,1146.8491848027488,0,,,153.9573176,
43.0,76.0461936,1 72,1 65,1 71,1 43,,,,7.441842003676811,565.9237577522186,0,,,76.0461936,
44.0,4.632463201,1 72,1 65,1 71,1 44,,,,7.433627687367397,34.4360067116642,0,,,4.632463201,
45.0,-62.71483736,1 72,1 65,1 71,1 45,,,,7.424332748089664,-465.61582080296506,0,,,-62.71483736,
46.0,-125.6598539,1 72,1 65,1 71,1 46,,,,7.413758459586104,-931.6118048814789,0,,,-125.6598539,
47.0,-173.0293837,1 72,1 65,1 71,1 47,,,,7.4016580843738575,-1280.7043366973312,0,,,-173.0293837,
48.0,-210.951249,1 72,1 65,1 71,1 48,,,,7.387722205559858,-1558.4492265278868,0,,,-210.951249,
49.0,390.9705709,1 72,1 65,1 71,1 49,,,,7.371558532546507,2882.0624478924738,0,,,390.9705709,
50.0,300.4630661,1 72,1 65,1 71,1 50,,,,7.352663657337813,2209.203866485759,0,,,300.4630661,
51.0,185.224775,1 72,1 65,1 71,1 51,,,,7.330382858376184,1357.7685156065854,0,,,185.224775,
52.0,89.20458769,1 72,1 65,1 71,1 52,,,,7.303851772876419,651.5370859483164,0,,,89.20458769,
53.0,12.38001169,1 72,1 65,1 71,1 53,,,,7.271909898664698,90.02632955409568,0,,,12.38001169,
54.0,-53.54036749,1 72,1 65,1 71,1 54,,,,7.232969132683476,-387.2558254076999,0,,,-53.54036749,
55.0,-104.137594,1 72,1 65,1 71,1 55,,,,7.184808310900424,-748.2086508483742,0,,,-104.137594,
56.0,-135.9993293,1 72,1 65,1 71,1 56,,,,7.1242416081406335,-968.8920804782796,0,,,-135.9993293,
57.0,650.5810492,1 72,1 65,1 71,1 57,,,,7.0465629613229,4584.360324631311,0,,,650.5810492,
58.0,491.6599811,1 72,1 65,1 71,1 58,,,,6.944573234251121,3414.3687450994717,0,,,491.6599811,
59.0,312.8060783,1 72,1 65,1 71,1 59,,,,6.806784082777885,2129.203434768613,0,,,312.8060783,
60.0,173.9823442,1 72,1 65,1 71,1 60,,,,6.613879270715354,1150.6982197748437,0,,,173.9823442,
61.0,81.22528034,1 72,1 65,1 71,1 61,,,,6.331148553799277,514.2493161565319,0,,,81.22528034,
62.0,4.089479669,1 72,1 65,1 71,1 62,,,,5.8904862254808625,24.089023659628538,0,,,4.089479669,
63.0,-43.83956527,1 72,1 65,1 71,1 63,,,,5.140787978601479,-225.36991012713094,0,,,-43.83956527,
64.0,-75.33341345,1 72,1 65,1 71,1 64,,,,3.677962131031953,-277.0734418704732,0,,,-75.33341345,
65.0,669.8793422,1 72,1 65,1 71,1 66,,,,3.7699111843077517,2525.3856242965,0,,,669.8793422,
66.0,421.5932107,1 72,1 65,1 71,1 67,,,,5.543987035746694,2337.3072944796245,0,,,421.5932107,
67.0,249.6024742,1 72,1 65,1 71,1 68,,,,6.854383971468639,1710.8711983953945,0,,,249.6024742,
68.0,136.1599288,1 72,1 65,1 71,1 69,,,,8.377580409572781,1140.6907520837046,0,,,136.1599288,
69.0,50.6399594,1 72,1 65,1 71,1 70,,,,11.780972450961722,596.5879666092201,0,,,50.6399594,
