index,resist,a,b,m,n,ip,resError,phaseError,K,app,irecip,reciprocalErrRel,recipError,recipMean,reci_IP_err
1.0,-213.3307662,1 72,1 65,1 71,1 9,,,,7.51766504007633,-1603.749243034437,0,,,-213.3307662,
2.0,-317.9593301,1 72,1 65,1 71,1 11,,,,7.51681172049155,-2390.0404191353214,0,,,-317.9593301,
3.0,-926.3519521,1 72,1 65,1 71,1 15,,,,7.515908115520665,-6962.3761546168,0,,,-926.3519521,
4.0,-1199.355113,1 72,1 65,1 71,1 16,,,,7.514950193035715,-9013.093937957723,0,,,-1199.355113,
5.0,-160.9240097,1 72,1 65,1 71,1 17,,,,7.513933508291611,-1209.1723087734742,0,,,-160.9240097,
6.0,-207.6887397,1 72,1 65,1 71,1 18,,,,7.512853152171809,-1560.3350027257354,0,,,-207.6887397,
7.0,-262.8076981,1 72,1 65,1 71,1 19,,,,7.511703691694722,-1974.1335560235618,0,,,-262.8076981,
8.0,-539.0538135,1 72,1 65,1 71,1 22,,,,7.510479101428526,-4048.552400837101,0,,,-539.0538135,
9.0,-680.9741279,1 72,1 65,1 71,1 23,,,,7.509172684190236,-5113.552319866948,0,,,-680.9741279,
10.0,-826.3750031,1 72,1 65,1 71,1 24,,,,7.507776979070689,-6204.239224353649,0,,,-826.3750031,
11.0,-92.61707248,1 72,1 65,1 71,1 25,,,,7.506283654414926,-695.2100172763865,0,,,-92.61707248,
12.0,-140.9556756,1 72,1 65,1 71,1 26,,,,7.504683382876283,-1057.8277163974199,0,,,-140.9556756,
13.0,-189.6022827,1 72,1 65,1 71,1 27,,,,7.502965695025903,-1422.5794227967033,0,,,-189.6022827,
14.0,-246.8898474,1 72,1 65,1 71,1 28,,,,7.501118807202419,-1851.9500776394752,0,,,-246.8898474,
15.0,-317.5354689,1 72,1 65,1 71,1 29,,,,7.499129418283731,-2381.2395761765088,0,,,-317.5354689,
16.0,-402.5098415,1 72,1 65,1 71,1 30,,,,7.496982468793824,-3017.609225242481,0,,,-402.5098415,
17.0,-505.1679429,1 72,1 65,1 71,1 31,,,,7.494660854142906,-3786.062406420529,0,,,-505.1679429,
18.0,-572.7810997,1 72,1 65,1 71,1 32,,,,7.492145081731756,-4291.359099026262,0,,,-572.7810997,
19.0,-9.262711901,1 72,1 65,1 71,1 33,,,,7.489412858987701,-69.37227362044781,0,,,-9.262711901,
20.0,-52.96374178,1 72,1 65,1 71,1 34,,,,7.486438595944928,-396.5098006474529,0,,,-52.96374178,
